"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,765722150,"grumpygrandpa55",0,136.85,"P R.A. Dickey OF Matt Kemp C Tyler Flowers 1B Anthony Rizzo OF Charlie Blackmon P Tyler Chatwood 2B DJ LeMahieu OF Ender Inciarte 3B Kris Bryant SS Javier Báez",NA,"Jon Lester","78.23%",9.05
2,765801229,"hollywoodbc",0,128.85,"P R.A. Dickey 2B Brandon Phillips OF Matt Kemp C Tyler Flowers 1B Anthony Rizzo OF Charlie Blackmon P Tyler Chatwood OF Ender Inciarte 3B Kris Bryant SS Javier Báez",NA,"Anthony Rizzo","56.35%",7
2,765929348,"smw326 (4/10)",0,128.85,"P R.A. Dickey OF Matt Kemp C Tyler Flowers OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu 1B Matt Adams OF Ender Inciarte SS Dansby Swanson",NA,"Ender Inciarte","55.44%",7
4,765923813,"CDogg11",0,126.1,"P R.A. Dickey OF Matt Kemp C Tyler Flowers 1B Anthony Rizzo OF Charlie Blackmon 2B DJ LeMahieu OF Ender Inciarte 3B Kris Bryant P Ben Lively SS Javier Báez",NA,"Kris Bryant","54.54%",14
5,765841145,"OmarNyC",0,125.85,"P R.A. Dickey OF Matt Kemp C Tyler Flowers 1B Anthony Rizzo OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu OF Ender Inciarte SS Javier Báez",NA,"Matt Kemp","48.75%",10
5,765894786,"beltfed",0,125.85,"P R.A. Dickey OF Matt Kemp C Tyler Flowers 1B Anthony Rizzo OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu OF Ender Inciarte SS Javier Báez",NA,"Tyler Chatwood","43.88%",19.9
7,765642220,"sixers1212 (16/20)",0,125,"P R.A. Dickey P Jon Lester C Tyler Flowers 1B Anthony Rizzo OF Charlie Blackmon 2B DJ LeMahieu OF Ender Inciarte OF Odúbel Herrera 3B Kris Bryant SS Dansby Swanson",NA,"Tyler Flowers","41.27%",10
8,765929349,"smw326 (5/10)",0,123.85,"P R.A. Dickey OF Matt Kemp C Tyler Flowers OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu 1B Matt Adams OF Ender Inciarte SS Trevor Story",NA,"Ben Lively","40.93%",9.15
8,765952088,"momoney20 (2/2)",0,123.85,"P R.A. Dickey OF Matt Kemp C Tyler Flowers OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu 1B Matt Adams OF Ender Inciarte SS Trevor Story",NA,"Charlie Blackmon","40.25%",16
10,765846067,"holeinone615",0,122.85,"P R.A. Dickey OF Matt Kemp 1B Mark Reynolds C Tyler Flowers OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu OF Ender Inciarte SS Dansby Swanson",NA,"R.A. Dickey","36.96%",31.95
10,765908214,"mrgreen3276 (2/2)",0,122.85,"P R.A. Dickey OF Matt Kemp C Tyler Flowers 1B Anthony Rizzo OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu OF Ender Inciarte SS Trevor Story",NA,"Odúbel Herrera","35.03%",7
12,765904735,"Daniel_Kinsner",0,120.85,"P R.A. Dickey OF Matt Kemp 1B Mark Reynolds C Tyler Flowers OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu OF Ender Inciarte SS Javier Báez",NA,"Javier Báez","33.67%",3
12,765934086,"1967krockdizzle (1/3)",0,120.85,"P R.A. Dickey OF Matt Kemp 1B Ian Desmond C Tyler Flowers OF Charlie Blackmon P Tyler Chatwood 3B Nolan Arenado 2B DJ LeMahieu OF Ender Inciarte SS Dansby Swanson",NA,"César Hernández","31.97%",0
