"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Amir Garrett","AJ Cole","Chris Iannetta","Paul Goldschmidt","DJ LeMahieu","Nolan Arenado","Nick Ahmed","AJ Pollock","Ian Desmond","Yasmany Tomas"
"2","Gerrit Cole","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Andrew Romine","AJ Pollock","Yasmany Tomas","Matt Joyce"
"3","Lance McCullers","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Neil Walker","Greg Garcia","Nick Ahmed","AJ Pollock","Yasmany Tomas","Michael Conforto"
"4","Dylan Bundy","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Nick Ahmed","AJ Pollock","Seth Smith","Michael Conforto"
"5","Clayton Kershaw","AJ Cole","Chris Iannetta","Paul Goldschmidt","Kolten Wong","Greg Garcia","Nick Ahmed","AJ Pollock","Yasmany Tomas","Gorkys Hernandez"
"6","Gerrit Cole","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Kolten Wong","Manny Machado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Seth Smith"
"7","Clayton Kershaw","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Greg Garcia","Nick Ahmed","AJ Pollock","Jim Adduci","Tommy Pham"
"8","Gerrit Cole","JC Ramirez","Chris Iannetta","Paul Goldschmidt","Jed Lowrie","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Michael Conforto"
"9","Amir Garrett","Jordan Montgomery","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Greg Garcia","Trevor Story","AJ Pollock","Ian Desmond","Yasmany Tomas"
"10","Dylan Bundy","AJ Cole","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Trevor Story","AJ Pollock","Yasmany Tomas","Gorkys Hernandez"
"11","Gerrit Cole","AJ Cole","Austin Barnes","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Seth Smith"
"12","Amir Garrett","Jordan Montgomery","Ryan Hanigan","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Giancarlo Stanton"
"13","Clayton Kershaw","Patrick Corbin","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Greg Garcia","Andrew Romine","AJ Pollock","Yasmany Tomas","Guillermo Heredia"
"14","Lance McCullers","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Nick Ahmed","Yasmany Tomas","Guillermo Heredia","Tommy Pham"
"15","Julio Teheran","Jordan Montgomery","Chris Iannetta","Paul Goldschmidt","Neil Walker","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Seth Smith"
"16","Dylan Bundy","Amir Garrett","Chris Iannetta","Paul Goldschmidt","DJ LeMahieu","Jake Lamb","Andrew Romine","AJ Pollock","Yasmany Tomas","Michael Conforto"
"17","Lance McCullers","Jordan Zimmermann","Chris Iannetta","Paul Goldschmidt","Kolten Wong","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Jim Adduci"
"18","Amir Garrett","AJ Cole","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Manny Machado","Trea Turner","AJ Pollock","Yasmany Tomas","Michael Conforto"
"19","Clayton Kershaw","Patrick Corbin","Chris Iannetta","Paul Goldschmidt","Chris Taylor","Ryan Flaherty","Nick Ahmed","AJ Pollock","Yasmany Tomas","Matt Joyce"
"20","Lance McCullers","AJ Cole","Chris Iannetta","Paul Goldschmidt","Dee Gordon","Manny Machado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Matt Joyce"
"21","Gerrit Cole","Dylan Bundy","Chris Iannetta","Paul Goldschmidt","DJ LeMahieu","Greg Garcia","Nick Ahmed","AJ Pollock","Yasmany Tomas","Matt Joyce"
"22","Lance McCullers","AJ Cole","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Greg Garcia","Nick Ahmed","AJ Pollock","Ian Desmond","Seth Smith"
"23","Clayton Kershaw","AJ Cole","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Ryan Flaherty","Nick Ahmed","AJ Pollock","Michael Conforto","Jaff Decker"
"24","Amir Garrett","JC Ramirez","Chris Iannetta","Paul Goldschmidt","Dee Gordon","Jake Lamb","Trevor Story","AJ Pollock","Yasmany Tomas","Seth Smith"
"25","Gerrit Cole","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Joey Gallo","Nick Ahmed","Ian Desmond","Yasmany Tomas","Michael Conforto"
"26","Gerrit Cole","Jordan Zimmermann","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Nick Ahmed","AJ Pollock","Ian Desmond","Tommy Pham"
"27","Clayton Kershaw","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Kolten Wong","Jake Lamb","Nick Ahmed","Yasmany Tomas","Jaff Decker","Tommy Pham"
"28","Amir Garrett","Jordan Montgomery","Ryan Hanigan","Paul Goldschmidt","DJ LeMahieu","Nolan Arenado","Trevor Story","AJ Pollock","Ian Desmond","Matt Joyce"
"29","Amir Garrett","JC Ramirez","Austin Barnes","Paul Goldschmidt","Brandon Drury","Manny Machado","Nick Ahmed","AJ Pollock","Ian Desmond","Yasmany Tomas"
"30","Lance McCullers","Jordan Montgomery","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Nick Ahmed","AJ Pollock","Matt Joyce","Jaff Decker"
"31","Clayton Kershaw","AJ Cole","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Joey Gallo","Nick Ahmed","Yasmany Tomas","Seth Smith","Tommy Pham"
"32","Gerrit Cole","AJ Cole","Chris Iannetta","Paul Goldschmidt","Kolten Wong","Jake Lamb","Trevor Story","AJ Pollock","Yasmany Tomas","Michael Conforto"
"33","Dylan Bundy","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Dee Gordon","Joey Gallo","Nick Ahmed","Charlie Blackmon","AJ Pollock","Yasmany Tomas"
"34","Lance McCullers","AJ Cole","Chris Iannetta","Justin Bour","Brandon Drury","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Michael Conforto"
"35","Jordan Montgomery","JC Ramirez","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Nolan Arenado","Trea Turner","AJ Pollock","Yasmany Tomas","Guillermo Heredia"
"36","Gerrit Cole","Amir Garrett","Chris Iannetta","Paul Goldschmidt","DJ LeMahieu","Jake Lamb","Nick Ahmed","AJ Pollock","Franklin Gutierrez","Guillermo Heredia"
"37","Dylan Bundy","Matt Garza","Chris Iannetta","Paul Goldschmidt","Rougned Odor","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Nelson Cruz"
"38","Jordan Montgomery","JC Ramirez","Chris Iannetta","Paul Goldschmidt","DJ LeMahieu","Manny Machado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Giancarlo Stanton"
"39","Amir Garrett","Jordan Zimmermann","Chris Iannetta","Paul Goldschmidt","Kolten Wong","Jake Lamb","Trea Turner","AJ Pollock","Ian Desmond","Yasmany Tomas"
"40","Gerrit Cole","Amir Garrett","Devin Mesoraco","Paul Goldschmidt","Chris Taylor","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Michael Conforto"
"41","Lance McCullers","Patrick Corbin","Chris Iannetta","Paul Goldschmidt","Rougned Odor","Justin Turner","Nick Ahmed","AJ Pollock","Yasmany Tomas","Seth Smith"
"42","Lance McCullers","AJ Cole","Chris Iannetta","Paul Goldschmidt","Neil Walker","Jake Lamb","Andrew Romine","AJ Pollock","Yasmany Tomas","Seth Smith"
"43","Clayton Kershaw","Ty Blach","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Greg Garcia","Nick Ahmed","Yasmany Tomas","Michael Conforto","Matt Joyce"
"44","Lance McCullers","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Jed Lowrie","Jake Lamb","Nick Ahmed","AJ Pollock","Seth Smith","Matt Joyce"
"45","Amir Garrett","Jordan Zimmermann","Chris Iannetta","Mark Reynolds","Brandon Drury","Nolan Arenado","Nick Ahmed","Charlie Blackmon","AJ Pollock","Yasmany Tomas"
"46","Gerrit Cole","Jordan Montgomery","Chris Iannetta","Paul Goldschmidt","Chris Taylor","Martin Prado","Nick Ahmed","AJ Pollock","Ian Desmond","Yasmany Tomas"
"47","Lance McCullers","Matt Garza","Chris Iannetta","Paul Goldschmidt","DJ LeMahieu","Joey Gallo","Nick Ahmed","AJ Pollock","Yasmany Tomas","Tommy Pham"
"48","Clayton Kershaw","Dylan Covey","Chris Iannetta","Paul Goldschmidt","Cliff Pennington","Nolan Arenado","Nick Ahmed","AJ Pollock","Yasmany Tomas","Tommy Pham"
"49","Dylan Bundy","Jordan Zimmermann","Chris Iannetta","Paul Goldschmidt","Neil Walker","Manny Machado","Nick Ahmed","AJ Pollock","Ian Desmond","Yasmany Tomas"
"50","Amir Garrett","Jordan Montgomery","Austin Barnes","Paul Goldschmidt","DJ LeMahieu","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Seth Smith"
