"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Amir Garrett","AJ Cole","Austin Barnes","Paul Goldschmidt","DJ LeMahieu","Jake Lamb","Nick Ahmed","AJ Pollock","Ian Desmond","Yasmany Tomas"
"2","Amir Garrett","AJ Cole","Chris Iannetta","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","AJ Pollock","Ian Desmond","Michael Conforto"
"3","Lance McCullers","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Jake Lamb","Andrew Romine","Yasmany Tomas","Michael Conforto","Matt Joyce"
"4","Clayton Kershaw","Patrick Corbin","Eric Fryer","Paul Goldschmidt","Kolten Wong","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Tommy Pham"
"5","Gerrit Cole","Jordan Montgomery","Ryan Hanigan","Paul Goldschmidt","Chris Taylor","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Michael Conforto"
"6","Gerrit Cole","AJ Cole","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Jake Lamb","Trevor Story","Ian Desmond","Yasmany Tomas","Tommy Pham"
"7","Clayton Kershaw","AJ Cole","Ryan Hanigan","Paul Goldschmidt","Brandon Drury","Jake Lamb","Nick Ahmed","Yasmany Tomas","Matt Joyce","Jaff Decker"
"8","Gerrit Cole","Amir Garrett","Devin Mesoraco","Paul Goldschmidt","Brandon Drury","Jake Lamb","Nick Ahmed","Yasmany Tomas","Yasiel Puig","Seth Smith"
"9","Lance McCullers","JC Ramirez","Devin Mesoraco","Paul Goldschmidt","Jed Lowrie","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Matt Joyce"
"10","Amir Garrett","Jordan Montgomery","Devin Mesoraco","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Nick Ahmed","Charlie Blackmon","Ian Desmond","Yasmany Tomas"
"11","Clayton Kershaw","Amir Garrett","Chris Iannetta","Justin Bour","Dee Gordon","Martin Prado","Andrew Romine","AJ Pollock","Giancarlo Stanton","Marcell Ozuna"
"12","Clayton Kershaw","Amir Garrett","Eric Fryer","Paul Goldschmidt","Brandon Drury","Greg Garcia","Aledmys Diaz","AJ Pollock","Randal Grichuk","Tommy Pham"
"13","Clayton Kershaw","Amir Garrett","Stephen Vogt","Paul Goldschmidt","Adam Rosales","Nolan Arenado","Nick Ahmed","Rajai Davis","Matt Joyce","Jaff Decker"
"14","Lance McCullers","Jordan Montgomery","Austin Barnes","Paul Goldschmidt","Brandon Drury","Jake Lamb","Nick Ahmed","Yasmany Tomas","Gorkys Hernandez","Guillermo Heredia"
"15","Jordan Montgomery","JC Ramirez","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Jake Lamb","Trea Turner","Yasmany Tomas","Giancarlo Stanton","Seth Smith"
"16","Dylan Bundy","Jordan Zimmermann","Gary Sanchez","Paul Goldschmidt","Kelby Tomlinson","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Seth Smith"
"17","Clayton Kershaw","Amir Garrett","Robinson Chirinos","Paul Goldschmidt","Rougned Odor","Greg Garcia","Elvis Andrus","Yasmany Tomas","Nomar Mazara","Delino DeShields"
"18","Dylan Bundy","JC Ramirez","JT Realmuto","Paul Goldschmidt","Brandon Drury","Jake Lamb","Nick Ahmed","Ian Desmond","Yasmany Tomas","Michael Conforto"
"19","Gerrit Cole","Amir Garrett","Chris Iannetta","Jay Bruce","Neil Walker","Nolan Arenado","Asdrubal Cabrera","AJ Pollock","Curtis Granderson","Michael Conforto"
"20","Clayton Kershaw","Patrick Corbin","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Jake Lamb","Jose Iglesias","Yasmany Tomas","Patrick Kivlehan","Jim Adduci"
"21","Julio Teheran","Matt Garza","JT Realmuto","Paul Goldschmidt","Rougned Odor","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Giancarlo Stanton"
"22","Lance McCullers","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Rougned Odor","Joey Gallo","Elvis Andrus","AJ Pollock","Carlos Gomez","Nomar Mazara"
"23","Clayton Kershaw","Amir Garrett","Chris Iannetta","Yonder Alonso","Jed Lowrie","Nolan Arenado","Trevor Story","Khris Davis","Rajai Davis","Jaff Decker"
"24","Gerrit Cole","Jordan Zimmermann","Austin Barnes","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","Ian Desmond","Yasmany Tomas","Tommy Pham"
"25","Clayton Kershaw","Amir Garrett","Austin Barnes","Paul Goldschmidt","Brandon Drury","Greg Garcia","Kike Hernandez","Yasiel Puig","Franklin Gutierrez","Cody Bellinger"
"26","Gerrit Cole","JC Ramirez","Chris Iannetta","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Andrew Romine","Charlie Blackmon","Ian Desmond","Gorkys Hernandez"
"27","Julio Teheran","Dylan Bundy","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Jake Lamb","Asdrubal Cabrera","Yasmany Tomas","Nomar Mazara","Gorkys Hernandez"
"28","Mike Leake","Vince Velasquez","Stephen Vogt","Paul Goldschmidt","Dee Gordon","Jake Lamb","Nick Ahmed","AJ Pollock","Yasmany Tomas","Gorkys Hernandez"
"29","Gerrit Cole","Amir Garrett","Caleb Joseph","Chris Davis","DJ LeMahieu","Manny Machado","Nick Ahmed","AJ Pollock","Adam Jones","Seth Smith"
"30","Clayton Kershaw","Amir Garrett","Caleb Joseph","Trey Mancini","Kolten Wong","Ryan Flaherty","JJ Hardy","AJ Pollock","Yasmany Tomas","Seth Smith"
"31","Dylan Bundy","Jordan Montgomery","Chris Iannetta","Mark Reynolds","Kolten Wong","Nolan Arenado","Trevor Story","Ian Desmond","Yasmany Tomas","Gerardo Parra"
"32","Lance McCullers","Amir Garrett","Chris Iannetta","Paul Goldschmidt","Chris Taylor","Justin Turner","Corey Seager","Yasmany Tomas","Franklin Gutierrez","Cody Bellinger"
"33","Lance McCullers","Amir Garrett","Devin Mesoraco","Paul Goldschmidt","Jose Peraza","Eugenio Suarez","Nick Ahmed","AJ Pollock","Adam Duvall","Patrick Kivlehan"
"34","Gerrit Cole","Amir Garrett","Ryan Hanigan","Mark Reynolds","Brandon Drury","Greg Garcia","Trevor Story","Ian Desmond","Yasmany Tomas","Gerardo Parra"
"35","Clayton Kershaw","Amir Garrett","JT Realmuto","Justin Bour","DJ LeMahieu","Miguel Rojas","Nick Ahmed","Yasmany Tomas","Giancarlo Stanton","Ichiro Suzuki"
