"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Aaron Judge",5700,"NYY@CWS 08:10PM ET",12.041,"NYY","CWS",10.73,10.7,11.29,NA,"2","2",6
"1B/OF","Cody Bellinger",5500,"LAD@LAA 10:07PM ET",11,"LAD","LAA",10.36,8.6,9.76,NA,"4","4",7
"SS","Corey Seager",5300,"LAD@LAA 10:07PM ET",9,"LAD","LAA",8.3,8.4,9.61,NA,"x","2",0
"C","Gary Sanchez",5100,"NYY@CWS 08:10PM ET",9.915,"NYY","CWS",9.08,10.2,10.75,NA,"3","4",3
"OF","Mookie Betts",5000,"MIN@BOS 07:10PM ET",9.257,"BOS","MIN",10.26,11.3,11.76,NA,"1","1",19
"SS","Xander Bogaerts",4900,"MIN@BOS 07:10PM ET",8.589,"BOS","MIN",8.06,9.2,9.84,NA,"3","3",0
"3B","Travis Shaw",4800,"MIL@CIN 07:10PM ET",9.691,"MIL","CIN",10.26,8.8,9.3,NA,"4","4",9
"OF","Corey Dickerson",4700,"TB@PIT 07:05PM ET",9.716,"TB","PIT",8.02,9.1,8.84,NA,"2","2",2
"1B","Joey Votto",4700,"MIL@CIN 07:10PM ET",10.145,"CIN","MIL",8.97,10.1,10.6,NA,"3","3",30
"2B","Brian Dozier",4600,"MIN@BOS 07:10PM ET",8.577,"MIN","BOS",8.09,10.4,9.82,NA,"1","1",10
"OF","Ryan Braun",4600,"MIL@CIN 07:10PM ET",8.531,"MIL","CIN",9.33,9,10.63,NA,"3","3",19
"OF","Giancarlo Stanton",4600,"NYM@MIA 07:10PM ET",9.095,"MIA","NYM",8.5,8.1,9.5,NA,"2","2",19
"1B","Logan Morrison",4500,"TB@PIT 07:05PM ET",8.853,"TB","PIT",7.44,8.4,8.05,NA,"4","4",6
"3B","Evan Longoria",4500,"TB@PIT 07:05PM ET",7.803,"TB","PIT",6.53,7.8,8.46,NA,"3","3",2
"3B","Justin Turner",4500,"LAD@LAA 10:07PM ET",9.236,"LAD","LAA",8.52,8.3,9.28,NA,"3","3",8
"OF","Mike Trout",4500,"LAD@LAA 10:07PM ET",12.02,"LAA","LAD",NA,0,NA,NA,"x","x",NA
"2B","Jonathan Villar",4500,"MIL@CIN 07:10PM ET",7.183,"MIL","CIN",NA,9.4,10.58,NA,"x","1",28
"OF","Yoenis Cespedes",4500,"NYM@MIA 07:10PM ET",8.667,"NYM","MIA",8.35,8.7,2.15,NA,"3","3",5
"OF","Brett Gardner",4400,"NYY@CWS 08:10PM ET",8.829,"NYY","CWS",8.82,9.3,9.37,NA,"1","1",8
"OF","Joc Pederson",4400,"LAD@LAA 10:07PM ET",7.078,"LAD","LAA",6.79,8,1.98,NA,"2","6",18
"1B/OF","Eric Thames",4400,"MIL@CIN 07:10PM ET",9,"MIL","CIN",9.05,0,9.67,NA,"x","x",NA
"OF","Domingo Santana",4400,"MIL@CIN 07:10PM ET",8.041,"MIL","CIN",7.98,8.5,8.79,NA,"5","2",18
"OF","Adam Duvall",4400,"MIL@CIN 07:10PM ET",8.918,"CIN","MIL",7.64,8.1,9.12,NA,"4","4",10
"1B","Lucas Duda",4400,"NYM@MIA 07:10PM ET",7.907,"NYM","MIA",7.84,0,8.4,NA,"x","x",NA
"1B","Matt Holliday",4300,"NYY@CWS 08:10PM ET",7.958,"NYY","CWS",NA,0,NA,NA,"x","x",NA
"1B","Jose Abreu",4300,"NYY@CWS 08:10PM ET",8.733,"CWS","NYY",8.78,8.4,8.81,NA,"3","3",10
"3B","Josh Donaldson",4300,"BAL@TOR 07:07PM ET",8.056,"TOR","BAL",9.22,8.9,10.32,NA,"3","3",0
"1B","Justin Smoak",4300,"BAL@TOR 07:07PM ET",8.387,"TOR","BAL",9.65,9.3,9.01,NA,"4","4",0
"1B/OF","Trey Mancini",4300,"BAL@TOR 07:07PM ET",8.226,"BAL","TOR",7.11,7.5,7.88,NA,"5","6",2
"3B","Miguel Sano",4300,"MIN@BOS 07:10PM ET",9.029,"MIN","BOS",8.24,9.6,9.37,NA,"4","4",0
