"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Carlos Martinez",12300,"PHI@STL 02:15PM ET",21.592,"STL","PHI",24.81,21.5,19.407,NA,48.25
"SP","Jeff Samardzija",10900,"MIN@SF 04:05PM ET",18.635,"SF","MIN",23.75,18.9,20.8045,NA,16.5
"SP","Sonny Gray",8300,"OAK@TB 02:10PM ET",14.714,"OAK","TB",NA,15.5,16.302,NA,23.5
"SP","Dan Straily",8200,"MIA@PIT 04:05PM ET",17.171,"MIA","PIT",18.26,14.9,11.841,NA,0.4
"SP","Jose Berrios",7900,"MIN@SF 04:05PM ET",22.22,"MIN","SF",13.06,17.5,12.759,NA,22
"SP","Ian Kennedy",7500,"KC@SD 04:10PM ET",10.24,"KC","SD",16.82,13.8,14.691,NA,10.7
"SP","Mike Fiers",7200,"LAA@HOU 04:10PM ET",10.413,"HOU","LAA",NA,12,13.653,NA,33.5
"SP","Robert Gsellman",6900,"NYM@ATL 01:10PM ET",7.097,"NYM","ATL",13.15,12.1,16.299,NA,24
"SP","Jeff Hoffman",6700,"COL@CHC 02:20PM ET",22.375,"COL","CHC",15.14,15.1,12.702,NA,28.65
"SP","Erasmo Ramirez",6500,"OAK@TB 02:10PM ET",6.044,"TB","OAK",16.37,11.3,13.656,NA,10.8
"RP","Trevor Williams",5900,"MIA@PIT 04:05PM ET",7.125,"PIT","MIA",14.41,10.8,9.326,NA,0.8
"SP","Eddie Butler",5600,"COL@CHC 02:20PM ET",12.44,"CHC","COL",15.67,6.2,9.932,NA,7.05
"SP","Nick Pivetta",5300,"PHI@STL 02:15PM ET",10.75,"PHI","STL",NA,12.6,10.346,NA,2.45
"SP","Ricky Nolasco",5100,"LAA@HOU 04:10PM ET",12.992,"LAA","HOU",15,11.8,10.837,NA,10.35
"RP","Miguel Diaz",4500,"KC@SD 04:10PM ET",1.457,"SD","KC",12.22,12.2,11.628,NA,4.1
