"Place_lo","Place_hi","Payout"
"1","1","5000"
"2","2","3000"
"3","3","2000"
"4","4","1500"
"5","5","1000"
"6","6","750"
"7","8","500"
"9","10","350"
"11","15","250"
"16","20","200"
"21","30","150"
"31","40","100"
"41","50","80"
"51","75","60"
"76","100","50"
"101","150","40"
"151","225","30"
"226","350","25"
"351","550","20"
"551","800","15"
"801","1200","12"
"1201","1850","10"
"1851","2750","9"
"2751","4010","8"
"4011","5945","7"
"5946","9045","6"
