"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"P","Jose De Leon",7900,"NYY@TB 07:10PM ET",8.713,"TB",NA,NA,NA,NA,NA
"OF","Mookie Betts",5200,"Pit@Bos 07:10PM ET",10.46,"Bos",NA,0,9.93,NA,NA
"OF","Mike Trout",5200,"LAA@Oak 10:05PM ET",10.447,"LAA",8.37,10.1,10.62,NA,10
"3B","Josh Donaldson",5100,"Tor@Bal 07:05PM ET",10.03,"Tor",7.82,8.9,9.26,NA,3
"3B/SS","Manny Machado",5100,"Tor@Bal 07:05PM ET",8.956,"Bal",8.97,8,8.81,NA,3
"OF","Charlie Blackmon",5100,"Col@Mil 08:10PM ET",10.014,"Col",8.81,10.8,9.39,NA,4
"OF","Jose Bautista",5000,"Tor@Bal 07:05PM ET",8.272,"Tor",7.16,8.7,8.71,NA,3
"3B","Nolan Arenado",5000,"Col@Mil 08:10PM ET",9.881,"Col",8.93,8.3,8.83,NA,3
"1B","Paul Goldschmidt",5000,"SF@Ari 09:40PM ET",9.88,"Ari",8.68,10.6,10.41,NA,11
"OF/SS","Trea Turner",5000,"Mia@Was 07:05PM ET",11.538,"Was",9.17,9.8,9.87,NA,0
"OF","Bryce Harper",5000,"Mia@Was 07:05PM ET",8.595,"Was",8.8,9.4,9.92,NA,14
"OF","Carlos Gonzalez",4900,"Col@Mil 08:10PM ET",8.46,"Col",8.08,11.8,9.05,NA,0
"OF","Ian Desmond",4900,"Col@Mil 08:10PM ET",8.585,"Col",NA,0,NA,NA,NA
"1B","Joey Votto",4900,"Phi@Cin 07:10PM ET",9.346,"Cin",8.35,9,9.86,NA,14
"OF","Ryan Braun",4800,"Col@Mil 08:10PM ET",9.138,"Mil",7.83,8.4,9.31,NA,9
"1B","Edwin Encarnacion",4800,"Cle@Tex 08:05PM ET",9.296,"Cle",7.34,7.6,8.7,NA,2
"OF","Michael Brantley",4800,"Cle@Tex 08:05PM ET",6,"Cle",NA,0,8.61,NA,NA
"2B","Jose Altuve",4800,"Sea@Hou 08:10PM ET",10.043,"Hou",9.44,8.6,9.01,NA,0
"1B/OF","Hanley Ramirez",4700,"Pit@Bos 07:10PM ET",8.755,"Bos",6.6,7,8.35,NA,5
"OF","Starling Marte",4700,"Pit@Bos 07:10PM ET",8.915,"Pit",6.12,8.7,8.76,NA,3
"SS","Trevor Story",4700,"Col@Mil 08:10PM ET",9.814,"Col",7.91,7.4,8.56,NA,7
"1B","Carlos Santana",4700,"Cle@Tex 08:05PM ET",8.312,"Cle",6.06,8.2,8.77,NA,11
"SS","Carlos Correa",4700,"Sea@Hou 08:10PM ET",8.301,"Hou",8.14,7.6,8.19,NA,6
"SS","Troy Tulowitzki",4600,"Tor@Bal 07:05PM ET",7.2,"Tor",6.3,7.1,7.02,NA,0
"3B/SS","Jonathan Villar",4600,"Col@Mil 08:10PM ET",9.679,"Mil",7.54,9.3,9.68,NA,19
"OF","David Dahl",4600,"Col@Mil 08:10PM ET",7.778,"Col",NA,0,NA,NA,NA
"2B","Jason Kipnis",4600,"Cle@Tex 08:05PM ET",8.398,"Cle",NA,0,NA,NA,NA
"OF","Giancarlo Stanton",4600,"Mia@Was 07:05PM ET",7.555,"Mia",7.24,8.1,8.28,NA,0
"1B/OF","Chris Davis",4500,"Tor@Bal 07:05PM ET",7.899,"Bal",5.89,7.5,8.64,NA,14
"2B","Devon Travis",4500,"Tor@Bal 07:05PM ET",7.448,"Tor",6.22,8.1,8.1,NA,5
"3B/SS","Xander Bogaerts",4500,"Pit@Bos 07:10PM ET",8.8,"Bos",7.48,6.9,7.29,NA,0
"OF","Andrew McCutchen",4500,"Pit@Bos 07:10PM ET",7.791,"Pit",5.54,8.4,7.74,NA,0
"2B/3B","DJ LeMahieu",4500,"Col@Mil 08:10PM ET",8.776,"Col",7.08,7.1,7.83,NA,4
"3B","Maikel Franco",4500,"Phi@Cin 07:10PM ET",7.026,"Phi",8.13,8.1,8.14,NA,3
"OF","Nelson Cruz",4500,"Sea@Hou 08:10PM ET",9.109,"Sea",7.65,8,8.43,NA,7
"SS","Corey Seager",4500,"SD@LAD 10:10PM ET",8.417,"LAD",8.6,9,8.27,NA,7
"2B/3B","Daniel Murphy",4500,"Mia@Was 07:05PM ET",9.459,"Was",8.77,8,9.08,NA,10
"1B/OF","Mark Trumbo",4400,"Tor@Bal 07:05PM ET",8.731,"Bal",9.58,7.7,7.93,NA,0
"OF","Gregory Polanco",4400,"Pit@Bos 07:10PM ET",8.132,"Pit",4.59,5.7,7.06,NA,0
"C","Gary Sanchez",4400,"NYY@TB 07:10PM ET",10.434,"NYY",7.21,8.6,8.49,NA,3
