"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,7800,47.8846153846154,37.35,"Dan Straily","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,7,0,0,2,4,0,0
2,2,10900,32.6605504587156,35.6,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,0,0,0,3,1,0
3,1,4100,82.9268292682927,34,"Willson Contreras","CHC",NA,"C",5,3,1,4,0,4,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,3800,84.2105263157895,32,"Yasmany Tomas","ARI",NA,"OF",5,2,2,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,4900,65.3061224489796,32,"Joey Votto","CIN",NA,"1B",3,2,1,5,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,3600,86.1111111111111,31,"Eugenio Suarez","CIN",NA,"3B",5,2,2,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,4400,68.1818181818182,30,"Mark Reynolds","COL",NA,"1B",5,2,1,4,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,4500,66.6666666666667,30,"Giancarlo Stanton","MIA",NA,"OF",4,2,2,3,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,5100,56.8627450980392,29,"Anthony Rizzo","CHC",NA,"1B",3,3,1,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,3800,71.0526315789474,27,"Jason Heyward","CHC",NA,"OF",6,2,1,4,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,3,6000,44.1666666666667,26.5,"Lance Lynn","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,1,3,2,0
12,9,4800,54.1666666666667,26,"Charlie Blackmon","COL",NA,"OF",1,2,1,2,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,3600,72.2222222222222,26,"David Peralta","ARI",NA,"OF",2,3,0,0,0,5,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,11,4400,59.0909090909091,26,"Michael Brantley","CLE",NA,"OF",3,2,1,2,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4,9500,26.5789473684211,25.25,"Gio Gonzalez","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6.33333333333333,0,0,1,2,3,0
16,12,4300,58.1395348837209,25,"Andrew McCutchen","PIT",NA,"OF",3,1,1,2,1,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,13,4000,57.5,23,"Nick Castellanos","DET",NA,"3B",3,2,1,2,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,14,3100,74.1935483870968,23,"Andrelton Simmons","LAA",NA,"SS",6,1,1,4,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,15,4800,47.9166666666667,23,"Jose Altuve","HOU",NA,"2B",3,2,1,1,1,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,16,4300,51.1627906976744,22,"Robinson Cano","SEA",NA,"2B",3,2,1,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,17,3500,60,21,"Brandon Phillips","ATL",NA,"2B",6,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,18,2700,77.7777777777778,21,"Justin Smoak","TOR",NA,"1B",5,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,19,4600,45.6521739130435,21,"Jackie Bradley","BOS",NA,"OF",2,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,20,3700,56.7567567567568,21,"Aaron Judge","NYY",NA,"OF",5,2,1,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,21,4600,45.6521739130435,21,"Justin Upton","DET",NA,"OF",5,2,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,22,3600,58.3333333333333,21,"Ryon Healy","OAK",NA,"1B/3B",3,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,5,8300,25.1204819277108,20.85,"Jerad Eickhoff","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,0,0,1,2,2,0
28,6,4100,50.609756097561,20.75,"Antonio Senzatela","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,0,0,1,4,0,1
29,7,10600,19.5283018867925,20.7,"Jake Arrieta","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,4,8,0,0
30,8,5700,36.3157894736842,20.7,"Chase Anderson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,0,6,1,1
31,23,3500,57.1428571428571,20,"Starlin Castro","NYY",NA,"2B",4,1,1,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,24,2500,80,20,"Ronald Torreyes","NYY",NA,"SS/3B",8,1,0,2,0,5,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,3100,64.5161290322581,20,"Tim Beckham","TB",NA,"SS",9,2,0,1,0,4,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,26,3800,50,19,"Jonathan Schoop","BAL",NA,"2B",7,1,1,1,0,3,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,27,3900,48.7179487179487,19,"Jose Ramirez","CLE",NA,"2B/3B",5,1,1,1,1,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,28,4400,43.1818181818182,19,"Joe Panik","SF",NA,"2B",3,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
