"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mike Trout",5400,"LAA@SEA 10:10PM ET",11.276,"LAA","SEA",NA,NA,NA,NA,"3","x",NA
"OF","Mookie Betts",5300,"BAL@BOS 07:10PM ET",7.913,"BOS","BAL",8.73,10,10.72,NA,"3","3",5
"1B","Freddie Freeman",5200,"NYM@ATL 07:35PM ET",13.32,"ATL","NYM",8.56,8.8,9.55,NA,"3","3",NA
"3B","Manny Machado",5100,"BAL@BOS 07:10PM ET",8.4,"BAL","BOS",10.02,10.4,9.68,NA,"3","3",26
"OF","Ryan Braun",5000,"MIL@STL 07:15PM ET",9.538,"MIL","STL",NA,NA,NA,NA,"3","x",NA
"1B/OF","Hanley Ramirez",5000,"BAL@BOS 07:10PM ET",8,"BOS","BAL",8.9,9.4,8.63,NA,"4","4",8
"SS","Xander Bogaerts",5000,"BAL@BOS 07:10PM ET",6.636,"BOS","BAL",7.75,7.9,9.22,NA,"6","5",5
"1B","Eric Thames",4900,"MIL@STL 07:15PM ET",12.269,"MIL","STL",9.09,6.8,8.61,NA,"2","2",7
"OF","Nelson Cruz",4800,"LAA@SEA 10:10PM ET",9.667,"SEA","LAA",8.28,7.8,8.79,NA,"4","4",12
"OF","Matt Kemp",4700,"NYM@ATL 07:35PM ET",12,"ATL","NYM",7.66,6.9,8.19,NA,"4","4",NA
"OF","Andrew Benintendi",4600,"BAL@BOS 07:10PM ET",8.76,"BOS","BAL",9.38,9,9.5,NA,"2","2",0
"OF","Giancarlo Stanton",4600,"MIA@TB 07:10PM ET",8.52,"MIA","TB",8.45,8.4,8.91,NA,"4","4",0
"SS","Jean Segura",4600,"LAA@SEA 10:10PM ET",9.733,"SEA","LAA",7.21,7.4,8.67,NA,"1","1",16
"2B","Robinson Cano",4600,"LAA@SEA 10:10PM ET",8.111,"SEA","LAA",8.79,8.2,8.73,NA,"3","3",2
"OF","Adam Jones",4500,"BAL@BOS 07:10PM ET",7.76,"BAL","BOS",8.76,8.8,9.07,NA,"2","2",8
"2B","Dee Gordon",4500,"MIA@TB 07:10PM ET",7.8,"MIA","TB",7.37,8.1,8.57,NA,"1","1",15
"OF","Dexter Fowler",4400,"MIL@STL 07:15PM ET",7.28,"STL","MIL",7.1,6.7,8.4,NA,"1","1",12
"1B","Matt Carpenter",4400,"MIL@STL 07:15PM ET",7.36,"STL","MIL",8.45,6.9,8.87,NA,"3","3",8
"2B","Jonathan Villar",4400,"MIL@STL 07:15PM ET",7.679,"MIL","STL",8.34,6.8,9.37,NA,"1","1",0
"OF","Jackie Bradley",4400,"BAL@BOS 07:10PM ET",5.429,"BOS","BAL",7.59,7.8,7.63,NA,"7","8",3
"OF","Christian Yelich",4400,"MIA@TB 07:10PM ET",8.6,"MIA","TB",7.88,8.7,8.51,NA,"3","3",4
"2B","Dustin Pedroia",4300,"BAL@BOS 07:10PM ET",5.227,"BOS","BAL",7.35,8.3,7.58,NA,"1","1",16
"OF","Mark Trumbo",4300,"BAL@BOS 07:10PM ET",6,"BAL","BOS",7.4,9.1,9.06,NA,"4","5",10
"3B","Kyle Seager",4300,"LAA@SEA 10:10PM ET",6.208,"SEA","LAA",8.34,7.5,7.69,NA,"5","5",10
"1B/OF","Jay Bruce",4300,"NYM@ATL 07:35PM ET",10.48,"NYM","ATL",5.96,6.9,8.22,NA,"3","3",NA
"1B","Chris Davis",4200,"BAL@BOS 07:10PM ET",5.92,"BAL","BOS",8.1,8.4,8.83,NA,"5","4",5
"OF","Yoenis Cespedes",4200,"NYM@ATL 07:35PM ET",9.278,"NYM","ATL",NA,0,NA,NA,"x","x",NA
"OF","Ender Inciarte",4200,"NYM@ATL 07:35PM ET",9.84,"ATL","NYM",6.12,7.5,7.78,NA,"1","1",NA
"OF","Stephen Piscotty",4100,"MIL@STL 07:15PM ET",6.833,"STL","MIL",8.21,6.4,7.89,NA,"5","2",0
"SS","Aledmys Diaz",4100,"MIL@STL 07:15PM ET",6.56,"STL","MIL",7.41,7.5,8.91,NA,"2","6",13
"2B/3B","Jedd Gyorko",4100,"MIL@STL 07:15PM ET",9.143,"STL","MIL",7.27,6.4,8.17,NA,"4","4",3
"2B","Jonathan Schoop",4100,"BAL@BOS 07:10PM ET",7.68,"BAL","BOS",6.5,8.2,7.85,NA,"6","6",11
"1B","Albert Pujols",4100,"LAA@SEA 10:10PM ET",7.464,"LAA","SEA",6.28,7.3,7.87,NA,"4","3",5
"2B","Brandon Phillips",4100,"NYM@ATL 07:35PM ET",7.957,"ATL","NYM",5.99,6.4,7.84,NA,"2","2",NA
"C","Welington Castillo",4000,"BAL@BOS 07:10PM ET",6.5,"BAL","BOS",NA,0,NA,NA,"x","x",NA
"1B","Mitch Moreland",4000,"BAL@BOS 07:10PM ET",7.385,"BOS","BAL",8.06,7.7,7.84,NA,"5","6",0
"3B","Evan Longoria",4000,"MIA@TB 07:10PM ET",6.731,"TB","MIA",7.5,7.4,7.75,NA,"3","3",5
"3B","Pablo Sandoval",3900,"BAL@BOS 07:10PM ET",6.235,"BOS","BAL",NA,0,NA,NA,"x","x",NA
"3B","Jose Reyes",3900,"NYM@ATL 07:35PM ET",5.808,"NYM","ATL",5.92,6.8,1.65,NA,"6","6",NA
"OF","Michael Conforto",3900,"NYM@ATL 07:35PM ET",8.783,"NYM","ATL",5.56,7,8.33,NA,"x","1",NA
"OF","Keon Broxton",3800,"MIL@STL 07:15PM ET",5.667,"MIL","STL",5.45,5.3,7.03,NA,"x","7",27
"OF","Randal Grichuk",3800,"MIL@STL 07:15PM ET",6.538,"STL","MIL",6.14,6.3,7.24,NA,"7","7",2
"OF","Hyun Soo Kim",3800,"BAL@BOS 07:10PM ET",4.462,"BAL","BOS",NA,8,1.8,NA,"7","7",NA
"1B/OF","Trey Mancini",3800,"BAL@BOS 07:10PM ET",7.118,"BAL","BOS",6.06,0,7.77,NA,"x","x",NA
"OF","Corey Dickerson",3800,"MIA@TB 07:10PM ET",8.462,"TB","MIA",7.62,8,8.19,NA,"1","1",3
"OF","Marcell Ozuna",3800,"MIA@TB 07:10PM ET",9,"MIA","TB",7.29,7,7.12,NA,"5","5",5
"SS","Asdrubal Cabrera",3800,"NYM@ATL 07:35PM ET",7.36,"NYM","ATL",7.42,7.1,8.49,NA,"2","2",NA
"3B","Travis Shaw",3700,"MIL@STL 07:15PM ET",9.16,"MIL","STL",7.13,5.2,7.89,NA,"4","4",19
"OF","Seth Smith",3700,"BAL@BOS 07:10PM ET",6.857,"BAL","BOS",7.98,9.7,1.88,NA,"1","1",29
"2B","Brad Miller",3700,"MIA@TB 07:10PM ET",6.857,"TB","MIA",7.07,7.8,7.29,NA,"4","4",4
"C","JT Realmuto",3700,"MIA@TB 07:10PM ET",6.682,"MIA","TB",5.89,6.2,6.9,NA,"7","7",3
"OF","Mitch Haniger",3700,"LAA@SEA 10:10PM ET",11.429,"SEA","LAA",NA,0,NA,NA,"x","x",NA
"3B/OF","Hernan Perez",3600,"MIL@STL 07:15PM ET",6.87,"MIL","STL",5.88,5.3,1.86,NA,"6","3",13
"OF","Craig Gentry",3600,"BAL@BOS 07:10PM ET",3.217,"BAL","BOS",NA,0,1.85,NA,"x","x",NA
"2B/OF","Brock Holt",3600,"BAL@BOS 07:10PM ET",3.333,"BOS","BAL",NA,0,NA,NA,"x","x",NA
