"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
4959,"Philip Wheeler","OLB","ATL","JAX",15,6,10,0,0,0,0,0,125
12317,"Danny Woodhead","RB","SD","MIA",15,29,37,28,21,48,48,36,103.4
16510,"Jerick McKinnon","RB","MIN","CHI",15,19,31,37,21,58,58,18.6,76.8
12323,"Joique Bell","RB","DET","NO",15,21,40,38,14,48,52,18.1,76.7
16847,"David Johnson","RB","ARI","PHI",15,54,71,54,7,61,61,47.9,75.7
14872,"Mike Gillislee","RB","BUF","WAS",15,19,28,21,11,32,32,16.3,75.3
13446,"Bruce Miller","FB","SF","CIN",15,10,13,20,10,30,30,8.3,73
16805,"Hau'oli Kikaha","OLB","NO","DET",15,10,19,0,0,0,0,0,65
14252,"Kirk Cousins","QB","WAS","BUF",15,57,100,5,0,54,54,38.86,62.9
15478,"AJ Bouye","CB","HOU","IND",15,8,15,0,0,0,0,0,62.5
16056,"James White","RB","NE","TEN",15,22,33,5,36,36,41,20.7,62.3
3943,"DeSean Jackson","WR","WAS","BUF",15,36,63,0,22,17,22,30.3,59.2
16815,"Ameer Abdullah","RB","DET","NO",15,22,42,41,9,50,50,15.9,58.6
2699,"Matt Forte","RB","CHI","MIN",15,30,47,27,23,47,50,22.4,54.7
13320,"Cam Newton","QB","CAR","NYG",15,77,100,10,0,69,69,48.6,54
16497,"Teddy Bridgewater","QB","MIN","CHI",15,62,100,7,0,39,39,32.94,53.1
16928,"Michael Burton","FB","DET","NO",15,14,26,0,14,14,14,9,50
13753,"Tavon Wilson","SS","NE","TEN",15,6,10,0,0,0,0,0,50
16112,"Jeremy Hill","RB","CIN","SF",15,27,42,70,4,70,74,14.1,48.5
16570,"Kasim Edebali","DE","NO","DET",15,26,49,0,0,0,0,0,48.5
16100,"Brent Urban","DE","BAL","KC",15,11,20,0,0,0,0,0,48.2
14358,"Akiem Hicks","DE","NE","TEN",15,33,53,0,0,0,0,0,47
12109,"Ted Ginn","WR","CAR","NYG",15,45,58,0,31,13,31,26.5,45.6
14128,"Melvin Ingram","OLB","SD","MIA",15,52,91,0,0,0,0,0,44.9
15215,"Tavon Austin","WR","LA","TB",15,43,83,9,7,16,16,22.3,44.9
16786,"Shaq Thompson","OLB","CAR","NYG",15,9,12,0,0,0,0,0,44.4
15978,"Marcus Smith","DE","PHI","ARI",15,11,15,0,0,0,0,0,44.1
16906,"Stefon Diggs","WR","MIN","CHI",15,41,66,0,10,7,10,20.5,42.7
12780,"Shane Vereen","RB","NYG","CAR",15,31,41,13,32,39,45,21.2,42.6
8649,"Rashad Jennings","RB","NYG","CAR",15,35,47,46,9,49,54,19.7,42
9038,"Matthew Stafford","QB","DET","NO",15,53,100,8,0,55,55,22.06,41.6
11063,"Emmanuel Sanders","WR","DEN","PIT",15,64,83,2,25,17,27,39.5,41.4
15974,"Jordan Matthews","WR","PHI","ARI",15,53,83,0,21,15,21,32.9,41.3
16771,"Todd Gurley","RB","LA","TB",15,34,65,62,6,68,68,15.9,40.9
15100,"Jordan Reed","TE","WAS","BUF",15,50,88,0,14,14,14,27.4,40.8
12831,"Tyrod Taylor","QB","BUF","WAS",15,67,100,13,0,54,54,27.3,40.7
11056,"Antonio Brown","WR","PIT","DEN",15,77,96,0,23,21,23,49.9,40.1
8604,"Donald Brown","RB","SD","MIA",15,26,33,46,12,54,58,12.4,40
13153,"Justin Trattou","DE","MIN","CHI",15,10,16,0,0,0,0,0,40
15149,"Michael Mauti","ILB","NO","DET",15,5,9,0,0,0,0,0,40
8532,"Kenny Britt","WR","LA","TB",15,33,64,0,6,6,6,15.1,39.7
14536,"Russell Wilson","QB","SEA","CLE",15,67,94,8,0,52,52,26.56,39.6
14904,"John Simon","OLB","HOU","IND",15,20,37,0,0,0,0,0,39.5
16245,"Blake Bortles","QB","JAX","ATL",15,62,100,10,0,71,71,25.28,39.2
14053,"Brock Osweiler","QB","DEN","PIT",15,76,99,7,0,65,65,30.74,39.1
12800,"Bilal Powell","RB","NYJ","DAL",15,36,51,17,19,36,36,20.9,38.6
15010,"Kerwynn Williams","RB","ARI","PHI",15,12,16,50,8,58,58,5.6,38.3
16765,"Amari Cooper","WR","OAK","GB",15,63,82,0,14,10,14,33,38.1
11611,"Golden Tate","WR","DET","NO",15,44,83,0,14,14,14,22.5,37.5
13749,"Chandler Jones","OLB","NE","TEN",15,37,60,0,0,0,0,0,37.3
16883,"Za'Darius Smith","OLB","BAL","KC",15,32,57,0,0,0,0,0,37.2
7175,"Delanie Walker","TE","TEN","NE",15,50,81,0,10,4,10,20.4,36.8
16003,"Sammy Watkins","WR","BUF","WAS",15,64,96,0,16,8,16,31.1,36.1
12722,"Kamar Aiken","WR","BAL","KC",15,53,78,0,23,15,23,29.8,35.5
15256,"Christine Michael","RB","SEA","CLE",15,24,34,67,0,67,67,8.4,35
7242,"Drew Brees","QB","NO","DET",15,77,100,1,0,69,69,29.74,34.7
16804,"Benardrick McKinney","ILB","HOU","IND",15,32,59,0,0,0,0,0,34.7
16678,"Jimmie Ward","CB","SF","CIN",15,37,58,0,0,0,0,0,33.5
16214,"Marcus Williams","CB","NYJ","DAL",15,15,26,0,0,0,0,0,33.3
16772,"Trae Waynes","CB","MIN","CHI",15,9,14,0,0,0,0,0,33.3
11940,"Lorenzo Alexander","OLB","OAK","GB",15,9,12,0,0,0,0,0,33.3
16660,"Kenneth Acker","CB","SF","CIN",15,9,14,0,0,0,0,0,33.3
16978,"Hayes Pullard","ILB","JAX","ATL",15,6,8,0,0,0,0,0,33.3
16175,"Zach Mettenberger","QB","TEN","NE",15,43,69,5,0,70,70,16.18,33
16909,"Jay Ajayi","RB","MIA","SD",15,31,54,19,10,23,29,11.2,32.9
2163,"Jason Hatcher","DE","WAS","BUF",15,21,31,0,0,0,0,0,32.9
15694,"Case Keenum","QB","LA","TB",15,52,100,6,0,39,39,17.06,32.8
11977,"Julius Peppers","OLB","GB","OAK",15,48,62,0,0,0,0,0,32.5
4932,"Eli Manning","QB","NYG","CAR",15,75,100,1,0,63,63,25.2,32.3
13460,"Doug Baldwin","WR","SEA","CLE",15,52,73,0,12,8,12,20.5,31.7
16819,"Markus Golden","OLB","ARI","PHI",15,35,55,0,0,0,0,0,31.7
16915,"Karlos Williams","RB","BUF","WAS",15,13,19,31,8,31,39,4.1,31.5
15437,"Marcus Burley","CB","SEA","CLE",15,38,69,0,0,0,0,0,31.3
16642,"Deone Bucannon","ILB","ARI","PHI",15,64,100,0,0,0,0,0,31.2
11384,"Willie Young","OLB","CHI","MIN",15,29,47,0,0,0,0,0,31
16307,"Charcandrick West","RB","KC","BAL",15,47,84,34,4,38,38,16.5,30.9
13457,"Ian Williams","NT","SF","CIN",15,44,69,0,0,0,0,0,30.9
16608,"Austin Seferian-Jenkins","TE","TB","LA",15,29,36,0,21,10,21,11.9,30.7
16934,"Cameron Artis-Payne","RB","CAR","NYG",15,31,40,45,7,52,52,11.3,30
16802,"Devin Funchess","WR","CAR","NYG",15,30,39,0,23,7,23,11,30
