"Name","Completions.Rolling","Targets.Rolling","TDs.Rolling","Team","Pos","Target.Ptcg.Rolling","Rank.Completions","Rank.Targets","Rank.TDs"
"Fitzgerald, Larry",102,149,6,"ARI","WR",0.287090558766859,1,1,1
"Johnson, David",77,112,4,"ARI","RB",0.215799614643545,2,2,3
"Brown, John",37,69,2,"ARI","WR",0.132947976878613,3,3,4
"Gresham, Jermaine",35,55,2,"ARI","TE",0.10597302504817,4,5,4
"Ellington, Andre",11,17,0,"ARI","RB",0.0327552986512524,7,8,8
"Nelson, J.J.",28,57,5,"ARI","WR",0.109826589595376,5,4,2
"Brown, Jaron",11,21,1,"ARI","WR",0.0404624277456647,7,6,6
"Tamme, Jacob",22,30,3,"ATL","TE",0.0628930817610063,6,6,3
"Sanu, Mohamed",54,78,3,"ATL","WR",0.163522012578616,2,2,3
"Jones, Julio",74,115,5,"ATL","WR",0.241090146750524,1,1,2
"Coleman, Tevin",27,35,2,"ATL","RB",0.0733752620545073,5,5,7
"Freeman, Devonta",43,54,2,"ATL","RB",0.113207547169811,3,3,7
"Hardy, Justin",18,25,3,"ATL","WR",0.0524109014675052,8,9,3
"DiMarco, Patrick",6,9,1,"ATL","FB",0.0188679245283019,11,11,11
"Hooper, Austin",20,29,3,"ATL","TE",0.0607966457023061,7,8,3
"Smith, Steve",62,93,4,"BAL","WR",0.160899653979239,3,3,1
"Wallace, Mike",65,108,4,"BAL","WR",0.186851211072664,2,1,1
"Pitta, Dennis",69,96,2,"BAL","TE",0.166089965397924,1,2,4
"Aiken, Kamar",29,49,1,"BAL","WR",0.0847750865051903,5,5,6
"Juszczyk, Kyle",35,47,0,"BAL","FB",0.0813148788927336,4,6,10
"West, Terrance",28,39,1,"BAL","RB",0.0674740484429066,6,7,6
"Moore, Chris",8,17,0,"BAL","WR",0.0294117647058824,10,9,10
"Perriman, Breshad",27,55,4,"BAL","WR",0.0951557093425606,7,4,1
"Gillmore, Crockett",8,14,1,"BAL","TE",0.0242214532871972,10,10,6
"Watkins, Sammy",16,32,1,"BUF","WR",0.078239608801956,5,5,4
"Woods, Robert",45,70,1,"BUF","WR",0.171149144254279,3,2,4
"McCoy, LeSean",46,53,1,"BUF","RB",0.12958435207824,2,4,4
"Clay, Charles",49,76,2,"BUF","TE",0.185819070904645,1,1,3
"Gillislee, Mike",9,11,1,"BUF","RB",0.0268948655256724,7,10,4
"Bush, Reggie",9,12,0,"BUF","RB",0.0293398533007335,7,9,9
"Salas, Greg",4,6,1,"BUF","WR",0.0146699266503667,12,13,4
"OLeary, Nick",9,14,0,"BUF","TE",0.0342298288508557,7,8,9
"Benjamin, Kelvin",51,99,5,"CAR","WR",0.215686274509804,2,2,1
"Olsen, Greg",66,107,3,"CAR","TE",0.233115468409586,1,1,4
"Funchess, Devin",22,55,4,"CAR","WR",0.119825708061002,5,4,2
"Brown, Corey",21,44,1,"CAR","WR",0.0958605664488017,6,5,5
"Stewart, Jonathan",7,19,0,"CAR","RB",0.0413943355119826,9,7,8
"Tolbert, Mike",8,11,0,"CAR","FB",0.0239651416122004,8,9,8
"Whittaker, Fozzy",23,31,1,"CAR","RB",0.0675381263616558,4,6,5
"Ginn, Ted",44,72,4,"CAR","WR",0.156862745098039,3,3,2
"Jeffery, Alshon",47,83,2,"CHI","WR",0.162109375,3,2,3
"Royal, Eddie",35,45,2,"CHI","WR",0.087890625,4,5,3
"White, Kevin",20,37,0,"CHI","WR",0.072265625,6,6,10
"Langford, Jeremy",16,23,0,"CHI","RB",0.044921875,9,9,10
"Miller, Zach",48,64,4,"CHI","TE",0.125,2,3,1
"Paulsen, Logan",4,10,0,"CHI","TE",0.01953125,13,12,10
"Green, A.J.",68,108,4,"CIN","WR",0.216867469879518,1,1,3
"Uzomah, C.J.",17,29,0,"CIN","TE",0.0582329317269076,7,6,6
"LaFell, Brandon",51,91,5,"CIN","WR",0.182730923694779,2,2,1
"Bernard, Giovani",45,57,1,"CIN","RB",0.114457831325301,4,4,4
"Boyd, Tyler",51,74,1,"CIN","WR",0.14859437751004,2,3,4
"Wright, James",13,20,0,"CIN","WR",0.0401606425702811,8,8,6
"Pryor, Terrelle",70,126,4,"CLE","WR",0.254032258064516,1,1,1
"Johnson, Duke",53,75,1,"CLE","RB",0.151209677419355,2,2,4
"Coleman, Corey",26,60,3,"CLE","WR",0.120967741935484,6,4,2
"Hawkins, Andrew",27,49,3,"CLE","WR",0.0987903225806452,5,5,2
"Crowell, Isaiah",34,45,0,"CLE","RB",0.0907258064516129,4,6,8
"Barnidge, Gary",47,74,1,"CLE","TE",0.149193548387097,3,3,4
"Witten, Jason",67,92,2,"DAL","TE",0.207207207207207,2,2,5
"Beasley, Cole",69,94,5,"DAL","WR",0.211711711711712,1,1,2
"Bryant, Dez",48,92,7,"DAL","WR",0.207207207207207,3,2,1
"Williams, Terrance",37,55,3,"DAL","WR",0.123873873873874,4,4,3
"Elliott, Ezekiel",31,39,1,"DAL","RB",0.0878378378378378,5,5,6
"Dunbar, Lance",14,19,1,"DAL","RB",0.0427927927927928,7,7,6
"Butler, Brice",15,29,3,"DAL","WR",0.0653153153153153,6,6,3
"Swaim, Geoff",6,9,0,"DAL","TE",0.0202702702702703,8,8,9
"Morris, Alfred",2,4,0,"DAL","RB",0.00900900900900901,12,9,9
"Thomas, Demaryius",86,143,5,"DEN","WR",0.285429141716567,1,1,1
"Sanders, Emmanuel",78,136,5,"DEN","WR",0.271457085828343,2,2,1
"Green, Virgil",19,33,0,"DEN","TE",0.0658682634730539,5,4,8
"Anderson, C.J.",17,25,2,"DEN","RB",0.0499001996007984,6,6,3
"Bibbs, Kapri",2,4,1,"DEN","RB",0.00798403193612774,14,14,6
"Norwood, Jordan",21,33,1,"DEN","WR",0.0658682634730539,4,4,6
"Jones, Marvin",49,100,4,"DET","WR",0.193050193050193,4,2,3
"Tate, Golden",79,124,4,"DET","WR",0.239382239382239,1,1,3
"Ebron, Eric",49,69,2,"DET","TE",0.133204633204633,4,4,5
"Riddick, Theo",55,69,5,"DET","RB",0.133204633204633,3,4,2
"Abdullah, Ameer",5,5,1,"DET","RB",0.00965250965250965,9,9,6
"Boldin, Anquan",61,86,8,"DET","WR",0.166023166023166,2,3,1
"Wick, Cole",2,3,0,"DET","TE",0.00579150579150579,12,11,8
"Roberts, Andre",13,24,1,"DET","WR",0.0463320463320463,6,6,6
"Cobb, Randall",62,89,5,"GB","WR",0.160940325497288,3,3,3
"Nelson, Jordy",85,142,12,"GB","WR",0.256781193490054,1,1,1
"Adams, Davante",67,110,9,"GB","WR",0.198915009041591,2,2,2
"Rodgers, Richard",27,44,1,"GB","TE",0.0795660036166365,5,5,5
"Cook, Jared",23,40,1,"GB","TE",0.0723327305605787,6,6,5
"Lacy, Eddie",4,7,0,"GB","RB",0.0126582278481013,10,12,11
"Abbrederis, Jared",1,2,0,"GB","WR",0.00361663652802893,13,13,11
"Starks, James",19,25,2,"GB","RB",0.0452079566003617,7,7,4
"Montgomery, Ty",39,48,1,"GB","RB",0.0867992766726944,4,4,5
"Fuller, Will",41,79,2,"HOU","WR",0.153696498054475,4,2,3
"Hopkins, DeAndre",68,140,4,"HOU","WR",0.272373540856031,1,1,1
"Miller, Lamar",32,40,1,"HOU","RB",0.0778210116731518,5,5,5
"Anderson, Stephen",11,17,1,"HOU","TE",0.0330739299610895,8,8,5
"Miller, Braxton",16,28,1,"HOU","WR",0.0544747081712062,6,6,5
"Griffin, Ryan",51,71,2,"HOU","TE",0.138132295719844,2,4,3
"Ervin, Tyler",3,5,0,"HOU","RB",0.00972762645914397,12,12,8
"Fiedorowicz, C.J.",49,75,3,"HOU","TE",0.14591439688716,3,3,2
"Hilton, T.Y.",85,145,7,"IND","WR",0.273584905660377,1,1,1
"Moncrief, Donte",29,53,7,"IND","WR",0.1,5,4,1
"Gore, Frank",37,48,4,"IND","RB",0.0905660377358491,3,5,4
"Dorsett, Phillip",28,55,2,"IND","WR",0.10377358490566,6,3,6
"Allen, Dwayne",30,47,5,"IND","TE",0.0886792452830189,4,6,3
"Doyle, Jack",55,65,4,"IND","TE",0.122641509433962,2,2,4
"Ferguson, Josh",20,26,0,"IND","RB",0.0490566037735849,8,9,8
"Turbin, Robert",22,29,0,"IND","RB",0.0547169811320755,7,7,8
"Robinson, Allen",59,134,6,"JAX","WR",0.23758865248227,1,1,1
"Yeldon, T.J.",52,71,1,"JAX","RB",0.125886524822695,3,4,6
"Thomas, Julius",32,54,4,"JAX","TE",0.0957446808510638,5,5,2
"Hurns, Allen",35,78,3,"JAX","WR",0.138297872340426,4,3,3
"Lee, Marqise",56,93,2,"JAX","WR",0.164893617021277,2,2,4
"Lewis, Marcedes",20,30,1,"JAX","TE",0.0531914893617021,6,6,6
"Greene, Rashad",5,7,0,"JAX","WR",0.0124113475177305,11,12,10
"Ware, Spencer",32,40,2,"KC","RB",0.082815734989648,5,6,3
"Kelce, Travis",73,107,3,"KC","TE",0.221532091097308,1,1,2
"Conley, Chris",38,66,0,"KC","WR",0.136645962732919,3,3,6
"West, Charcandrick",23,30,0,"KC","RB",0.062111801242236,7,7,6
"Maclin, Jeremy",37,65,2,"KC","WR",0.134575569358178,4,4,3
"Wilson, Albert",29,49,2,"KC","WR",0.101449275362319,6,5,3
"Harris, Demetrius",11,21,0,"KC","TE",0.0434782608695652,8,8,6
"Hill, Tyreek",57,72,6,"KC","WR",0.149068322981366,2,2,1
"Smith, Alex",1,2,0,"KC","QB",0.0041407867494824,15,15,6
"Travis, Ross",3,6,0,"KC","TE",0.0124223602484472,10,10,6
"Landry, Jarvis",86,115,3,"MIA","WR",0.280487804878049,1,1,4
"Foster, Arian",6,10,0,"MIA","RB",0.024390243902439,11,10,10
"Stills, Kenny",37,65,7,"MIA","WR",0.158536585365854,3,3,1
"Cameron, Jordan",8,11,1,"MIA","TE",0.0268292682926829,9,9,7
"Carroo, Leonte",3,5,1,"MIA","WR",0.0121951219512195,12,12,7
"Williams, Damien",19,25,3,"MIA","RB",0.0609756097560976,6,6,4
"Diggs, Stefon",82,108,2,"MIN","WR",0.2109375,1,2,3
"Rudolph, Kyle",67,114,7,"MIN","TE",0.22265625,2,1,1
"Johnson, Charles",18,33,0,"MIN","WR",0.064453125,7,6,6
"Thielen, Adam",57,78,3,"MIN","WR",0.15234375,3,3,2
"McKinnon, Jerick",37,45,1,"MIN","RB",0.087890625,5,5,5
"Peterson, Adrian",3,6,0,"MIN","RB",0.01171875,10,10,6
"Patterson, Cordarrelle",50,67,2,"MIN","WR",0.130859375,4,4,3
"Edelman, Julian",89,144,2,"NE","WR",0.280155642023346,1,1,7
"White, James",58,86,4,"NE","RB",0.167315175097276,2,2,2
"Bennett, Martellus",51,72,5,"NE","TE",0.140077821011673,3,3,1
"Hogan, Chris",33,53,4,"NE","WR",0.103112840466926,4,4,2
"Amendola, Danny",23,30,4,"NE","WR",0.0583657587548638,7,7,2
"Mitchell, Malcolm",30,46,4,"NE","WR",0.0894941634241245,5,5,2
"Garoppolo, Jimmy",1,1,0,"NE","QB",0.00194552529182879,12,13,8
"Cooks, Brandin",72,104,9,"NO","WR",0.175972927241963,2,1,1
"Snead, Willie",70,96,4,"NO","WR",0.16243654822335,3,3,3
"Cadet, Travaris",38,51,2,"NO","RB",0.0862944162436548,5,5,7
"Thomas, Michael",78,104,8,"NO","WR",0.175972927241963,1,1,2
"Fleener, Coby",45,71,3,"NO","TE",0.120135363790186,4,4,5
"Ingram, Mark",38,47,4,"NO","RB",0.0795262267343486,5,6,3
"Hightower, Tim",21,25,1,"NO","RB",0.0423011844331641,8,8,8
"Kuhn, John",15,19,1,"NO","FB",0.0321489001692047,9,10,8
"Beckham, Odell",88,153,10,"NYG","WR",0.291428571428571,1,1,1
"Vereen, Shane",13,21,1,"NYG","RB",0.04,10,7,4
"Cruz, Victor",29,56,1,"NYG","WR",0.106666666666667,5,3,4
"Shepard, Sterling",58,91,7,"NYG","WR",0.173333333333333,2,2,2
"Tye, Will",40,56,1,"NYG","TE",0.106666666666667,3,3,4
"Donnell, Larry",15,21,1,"NYG","TE",0.04,7,7,4
"Jennings, Rashad",30,36,1,"NYG","RB",0.0685714285714286,4,5,4
"Marshall, Brandon",60,129,4,"NYJ","WR",0.259557344064386,1,1,1
"Enunwa, Quincy",51,93,4,"NYJ","WR",0.187122736418511,3,2,1
"Forte, Matt",31,43,1,"NYJ","RB",0.0865191146881288,5,5,6
"Decker, Eric",10,21,2,"NYJ","WR",0.0422535211267606,8,7,4
"Powell, Bilal",55,70,0,"NYJ","RB",0.140845070422535,2,3,7
"Marshall, Jalin",11,20,2,"NYJ","WR",0.0402414486921529,7,8,4
"Cooper, Amari",77,130,4,"OAK","WR",0.234657039711191,2,2,2
"Crabtree, Michael",80,136,9,"OAK","WR",0.245487364620939,1,1,1
"Walford, Clive",31,49,3,"OAK","TE",0.0884476534296029,4,4,4
"Roberts, Seth",36,74,4,"OAK","WR",0.133574007220217,3,3,2
"Richard, Jalen",25,36,1,"OAK","RB",0.0649819494584837,6,6,6
"Jones, Taiwan",4,4,0,"OAK","RB",0.0072202166064982,12,12,11
"Murray, Latavius",31,42,1,"OAK","RB",0.075812274368231,4,5,6
"Washington, DeAndre",14,20,0,"OAK","RB",0.036101083032491,8,8,11
"Holmes, Andre",11,19,2,"OAK","WR",0.0342960288808664,9,9,5
"Matthews, Jordan",71,113,3,"PHI","WR",0.211610486891386,1,1,1
"Ertz, Zach",67,91,3,"PHI","TE",0.170411985018727,2,2,1
"Agholor, Nelson",34,68,1,"PHI","WR",0.127340823970037,5,4,5
"Sproles, Darren",48,65,2,"PHI","RB",0.121722846441948,3,5,3
"Green-Beckham, Dorial",36,70,2,"PHI","WR",0.131086142322097,4,3,3
"Celek, Brent",12,16,0,"PHI","TE",0.0299625468164794,7,7,8
"Brown, Antonio",99,152,12,"PIT","WR",0.280961182994455,1,1,1
"Williams, DeAngelo",15,23,1,"PIT","RB",0.0425138632162662,7,8,6
