"Name","Completions.Rolling","Targets.Rolling","TDs.Rolling","Team","Pos","Target.Ptcg.Rolling","Rank.Completions","Rank.Targets","Rank.TDs"
"Fitzgerald, Larry",33,49,6,"ARI","WR",0.25,1,1,1
"Floyd, Michael",12,32,2,"ARI","WR",0.163265306122449,4,3,2
"Johnson, David",18,28,0,"ARI","RB",0.142857142857143,3,4,4
"Brown, John",19,38,0,"ARI","WR",0.193877551020408,2,2,4
"Gresham, Jermaine",5,8,0,"ARI","TE",0.0408163265306122,7,7,4
"Ellington, Andre",4,4,0,"ARI","RB",0.0204081632653061,8,8,4
"Nelson, J.J.",2,4,0,"ARI","WR",0.0204081632653061,9,8,4
"Brown, Jaron",7,16,1,"ARI","WR",0.0816326530612245,6,5,3
"Tamme, Jacob",17,22,2,"ATL","TE",0.129411764705882,2,3,2
"Sanu, Mohamed",16,27,1,"ATL","WR",0.158823529411765,4,2,4
"Jones, Julio",25,42,3,"ATL","WR",0.247058823529412,1,1,1
"Coleman, Tevin",17,21,1,"ATL","RB",0.123529411764706,2,4,4
"Freeman, Devonta",14,17,1,"ATL","RB",0.1,5,5,4
"Hardy, Justin",4,7,2,"ATL","WR",0.0411764705882353,9,8,2
"DiMarco, Patrick",3,4,0,"ATL","FB",0.0235294117647059,10,10,9
"Hooper, Austin",6,6,1,"ATL","TE",0.0352941176470588,8,9,4
"Smith, Steve",27,39,1,"BAL","WR",0.185714285714286,2,2,2
"Wallace, Mike",22,40,3,"BAL","WR",0.19047619047619,3,1,1
"Pitta, Dennis",28,38,0,"BAL","TE",0.180952380952381,1,3,5
"Juszczyk, Kyle",13,19,0,"BAL","FB",0.0904761904761905,4,5,5
"Aiken, Kamar",7,13,0,"BAL","WR",0.0619047619047619,7,6,5
"West, Terrance",6,10,0,"BAL","RB",0.0476190476190476,8,8,5
"Moore, Chris",5,10,0,"BAL","WR",0.0476190476190476,9,8,5
"Perriman, Breshad",10,21,1,"BAL","WR",0.1,5,4,2
"Gillmore, Crockett",8,13,1,"BAL","TE",0.0619047619047619,6,6,2
"Watkins, Sammy",6,10,0,"BUF","WR",0.0714285714285714,5,6,6
"Woods, Robert",20,32,0,"BUF","WR",0.228571428571429,1,1,6
"McCoy, LeSean",19,21,1,"BUF","RB",0.15,2,3,2
"Clay, Charles",18,27,0,"BUF","TE",0.192857142857143,3,2,6
"Gillislee, Mike",4,5,1,"BUF","RB",0.0357142857142857,7,8,2
"Bush, Reggie",0,1,0,"BUF","RB",0.00714285714285714,12,10,6
"Salas, Greg",4,6,1,"BUF","WR",0.0428571428571429,7,7,2
"OLeary, Nick",3,4,0,"BUF","TE",0.0285714285714286,9,9,6
"Benjamin, Kelvin",21,37,4,"CAR","WR",0.197860962566845,2,2,1
"Olsen, Greg",33,54,2,"CAR","TE",0.288770053475936,1,1,2
"Funchess, Devin",5,16,1,"CAR","WR",0.0855614973262032,6,6,3
