"Name","Completions.Rolling","Targets.Rolling","TDs.Rolling","Team","Pos","Target.Ptcg.Rolling","Rank.Completions","Rank.Targets","Rank.TDs"
"Hurns, Allen",35,78,3,"JAX","WR",0.157575757575758,4,3,3
"Lee, Marqise",51,81,2,"JAX","WR",0.163636363636364,2,2,4
"Lewis, Marcedes",20,30,1,"JAX","TE",0.0606060606060606,6,6,5
"Greene, Rashad",5,7,0,"JAX","WR",0.0141414141414141,10,12,10
"Ware, Spencer",28,35,2,"KC","RB",0.0810185185185185,6,6,3
"Kelce, Travis",65,94,3,"KC","TE",0.217592592592593,1,1,2
"Conley, Chris",34,59,0,"KC","WR",0.136574074074074,3,3,6
"West, Charcandrick",23,30,0,"KC","RB",0.0694444444444444,7,7,6
"Maclin, Jeremy",30,56,2,"KC","WR",0.12962962962963,4,4,3
"Wilson, Albert",29,47,2,"KC","WR",0.108796296296296,5,5,3
"Harris, Demetrius",11,21,0,"KC","TE",0.0486111111111111,8,8,6
"Hill, Tyreek",51,63,5,"KC","WR",0.145833333333333,2,2,1
"Smith, Alex",0,1,0,"KC","QB",0.00231481481481481,15,15,6
"Travis, Ross",3,6,0,"KC","TE",0.0138888888888889,10,9,6
"Landry, Jarvis",79,105,2,"MIA","WR",0.284552845528455,1,1,3
"Foster, Arian",6,10,0,"MIA","RB",0.02710027100271,11,10,10
"Stills, Kenny",30,56,5,"MIA","WR",0.151761517615176,3,3,1
"Cameron, Jordan",8,11,1,"MIA","TE",0.029810298102981,8,9,6
"Carroo, Leonte",3,5,1,"MIA","WR",0.013550135501355,12,12,6
"Williams, Damien",17,22,2,"MIA","RB",0.0596205962059621,6,6,3
"Diggs, Stefon",76,98,2,"MIN","WR",0.225806451612903,1,1,3
"Rudolph, Kyle",55,95,6,"MIN","TE",0.21889400921659,2,2,1
"Johnson, Charles",12,27,0,"MIN","WR",0.0622119815668203,7,7,6
"Thielen, Adam",53,71,3,"MIN","WR",0.163594470046083,3,3,2
"McKinnon, Jerick",22,30,1,"MIN","RB",0.0691244239631336,6,5,5
"Peterson, Adrian",2,5,0,"MIN","RB",0.0115207373271889,10,10,6
"Patterson, Cordarrelle",42,55,2,"MIN","WR",0.126728110599078,4,4,3
"Edelman, Julian",76,117,2,"NE","WR",0.26410835214447,1,1,7
"White, James",51,74,4,"NE","RB",0.167042889390519,2,2,1
"Bennett, Martellus",45,64,4,"NE","TE",0.144469525959368,3,3,1
"Hogan, Chris",27,45,3,"NE","WR",0.101580135440181,4,4,4
"Amendola, Danny",23,30,4,"NE","WR",0.0677200902934537,7,7,1
"Mitchell, Malcolm",24,37,3,"NE","WR",0.0835214446952596,6,6,4
"Garoppolo, Jimmy",1,1,0,"NE","QB",0.00225733634311512,11,13,8
"Cooks, Brandin",60,86,6,"NO","WR",0.171314741035857,2,2,2
"Snead, Willie",55,77,4,"NO","WR",0.153386454183267,3,3,3
"Cadet, Travaris",29,41,1,"NO","RB",0.0816733067729084,6,5,7
"Thomas, Michael",71,93,7,"NO","WR",0.185258964143426,1,1,1
"Fleener, Coby",42,66,3,"NO","TE",0.131474103585657,4,4,5
"Ingram, Mark",35,41,4,"NO","RB",0.0816733067729084,5,5,3
"Hightower, Tim",17,20,1,"NO","RB",0.0398406374501992,8,9,7
"Kuhn, John",12,15,1,"NO","FB",0.0298804780876494,10,10,7
"Beckham, Odell",78,135,8,"NYG","WR",0.289079229122056,1,1,1
"Vereen, Shane",9,14,0,"NYG","RB",0.0299785867237687,10,10,10
"Cruz, Victor",27,51,1,"NYG","WR",0.109207708779443,5,3,4
"Shepard, Sterling",51,81,6,"NYG","WR",0.173447537473233,2,2,2
"Tye, Will",34,50,1,"NYG","TE",0.107066381156317,3,4,4
"Donnell, Larry",15,21,1,"NYG","TE",0.0449678800856531,7,7,4
"Jennings, Rashad",28,34,1,"NYG","RB",0.0728051391862955,4,5,4
"Marshall, Brandon",55,111,4,"NYJ","WR",0.267469879518072,1,1,1
"Enunwa, Quincy",43,77,4,"NYJ","WR",0.185542168674699,2,2,1
"Forte, Matt",30,42,1,"NYJ","RB",0.101204819277108,4,5,6
"Decker, Eric",10,21,2,"NYJ","WR",0.0506024096385542,8,6,3
"Powell, Bilal",37,51,0,"NYJ","RB",0.12289156626506,3,3,7
"Marshall, Jalin",11,20,2,"NYJ","WR",0.0481927710843374,7,8,3
"Cooper, Amari",71,116,4,"OAK","WR",0.241164241164241,1,2,2
"Crabtree, Michael",71,120,8,"OAK","WR",0.249480249480249,1,1,1
"Walford, Clive",28,42,3,"OAK","TE",0.0873180873180873,5,4,4
"Roberts, Seth",32,63,4,"OAK","WR",0.130977130977131,3,3,2
"Richard, Jalen",21,27,1,"OAK","RB",0.0561330561330561,6,6,6
"Jones, Taiwan",4,4,0,"OAK","RB",0.00831600831600832,12,12,11
"Murray, Latavius",30,40,1,"OAK","RB",0.0831600831600832,4,5,6
"Washington, DeAndre",13,17,0,"OAK","RB",0.0353430353430353,7,7,11
"Holmes, Andre",10,17,2,"OAK","WR",0.0353430353430353,9,7,5
"Matthews, Jordan",57,91,3,"PHI","WR",0.204954954954955,1,1,1
"Ertz, Zach",51,71,3,"PHI","TE",0.15990990990991,2,2,1
"Agholor, Nelson",31,58,1,"PHI","WR",0.130630630630631,5,5,4
"Sproles, Darren",46,62,1,"PHI","RB",0.13963963963964,3,4,4
"Green-Beckham, Dorial",35,66,2,"PHI","WR",0.148648648648649,4,3,3
"Celek, Brent",9,12,0,"PHI","TE",0.027027027027027,8,7,8
"Brown, Antonio",90,134,11,"PIT","WR",0.284501061571125,1,1,1
"Williams, DeAngelo",15,23,1,"PIT","RB",0.0488322717622081,6,6,6
"James, Jesse",35,50,3,"PIT","TE",0.106157112526539,3,3,2
"Rogers, Eli",31,46,2,"PIT","WR",0.0976645435244161,4,4,4
"Coates, Sammie",20,43,2,"PIT","WR",0.0912951167728238,5,5,4
"Benjamin, Travis",42,67,3,"SD","WR",0.158018867924528,2,3,4
"Allen, Keenan",6,8,0,"SD","WR",0.0188679245283019,9,9,8
"Woodhead, Danny",7,9,1,"SD","RB",0.0212264150943396,8,8,7
"Williams, Tyrell",55,85,6,"SD","WR",0.200471698113208,1,1,1
"Gates, Antonio",34,61,5,"SD","TE",0.143867924528302,5,4,2
"Inman, Dontrelle",42,75,3,"SD","WR",0.17688679245283,2,2,4
"Henry, Hunter",27,40,5,"SD","TE",0.0943396226415094,6,6,2
"Baldwin, Doug",70,95,5,"SEA","WR",0.245478036175711,1,1,1
"Lockett, Tyler",31,54,0,"SEA","WR",0.13953488372093,4,4,5
"Kearse, Jermaine",37,67,0,"SEA","WR",0.17312661498708,3,3,5
"Rawls, Thomas",10,12,0,"SEA","RB",0.0310077519379845,7,8,5
"Willson, Luke",8,13,0,"SEA","TE",0.0335917312661499,8,7,5
"Richardson, Paul",13,24,0,"SEA","WR",0.062015503875969,6,5,5
"Prosise, C.J.",18,20,0,"SEA","RB",0.0516795865633075,5,6,5
"Graham, Jimmy",58,81,5,"SEA","TE",0.209302325581395,2,2,1
"Kerley, Jeremy",43,82,3,"SF","WR",0.218666666666667,1,1,2
"Smith, Torrey",21,51,3,"SF","WR",0.136,5,3,2
"Patton, Quinton",32,56,0,"SF","WR",0.149333333333333,2,2,8
"Celek, Garrett",21,35,1,"SF","TE",0.0933333333333333,5,5,5
"Hyde, Carlos",22,26,1,"SF","RB",0.0693333333333333,4,6,5
"McDonald, Vance",24,44,4,"SF","TE",0.117333333333333,3,4,1
"Draughn, Shaun",19,26,2,"SF","RB",0.0693333333333333,7,6,4
"Gabbert, Blaine",1,1,0,"SF","QB",0.00266666666666667,14,14,8
"Austin, Tavon",44,78,3,"LA","WR",0.191176470588235,3,2,2
"Britt, Kenny",57,92,5,"LA","WR",0.225490196078431,1,1,1
"Quick, Brian",35,59,3,"LA","WR",0.144607843137255,4,4,2
"Higbee, Tyler",7,21,0,"LA","TE",0.0514705882352941,7,6,5
"Kendricks, Lance",45,73,2,"LA","TE",0.178921568627451,2,3,4
"Gurley, Todd",34,44,0,"LA","RB",0.107843137254902,5,5,5
"Brown, Malcolm",2,2,0,"LA","RB",0.00490196078431373,10,11,5
"Cunningham, Benny",16,21,0,"LA","RB",0.0514705882352941,6,6,5
"Evans, Mike",80,140,10,"TB","WR",0.3125,1,1,1
"Jackson, Vincent",17,34,0,"TB","WR",0.0758928571428571,4,4,9
"Martin, Doug",12,14,0,"TB","RB",0.03125,7,8,9
"Humphries, Adam",47,70,1,"TB","WR",0.15625,3,2,4
"Brate, Cameron",48,70,8,"TB","TE",0.15625,2,2,2
"Sims, Charles",14,18,1,"TB","RB",0.0401785714285714,6,7,4
"Myers, Brandon",5,9,1,"TB","TE",0.0200892857142857,11,10,4
"Sharpe, Tajae",37,77,2,"TEN","WR",0.195431472081218,4,1,6
"Murray, DeMarco",45,54,3,"TEN","RB",0.137055837563452,3,4,3
"Johnson, Andre",11,29,3,"TEN","WR",0.0736040609137056,6,6,3
"Walker, Delanie",51,74,6,"TEN","TE",0.187817258883249,1,2,2
"Matthews, Rishard",48,73,7,"TEN","WR",0.185279187817259,2,3,1
"Douglas, Harry",10,15,0,"TEN","WR",0.0380710659898477,7,7,10
"Henry, Derrick",9,11,0,"TEN","RB",0.0279187817258883,8,9,10
"Jackson, DeSean",39,80,3,"WAS","WR",0.163934426229508,4,4,3
"Reed, Jordan",61,83,5,"WAS","TE",0.170081967213115,1,3,2
"Crowder, Jamison",58,84,7,"WAS","WR",0.172131147540984,3,2,1
"Garcon, Pierre",60,89,2,"WAS","WR",0.182377049180328,2,1,4
"Thompson, Chris",37,45,1,"WAS","RB",0.0922131147540984,5,5,6
"Davis, Vernon",37,45,2,"WAS","TE",0.0922131147540984,5,5,4
"Jones, Matt",9,11,0,"WAS","RB",0.0225409836065574,7,8,8
"Doctson, Josh",2,6,0,"WAS","WR",0.0122950819672131,11,11,8
"Grant, Ryan",8,18,0,"WAS","WR",0.0368852459016393,8,7,8
"Fells, Darren",12,16,0,"ARI","TE",0.0359550561797753,6,7,7
"Niklas, Troy",1,2,0,"ARI","TE",0.00449438202247191,11,11,7
"Robinson, Aldrick",11,19,2,"ATL","WR",0.0450236966824645,9,9,5
"Toilolo, Levine",10,14,2,"ATL","TE",0.033175355450237,10,10,5
"Gabriel, Taylor",26,34,4,"ATL","WR",0.0805687203791469,4,4,2
"Goodwin, Marquise",26,53,3,"BUF","WR",0.148459383753501,4,3,2
"Dickson, Ed",10,16,1,"CAR","TE",0.037037037037037,7,7,5
"Howard, Jordan",24,41,1,"CHI","RB",0.0944700460829493,5,5,4
"Carey, KaDeem",5,7,0,"CHI","RB",0.0161290322580645,11,12,9
"Hill, Jeremy",18,23,0,"CIN","RB",0.0514541387024608,6,7,6
"Kroft, Tyler",10,11,0,"CIN","TE",0.0246085011185682,9,9,6
"Erickson, Alex",4,5,0,"CIN","WR",0.0111856823266219,11,11,6
"Higgins, Rashard",7,10,0,"CLE","WR",0.0227790432801822,8,8,8
"Smith, Keith",3,3,0,"DAL","FB",0.00813008130081301,9,11,8
"Latimer, Cody",4,6,0,"DEN","WR",0.0147058823529412,11,11,8
"Janovich, Andy",5,7,0,"DEN","FB",0.017156862745098,10,10,8
"Taylor, Jordan",7,15,2,"DEN","WR",0.0367647058823529,8,8,3
"Booker, Devontae",19,28,0,"DEN","RB",0.0686274509803922,4,5,8
"Davis, Trevor",3,8,1,"GB","WR",0.0161290322580645,11,9,5
"Grimes, Jonathan",6,8,0,"HOU","RB",0.0182232346241458,9,9,8
"Strong, Jaelen",14,24,0,"HOU","WR",0.0546697038724374,7,7,8
"Rogers, Chester",12,22,0,"IND","WR",0.0482456140350877,9,8,7
"Bray, Quan",3,5,0,"IND","WR",0.0109649122807018,11,12,7
"Benn, Arrelious",5,9,1,"JAX","WR",0.0181818181818182,10,11,5
"Robinson, Denard",3,4,0,"JAX","RB",0.00808080808080808,13,13,10
"Grant, Corey",1,1,1,"JAX","RB",0.00202020202020202,14,14,5
"Parker, DeVante",45,67,4,"MIA","WR",0.181571815718157,2,2,2
"Ajayi, Jay",24,31,1,"MIA","RB",0.0840108401084011,4,4,6
"Drake, Kenyan",8,9,0,"MIA","RB",0.024390243902439,8,11,10
"Sims, Dion",18,25,1,"MIA","TE",0.0677506775067751,5,5,6
"Asiata, Matt",24,29,0,"MIN","RB",0.0668202764976959,5,6,6
"Foster, D.J.",1,2,0,"NE","RB",0.00451467268623025,11,12,8
"Slater, Matthew",0,1,0,"NE","WR",0.00225733634311512,14,13,8
"Coleman, Brandon",20,25,3,"NO","WR",0.049800796812749,7,7,5
"Lewis, Tommylee",7,11,0,"NO","WR",0.0219123505976096,11,11,11
"Darkwa, Orleans",2,4,0,"NYG","RB",0.00856531049250535,12,12,10
"Davis, Kellen",0,1,0,"NYJ","TE",0.00240963855421687,12,12,7
"Bostick, Brandon",5,7,0,"NYJ","TE",0.0168674698795181,9,10,7
"Smith, Lee",6,6,0,"OAK","TE",0.0124740124740125,11,11,11
"Olawale, Jamize",9,10,1,"OAK","FB",0.0207900207900208,10,10,6
"Holton, Johnny",2,3,0,"OAK","WR",0.00623700623700624,13,13,11
"Burton, Trey",23,38,1,"PHI","TE",0.0855855855855856,6,6,4
"Mathews, Ryan",11,11,1,"PHI","RB",0.0247747747747748,7,9,4
"Smallwood, Wendell",6,12,0,"PHI","RB",0.027027027027027,9,7,8
"Grimble, Xavier",10,19,1,"PIT","TE",0.0403397027600849,9,9,6
"Heyward-Bey, Darrius",6,16,3,"PIT","WR",0.0339702760084926,10,10,2
"Toussaint, Fitzgerald",1,1,0,"PIT","RB",0.00212314225053079,13,13,12
"Johnson, David",5,9,0,"PIT","TE",0.0191082802547771,11,12,12
"Gordon, Melvin",42,57,2,"SD","RB",0.134433962264151,2,5,6
"Farrow, Kenneth",1,3,0,"SD","RB",0.00707547169811321,13,10,8
"Tukuafu, Will",0,1,0,"SEA","FB",0.00258397932816537,16,15,5
"Streater, Rod",8,16,0,"SF","WR",0.0426666666666667,8,8,8
"Bell, Blake",2,6,0,"SF","TE",0.016,12,12,8
"Davis, Mike",3,5,0,"SF","RB",0.0133333333333333,11,13,8
"Burbridge, Aaron",2,8,0,"SF","WR",0.0213333333333333,12,11,8
"Shepard, Russell",16,24,2,"TB","WR",0.0535714285714286,5,6,3
"Shorts, Cecil",11,28,0,"TB","WR",0.0625,8,5,9
"Rodgers, Jacquizz",11,14,0,"TB","RB",0.03125,8,8,9
"Fasano, Anthony",6,13,2,"TEN","TE",0.032994923857868,9,8,6
"Supernaw, Phillip",4,6,1,"TEN","TE",0.0152284263959391,10,10,8
"Paul, Niles",2,3,0,"WAS","TE",0.00614754098360656,11,12,8
"Powell, Walt",15,27,0,"BUF","WR",0.0756302521008403,5,5,7
"Artis-Payne, Cameron",1,1,0,"CAR","RB",0.00231481481481481,10,11,8
"Meredith, Cameron",40,65,2,"CHI","WR",0.149769585253456,3,2,2
"Louis, Ricardo",16,32,0,"CLE","WR",0.0728929384965831,7,7,8
"Fowler, Bennie",9,18,2,"DEN","WR",0.0441176470588235,7,7,3
"Heuerman, Jeff",2,3,0,"DEN","TE",0.00735294117647059,12,13,8
"Washington, Dwayne",6,7,0,"DET","RB",0.0158371040723982,7,8,8
"Ripkowski, Aaron",8,8,0,"GB","FB",0.0161290322580645,9,9,11
"Swoope, Erik",10,18,0,"IND","TE",0.0394736842105263,10,10,7
"Ivory, Chris",16,21,0,"JAX","RB",0.0424242424242424,7,7,10
"Sherman, Anthony",3,4,0,"KC","FB",0.00925925925925926,10,11,6
"Ellison, Rhett",9,12,0,"MIN","TE",0.0276497695852535,8,8,6
"Gronkowski, Rob",25,41,3,"NE","TE",0.0925507900677201,5,5,4
"Rainey, Bobby",17,22,0,"NYG","RB",0.0471092077087794,6,6,10
"Anderson, Robby",30,50,2,"NYJ","WR",0.120481927710843,4,4,3
"Wheaton, Markus",4,10,1,"PIT","WR",0.0212314225053079,12,11,6
"McCluster, Dexter",8,11,0,"SD","WR",0.0259433962264151,7,7,8
"Watt, Derek",3,3,0,"SD","FB",0.00707547169811321,10,10,8
"McGrath, Sean",2,2,0,"SD","TE",0.00471698113207547,11,12,8
"Collins, Alex",3,3,0,"SEA","RB",0.00775193798449612,10,11,5
"Marquez, Bradley",4,8,0,"LA","WR",0.0196078431372549,8,8,5
"Thomas, Mike",0,3,0,"LA","WR",0.00735294117647059,11,10,5
"Cross, Alan",4,7,1,"TB","RB",0.015625,13,12,4
"Amaro, Jace",3,4,0,"TEN","TE",0.0101522842639594,11,11,10
"Fowler, Jalston",1,1,0,"TEN","FB",0.00253807106598985,12,12,10
"Dunbar, Quinton",1,1,0,"WAS","CB",0.00204918032786885,14,15,8
"Ross, Rashad",1,2,0,"WAS","WR",0.00409836065573771,14,13,8
"Johnson, Chris",0,1,0,"ARI","RB",0.00224719101123596,12,13,7
"Allen, Javorius",4,6,0,"BAL","RB",0.0120240480961924,12,12,8
"Felton, Jerome",3,6,0,"BUF","FB",0.0168067226890756,13,12,7
"Webb, Joe",1,1,0,"CAR","QB",0.00231481481481481,10,11,8
"Telfer, Randall",1,5,0,"CLE","TE",0.0113895216400911,10,10,8
"Zenner, Zach",6,8,0,"DET","FB",0.0180995475113122,7,7,8
"Lee, Khari",0,1,0,"DET","TE",0.00226244343891403,13,13,8
"Prosch, Jay",1,1,0,"HOU","FB",0.00227790432801822,13,14,8
"Blue, Alfred",3,6,0,"HOU","RB",0.0136674259681093,10,10,8
"Sterling, Neal",8,11,0,"JAX","TE",0.0222222222222222,9,9,10
"Walters, Bryan",5,10,1,"JAX","WR",0.0202020202020202,10,10,5
"Davis, Knile",3,4,0,"KC","RB",0.00925925925925926,10,11,6
"Charles, Jamaal",2,3,0,"KC","RB",0.00694444444444444,13,13,6
"Pead, Isaiah",1,1,0,"MIA","RB",0.002710027100271,13,13,10
"Gray, MarQueis",10,14,0,"MIA","TE",0.037940379403794,7,7,10
"Blount, LeGarrette",6,7,0,"NE","RB",0.0158013544018059,9,9,8
"Bolden, Brandon",2,4,0,"NE","RB",0.0090293453724605,10,10,8
"Lasco, Daniel",2,4,0,"NO","RB",0.00796812749003984,12,12,11
"Perkins, Paul",14,19,0,"NYG","RB",0.0406852248394004,8,8,10
"Peake, Charone",14,21,0,"NYJ","WR",0.0506024096385542,6,6,7
"Bowman, Braedon",0,1,0,"NYJ","TE",0.00240963855421687,12,12,7
"Rivera, Mychal",12,15,1,"OAK","TE",0.0311850311850312,8,9,6
"Bell, LeVeon",63,78,1,"PIT","RB",0.165605095541401,2,2,6
"McEvoy, Tanner",4,5,1,"SEA","WR",0.0129198966408269,9,9,3
"Martino, Freddie",6,8,1,"TB","WR",0.0178571428571429,10,11,4
"Wright, Kendall",25,36,3,"TEN","WR",0.0913705583756345,5,5,3
"Valles, Hakeem",0,2,0,"ARI","TE",0.00449438202247191,12,11,7
"Dixon, Kenneth",18,21,0,"BAL","RB",0.0420841683366733,8,8,8
"Hunter, Justin",8,20,4,"BUF","WR",0.0560224089635854,9,7,1
"Bellamy, Josh",14,26,0,"CHI","WR",0.0599078341013825,7,7,9
"Hamlett, Connor",1,2,1,"CLE","TE",0.00455580865603645,10,12,4
