"Place_lo","Place_hi","Payout"
1st	$1,000.00
2nd	$700.00
3rd	$500.00
4th	$300.00
5th	$250.00
6th	$200.00
7th - 8th	$150.00
9th - 10th	$100.00
11th - 12th	$80.00
13th - 15th	$60.00
16th - 20th	$50.00
21st - 25th	$40.00
26th - 35th	$35.00
36th - 45th	$30.00
46th - 60th	$25.00
61st - 80th	$20.00
81st - 100th	$15.00
101st - 150th	$12.00
151st - 225th	$10.00
226th - 325th	$8.00
326th - 525th	$7.00
526th - 875th	$6.00
876th - 1552nd	$5.00
