"Place_lo","Place_hi","Payout"
"1","1","2e+05"
"2","2","1e+05"
"3","3","75000"
"4","4","50000"
"5","5","30000"
"6","10","20000"
"11","15","15000"
"16","25","10000"
"26","35","7500"
"36","60","5000"
"61","90","4000"
"91","130","3000"
"131","202","2500"
