"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Aaron Judge",5500,"DET@NYY 01:05PM ET",10.902,"NYY","DET",11.23,9.8,12.54,NA,"3","3",3
"1B","Justin Smoak",5400,"TOR@CWS 02:10PM ET",8.972,"TOR","CWS",10.47,9.5,9.6,NA,"4","3",12
"OF","Brett Gardner",5300,"DET@NYY 01:05PM ET",9.111,"NYY","DET",9.95,9.8,10.46,NA,"1","1",3
"C","Gary Sanchez",5200,"DET@NYY 01:05PM ET",8.726,"NYY","DET",8.84,9.5,11.29,NA,"4","4",7
"1B","Jose Abreu",5100,"TOR@CWS 02:10PM ET",8.806,"CWS","TOR",8.68,8.9,9.06,NA,"3","3",2
"OF","Manuel Margot",5000,"MIN@SD 03:40PM ET",7.37,"SD","MIN",6.44,7.1,6.44,NA,"1","1",3
"OF","Justin Upton",4900,"DET@NYY 01:05PM ET",8.911,"DET","NYY",6.42,8.9,10.13,NA,"3","3",7
"OF","Clint Frazier",4800,"DET@NYY 01:05PM ET",8.083,"NYY","DET",NA,NA,NA,NA,"2","x",NA
"OF","Steve Pearce",4600,"TOR@CWS 02:10PM ET",6.387,"TOR","CWS",7.16,9.5,2.07,NA,"6","5",18
"1B/3B","Matt Davidson",4500,"TOR@CWS 02:10PM ET",6.966,"CWS","TOR",NA,NA,NA,NA,"4","x",NA
"3B","Josh Donaldson",4400,"TOR@CWS 02:10PM ET",7.692,"TOR","CWS",8.96,11.4,11.31,NA,"3","2",20
"1B","Kendrys Morales",4300,"TOR@CWS 02:10PM ET",7.416,"TOR","CWS",9.19,9.9,9.66,NA,"5","4",2
"2B","Brian Dozier",4300,"MIN@SD 03:40PM ET",8.337,"MIN","SD",NA,NA,NA,NA,"1","x",NA
"OF","Leury Garcia",4200,"TOR@CWS 02:10PM ET",7.05,"CWS","TOR",6.03,7.2,6.32,NA,"1","6",5
"SS","Troy Tulowitzki",4200,"TOR@CWS 02:10PM ET",5.591,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"SS","Didi Gregorius",4200,"DET@NYY 01:05PM ET",8.321,"NYY","DET",8.81,8.2,9.16,NA,"6","5",3
"OF","Mason Williams",4200,"DET@NYY 01:05PM ET",6.4,"NYY","DET",NA,0,NA,NA,"x","x",NA
"OF","Ezequiel Carrera",4100,"TOR@CWS 02:10PM ET",5.096,"TOR","CWS",NA,0,1.86,NA,"x","x",NA
"2B","Yangervis Solarte",4100,"MIN@SD 03:40PM ET",6.959,"SD","MIN",7.12,7.2,1.71,NA,"4","4",0
"3B","Miguel Sano",4100,"MIN@SD 03:40PM ET",8.796,"MIN","SD",6.85,9.2,10.31,NA,"3","4",19
"2B","Devon Travis",4000,"TOR@CWS 02:10PM ET",6.9,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"3B","Nicholas Castellanos",4000,"DET@NYY 01:05PM ET",7.573,"DET","NYY",NA,7.4,NA,NA,"5","5",NA
"OF","Mikie Mahtook",4000,"DET@NYY 01:05PM ET",5.657,"DET","NYY",5.49,6,8.58,NA,"7","7",11
"3B","Todd Frazier",4000,"DET@NYY 01:05PM ET",6.959,"NYY","DET",7,7.5,8.93,NA,"8","8",0
"C","Russell Martin",3900,"TOR@CWS 02:10PM ET",6.784,"TOR","CWS",NA,NA,NA,NA,"2","x",NA
"3B","Chase Headley",3900,"DET@NYY 01:05PM ET",6.876,"NYY","DET",7.2,7.5,7.6,NA,"7","7",5
"3B/SS","Eduardo Escobar",3900,"MIN@SD 03:40PM ET",6.447,"MIN","SD",6.02,7.4,1.92,NA,"5","2",7
"OF","Avisail Garcia",3800,"TOR@CWS 02:10PM ET",8.102,"CWS","TOR",NA,0,NA,NA,"x","x",NA
"2B/OF","Alen Hanson",3800,"TOR@CWS 02:10PM ET",3.081,"CWS","TOR",5.38,6.8,7.14,NA,"5","8",3
"1B","Joe Mauer",3800,"MIN@SD 03:40PM ET",6.897,"MIN","SD",6.19,8.4,8.45,NA,"4","1",10
"1B","Miguel Cabrera",3700,"DET@NYY 01:05PM ET",7.141,"DET","NYY",5.89,8.6,10.04,NA,"4","4",0
"C","James McCann",3700,"DET@NYY 01:05PM ET",6.467,"DET","NYY",4.17,5.1,1.71,NA,"8","8",3
"OF","Aaron Hicks",3700,"DET@NYY 01:05PM ET",8.983,"NYY","DET",NA,0,NA,NA,"x","x",NA
"3B","Miguel Andujar",3700,"DET@NYY 01:05PM ET",26,"NYY","DET",NA,0,NA,NA,"x","x",NA
"C","Jason Castro",3700,"MIN@SD 03:40PM ET",5.74,"MIN","SD",5.71,7.2,7,NA,"8","8",4
"3B/OF","Cory Spangenberg",3700,"MIN@SD 03:40PM ET",6.405,"SD","MIN",6.02,6.2,6.57,NA,"6","2",5
"SS","Tyler Wade",3600,"DET@NYY 01:05PM ET",3.786,"NYY","DET",5.48,0,1.79,NA,"x","x",NA
"2B","Starlin Castro",3600,"DET@NYY 01:05PM ET",8.165,"NYY","DET",NA,0,NA,NA,"x","x",NA
"3B/SS","Ronald Torreyes",3600,"DET@NYY 01:05PM ET",4.901,"NYY","DET",5.54,5.9,7.12,NA,"9","9",0
"OF","Robbie Grossman",3600,"MIN@SD 03:40PM ET",6.535,"MIN","SD",6.16,0,1.81,NA,"x","x",NA
"1B","Kennys Vargas",3600,"MIN@SD 03:40PM ET",6.7,"MIN","SD",NA,0,NA,NA,"x","x",NA
"OF","Norichika Aoki",3500,"TOR@CWS 02:10PM ET",5.085,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"OF","Jose Bautista",3500,"TOR@CWS 02:10PM ET",7.292,"TOR","CWS",9.63,10.7,10.45,NA,"1","1",3
"1B","Garrett Cooper",3500,"DET@NYY 01:05PM ET",4.625,"NYY","DET",NA,0,1.92,NA,"x","x",NA
"1B","Greg Bird",3500,"DET@NYY 01:05PM ET",3.842,"NYY","DET",NA,0,NA,NA,"x","x",NA
"1B/OF","Ji-Man Choi",3500,"DET@NYY 01:05PM ET",7.667,"NYY","DET",NA,0,NA,NA,"x","x",NA
"OF","Jose Pirela",3500,"MIN@SD 03:40PM ET",8.156,"SD","MIN",5.83,6.4,7.47,NA,"5","3",18
"OF","Byron Buxton",3500,"MIN@SD 03:40PM ET",5.365,"MIN","SD",5.1,7.1,7.49,NA,"7","6",0
"OF","Hunter Renfroe",3500,"MIN@SD 03:40PM ET",7.052,"SD","MIN",5.59,6,6.97,NA,"7","6",0
"3B","Ryan Schimpf",3500,"MIN@SD 03:40PM ET",6.377,"SD","MIN",NA,0,NA,NA,"x","x",NA
"OF","Kevin Pillar",3400,"TOR@CWS 02:10PM ET",6.81,"TOR","CWS",6,8.9,9.76,NA,"7","6",5
"SS","Jose Iglesias",3400,"DET@NYY 01:05PM ET",6.126,"DET","NYY",NA,NA,NA,NA,"9","x",NA
"2B","Ian Kinsler",3400,"DET@NYY 01:05PM ET",7.644,"DET","NYY",5.88,7.8,9.76,NA,"1","1",5
"1B","Matt Holliday",3400,"DET@NYY 01:05PM ET",7.112,"NYY","DET",6.51,8.1,9.49,NA,"5","6",0
"2B/3B","Yoan Moncada",3300,"TOR@CWS 02:10PM ET",5,"CWS","TOR",NA,0,7.36,NA,"x","x",NA
"C","Miguel Montero",3300,"TOR@CWS 02:10PM ET",4.088,"TOR","CWS",NA,5.5,1.83,NA,"x","8",0
"1B/OF","Rob Refsnyder",3300,"TOR@CWS 02:10PM ET",2.182,"TOR","CWS",NA,8.1,7.47,NA,"x","7",NA
"OF","Eddie Rosario",3300,"MIN@SD 03:40PM ET",6.547,"MIN","SD",6.14,8.2,8.82,NA,"6","5",0
"OF","Ian Parmley",3200,"TOR@CWS 02:10PM ET",0,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"1B","Rowdy Tellez",3200,"TOR@CWS 02:10PM ET",0,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"OF","Harold Ramirez",3200,"TOR@CWS 02:10PM ET",0,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"OF","Dalton Pompey",3200,"TOR@CWS 02:10PM ET",0,"TOR","CWS",NA,0,2.09,NA,"x","x",NA
"SS","Richard Urena",3200,"TOR@CWS 02:10PM ET",0,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"OF","Tyler Austin",3200,"DET@NYY 01:05PM ET",5.25,"NYY","DET",NA,0,NA,NA,"x","x",NA
"OF","Jacoby Ellsbury",3200,"DET@NYY 01:05PM ET",6.641,"NYY","DET",7.76,8.5,1.94,NA,"x","2",11
"OF","Max Kepler",3200,"MIN@SD 03:40PM ET",6.626,"MIN","SD",6.29,9.8,9.44,NA,"2","3",0
"OF","Charlie Tilson",3100,"TOR@CWS 02:10PM ET",0,"CWS","TOR",NA,0,NA,NA,"x","x",NA
"OF","Willy Garcia",3100,"TOR@CWS 02:10PM ET",4.425,"CWS","TOR",NA,0,NA,NA,"x","x",NA
"C","Jarrod Saltalamacchia",3100,"TOR@CWS 02:10PM ET",0.7,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"1B/3B","Jeimer Candelario",3100,"DET@NYY 01:05PM ET",3.818,"DET","NYY",NA,0,NA,NA,"x","x",NA
"OF","Alex Dickerson",3100,"MIN@SD 03:40PM ET",0,"SD","MIN",NA,0,NA,NA,"x","x",NA
"1B","Wil Myers",3100,"MIN@SD 03:40PM ET",7.99,"SD","MIN",7.26,7.9,8.49,NA,"3","5",0
"OF","Darrell Ceciliani",3000,"TOR@CWS 02:10PM ET",8.333,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"2B/SS","Dixon Machado",3000,"DET@NYY 01:05PM ET",3.295,"DET","NYY",3.44,0,1.64,NA,"x","x",NA
"OF","Alex Presley",3000,"DET@NYY 01:05PM ET",5.647,"DET","NYY",NA,0,NA,NA,"x","x",NA
"2B/SS","Ehire Adrianza",3000,"MIN@SD 03:40PM ET",5.27,"MIN","SD",5.33,0,7.45,NA,"x","x",NA
"C","Austin Hedges",3000,"MIN@SD 03:40PM ET",5.512,"SD","MIN",4.95,5.7,1.6,NA,"x","7",0
"OF","Anthony Alford",2900,"TOR@CWS 02:10PM ET",1.25,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"3B/OF","Chris Coghlan",2900,"TOR@CWS 02:10PM ET",2.757,"TOR","CWS",NA,0,1.88,NA,"x","x",NA
"SS","Gleyber Torres",2900,"DET@NYY 01:05PM ET",0,"NYY","DET",NA,0,NA,NA,"x","x",NA
"OF","JaCoby Jones",2900,"DET@NYY 01:05PM ET",3.091,"DET","NYY",NA,0,NA,NA,"x","x",NA
"OF","Travis Jankowski",2900,"MIN@SD 03:40PM ET",3.765,"SD","MIN",NA,0,NA,NA,"x","x",NA
"OF","Jacob May",2800,"TOR@CWS 02:10PM ET",1.6,"CWS","TOR",NA,0,NA,NA,"x","x",NA
"1B/C","John Hicks",2800,"DET@NYY 01:05PM ET",7,"DET","NYY",NA,0,1.9,NA,"x","x",NA
"1B","Victor Martinez",2800,"DET@NYY 01:05PM ET",6.379,"DET","NYY",5.47,7.8,7.59,NA,"6","6",5
"OF","Matt Szczur",2800,"MIN@SD 03:40PM ET",3.203,"SD","MIN",NA,0,1.65,NA,"x","x",NA
"C","Hector Sanchez",2800,"MIN@SD 03:40PM ET",4.366,"SD","MIN",NA,NA,NA,NA,"8","x",NA
"2B","Yolmer Sanchez",2700,"TOR@CWS 02:10PM ET",5.722,"CWS","TOR",5.78,7.1,7.09,NA,"2","7",3
"OF","Teoscar Hernandez",2700,"TOR@CWS 02:10PM ET",0,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"OF","Dwight Smith",2700,"TOR@CWS 02:10PM ET",4.083,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"OF","Tyler Collins",2700,"DET@NYY 01:05PM ET",5.225,"DET","NYY",NA,0,NA,NA,"x","x",NA
"2B/OF","Andrew Romine",2700,"DET@NYY 01:05PM ET",4.65,"DET","NYY",NA,6.2,6.17,NA,"x","9",0
"SS","Chase d'Arnaud",2700,"MIN@SD 03:40PM ET",2.914,"SD","MIN",NA,0,NA,NA,"x","x",NA
"C","Omar Narvaez",2600,"TOR@CWS 02:10PM ET",4.15,"CWS","TOR",NA,0,5.01,NA,"x","x",NA
"1B","Cody Asche",2600,"TOR@CWS 02:10PM ET",2.895,"CWS","TOR",NA,0,NA,NA,"x","x",NA
"2B/SS","Tyler Saladino",2600,"TOR@CWS 02:10PM ET",4.725,"CWS","TOR",5.5,6.6,1.82,NA,"6","2",5
"2B/SS","Ryan Goins",2600,"TOR@CWS 02:10PM ET",4.191,"TOR","CWS",NA,NA,NA,NA,"8","x",NA
"2B/3B","Darwin Barney",2600,"TOR@CWS 02:10PM ET",3.525,"TOR","CWS",5.58,6.3,6.53,NA,"9","9",3
"C","Luke Maile",2600,"TOR@CWS 02:10PM ET",2.697,"TOR","CWS",NA,0,NA,NA,"x","x",NA
"C","Geovany Soto",2500,"TOR@CWS 02:10PM ET",5.533,"CWS","TOR",NA,0,1.74,NA,"x","x",NA
"C","Austin Romine",2500,"DET@NYY 01:05PM ET",4.321,"NYY","DET",NA,0,1.76,NA,"x","x",NA
"OF","Jim Adduci",2500,"DET@NYY 01:05PM ET",5.333,"DET","NYY",5.49,8.3,NA,NA,"2","2",8
"C","Kyle Higashioka",2500,"DET@NYY 01:05PM ET",0.889,"NYY","DET",NA,0,NA,NA,"x","x",NA
"C","Christian Bethancourt",2500,"MIN@SD 03:40PM ET",0.375,"SD","MIN",NA,0,NA,NA,"x","x",NA
"2B","Luis Urias",2500,"MIN@SD 03:40PM ET",0,"SD","MIN",NA,0,NA,NA,"x","x",NA
"C","Chris Gimenez",2500,"MIN@SD 03:40PM ET",4.644,"MIN","SD",NA,0,1.71,NA,"x","x",NA
"OF","Adam Engel",2400,"TOR@CWS 02:10PM ET",5.61,"CWS","TOR",4.98,5.8,8.05,NA,"9","9",0
