"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3800,89.4736842105263,34,"Jedd Gyorko","STL",NA,"3B",4,2,2,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3900,71.7948717948718,28,"Josh Harrison","PIT",NA,"2B/3B",1,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,4000,67.5,27,"Dee Gordon","MIA",NA,"2B",1,1,0,0,3,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,4000,67.5,27,"Billy Hamilton","CIN",NA,"OF",1,1,0,1,3,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,6700,38.955223880597,26.1,"Daniel Norris","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,1,5,4,0
6,2,10700,23.785046728972,25.45,"Lance McCullers","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6.33333333333333,0,0,2,6,2,0
7,5,2600,96.1538461538462,25,"Tyler Collins","DET",NA,"OF",2,2,1,3,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,8300,28.3734939759036,23.55,"Marco Estrada","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,1,7,0,0
9,6,3200,71.875,23,"Michael Conforto","NYM",NA,"OF",1,1,1,3,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,4200,54.7619047619048,23,"Jonathan Villar","MIL",NA,"2B",1,2,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,8,3700,59.4594594594595,22,"Tommy Joseph","PHI",NA,"1B",6,2,1,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,9,3400,64.7058823529412,22,"Aaron Altherr","PHI",NA,"OF",2,2,0,3,0,4,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,4,11500,18.7391304347826,21.55,"Johnny Cueto","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,3,6,1,0
14,10,3400,61.7647058823529,21,"Travis Shaw","MIL",NA,"3B",4,1,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,4400,47.7272727272727,21,"Jose Bautista","TOR",NA,"OF",3,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,12,3100,67.741935483871,21,"Jorge Bonifacio","KC",NA,"OF",6,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,5,9500,21.5789473684211,20.5,"Rick Porcello","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,2,5,0,0
18,13,4100,48.780487804878,20,"Adam Duvall","CIN",NA,"OF",4,1,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,2400,83.3333333333333,20,"Ryan Goins","TOR",NA,"2B/SS",7,1,1,4,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,6,6600,30.1515151515152,19.9,"Wei-Yin Chen","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,2,2,4,0
21,7,8100,24.5679012345679,19.9,"Gerrit Cole","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,2,5,1,0
22,8,7700,25.2597402597403,19.45,"Jake Odorizzi","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,0,0,1,2,1,0
23,15,3600,52.7777777777778,19,"Javier Baez","CHC",NA,"2B/SS",7,2,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,16,3700,51.3513513513513,19,"Ender Inciarte","ATL",NA,"OF",1,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,17,3600,52.7777777777778,19,"Mike Napoli","TEX",NA,"1B",5,2,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,18,3300,54.5454545454545,18,"Freddy Galvis","PHI",NA,"SS",7,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,19,4800,37.5,18,"Manny Machado","BAL",NA,"3B",3,2,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,20,4900,36.734693877551,18,"Jose Altuve","HOU",NA,"2B",3,2,0,1,1,3,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,9,8700,20.2873563218391,17.65,"Vincent Velasquez","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,0,0,1,2,3,1
30,21,4000,42.5,17,"Aledmys Diaz","STL",NA,"SS",2,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,22,2600,65.3846153846154,17,"Chris Coghlan","TOR",NA,"3B/OF",9,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,23,4300,39.5348837209302,17,"Matt Kemp","ATL",NA,"OF",4,2,0,0,0,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,24,3500,48.5714285714286,17,"Michael Saunders","PHI",NA,"OF",5,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,25,3600,47.2222222222222,17,"Nick Castellanos","DET",NA,"3B",3,1,0,1,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,10,5500,29.3636363636364,16.15,"Amir Garrett","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,2,2,3,1
36,26,4000,40,16,"Eric Hosmer","KC",NA,"1B",3,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,27,4200,38.0952380952381,16,"Matt Carpenter","STL",NA,"1B",3,1,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
