"Paul Goldschmidt_ARI","Mookie Betts_BOS","Aaron Judge_NYY","Jake Lamb_ARI","Jose Bautista_TOR","Xander Bogaerts_BOS","Kendrys Morales_TOR","Josh Donaldson_TOR","Miguel Sano_MIN","Brian Dozier_MIN","Jackie Bradley_BOS","Justin Smoak_TOR","Giancarlo Stanton_MIA","Mike Trout_LAA","Cameron Maybin_LAA","AJ Pollock_ARI","Hanley Ramirez_BOS","Chris Owings_ARI","Brett Gardner_NYY","Gary Sanchez_NYY","Marcell Ozuna_MIA","Devon Travis_TOR","Matt Holliday_NYY","Albert Pujols_LAA","Andrew Benintendi_BOS","Joe Mauer_MIN","Dustin Pedroia_BOS","Mitch Moreland_BOS","Jonathan Schoop_BAL","Aaron Hicks_NYY","Justin Bour_MIA","Adam Jones_BAL","Manny Machado_BAL","Russell Martin_TOR","Andrelton Simmons_LAA","Robbie Grossman_MIN","Yasmany Tomas_ARI","Pablo Sandoval_BOS","Troy Tulowitzki_TOR","Dee Gordon_MIA","David Peralta_ARI","Mark Trumbo_BAL","Didi Gregorius_NYY","Christian Yelich_MIA","Brock Holt_BOS","Chris Davis_BAL","Jacoby Ellsbury_NYY","Starlin Castro_NYY","Max Kepler_MIN","Gregor Blanco_ARI","Chris Young_BOS","Trey Mancini_BAL","Welington Castillo_BAL","Kevin Pillar_TOR","CJ Cron_LAA","Kennys Vargas_MIN","Chris Carter_NYY","Jefry Marte_LAA","Christian Vazquez_BOS","Joey Rickard_BAL","Steve Pearce_TOR","Greg Bird_NYY","Eddie Rosario_MIN","Nick Ahmed_ARI","Chris Herrmann_ARI","JT Realmuto_MIA","Deven Marrero_BOS","Rob Refsnyder_NYY","Jorge Polanco_MIN","Jeremy Hazelbaker_ARI","Rey Fuentes_ARI","Steve Selsky_BOS","Marco Hernandez_BOS","Craig Gentry_BAL","Hyun Soo Kim_BAL","Yunel Escobar_LAA","Martin Prado_MIA","Sandy Leon_BOS","Seth Smith_BAL","Luis Valbuena_LAA","Ben Revere_LAA","Brandon Drury_ARI","Socrates Brito_ARI","Sam Travis_BOS","Josh Rutledge_BOS","JJ Hardy_BAL","Rowdy Tellez_TOR","Dalton Pompey_TOR","Ryan Goins_TOR","Byron Buxton_MIN","Chris Iannetta_ARI","Jason Castro_MIN","Martin Maldonado_LAA","Derek Dietrich_MIA","Chase Headley_NYY","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Chris Coghlan_TOR","Eduardo Escobar_MIN","Kole Calhoun_LAA","Daniel Descalso_ARI","JT Riddle_MIA","Luis Sardinas_BAL","Paul Janish_BAL","Ryan Flaherty_BAL","Francisco Pena_BAL","Darrell Ceciliani_TOR","Ronald Torreyes_NYY","Austin Romine_NYY","Danny Espinosa_LAA","Caleb Joseph_BAL","Gleyber Torres_NYY","Anthony Alford_TOR","Kyle Higashioka_NYY","Nolan Fontana_LAA","Tomas Telis_MIA","Destin Hood_MIA","Tyler Moore_MIA","Dwight Smith_TOR","Chris Gimenez_MIN","Eric Young_LAA","Ichiro Suzuki_MIA","Adeiny Hechavarria_MIA","Christian Colon_MIA","Steve Lombardozzi_MIA","Ehire Adrianza_MIN","Juan Graterol_LAA","Carlos Perez_LAA","Luke Maile_TOR","Darwin Barney_TOR","AJ Ellis_MIA","Mike Aviles_MIA","Cliff Pennington_LAA","Mike Ohlman_TOR","Jeff Mathis_ARI","Miguel Rojas_MIA"
67.7371428571429,0,0,7.87149758454106,0,0,0,0,0,0,0,0,0,0,0,31.089247311828,0,4.32447397563677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40315315315315,0,0,0,11.496996996997,0,0,0,0,0,0,0,0,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3623188405797,6.19047619047619,0,0,0,0,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,11.0865384615385,0,0,0,0,0,0,0,0,-27.5,0,0,0,0,0,0,0,0,0,16.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90217391304348,0
0,85.3888888888889,0,0,0,17.588850174216,0,0,0,0,12.0931034482759,0,0,0,0,0,5.46031746031746,0,0,0,0,0,0,0,30.0274390243902,0,12.6927453769559,6.98205128205128,0,0,0,0,0,0,0,0,0,13.9945054945055,0,0,0,0,0,0,-5,0,0,0,0,0,-18.422380952381,0,0,0,0,0,0,0,3.28138528138528,0,0,0,0,0,0,0,22.3566176470588,0,0,0,0,0,-5.1,0,0,0,0,21.1877470355731,0,0,0,0,0,-20,5.82727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,97.8161616161616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3295795795796,17.6333333333333,0,0,21.9939271255061,0,0,0,0,0,0,1.47692307692308,0,0,0,0,0,0,0,0,0,0,0,0,-6.17333333333333,0,0,0,-0.733333333333333,23.7984848484848,0,0,0,0,0,0,0,0,11.8033333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3406827880512,0,0,0,0,0,0,0,0,0,0,0,0,25.7916666666667,19.0571428571429,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.87149758454106,0,0,68.8506205673759,0,0,0,0,0,0,0,0,0,0,0,-3.17241379310345,0,-10.1147435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96791443850267,0,0,0,24.6906116642959,0,0,0,0,0,0,0,0,20.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.2554112554113,47.7830882352941,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11.7169274537696,0,0,0,0,0,0,0,0,5.45054945054945,0,0,0,0,0,0,0,0,0,-24.2820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07905138339921,0
0,0,0,0,56.1968085106383,0,7.33192389006343,20.4545454545455,0,0,0,1.34329268292683,0,0,0,0,0,0,0,0,0,-2.39068825910931,0,0,0,0,0,0,0,0,0,0,0,13.7322580645161,0,0,0,0,7.83918128654971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.24545454545455,0,0,0,0,0,0,6.11904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42036290322581,0,0,0,0,0,0,4.16666666666667,11.8022988505747,19.5955882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53846153846154,-10.2416666666667,0,0,0,13,0,0
0,17.588850174216,0,0,0,48.4086378737542,0,0,0,0,15.4413793103448,0,0,0,0,0,0.557142857142857,0,0,0,0,0,0,0,24.1788124156545,0,8.33968253968254,11.4324324324324,0,0,0,0,0,0,0,0,0,6.88636363636364,0,0,0,0,0,0,0,0,0,0,0,0,16.7442105263158,0,0,0,0,0,0,0,0.202380952380952,0,0,0,0,0,0,0,36.1397058823529,0,0,0,0,0,-0.151515151515152,0,0,0,0,17.008658008658,0,0,0,0,0,210,3.79090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.33192389006343,0,72.9949494949495,15.9090909090909,0,0,0,19.3160660660661,0,0,0,0,0,0,0,0,0,10.1764705882353,0,0,0,0,0,0,0,0,0,0,0,23.5021505376344,0,0,0,0,21.827485380117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.1602787456446,0,0,0,0,0,0,-24.9824561403509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.51354679802956,0,0,0,0,0,0,4.2,2.33475783475783,6.30882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7555555555556,-1.15217391304348,0,0,0,1,0,0
0,0,0,0,20.4545454545455,0,15.9090909090909,46.5454545454545,0,0,0,-10.1944444444444,0,0,0,0,0,0,0,0,0,-13.9909090909091,0,0,0,0,0,0,0,0,0,0,0,13.9909090909091,0,0,0,0,31.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36363636363636,0,0,0,0,0,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.45238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,88.4336134453782,0.914772727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5677339901478,0,0,0,0,0,0,0,0,0,20.3938461538462,0,0,0,0,0,0,0,0,0,0,0,0,34.1625615763547,0,0,0,0,0,0,9.19230769230769,0,0,0,0,0,0,-4.70752688172043,0,0,0,0,0,10.8806818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4032258064516,0,6.70652173913043,0,0,0,0,0,0,26.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61363636363636,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.914772727272727,40.951951951952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25913978494624,0,0,0,0,0,0,0,0,0,-8.07834757834758,0,0,0,0,0,0,0,0,0,0,0,0,17.7217741935484,0,0,0,0,0,0,-0.438095238095238,0,0,0,0,0,0,3.95265151515152,0,0,0,0,0,-1.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0247311827957,0,18.8184615384615,0,0,0,0,0,0,-3.71691176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75757575757576,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0
