"Place_lo","Place_hi","Payout"
1st	$30,000.00
2nd	$15,000.00
3rd	$10,000.00
4th	$7,500.00
5th	$5,000.00
6th - 7th	$4,000.00
8th - 9th	$3,000.00
10th - 14th	$2,000.00
15th - 19th	$1,500.00
20th - 24th	$1,000.00
25th - 29th	$700.00
30th - 39th	$500.00
40th - 54th	$400.00
55th - 84th	$300.00
85th - 123rd	$250.00
124th - 173rd	$200.00
174th - 248th	$150.00
249th - 348th	$125.00
349th - 548th	$100.00
549th - 968th	$90.00
969th - 1858th	$80.00
