QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Matt Ryan (8009121),David Johnson (8009319),Jacquizz Rodgers (8009246),Michael Thomas (8009360),Emmanuel Sanders (8009501),Mohamed Sanu (8009352),Antonio Gates (8009629),Ronnie Hillman (8009333),Redskins  (8010091)
Matt Ryan (8009121),David Johnson (8009319),Jacquizz Rodgers (8009246),Julian Edelman (8009432),Larry Fitzgerald (8009488),Mohamed Sanu (8009352),Travis Kelce (8009631),Bobby Rainey (8009225),Cowboys  (8010106)
Alex Smith (8009197),David Johnson (8009319),Bilal Powell (8009293),Demaryius Thomas (8009503),Tyreek Hill (8009523),Jarvis Landry (8009436),Eric Ebron (8009574),Jacquizz Rodgers (8009246),Buccaneers  (8010094)
Drew Brees (8009120),David Johnson (8009319),Bilal Powell (8009293),Julian Edelman (8009432),Willie Snead (8009357),Jeremy Kerley (8009525),Antonio Gates (8009629),Chris Ivory (8009262),Buccaneers  (8010094)
Blake Bortles (8009154),David Johnson (8009319),Bilal Powell (8009293),Michael Thomas (8009360),Julian Edelman (8009432),Marqise Lee (8009425),Dennis Pitta (8009541),Ronnie Hillman (8009333),Buccaneers  (8010094)
Russell Wilson (8009203),David Johnson (8009319),Bilal Powell (8009293),Doug Baldwin (8009524),Larry Fitzgerald (8009488),Eli Rogers (8009482),Eric Ebron (8009574),Zach Zenner (8009255),Raiders  (8010113)
Kirk Cousins (8009132),David Johnson (8009319),Jacquizz Rodgers (8009246),Julian Edelman (8009432),DeSean Jackson (8009376),Marqise Lee (8009425),Greg Olsen (8009563),Ronnie Hillman (8009333),Redskins  (8010091)
Russell Wilson (8009203),David Johnson (8009319),Bilal Powell (8009293),Michael Thomas (8009360),Brandon Marshall (8009453),Paul Richardson (8009528),Zach Ertz (8009606),Alfred Blue (8009235),Buccaneers  (8010094)
Drew Brees (8009120),David Johnson (8009319),DeMarco Murray (8009232),Brandin Cooks (8009358),DeSean Jackson (8009376),Adam Humphries (8009404),Eric Ebron (8009574),Ronnie Hillman (8009333),Raiders  (8010113)
Drew Brees (8009120),David Johnson (8009319),Alfred Blue (8009235),Julian Edelman (8009432),Willie Snead (8009357),Brandon Marshall (8009453),Travis Kelce (8009631),Darren Sproles (8009298),Raiders  (8010113)
Aaron Rodgers (8009146),David Johnson (8009319),Chris Ivory (8009262),Larry Fitzgerald (8009488),Davante Adams (8009414),Jarvis Landry (8009436),Zach Ertz (8009606),Ronnie Hillman (8009333),Buccaneers  (8010094)
Drew Brees (8009120),David Johnson (8009319),Chris Ivory (8009262),Michael Thomas (8009360),Julian Edelman (8009432),Chris Hogan (8009435),Travis Kelce (8009631),Rex Burkhead (8009217),Redskins  (8010091)
Drew Brees (8009120),David Johnson (8009319),Alfred Blue (8009235),Michael Thomas (8009360),DeSean Jackson (8009376),Jarvis Landry (8009436),Travis Kelce (8009631),Zach Zenner (8009255),Cowboys  (8010106)
Russell Wilson (8009203),David Johnson (8009319),Darren Sproles (8009298),Doug Baldwin (8009524),Demaryius Thomas (8009503),Marqise Lee (8009425),Travis Kelce (8009631),Zach Zenner (8009255),Buccaneers  (8010094)
Matt Ryan (8009121),David Johnson (8009319),DeAngelo Williams (8009306),Julian Edelman (8009432),Adam Thielen (8009451),Mohamed Sanu (8009352),Eric Ebron (8009574),Darren Sproles (8009298),Buccaneers  (8010094)
Drew Brees (8009120),David Johnson (8009319),Bilal Powell (8009293),Michael Thomas (8009360),Demaryius Thomas (8009503),Eli Rogers (8009482),C.J. Uzomah (8009546),Rex Burkhead (8009217),Buccaneers  (8010094)
Alex Smith (8009197),David Johnson (8009319),Bilal Powell (8009293),Julian Edelman (8009432),Jeremy Maclin (8009512),Marqise Lee (8009425),Travis Kelce (8009631),Jacquizz Rodgers (8009246),Eagles  (8010107)
Drew Brees (8009120),Bilal Powell (8009293),DeMarco Murray (8009232),Larry Fitzgerald (8009488),Willie Snead (8009357),Jarvis Landry (8009436),Travis Kelce (8009631),Jacquizz Rodgers (8009246),Buccaneers  (8010094)
Drew Brees (8009120),David Johnson (8009319),Bilal Powell (8009293),Michael Thomas (8009360),Steve Smith Sr. (8009363),Marqise Lee (8009425),Antonio Gates (8009629),Zach Zenner (8009255),Eagles  (8010107)
Drew Brees (8009120),David Johnson (8009319),Jacquizz Rodgers (8009246),Demaryius Thomas (8009503),Willie Snead (8009357),Eli Rogers (8009482),Travis Kelce (8009631),Chris Ivory (8009262),Eagles  (8010107)
Aaron Rodgers (8009146),David Johnson (8009319),Bilal Powell (8009293),Adam Thielen (8009451),Randall Cobb (8009412),Tyler Boyd (8009374),Travis Kelce (8009631),Darren Sproles (8009298),Buccaneers  (8010094)
Drew Brees (8009120),David Johnson (8009319),DeAngelo Williams (8009306),Demaryius Thomas (8009503),Willie Snead (8009357),Chris Hogan (8009435),Greg Olsen (8009563),Zach Zenner (8009255),Cowboys  (8010106)
Drew Brees (8009120),David Johnson (8009319),DeMarco Murray (8009232),Michael Thomas (8009360),Adam Thielen (8009451),Chris Hogan (8009435),Eric Ebron (8009574),Zach Zenner (8009255),Buccaneers  (8010094)
Drew Brees (8009120),David Johnson (8009319),Bilal Powell (8009293),Michael Thomas (8009360),Paul Richardson (8009528),Jeremy Kerley (8009525),Travis Kelce (8009631),Jacquizz Rodgers (8009246),Titans  (8010093)
