"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,14100,28.0141843971631,39.5,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,8,1,0,0,2,1,2
2,1,2500,140,35,"Martin Maldonado","LAA",NA,"C",6,2,2,4,0,4,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,10900,30.5504587155963,33.3,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6,0,0,0,7,0,0
4,3,11400,27.1929824561403,31,"Jose Berrios","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,0,0,2,4,1,0
5,2,2800,100,28,"Yasmani Grandal","LAD",NA,"C",6,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,3900,71.7948717948718,28,"Joey Gallo","TEX",NA,"1B/3B",8,3,1,1,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,3700,75.6756756756757,28,"Salvador Perez","KC",NA,"C",5,1,1,4,0,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,4200,66.6666666666667,28,"Thomas Pham","STL",NA,"OF",6,2,2,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,4600,60.8695652173913,28,"Brandon Drury","ARI",NA,"2B",5,1,0,6,0,6,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,8000,32.1875,25.75,"Justin Verlander","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,5.66666666666667,0,0,3,4,1,0
11,5,8900,28.1460674157303,25.05,"Rich Hill","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,0,0,1,4,3,0
12,6,5800,42.2413793103448,24.5,"Nick Pivetta","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6,0,0,3,4,1,0
13,7,5000,48,24,"David Peralta","ARI",NA,"OF",2,4,0,1,0,5,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,8,3500,68.5714285714286,24,"Curtis Granderson","NYM",NA,"OF",1,1,1,2,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,9,4100,58.5365853658537,24,"Jedd Gyorko","STL",NA,"3B",4,1,1,2,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,10,2100,109.52380952381,23,"Darwin Barney","TOR",NA,"2B/3B",8,1,1,2,1,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11,4600,50,23,"Shin-Soo Choo","TEX",NA,"OF",1,1,1,2,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,9400,23.563829787234,22.15,"Jeff Samardzija","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,0,0,3,6,0,0
19,8,5700,37.719298245614,21.5,"Taijuan Walker","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,3,6,4,0
20,9,7500,28.1333333333333,21.1,"Dan Straily","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,1,3,1,0
21,12,3800,55.2631578947368,21,"Scott Schebler","CIN",NA,"OF",6,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,13,3400,61.7647058823529,21,"Hunter Pence","SF",NA,"OF",5,2,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,14,4300,48.8372093023256,21,"Francisco Lindor","CLE",NA,"SS",1,1,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,15,4400,47.7272727272727,21,"Mark Reynolds","COL",NA,"1B",4,1,1,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,16,3800,55.2631578947368,21,"Domingo Santana","MIL",NA,"OF",2,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,10,6200,33.8709677419355,21,"Erasmo Ramirez","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5.33333333333333,0,0,2,2,3,0
27,17,3200,65.625,21,"Jose Martinez","STL",NA,"1B/OF",9,2,1,1,0,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,18,4400,47.7272727272727,21,"Matt Holliday","NYY",NA,"1B",4,2,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,11,8100,25.5555555555556,20.7,"Mike Fiers","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,1,3,3,2
30,19,3900,51.2820512820513,20,"Nick Ahmed","ARI",NA,"SS",8,2,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,20,4000,50,20,"Andrelton Simmons","LAA",NA,"SS",5,2,0,0,1,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,21,2500,80,20,"Ehire Adrianza","MIN",NA,"2B/SS",8,0,0,1,3,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,22,4400,45.4545454545455,20,"Yasiel Puig","LAD",NA,"OF",8,1,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,12,5100,39.1176470588235,19.95,"Kevin Gausman","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,5.66666666666667,0,0,3,6,2,0
35,23,5900,32.2033898305085,19,"Paul Goldschmidt","ARI",NA,"1B",3,2,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,24,4800,39.5833333333333,19,"Carlos Correa","HOU",NA,"SS",3,2,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,25,4100,46.3414634146341,19,"Josh Bell","PIT",NA,"1B",5,1,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,13,6800,26.6176470588235,18.1,"Sean Manaea","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6,0,0,3,7,2,0
39,26,4600,39.1304347826087,18,"Xander Bogaerts","BOS",NA,"SS",3,1,1,1,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,27,4300,41.8604651162791,18,"Chris Iannetta","ARI",NA,"C",7,2,0,1,0,4,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,28,3900,46.1538461538462,18,"Miguel Sano","MIN",NA,"3B",3,1,1,1,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,29,3600,50,18,"Howie Kendrick","PHI",NA,"2B/OF",2,1,0,0,1,5,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,30,3600,50,18,"Jose Pirela","SD",NA,"OF",1,0,0,1,2,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,31,4500,37.7777777777778,17,"Brian Dozier","MIN",NA,"2B",1,0,0,1,1,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,32,4500,37.7777777777778,17,"Steven Souza","TB",NA,"OF",3,1,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,33,3700,45.9459459459459,17,"Josh Harrison","PIT",NA,"2B/3B",2,0,0,1,1,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
