"Mike Trout_LAA","Paul Goldschmidt_ARI","Wil Myers_SD","Josh Donaldson_TOR","AJ Pollock_ARI","Jose Bautista_TOR","Jake Lamb_ARI","Yasmany Tomas_ARI","Corey Seager_LAD","Albert Pujols_LAA","David Peralta_ARI","Ryan Schimpf_SD","Buster Posey_SF","Hunter Pence_SF","Troy Tulowitzki_TOR","Kole Calhoun_LAA","Yangervis Solarte_SD","Devon Travis_TOR","Cameron Maybin_LAA","Brandon Drury_ARI","Chris Owings_ARI","Manuel Margot_SD","Brandon Belt_SF","Eduardo Nunez_SF","Kendrys Morales_TOR","CJ Cron_LAA","Alex Dickerson_SD","Hunter Renfroe_SD","Adrian Gonzalez_LAD","Denard Span_SF","Yasiel Puig_LAD","Russell Martin_TOR","Luis Valbuena_LAA","Cory Spangenberg_SD","Jeremy Hazelbaker_ARI","Joe Panik_SF","Logan Forsythe_LAD","Joc Pederson_LAD","Jefry Marte_LAA","Chris Herrmann_ARI","Justin Turner_LAD","Brandon Crawford_SF","Steve Pearce_TOR","Socrates Brito_ARI","Travis Jankowski_SD","Yunel Escobar_LAA","Ben Revere_LAA","Kevin Pillar_TOR","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Andrelton Simmons_LAA","Cody Bellinger_LAD","Chris Taylor_LAD","Jarrett Parker_SF","Danny Espinosa_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Nick Hundley_SF","Trayce Thompson_LAD","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Chris Iannetta_ARI","Erick Aybar_SD","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Mac Williamson_SF","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Daniel Descalso_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Aaron Hill_SF","Rob Segedin_LAD","Nick Ahmed_ARI","Jabari Blash_SD","Andre Ethier_LAD","Gorkys Hernandez_SF","Hector Sanchez_SD","Conor Gillaspie_SF","Scott Van Slyke_LAD","Kike Hernandez_LAD","Martin Maldonado_LAA","Juan Graterol_LAA","Darwin Barney_TOR","Jeff Mathis_ARI","Carlos Perez_LAA","Ryan Goins_TOR","Tim Federowicz_SF","Cliff Pennington_LAA","Chris Coghlan_TOR","Luis Torrens_SD","Chris Marrero_SF","Brett Eibner_LAD"
25.1102941176471,0,0,0,0,0,0,0,0,14.8349427074776,0,0,0,0,0,3.39306057571637,0,0,-1.72415755335737,0,0,0,0,0,0,-8.70775229082306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82129469416375,0,0,0,0,0,-2.69594703469623,0,0,0,12.0915736897533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38981189088741,0,0,0,0,0,0,0,0,0,0,0
0,37.1447368421053,0,0,5.77985090052056,0,14.8582000218898,10.719620787611,0,0,19.555001060661,0,0,0,0,0,0,0,0,15.8357491581397,1.73171490179491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09775780732273,0,0,0,0,0,0,0,0
0,0,73.702614379085,0,0,0,0,0,0,0,0,1.11187915545607,0,0,0,0,24.8646275602564,0,0,0,0,-2.03564994219316,0,0,0,0,0,16.0472645750086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.74225286810905,0,0,0,0,0,0,0,0,0,0,0,0,-5.16181138413974,0,0,0,0,0,0,-12.6895732428352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.77985090052056,0,0,62.2426470588235,0,-2.60934856350953,-0.0887789649557824,0,0,12.8698457687378,0,0,0,0,0,0,0,0,13.1501953136048,-17.05840743284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42042067154472,0,0,0,0,0,0,0,0
0,0,0,0,0,29.8088235294118,0,0,0,0,0,0,0,0,6.59601406010829,0,0,-2.20699886210173,0,0,0,0,0,0,9.65085591443464,0,0,0,0,0,0,2.88428322647509,0,0,0,0,0,0,0,0,0,0,0.355693843217145,0,0,0,0,-14.7175496618839,0,0,0,0,0,0,0,0,0,0,0,0,-9.70987388630132,0,0,0,0,0,0,0,0,0,3.19534317183213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.8582000218898,0,0,-2.60934856350953,0,47.0409356725146,9.70140368480832,0,0,30.8349673859329,0,0,0,0,0,0,0,0,6.49650823812497,-17.9009505280034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.1931440175149,0,0,0,0,0,0,0,0
0,10.719620787611,0,0,-0.0887789649557824,0,9.70140368480832,93.352380952381,0,0,45.7802222477427,0,0,0,0,0,0,0,0,30.8328575284705,4.8155286979554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0763392204954,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,74.7833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10439007861774,0,7.87465369301793,0,0,0,0,0,35.7901246382256,49.8865708566934,0,0,28.9280262139159,0,0,0,0,0,0,0,55.2810646588239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.8349427074776,0,0,0,0,0,0,0,0,49.7333333333333,0,0,0,0,0,-9.53035787844207,0,0,-5.28002239540978,0,0,0,0,0,0,2.57603306762978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3178554170732,0,0,0,0,0,20.8319844818411,0,0,0,-7.02415245542429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93156169858453,0,0,0,0,0,0,0,0,0,0,0
