Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,6198,Darren Sproles,RB,NO,MIA,4,31,46,13,26,36,39,35.20,78.1
2,12317,Danny Woodhead,RB,SD,DAL,4,32,44,16,22,31,38,25.60,64.4
3,6597,Greg Jennings,WR,MIN,PIT,4,36,69,0,11,8,11,24.20,58.9
4,4640,Reggie Bush,RB,DET,CHI,4,41,62,44,15,54,59,30.30,56.8
5,4807,Adrian Peterson,RB,MIN,PIT,4,47,90,49,2,49,51,29,55.3
6,8699,Knowshon Moreno,RB,DEN,PHI,4,28,38,43,4,46,46,16.10,53.9
7,9704,Darius Butler,CB,IND,JAX,4,26,48,0,0,0,0,0,53.8
8,7328,Peyton Manning,QB,DEN,PHI,4,57,78,0,0,60,60,32.08,51
9,7242,Drew Brees,QB,NO,MIA,4,67,100,6,0,64,64,35.72,48.8
10,5820,Frank Gore,RB,SF,LA,4,42,61,48,5,48,52,23.30,46
11,8571,Brian Cushing,ILB,HOU,SEA,4,25,41,0,0,0,0,0,46
12,6539,Robert Mathis,OLB,IND,JAX,4,39,72,0,0,0,0,0,45.1
13,12925,Jake Locker,QB,TEN,NYJ,4,44,66,7,0,61,61,19.66,44.7
14,12725,Marcell Dareus,NT,BUF,BAL,4,35,54,0,0,0,0,0,44.6
15,7857,Jerome Simpson,WR,MIN,PIT,4,28,54,0,39,25,39,22.40,44.3
16,4104,Jerricho Cotchery,WR,PIT,MIN,4,38,48,0,16,13,16,24.30,42.9
17,11488,Jimmy Graham,TE,NO,MIA,4,52,78,0,8,8,8,29,42.3
18,4631,Wes Welker,WR,DEN,PHI,4,47,64,0,19,15,19,26.60,41.7
19,13163,Roy Helu,RB,WAS,OAK,4,35,53,37,9,43,46,16.40,41.1
20,8564,Nate Washington,WR,TEN,NYJ,4,56,84,0,14,7,14,29.50,40.2
21,12386,Marshawn Lynch,RB,SEA,HOU,4,47,77,36,6,43,43,22.30,38.9
22,11276,Sean Lee,OLB,DAL,SD,4,72,100,0,0,0,0,0,38.2
23,13791,Lamar Miller,RB,MIA,NO,4,34,57,32,9,35,41,13.80,37.6
24,12246,Victor Cruz,WR,NYG,KC,4,60,95,0,27,17,27,35.40,37.3
25,13091,Corey Liuget,DT,SD,DAL,4,37,63,0,0,0,0,0,37.3
26,9108,Tony Gonzalez,TE,ATL,NE,4,74,97,0,19,16,19,41.90,36.4
27,8244,Philip Rivers,QB,SD,DAL,4,72,100,0,0,58,58,30.04,36.2
28,10992,Jeff Cumberland,TE,NYJ,TEN,4,26,40,0,4,4,4,10.40,36.2
29,5701,Fred Jackson,RB,BUF,BAL,4,41,49,39,0,39,39,14.70,35.9
30,11792,Arian Foster,RB,HOU,SEA,4,65,71,42,12,51,54,32.10,35.5
31,8723,Matt Cassel,QB,MIN,PIT,4,52,100,4,0,52,52,18.42,35.4
32,12830,Torrey Smith,WR,BAL,BUF,4,65,100,0,19,8,19,30.60,34.8
33,15096,David Amerson,CB,WAS,OAK,4,32,49,0,0,0,0,0,34.4
34,11270,Dez Bryant,WR,DAL,SD,4,59,100,0,15,10,15,26.10,34.1
35,14967,Le'Veon Bell,RB,PIT,MIN,4,60,76,27,8,33,35,24.40,34
36,11578,NaVorro Bowman,ILB,SF,LA,4,61,95,0,0,0,0,0,33.8
37,11197,Demaryius Thomas,WR,DEN,PHI,4,61,84,0,16,15,16,29.60,33.8
38,4750,Glenn Dorsey,NT,SF,LA,4,26,41,0,0,0,0,0,33.1
39,13941,Zach Brown,ILB,TEN,NYJ,4,52,80,0,0,0,0,0,32.9
40,3867,Tony Romo,QB,DAL,SD,4,59,100,2,0,64,64,19.34,32.8
41,15417,Kenbrell Thompkins,WR,NE,ATL,4,57,86,0,19,11,19,27.70,32.8
42,6739,Alex Smith,QB,KC,NYG,4,73,97,10,0,66,66,25.22,31.8
43,12852,Dontay Moch,OLB,ARI,TB,4,25,33,0,0,0,0,0,31.6
44,12774,Stevan Ridley,RB,NE,ATL,4,25,38,44,8,52,52,9.90,31.6
45,4314,Tom Brady,QB,NE,ATL,4,66,100,8,0,55,55,23.44,31
46,11382,Ndamukong Suh,DT,DET,CHI,4,56,78,0,0,0,0,0,30.7
47,14187,Alshon Jeffery,WR,CHI,DET,4,70,97,1,16,9,17,29.40,30.6
48,7383,Terrell Suggs,OLB,BAL,BUF,4,63,75,0,0,0,0,0,30.5
49,732,Matt Ryan,QB,ATL,NE,4,76,100,0,0,71,71,26.84,30.1
50,13029,Allen Bailey,DE,KC,NYG,4,26,41,0,0,0,0,0,30
