Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Arian Foster,RB,MIA,@ SEA,1st,5800,3.8,30.5,19.5,12.67,12.67,100,0,2.2,13,2.2
Allen Hurns,WR,JAC,vs GB,8th,5800,2,31.1,16.1,11.74,11.74,100,0,2,11.5,2
Ryan Mathews,RB,PHI,vs CLE,9th,5700,7.5,27.6,10,14.17,14.17,100,0,2.5,13.7,2.4
Emmanuel Sanders,WR,DEN,vs CAR,15th,5700,3.3,32.4,15.9,13.03,13.03,100,0,2.3,9.9,1.7
Kelvin Benjamin,WR,CAR,@ DEN,9th,5700,4.9,29.8,,13.23,13.23,100,0,2.3,21.1,3.7
Robert Griffin III,QB,CLE,@ PHI,27th,5600,11.6,33.2,,18.75,18.75,100,0,3.3,10.3,1.8
Latavius Murray,RB,OAK,@ NO,19th,5600,5.3,26.9,13.2,12.49,12.49,100,0,2.2,14.2,2.5
Carlos Hyde,RB,SF,vs LA,8th,5600,8.9,30.5,12,16.1,16.1,100,0,2.9,23.3,4.2
Frank Gore,RB,IND,vs DET,12th,5500,6.2,26.9,12.3,13.09,13.09,100,0,2.4,11.8,2.1
Michael Crabtree,WR,OAK,@ NO,23rd,5500,3.6,26.2,15,11.15,11.15,100,0,2,17.7,3.2
Rashad Jennings,RB,NYG,@ DAL,25th,5400,4.7,26.9,10.8,12.09,12.09,100,0,2.2,8.8,1.6
Case Keenum,QB,LA,@ SF,13th,5400,11.9,26,9.3,16.55,16.55,100,0,3.1,4.2,0.8
DeMarco Murray,RB,TEN,vs MIN,7th,5300,3,30.9,12.6,12.27,12.27,100,0,2.3,23.7,4.5
DeVante Parker,WR,MIA,@ SEA,3rd,5300,2.9,24.5,12.1,10.07,10.07,100,0,1.9,,
John Brown,WR,ARI,vs NE,13th,5200,5.2,26.2,14.3,12.2,12.2,100,0,2.3,1.8,0.3
Kevin White,WR,CHI,@ HOU,21st,5200,2.5,14.8,,9.87,9.87,100,0,1.9,6.4,1.2
Blaine Gabbert,QB,SF,vs LA,25th,5200,10,25.3,18,15.12,15.12,100,0,2.9,14.5,2.8
Trevor Siemian,QB,DEN,vs CAR,11th,5200,3.6,21.9,-0.1,14.58,14.58,100,0,2.8,11.12,2.1
Mohamed Sanu,WR,ATL,vs TB,25th,5100,0,21.9,5.7,7.3,7.3,100,0,1.4,21,4.1
Corey Coleman,WR,CLE,@ PHI,20th,5100,2.3,14,,9.32,9.32,100,0,1.8,8.9,1.7
Duke Johnson,RB,CLE,@ PHI,28th,5100,5.1,21.3,10.3,10.49,10.49,100,0,2.1,8,1.6
Greg Olsen,TE,CAR,@ DEN,15th,5100,7.4,32.3,14.8,15.74,15.74,100,0,3.1,14.3,2.8
Jonathan Stewart,RB,CAR,@ DEN,6th,5100,4.2,23.4,13.1,10.57,10.57,100,0,2.1,6.4,1.3
Shaun Hill,QB,MIN,@ TEN,31st,5000,7.8,30.3,0,15.32,15.32,100,0,3.1,10.24,2
Danny Woodhead,RB,SD,@ KC,16th,5000,0.9,30,15.3,10.57,10.57,100,0,2.1,23,4.6
Travis Kelce,TE,KC,vs SD,2nd,5000,7.2,25.8,12.2,13.36,13.36,100,0,2.7,13.4,2.7
Dak Prescott,QB,DAL,vs NYG,26th,5000,4.5,27.2,,18.14,18.14,100,0,3.6,10.28,2.1
Tyler Lockett,WR,SEA,vs MIA,7th,5000,3.8,27.5,10.6,11.71,11.71,100,0,2.3,4.7,0.9
Carson Wentz,QB,PHI,vs CLE,19th,5000,3.9,23.6,,15.74,15.74,100,0,3.1,19.22,3.8
Tavon Austin,WR,LA,@ SF,19th,5000,3.6,24.6,12.5,10.55,10.55,100,0,2.1,5.5,1.1
Steve Smith Sr.,WR,BAL,vs BUF,24th,4900,0.2,32.6,20,11.04,11.04,100,0,2.3,6.9,1.4
Coby Fleener,TE,NO,vs OAK,11th,4900,2.9,25.7,8.2,10.53,10.53,100,0,2.1,1.6,0.3
Ameer Abdullah,RB,DET,@ IND,31st,4900,6.8,21.5,7.4,11.65,11.65,100,0,2.4,23,4.7
Sterling Shepard,WR,NYG,@ DAL,14th,4900,3.1,18.4,,12.28,12.28,100,0,2.5,13.3,2.7
Torrey Smith,WR,SF,vs LA,30th,4900,3.4,26.4,8,11.05,11.05,100,0,2.3,3.3,0.7
James Starks,RB,GB,@ JAC,32nd,4800,0,18.3,10.8,4.07,4.07,100,0,0.8,2.3,0.5
Giovani Bernard,RB,CIN,@ NYJ,2nd,4800,4.6,24.4,11.7,11.16,11.16,100,0,2.3,5,1
Willie Snead,WR,NO,vs OAK,28th,4800,2.4,23.1,12.7,9.26,9.26,100,0,1.9,35.2,7.3
Stefon Diggs,WR,MIN,@ TEN,29th,4800,2.4,26.1,11.9,10.29,10.29,100,0,2.1,20.2,4.2
Devin Funchess,WR,CAR,@ DEN,9th,4800,0.9,21.6,6.9,7.84,7.84,100,0,1.6,1.9,0.4
Gary Barnidge,TE,CLE,@ PHI,26th,4700,3.5,28.7,15.4,11.93,11.93,100,0,2.5,0,
Kamar Aiken,WR,BAL,vs BUF,24th,4700,4.5,26.1,12.6,11.72,11.72,100,0,2.5,3.4,0.7
Jeremy Langford,RB,CHI,@ HOU,3rd,4700,1.2,31.5,10,11.3,11.3,100,0,2.4,14.3,3
Matt Jones,RB,WAS,vs PIT,10th,4700,1.3,30.1,9.6,10.9,10.9,100,0,2.3,4.3,0.9
Justin Forsett,RB,BAL,vs BUF,15th,4600,2.4,25.5,12.8,10.1,10.1,100,0,2.2,8.6,1.9
Marvin Jones,WR,DET,@ IND,17th,4600,7.6,24.7,10.9,13.34,13.34,100,0,2.9,12.5,2.7
Robert Woods,WR,BUF,@ BAL,2nd,4600,0,19.4,8.7,5.41,5.41,100,0,1.2,6,1.3
Melvin Gordon,RB,SD,@ KC,16th,4600,7.2,18.3,8,10.89,10.89,100,0,2.4,17.7,3.8
Jeremy Hill,RB,CIN,@ NYJ,2nd,4600,3.8,26.9,10.8,11.51,11.51,100,0,2.5,9.1,2
Anquan Boldin,WR,DET,@ IND,17th,4500,0,20.1,12.6,5.73,5.73,100,0,1.3,6.5,1.4
Delanie Walker,TE,TEN,vs MIN,20th,4500,7.2,29.1,16.5,14.5,14.5,100,0,3.2,7.2,1.6
Phillip Dorsett,WR,IND,vs DET,22nd,4500,3.9,13.8,4.3,7.18,7.18,100,0,1.6,13.4,3
Dorial Green-Beckham,WR,PHI,vs CLE,26th,4500,0,21,8.5,6.57,6.57,100,0,1.5,3.4,0.8
Laquon Treadwell,WR,MIN,@ TEN,29th,4500,2,11.7,,7.82,7.82,100,0,1.7,,
Vincent Jackson,WR,TB,@ ATL,1st,4400,0.6,24.3,11,8.52,8.52,100,0,1.9,3.8,0.9
Charles Sims,RB,TB,@ ATL,22nd,4400,4.7,18.8,11.4,9.44,9.44,100,0,2.1,13.1,3
Spencer Ware,RB,KC,vs SD,26th,4400,7.8,28.8,10.9,14.85,14.85,100,0,3.4,35.9,8.2
Pierre Garcon,WR,WAS,vs PIT,31st,4400,0,19.3,11.6,6.34,6.34,100,0,1.4,11.1,2.5
Tim Hightower,RB,NO,vs OAK,14th,4300,0,26.8,14.9,4.03,4.03,100,0,0.9,2,0.5
Bilal Powell,RB,NYJ,vs CIN,11th,4300,0.6,21.6,12.3,7.58,7.58,100,0,1.8,6.8,1.6
Zach Ertz,TE,PHI,vs CLE,17th,4300,4.1,26.3,11.8,11.46,11.46,100,0,2.7,11.8,2.7
Davante Adams,WR,GB,@ JAC,27th,4300,0,18.4,8.2,5.18,5.18,100,0,1.2,14,3.3
Darren Sproles,RB,PHI,vs CLE,9th,4200,0,19.1,10.1,5.53,5.53,100,0,1.3,5.6,1.3
Antonio Gates,TE,SD,@ KC,22nd,4200,3.6,28.8,13.5,12.04,12.04,100,0,2.9,5,1.2
Danny Amendola,WR,NE,@ ARI,11th,4200,0,19.7,11.1,4.33,4.33,100,0,1,7.8,1.9
Mike Wallace,WR,BAL,vs BUF,24th,4200,1.2,21.9,6.6,8.14,8.14,100,0,1.9,19.2,4.6
Isaiah Crowell,RB,CLE,@ PHI,28th,4200,1.8,21.9,8.8,8.49,8.49,100,0,2,15.8,3.8
Tevin Coleman,RB,ATL,vs TB,20th,4200,2.1,13.5,4.1,5.92,5.92,100,0,1.4,16.7,4
Eli Rogers,WR,PIT,@ WAS,32nd,4200,0,0,,0,0,100,0,0,17.9,4.3
Jason Witten,TE,DAL,vs NYG,32nd,4100,4.3,19.9,10.3,9.49,9.49,100,0,2.3,15.6,3.8
Travis Benjamin,WR,SD,@ KC,5th,4100,0,25.4,13.1,8.42,8.42,100,0,2.1,10.2,2.5
Terrance West,RB,BAL,vs BUF,15th,4100,2.5,18.7,3.4,7.92,7.92,100,0,1.9,5.8,1.4
T.J. Yeldon,RB,JAC,vs GB,21st,4100,5.8,21.4,13.5,11.01,11.01,100,0,2.7,16.9,4.1
Ted Ginn Jr.,WR,CAR,@ DEN,9th,4100,0.8,25.4,12.5,9.02,9.02,100,0,2.2,3.5,0.9
Victor Cruz,WR,NYG,@ DAL,14th,4000,1.6,25.9,,9.66,9.66,100,0,2.4,13.4,3.4
Theo Riddick,RB,DET,@ IND,31st,4000,0.7,18.7,11.3,6.66,6.66,100,0,1.7,27.8,7
Michael Thomas,WR,NO,vs OAK,28th,4000,2,11.8,,7.85,7.85,100,0,2,11.8,3
Derrick Henry,RB,TEN,vs MIN,7th,4000,1.7,10.4,,6.93,6.93,100,0,1.7,6.4,1.6
Chris Thompson,RB,WAS,vs PIT,10th,4000,0,15.6,7.1,3.57,3.57,100,0,0.9,11.9,3
Quinton Patton,WR,SF,vs LA,30th,4000,1.2,11.4,4.7,4.61,4.61,100,0,1.2,11,2.8
Seahawks,DST,SEA,vs MIA,30th,3900,3.1,20.2,9.9,8.8,8.8,100,0,2.3,11,2.8
Andre Johnson,WR,TEN,vs MIN,16th,3900,0,18.8,7.2,4.03,4.03,100,0,1,6,1.5
Brandon LaFell,WR,CIN,@ NYJ,4th,3900,1.4,24.5,8.4,9.07,9.07,100,0,2.3,13.1,3.4
Eric Ebron,TE,DET,@ IND,13th,3900,5,19.7,9.3,9.93,9.93,100,0,2.5,15.6,4
C.J. Prosise,RB,SEA,vs MIA,27th,3900,0.8,4.6,,3.04,3.04,100,0,0.8,2.1,0.5
Kenny Britt,WR,LA,@ SF,19th,3900,0,19.5,7.8,6.51,6.51,100,0,1.7,10.7,2.7
Jimmy Graham,TE,SEA,vs MIA,7th,3800,0.7,27.1,11.2,9.46,9.46,100,0,2.5,2.1,0.6
Alfred Morris,RB,DAL,vs NYG,29th,3800,0,16.9,6.4,3.92,3.92,100,0,1,3.5,0.9
Shane Vereen,RB,NYG,@ DAL,25th,3800,0,16.3,9.9,2.54,2.54,100,0,0.7,9.1,2.4
Quincy Enunwa,WR,NYJ,vs CIN,6th,3800,0,6.2,4.9,0,0,100,0,0,18.4,4.8
Julius Thomas,TE,JAC,vs GB,1st,3800,2,30.5,10.4,11.5,11.5,100,0,3,17.4,4.6
Seth Roberts,WR,OAK,@ NO,23rd,3800,0,20.6,7.2,5.15,5.15,100,0,1.4,9.9,2.6
Jaelen Strong,WR,HOU,vs CHI,12th,3800,0,17.1,4.8,4.88,4.88,100,0,1.3,,
Rams,DST,LA,@ SF,25th,3800,0.1,23.5,8.4,7.9,7.9,100,0,2.1,1,0.3
Panthers,DST,CAR,@ DEN,12th,3800,0,24.9,10.3,8.28,8.28,100,0,2.2,8,2.1
Jamison Crowder,WR,WAS,vs PIT,31st,3800,0,17.8,8.6,4.75,4.75,100,0,1.3,11.8,3.1
Zach Miller,TE,CHI,@ HOU,27th,3700,7.8,13.5,,9.68,9.68,100,0,2.6,4.4,1.2
Chris Johnson,RB,ARI,vs NE,5th,3700,0,17,11,3.45,3.45,100,0,0.9,0.2,0.1
LeGarrette Blount,RB,NE,@ ARI,4th,3700,0,27.4,10.5,9.04,9.04,100,0,2.4,12,3.2
Christine Michael,RB,SEA,vs MIA,27th,3700,7.7,18.5,4,11.26,11.26,100,0,3,9.1,2.5
Chris Conley,WR,KC,vs SD,10th,3700,0,14.7,4.8,4.86,4.86,100,0,1.3,8.3,2.2
DeAndre Washington,RB,OAK,@ NO,19th,3700,1,6,,4,4,100,0,1.1,3.4,0.9
Breshad Perriman,WR,BAL,vs BUF,24th,3700,0,0,,0,0,100,0,0,4.5,1.2
Will Fuller,WR,HOU,vs CHI,12th,3700,2,12.1,,8.08,8.08,100,0,2.2,24.7,6.7
Broncos,DST,DEN,vs CAR,3rd,3700,2.4,20.1,10.8,8.29,8.29,100,0,2.2,6,1.6
Shaun Draughn,RB,SF,vs LA,8th,3700,0,16.3,7.1,3.06,3.06,100,0,0.8,10.6,2.9
Sammie Coates,WR,PIT,@ WAS,32nd,3700,1.7,10.2,2.1,6.8,6.8,100,0,1.8,7.6,2.1
Chiefs,DST,KC,vs SD,28th,3600,1.5,24.3,10.9,9.09,9.09,100,0,2.5,1,0.3
James White,RB,NE,@ ARI,4th,3600,1.2,25.5,10.5,9.28,9.28,100,0,2.6,9.4,2.6
Albert Wilson,WR,KC,vs SD,10th,3600,0,10.6,6.8,0,0,100,0,0,3.1,0.9
Chris Hogan,WR,NE,@ ARI,11th,3600,0.6,17.4,7.2,6.22,6.22,100,0,1.7,15,4.2
Tyler Boyd,WR,CIN,@ NYJ,4th,3600,2,11.9,,7.93,7.93,100,0,2.2,4.4,1.2
Darrius Heyward-Bey,WR,PIT,@ WAS,32nd,3600,0,14.3,5.9,4.31,4.31,100,0,1.2,,
Cardinals,DST,ARI,vs NE,15th,3500,0.8,25.3,10.4,8.95,8.95,100,0,2.6,6,1.7
Reggie Bush,RB,BUF,@ BAL,18th,3500,0,16.8,1.7,3.77,3.77,100,0,1.1,-0.4,
Jermaine Kearse,WR,SEA,vs MIA,7th,3500,0,22.5,9.4,6.89,6.89,100,0,2,10.7,3.1
Josh Ferguson,RB,IND,vs DET,12th,3500,0,0,,0,0,100,0,0,4.4,1.3
Nelson Agholor,WR,PHI,vs CLE,26th,3500,1.9,14.2,4.3,5.96,5.96,100,0,1.7,15.7,4.5
Charcandrick West,RB,KC,vs SD,26th,3500,0,23.8,10.5,5.83,5.83,100,0,1.7,8.3,2.4
Brian Quick,WR,LA,@ SF,19th,3500,0,18.4,2.2,4.01,4.01,100,0,1.1,5.3,1.5
Jets,DST,NYJ,vs CIN,13th,3400,2,15.8,7.1,6.6,6.6,100,0,1.9,9,2.6
Harry Douglas,WR,TEN,vs MIN,16th,3400,0,12,6.3,0,0,100,0,0,4.1,1.2
Martellus Bennett,TE,NE,@ ARI,30th,3400,2.6,25.4,10.4,10.22,10.22,100,0,3,4.4,1.3
Dontrelle Inman,WR,SD,@ KC,5th,3400,0,16,8.4,3.58,3.58,100,0,1.1,1.6,0.5
Charles Clay,TE,BUF,@ BAL,9th,3400,2,20.6,9.6,8.21,8.21,100,0,2.4,6,1.8
Kendall Wright,WR,TEN,vs MIN,16th,3400,0,23,10,7.61,7.61,100,0,2.2,,
Kenneth Dixon,RB,BAL,vs BUF,15th,3400,0.9,5.3,,3.55,3.55,100,0,1,,
Jesse James,TE,PIT,@ WAS,31st,3400,5.1,13.5,4.3,7.86,7.86,100,0,2.3,8.1,2.4
Eagles,DST,PHI,vs CLE,24th,3300,1,24.7,7.5,8.87,8.87,100,0,2.7,11,3.3
Terrance Williams,WR,DAL,vs NYG,18th,3300,1.2,22.2,9.8,8.25,8.25,100,0,2.5,6.4,1.9
Rueben Randle,WR,PHI,vs CLE,26th,3300,0,18.5,11.7,4.9,4.9,100,0,1.5,,
Will Tye,TE,NYG,@ DAL,10th,3300,0.1,17.2,8.1,5.8,5.8,100,0,1.8,4.6,1.4
Rishard Matthews,WR,TEN,vs MIN,16th,3300,0,23.7,12.7,7.71,7.71,100,0,2.3,5.6,1.7
Devontae Booker,RB,DEN,vs CAR,17th,3300,0.9,5.3,,3.51,3.51,100,0,1.1,-0.2,
Texans,DST,HOU,vs CHI,21st,3200,1.6,21.7,9.4,8.34,8.34,100,0,2.6,8,2.5
Eddie Royal,WR,CHI,@ HOU,21st,3200,0,15.6,7.4,0,0,100,0,0,15.7,4.9
Cole Beasley,WR,DAL,vs NYG,18th,3200,0,18.6,8.5,4.01,4.01,100,0,1.3,14.5,4.5
Dwayne Allen,TE,IND,vs DET,25th,3200,1.1,17.9,2.8,6.71,6.71,100,0,2.1,17.3,5.4
Kenny Stills,WR,MIA,@ SEA,3rd,3200,0,19.9,5.9,5.71,5.71,100,0,1.8,2.6,0.8
Leonte Carroo,WR,MIA,@ SEA,3rd,3200,0,0,,0,0,100,0,0,3.4,1.1
Lance Kendricks,TE,LA,@ SF,21st,3200,2.6,14.6,4.4,6.59,6.59,100,0,2.1,3.5,1.1
Vikings,DST,MIN,@ TEN,27th,3100,1.9,19.9,8.8,7.94,7.94,100,0,2.6,21,6.8
Justin Hardy,WR,ATL,vs TB,25th,3100,3.4,9.1,4.5,5.3,5.3,100,0,1.7,1,0.3
Marqise Lee,WR,JAC,vs GB,8th,3100,0,9.2,4.9,0,0,100,0,0,4.2,1.4
Richard Rodgers,TE,GB,@ JAC,6th,3100,0,19.5,10.2,6.1,6.1,100,0,2,3.2,1
49ers,DST,SF,vs LA,17th,3100,0,15.4,4.3,5.05,5.05,100,0,1.6,16,5.2
Vance McDonald,TE,SF,vs LA,14th,3100,2.9,20.9,5.8,8.89,8.89,100,0,2.9,9.4,3
Bengals,DST,CIN,@ NYJ,20th,3000,2.3,17.9,8.6,7.47,7.47,100,0,2.5,5,1.7
Charles Johnson,WR,MIN,@ TEN,29th,3000,0,16.2,3.6,4.45,4.45,100,0,1.5,1.5,0.5
Jordan Cameron,TE,MIA,@ SEA,3rd,3000,2.1,17.1,5.7,7.06,7.06,100,0,2.4,2.6,0.9
Jeremy Kerley,WR,DET,@ IND,17th,3000,0,10.4,2.7,0,0,100,0,0,13.1,4.4
Travaris Cadet,RB,NO,vs OAK,14th,3000,0,9,7.7,0,0,100,0,0,10.5,3.5
Robert Turbin,RB,IND,vs DET,12th,3000,0,6.8,3.5,0,0,100,0,0,3.9,1.3
Terrelle Pryor,WR,CLE,@ PHI,20th,3000,1.2,7,2.6,4.69,4.69,100,0,1.6,9.8,3.3
Kenjon Barner,RB,PHI,vs CLE,9th,3000,0,6.2,3.8,0,0,100,0,0,4.2,1.4
Kyle Rudolph,TE,MIN,@ TEN,24th,3000,2.2,18.7,8.2,7.69,7.69,100,0,2.6,10.5,3.5
Clive Walford,TE,OAK,@ NO,29th,3000,3.4,14.2,5.3,6.95,6.95,100,0,2.3,5.5,1.8
Braxton Miller,WR,HOU,vs CHI,12th,3000,1.2,7.1,,4.76,4.76,100,0,1.6,1.6,0.5
Adam Humphries,WR,TB,@ ATL,1st,3000,0,7.4,5.4,0,0,100,0,0,7.1,2.4
Malcolm Mitchell,WR,NE,@ ARI,11th,3000,0,0,,0,0,100,0,0,5.3,1.8
