"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Paul Goldschmidt",4900,"ARI@LAD 10:10PM ET",11.131,"ARI","LAD",9.34,8.5,7.82,NA,"3","3",3
"2B","Robinson Cano",4800,"OAK@SEA 10:10PM ET",8.532,"SEA","OAK",8.88,9.2,9.23,NA,"3","3",10
"OF","Khris Davis",4700,"OAK@SEA 10:10PM ET",8.916,"OAK","SEA",9.24,8.6,8.77,NA,"4","4",20
"1B/OF","Cody Bellinger",4600,"ARI@LAD 10:10PM ET",10.209,"LAD","ARI",7.21,0,7.65,NA,"x","x",NA
"SS","Jean Segura",4500,"OAK@SEA 10:10PM ET",9.411,"SEA","OAK",8.16,7.8,9.49,NA,"1","1",14
"SS","Corey Seager",4500,"ARI@LAD 10:10PM ET",8.962,"LAD","ARI",5.95,7.5,7.59,NA,"2","2",9
"OF","Nelson Cruz",4400,"OAK@SEA 10:10PM ET",8.305,"SEA","OAK",8.51,8,9.34,NA,"4","4",0
"3B","Justin Turner",4400,"ARI@LAD 10:10PM ET",9.548,"LAD","ARI",7.85,7.7,7.23,NA,"3","3",6
"2B/OF","Chris Taylor",4200,"ARI@LAD 10:10PM ET",8.319,"LAD","ARI",NA,7.5,6.32,NA,"5","4",18
"OF/SS","Chris Owings",4100,"ARI@LAD 10:10PM ET",8.15,"ARI","LAD",6.52,6.1,5.81,NA,"4","4",0
"3B","Jake Lamb",4100,"ARI@LAD 10:10PM ET",9.63,"ARI","LAD",5.84,5,5.64,NA,"5","7",30
"1B","Yonder Alonso",4000,"OAK@SEA 10:10PM ET",8.133,"OAK","SEA",7.7,8.4,7.95,NA,"5","3",13
"SS","Franklin Barreto",4000,"OAK@SEA 10:10PM ET",7.364,"OAK","SEA",5.96,0,6.4,NA,"x","x",NA
