"Charlie Blackmon_COL","Cody Bellinger_LAD","Bryce Harper_WAS","Nolan Arenado_COL","Corey Seager_LAD","Daniel Murphy_WAS","Gerardo Parra_COL","Chris Taylor_LAD","Ryan Zimmerman_WAS","Anthony Rendon_WAS","Justin Turner_LAD","DJ LeMahieu_COL","Trea Turner_WAS","Ian Desmond_COL","Trevor Story_COL","Joc Pederson_LAD","Brian Goodwin_WAS","Mark Reynolds_COL","Yasmani Grandal_LAD","Yasiel Puig_LAD","Wilmer Difo_WAS","Adam Eaton_WAS","David Dahl_COL","Adrian Gonzalez_LAD","Chase Utley_LAD","Buster Posey_SF","Austin Barnes_LAD","Brandon Belt_SF","Howie Kendrick_WAS","Kike Hernandez_LAD","Raimel Tapia_COL","Carlos Gonzalez_COL","Adam Lind_WAS","Franklin Gutierrez_LAD","Peter O'Brien_LAD","Pat Valaika_COL","Jayson Werth_WAS","Nick Hundley_SF","Stephen Drew_WAS","Michael Taylor_WAS","Denard Span_SF","Pablo Sandoval_SF","Brandon Crawford_SF","Trayce Thompson_LAD","Joe Panik_SF","Ryan Raburn_WAS","Logan Forsythe_LAD","Andrew Toles_LAD","Willie Calhoun_LAD","Stephen Cardullo_COL","Hunter Pence_SF","Rob Segedin_LAD","Jarrett Parker_SF","Christian Arroyo_SF","Alex Verdugo_LAD","Matt Wieters_WAS","Dustin Garneau_COL","Andre Ethier_LAD","Jose Lobaton_WAS","Jordan Patterson_COL","Tom Murphy_COL","Scott Van Slyke_LAD","Gorkys Hernandez_SF","Mac Williamson_SF","Ryan Hanigan_COL","Kelby Tomlinson_SF","Alexi Amarista_COL","Adrian Sanchez_WAS","Aaron Hill_SF","Chris Heisey_WAS","Cristhian Adames_COL","Pedro Severino_WAS","Tony Wolters_COL","Justin Ruggiano_SF","Conor Gillaspie_SF","Mike Freeman_LAD","Rafael Bautista_WAS","Mike Tauchman_COL","Michael Morse_SF","Kyle Farmer_LAD","Brett Eibner_LAD","Tim Federowicz_SF","Chris Marrero_SF","Carlos Moncrief_SF","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF","Chad Huffman_WAS","Andrew Stevenson_WAS"
73.988055422838,0,0,25.5862068965517,0,0,17.1849390919158,0,0,0,0,11.9677871148459,0,8.44702467343977,10.9963850837139,0,0,18.0285493827161,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50402414486922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4326599326599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,111.854736842105,0,0,8.49692712906058,0,0,7.02703373015873,0,0,8.29058823529412,0,0,0,0,0.223717948717949,0,0,-1.53478523895947,22.3822404371585,0,0,0,0,2.87789084181314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86524390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,109.361392405063,0,0,5.37671232876712,0,0,28.3942054433714,27.8559792669382,0,0,19.065233785822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7470238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5268361581921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5862068965517,0,0,98.4661782661783,0,0,8.11945031712474,0,0,0,0,14.5840504876649,0,15.4570230607966,22.7865191146881,0,0,5.56993670886076,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64622641509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.49692712906058,0,0,75.1815022721198,0,0,-4.52598870056497,0,0,1.52732240437158,0,0,0,0,9.70821256038647,0,0,21.346223428313,16.0429470566457,0,0,0,0,3.71301020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1409574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.37671232876712,0,0,63.3,0,0,14.1828973843058,15.7405405405405,0,0,17.261355695318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7549019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5818234950321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.1849390919158,0,0,8.11945031712474,0,0,54.0282828282828,0,0,0,0,-3.50055370985604,0,-9.63602941176471,10,0,0,5.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3618538324421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59569892473118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.02703373015873,0,0,-4.52598870056497,0,0,75.9769820971867,0,0,17.4409090909091,0,0,0,0,6.68403361344538,0,0,-7.52216312056738,8.78619528619529,0,0,0,0,-5.56587301587302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6786786786787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28.3942054433714,0,0,14.1828973843058,0,0,80.6070175438597,6.49517102615694,0,0,6.42383107088989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7631802721088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6796733212341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27.8559792669382,0,0,15.7405405405405,0,0,6.49517102615694,118.86495031617,0,0,-7.77009084556254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1959361393324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
