"Mike Trout_LAA","Josh Donaldson_Tor","Jose Bautista_Tor","Corey Seager_LAD","Albert Pujols_LAA","Buster Posey_SF","Hunter Pence_SF","Troy Tulowitzki_Tor","Kole Calhoun_LAA","Devon Travis_Tor","Cameron Maybin_LAA","Brandon Belt_SF","Eduardo Nunez_SF","Kendrys Morales_Tor","CJ Cron_LAA","Adrian Gonzalez_LAD","Denard Span_SF","Yasiel Puig_LAD","Russell Martin_Tor","Luis Valbuena_LAA","Joe Panik_SF","Logan Forsythe_LAD","Joc Pederson_LAD","Jefry Marte_LAA","Justin Turner_LAD","Brandon Crawford_SF","Steve Pearce_Tor","Yunel Escobar_LAA","Ben Revere_LAA","Kevin Pillar_Tor","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Andrelton Simmons_LAA","Cody Bellinger_LAD","Chris Taylor_LAD","Jarrett Parker_SF","Danny Espinosa_LAA","Nick Hundley_SF","Trayce Thompson_LAD","Justin Smoak_Tor","Rowdy Tellez_Tor","Dalton Pompey_Tor","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Mac Williamson_SF","Jarrod Saltalamacchia_Tor","Ezequiel Carrera_Tor","Aaron Hill_SF","Rob Segedin_LAD","Andre Ethier_LAD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Scott Van Slyke_LAD","Kike Hernandez_LAD","Martin Maldonado_LAA","Juan Graterol_LAA","Darwin Barney_Tor","Carlos Perez_LAA","Ryan Goins_Tor","Tim Federowicz_SF","Cliff Pennington_LAA","Chris Coghlan_Tor","Chris Marrero_SF","Brett Eibner_LAD"
25.0958333333333,0,0,0,17.8857142857143,0,0,0,1.40952380952381,0,1.38636363636364,0,0,0,-0.644444444444444,0,0,0,0,0,0,0,0,9.5,0,0,0,7.61428571428571,12,0,0,0,0,-1.81904761904762,0,0,0,11.8142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.538461538461538,0,0,0,0,0,-16.5,0,0,0
0,48.2380952380952,10.3571428571429,0,0,0,0,61.2380952380952,0,6.1,0,0,0,8.14285714285714,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,11.55,0,0,8.09523809523809,0,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0,10.3571428571429,30.6958333333333,0,0,0,0,8.27472527472528,0,3.13636363636364,0,0,0,8.0875,0,0,0,0,10.6730769230769,0,0,0,0,0,0,0,0.0444444444444444,0,0,-11.9125,0,0,0,0,0,0,0,0,0,0,-3.45454545454545,0,0,0,0,0,0,9.16666666666667,8.53571428571429,0,0,0,0,0,0,0,0,0,-2.11904761904762,0,-13.3,0,0,51.5,0,0
0,0,0,65.9809523809524,0,0,0,0,0,0,0,0,0,0,0,5.79487179487179,0,20.5952380952381,0,0,0,22.5555555555556,42.8,0,25.5833333333333,0,0,0,0,0,45.9807692307692,-4,-3.5,0,0,0,0,0,0,0,0,0,0,77,0,-3.14285714285714,0,0,0,0,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0,0,0,0,0
17.8857142857143,0,0,0,39.4,0,0,0,-10.1373626373626,0,-10.9242424242424,0,0,0,-10.3472222222222,0,0,0,0,0,0,0,0,0.69047619047619,0,0,0,20.5384615384615,-14.5,0,0,0,0,3.30769230769231,0,0,0,0.615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,-19.5,0,0,0
0,0,0,0,0,12.0181818181818,4.66666666666667,0,0,0,0,10.4,-3.16363636363636,0,0,0,-4.2,0,0,0,1.86666666666667,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,-6.41666666666667,0,4,0,0,0,0,0,0,0,0,0,0,63,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,-4.9,0
0,0,0,0,0,4.66666666666667,27.1625,0,0,0,0,6.1047619047619,18.2857142857143,0,0,0,4.25555555555556,0,0,0,8.38095238095238,0,0,0,0,18.3076923076923,0,0,0,0,0,0,0,0,0,0,2.97619047619048,0,18.5,0,0,0,0,0,0,0,0,0,0,-22,0,0,10.6,8.33333333333333,0,0,0,0,0,0,0,0,0,0,16.8571428571429,0
0,61.2380952380952,8.27472527472528,0,0,0,0,52.8351648351648,0,2.64444444444444,0,0,0,5.48351648351648,0,0,0,0,0.212121212121212,0,0,0,0,0,0,0,-0.138888888888889,0,0,2.18681318681319,0,0,0,0,0,0,0,0,0,0,1.82222222222222,0,0,0,0,0,0,60,-10.6904761904762,0,0,0,0,0,0,0,0,0,-2.8,0,5.33333333333333,0,0,-9,0,0
1.40952380952381,0,0,0,-10.1373626373626,0,0,0,31.6952380952381,0,14.5454545454545,0,0,0,0.819444444444444,0,0,0,0,0,0,0,0,-1.0952380952381,0,0,0,4.36813186813187,7.2,0,0,0,0,11.7582417582418,0,0,0,-4.97802197802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93181818181818,0,0,0,0,0,-6,0,0,0
0,6.1,3.13636363636364,0,0,0,0,2.64444444444444,0,39,0,0,0,3.5,0,0,0,0,-0.122222222222222,0,0,0,0,0,0,0,3.5,0,0,12.8636363636364,0,0,0,0,0,0,0,0,0,0,-7.70833333333333,0,0,0,0,0,0,2.5,49.8,0,0,0,0,0,0,0,0,0,0.8,0,73.5,0,0,0,0,0
