Matt Kemp_ATL,Eric Thames_MIL,Travis Shaw_MIL,Ryan Braun_MIL,Eduardo Nunez_SF,Domingo Santana_MIL,Freddie Freeman_ATL,Hunter Pence_SF,Adonis Garcia_ATL,Brandon Belt_SF,Buster Posey_SF,Ender Inciarte_ATL,Denard Span_SF,Hernan Perez_MIL,Keon Broxton_MIL,Joe Panik_SF,Tyler Flowers_ATL,Aaron Altherr_PHI,Matt Adams_ATL,Brandon Crawford_SF,Howie Kendrick_PHI,Jonathan Villar_MIL,Cesar Hernandez_PHI,Andrew Knapp_PHI,Nick Hundley_SF,Jesus Aguilar_MIL,Jarrett Parker_SF,Brandon Phillips_ATL,Daniel Nava_PHI,Tommy Joseph_PHI,Rhys Hoskins_PHI,Jace Peterson_ATL,Nick Franklin_MIL,Mac Williamson_SF,Maikel Franco_PHI,Eric Sogard_MIL,Kelby Tomlinson_SF,Nick Markakis_ATL,Kurt Suzuki_ATL,Danny Santana_ATL,Jett Bandy_MIL,Micah Johnson_ATL,Dansby Swanson_ATL,Aaron Hill_SF,Manny Pina_MIL,Kirk Nieuwenhuis_MIL,Andrew Susac_MIL,Orlando Arcia_MIL,Michael Saunders_PHI,Odubel Herrera_PHI,Brock Stassi_PHI,Gorkys Hernandez_SF,Conor Gillaspie_SF,Christian Arroyo_SF,Andres Blanco_PHI,Rio Ruiz_ATL,Justin Ruggiano_SF,Freddy Galvis_PHI,Cameron Rupp_PHI,Michael Morse_SF,Austin Slater_SF,Orlando Calixte_SF,Tim Federowicz_SF,Ty Kelly_PHI,Chris Marrero_SF,Anthony Recker_ATL,Emilio Bonifacio_ATL,Lane Adams_ATL,Johan Camargo_ATL
34.098461538461535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.360000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7379120879120875,0.0,0.0,0.0,0.0,4.853535353535354,0.0,32.65232793522267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,60.45632798573975,0.0,8.274479638009051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,48.43492063492061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.475694444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.274479638009051,0.0,32.86367346938776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,44.9962997224792,0.0,0.0,0.0,0.0,-15.632960059723775,0.0,0.0,0.0,0.0,0.0,20.35253416363951,0.0,0.0,0.0,9.900096374823931,0.0,0.0,0.0,0.0,0.0,0.0,4.5800549857015085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,45.10823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.255144219850099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.143790849673202,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0578431372549035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,62.57568027210885,0.0,0.0,0.0,0.0,-2.9444840873412303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.021602787456447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.32148040638606,0.0,0.0,0.0,0.0,18.47835738068812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91372549019608,0.0,0.0,0.0,0.0,0.0,23.624037532342022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-15.632960059723775,0.0,0.0,0.0,0.0,59.30101010101009,0.0,0.0,0.0,0.0,0.0,-1.8941087962962944,0.0,0.0,0.0,-1.6204607046070452,0.0,0.0,0.0,0.0,0.0,0.0,2.2822331332969625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
