Andrew McCutchen_PIT,Joey Votto_CIN,Justin Upton_DET,Starling Marte_PIT,Zack Cozart_CIN,Adam Duvall_CIN,Josh Harrison_PIT,Billy Hamilton_CIN,Jose Osuna_PIT,Yangervis Solarte_SD,Wil Myers_SD,David Freese_PIT,Josh Bell_PIT,Scooter Gennett_CIN,Adam Frazier_PIT,Jose Pirela_SD,Ryan Schimpf_SD,Manuel Margot_SD,Carlos Asuaje_SD,Miguel Cabrera_DET,Ian Kinsler_DET,Jordy Mercer_PIT,Cory Spangenberg_SD,Francisco Cervelli_PIT,Nicholas Castellanos_DET,Alex Dickerson_SD,Scott Schebler_CIN,Austin Hedges_SD,Phillip Ervin_CIN,Hunter Renfroe_SD,Alex Presley_DET,Mikie Mahtook_DET,Eugenio Suarez_CIN,Franchy Cordero_SD,Arismendy Alcantara_CIN,Travis Jankowski_SD,Matt Szczur_SD,Dusty Coleman_SD,Tucker Barnhart_CIN,Jose Rondon_SD,Jesse Winker_CIN,Matt den Dekker_DET,Chase d'Arnaud_SD,Jose Iglesias_DET,Christian Bethancourt_SD,Luis Urias_SD,Andrew Romine_DET,Danny Ortiz_PIT,John Hicks_DET,Erick Aybar_SD,Hector Sanchez_SD,Jose Peraza_CIN,Sean Rodriguez_PIT,Jeimer Candelario_DET,Kevin Newman_PIT,Scott Van Slyke_CIN,Devin Mesoraco_CIN,Gregory Polanco_PIT,JaCoby Jones_DET,James McCann_DET,Patrick Kivlehan_CIN,Jim Adduci_DET,Elias Diaz_PIT,Dixon Machado_DET,Phil Gosselin_PIT,Tyler Collins_DET,Chris Bostick_PIT,Jordan Luplow_PIT,Jabari Blash_SD,Allen Cordoba_SD,Victor Martinez_DET,John Jaso_PIT,Gift Ngoepe_PIT,Luis Torrens_SD,Jacob Stallings_PIT,Max Moroff_PIT,John Bormann_PIT,Nick Senzel_CIN,Chris Stewart_PIT,Stuart Turner_CIN
38.8234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.498468161143597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,58.81111111111111,0.0,0.0,-1.4791846109675555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.404805996472657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54.93636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,98.2418154761905,0.0,0.0,0.0,21.578899793388423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009621132208158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.4791846109675555,0.0,0.0,34.11320754716981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.863844797178128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,46.01886446886443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.008910230758972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.023809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3142857142857145,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,63.37714712471996,0.0,0.0,0.0,0.0,0.0,6.000818330605563,0.0,-3.662393162393162,0.0,0.0,0.0,0.0,0.0,0.0,-9.738733488733489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000291497975708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,21.578899793388423,0.0,0.0,0.0,57.96753246753245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.972618967034451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.00561403508771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
