"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
16664,"Bruce Ellington","WR","SF","SD",16,14,19,21,29,29,50,15,100
14405,"Chris Givens","WR","LA","NYG",16,11,18,0,9,9,9,11.7,97.3
12386,"Marshawn Lynch","RB","SEA","ARI",16,24,36,42,0,42,42,26.3,97.1
13910,"Brandon Weeden","QB","DAL","IND",16,6,10,0,0,17,17,5.72,95.3
3601,"Eric Weems","WR","ATL","NO",16,7,11,0,14,14,14,7.3,90
14789,"Jamize Olawale","FB","OAK","BUF",16,8,11,0,13,13,13,7.1,76.2
14992,"Trevardo Williams","OLB","WAS","PHI",16,10,11,0,0,0,0,0,75
4640,"Reggie Bush","RB","DET","CHI",16,23,32,30,30,57,61,21.8,68.7
13871,"Dre Kirkpatrick","CB","CIN","DEN",16,22,32,0,0,0,0,0,68.2
11969,"Darrel Young","FB","WAS","PHI",16,19,33,11,5,16,16,13.5,65.8
16526,"Ra'Shede Hageman","DE","ATL","NO",16,11,16,0,0,0,0,0,65.5
16031,"Damien Williams","RB","MIA","MIN",16,20,24,15,30,45,45,18.8,64
16524,"Devonta Freeman","RB","ATL","NO",16,24,37,21,17,33,38,17.4,60
16390,"Nat Berhe","FS","NYG","LA",16,5,8,0,0,0,0,0,60
14916,"Giovani Bernard","RB","CIN","DEN",16,24,38,33,21,54,54,19.1,58.8
14536,"Russell Wilson","QB","SEA","ARI",16,64,96,9,0,58,58,39.36,56.8
13102,"Jordan Todman","RB","JAX","TEN",16,24,41,21,13,29,33,15.6,56.7
15562,"David King","DE","SEA","ARI",16,12,19,0,0,0,0,0,55
14141,"Cole Beasley","WR","DAL","IND",16,17,27,0,18,12,18,10.9,52.4
16008,"Orleans Darkwa","RB","NYG","LA",16,20,28,20,10,30,30,11.8,49
3867,"Tony Romo","QB","DAL","IND",16,57,91,5,0,40,40,27.52,48.3
15138,"Eddie Lacy","RB","GB","TB",16,34,46,50,3,53,53,17.4,48.2
16112,"Jeremy Hill","RB","CIN","DEN",16,39,62,56,0,56,56,22.7,47.9
16626,"Tre Mason","RB","LA","NYG",16,30,48,43,3,47,47,15.3,47.7
13255,"Matt Asiata","RB","MIN","MIA",16,46,74,35,9,41,44,24.7,47.2
16240,"Zurlon Tipton","RB","IND","DAL",16,17,27,6,24,29,29,12,47.1
15263,"Luke Willson","TE","SEA","ARI",16,56,84,0,5,5,5,31.9,46.2
13741,"Brandon Bolden","RB","NE","NYJ",16,7,11,71,0,71,71,3.2,45.7
11413,"Toby Gerhart","RB","JAX","TEN",16,27,46,44,7,48,52,13,44.4
12136,"Leon Washington","RB","TEN","JAX",16,30,45,13,23,37,37,20.3,44.3
11977,"Julius Peppers","OLB","GB","TB",16,31,63,0,0,0,0,0,44.2
9051,"Clay Matthews","OLB","GB","TB",16,45,92,0,0,0,0,0,43.1
15088,"Terrance Williams","WR","DAL","IND",16,41,65,0,5,5,5,19.2,42
15565,"Jonas Gray","RB","NE","NYJ",16,16,25,38,6,38,44,6.5,40.6
5820,"Frank Gore","RB","SF","SD",16,54,75,48,0,48,48,24.8,40.4
16364,"Anthony Hitchens","ILB","DAL","IND",16,30,55,0,0,0,0,0,40
14645,"Derrick Shelby","DT","MIA","MIN",16,15,24,0,0,0,0,0,40
16389,"Odell Beckham Jr","WR","NYG","LA",16,68,96,2,18,13,19,37.8,39.4
12323,"Joique Bell","RB","DET","CHI",16,38,53,34,8,40,42,16.7,38.7
4932,"Eli Manning","QB","NYG","LA",16,71,100,4,0,49,49,30.34,38.5
13443,"Colin Kaepernick","QB","SF","SD",16,72,100,10,0,43,43,31.66,38.4
13124,"DeMarco Murray","RB","DAL","IND",16,31,49,71,0,71,71,11.8,38.1
12433,"O'Brien Schofield","OLB","SEA","ARI",16,16,26,0,0,0,0,0,37.5
11932,"LeSean McCoy","RB","PHI","WAS",16,47,52,47,9,53,55,20.6,37.4
13950,"Scott Solomon","OLB","CLE","CAR",16,26,33,0,0,0,0,0,36.9
11311,"Kurt Coleman","SS","KC","PIT",16,11,20,0,0,0,0,0,36.4
12861,"Jordan Cameron","TE","CLE","CAR",16,41,87,0,12,7,12,17.8,36.1
16265,"Chris Smith","DE","JAX","TEN",16,18,27,0,0,0,0,0,36.1
8066,"Darren McFadden","RB","OAK","BUF",16,15,21,60,13,67,73,6.4,36
14269,"Alfred Morris","RB","WAS","PHI",16,40,70,53,0,53,53,14.3,35.8
14465,"Jarius Wright","WR","MIN","MIA",16,35,57,3,9,11,11,15.5,35.7
12830,"Torrey Smith","WR","BAL","HOU",16,51,70,0,24,10,24,22.9,35.1
13791,"Lamar Miller","RB","MIA","MIN",16,60,71,32,12,40,43,26,35
13799,"Ryan Tannehill","QB","MIA","MIN",16,85,100,7,0,62,62,33.34,34.5
16555,"Kony Ealy","DE","CAR","CLE",16,18,38,0,0,0,0,0,34.4
957,"Pierre Thomas","RB","NO","ATL",16,7,10,0,43,29,43,4.4,34.3
13757,"Ron Brooks","CB","BUF","OAK",16,21,29,0,0,0,0,0,33.3
15373,"Darryl Morris","CB","HOU","BAL",16,9,12,0,0,0,0,0,33.3
14875,"Dion Jordan","DE","MIA","MIN",16,21,34,0,0,0,0,0,31.9
14167,"Kyle Wilber","OLB","DAL","IND",16,21,38,0,0,0,0,0,31.9
5451,"Jonathan Stewart","RB","CAR","CLE",16,60,76,40,7,43,47,23.9,31.5
15020,"CJ Anderson","RB","DEN","CIN",16,63,91,29,16,41,44,27.8,31.4
8703,"Kyle Orton","QB","BUF","OAK",16,68,100,0,0,72,72,26.16,31.1
12822,"Pernell McPhee","OLB","BAL","HOU",16,34,41,0,0,0,0,0,30.9
11063,"Emmanuel Sanders","WR","DEN","CIN",16,62,90,0,11,10,11,25,30.6
11139,"Ricardo Mathews","DE","SD","SF",16,23,32,0,0,0,0,0,30.4
15516,"Tony Jefferson","SS","ARI","SEA",16,33,49,0,0,0,0,0,30.3
14242,"Rueben Randle","WR","NYG","LA",16,64,90,0,9,9,9,28.2,30
5400,"Osi Umenyiora","OLB","ATL","NO",16,30,43,0,0,0,0,0,30
15137,"Datone Jones","OLB","GB","TB",16,23,47,0,0,0,0,0,30
9704,"Darius Butler","CB","IND","DAL",16,20,32,0,0,0,0,0,30
8358,"Brian Hoyer","QB","CLE","CAR",16,31,66,7,0,48,48,10.26,29.9
12239,"Chris Ivory","RB","NYJ","NE",16,18,29,61,0,61,61,5.3,29.4
8244,"Philip Rivers","QB","SD","SF",16,84,100,0,0,64,64,30.24,28.9
13731,"Mychal Kendricks","OLB","PHI","WAS",16,57,100,0,0,0,0,0,28.9
15236,"Quinton Dial","DT","SF","SD",16,39,46,0,0,0,0,0,28.7
12305,"Derrick Morgan","OLB","TEN","JAX",16,57,97,0,0,0,0,0,28.6
