"Place_lo","Place_hi","Payout"
"1","1","4000"
"2","2","2500"
"3","3","1500"
"4","4","1000"
"5","5","750"
"6","7","500"
"8","10","300"
"11","15","250"
"16","20","200"
"21","25","150"
"26","35","100"
"36","50","75"
"51","75","50"
"76","100","40"
"101","150","30"
"151","225","25"
"226","375","20"
"376","625","15"
"626","1000","12"
"1001","1600","10"
"1601","2600","8"
"2601","4350","6"
"4351","7720","5"
