"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,758562211,"stevo33",0,181.45,"P Tyler Anderson P Drew Pomeranz 3B Jake Lamb OF J.D. Martinez 1B Logan Morrison SS Chris Owings 2B Adam Frazier OF Nelson Cruz OF Justin Upton C Francisco Cervelli",NA,"Robbie Ray","37.07%",35.95
2,758562764,"viper3000",0,176.9,"P Tyler Anderson P Robbie Ray SS Xander Bogaerts OF J.D. Martinez 1B Hanley Ramírez 3B Anthony Rendon 2B Dustin Pedroia OF Adam Frazier C Francisco Cervelli OF José Osuna",NA,"Adam Frazier","24.32%",18
3,758604194,"gfay63 (9/15)",0,175.45,"P Robbie Ray P Drew Pomeranz 1B Paul Goldschmidt OF Mookie Betts SS Trea Turner OF J.D. Martinez C Buster Posey 3B Marwin González OF Justin Upton 2B Taylor Motter",NA,"Mike Trout","23.64%",5
4,758608230,"tomkeb",0,172.45,"P Robbie Ray P Drew Pomeranz OF Michael Conforto OF Mookie Betts SS Xander Bogaerts OF Andrew Benintendi 2B Adam Frazier 1B Josh Bell C Christian Vázquez 3B Deven Marrero",NA,"Jake Lamb","23.47%",0
5,758592018,"nealcassady",0,172.2,"P Kenta Maeda P Robbie Ray 2B José Altuve OF J.D. Martinez 1B Miguel Cabrera SS Carlos Correa OF George Springer 3B Marwin González OF Justin Upton C Evan Gattis",NA,"Mookie Betts","22.11%",10
6,758601549,"veejone (1/2)",0,169.45,"P Robbie Ray P Drew Pomeranz 1B Paul Goldschmidt OF Mike Trout OF Carlos González OF Adam Frazier 3B Josh Harrison 2B Brandon Drury SS Jordy Mercer C Francisco Cervelli",NA,"Michael Conforto","18.88%",3
7,758499296,"kalebmahler",0,166.8,"P Robbie Ray P Vince Velasquez OF Mookie Betts SS Xander Bogaerts OF J.D. Martinez 1B Logan Morrison 2B Josh Harrison OF Nick Markakis 3B Jedd Gyorko C Francisco Cervelli",NA,"Corey Dickerson","17.69%",9
8,758498000,"WGMathers",0,163.45,"P Robbie Ray P Drew Pomeranz 1B Paul Goldschmidt OF Michael Conforto 2B José Altuve OF Adam Frazier 3B Josh Harrison SS Jordy Mercer C Francisco Cervelli OF Andrew McCutchen",NA,"Trea Turner","17.52%",2
9,758591257,"fjbourne",0,158.45,"P Robbie Ray P Drew Pomeranz 3B Jake Lamb OF Mookie Betts 1B Miguel Cabrera SS Carlos Correa OF Nelson Cruz 2B Ian Kinsler C Evan Gattis OF Kevin Kiermaier",NA,"Eddie Butler","17.18%",11.65
9,758604190,"gfay63 (5/15)",0,158.45,"P Robbie Ray P Drew Pomeranz OF Mike Trout OF Mookie Betts 1B Miguel Cabrera SS Jean Segura OF Nelson Cruz 3B Marwin González 2B Ian Kinsler C Evan Gattis",NA,"J.D. Martinez","16.16%",23
