"Place_lo","Place_hi","Payout"
1st	$4,000.00
2nd	$2,000.00
3rd	$1,500.00
4th	$1,000.00
5th	$750.00
6th	$500.00
7th - 8th	$300.00
9th - 10th	$200.00
11th - 15th	$150.00
16th - 20th	$125.00
21st - 40th	$100.00
41st - 75th	$75.00
76th - 135th	$60.00
136th - 205th	$50.00
206th - 330th	$40.00
331st - 580th	$30.00
581st - 985th	$20.00
986th - 1595th	$15.00
1596th - 2545th	$12.00
