Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,15645,Khiry Robinson,RB,NO,NE,6,8,12,88,0,88,88,11.30,141.2
2,6411,Husain Abdullah,FS,KC,OAK,6,10,14,0,0,0,0,0,139
3,15043,Mike Catapano,DE,KC,OAK,6,5,7,0,0,0,0,0,112
4,15336,Joseph Fauria,TE,DET,CLE,6,23,31,0,13,13,13,24.40,93
5,13440,Kendall Hunter,RB,SF,ARI,6,9,13,33,11,33,44,7.10,78.9
6,13124,DeMarco Murray,RB,DAL,WAS,6,15,28,47,13,60,60,13,73.3
7,2254,Brandon Jacobs,RB,NYG,CHI,6,33,61,67,6,70,73,27.40,70.9
8,13870,Marvin Jones,WR,CIN,BUF,6,26,30,4,19,15,23,19.50,63.5
9,1370,James Harrison,OLB,CIN,BUF,6,12,17,0,0,0,0,0,63.3
10,15041,Kayvon Webster,CB,DEN,JAX,6,12,17,0,0,0,0,0,62.5
11,12774,Stevan Ridley,RB,NE,NO,6,37,43,54,3,57,57,24,62.2
12,14242,Rueben Randle,WR,NYG,CHI,6,22,41,0,23,14,23,16.50,61.4
13,5100,Jacoby Jones,WR,BAL,GB,6,17,26,0,12,12,12,12.20,60
14,14885,Jamie Collins,OLB,NE,NO,6,7,11,0,0,0,0,0,57.1
15,12386,Marshawn Lynch,RB,SEA,TEN,6,51,75,41,10,49,51,31.50,53.9
16,8699,Knowshon Moreno,RB,DEN,JAX,6,54,73,28,19,41,46,35.40,52.6
17,15377,Devin Taylor,DE,DET,CLE,6,17,25,0,0,0,0,0,52.4
18,11070,Jason Worilds,OLB,PIT,NYJ,6,25,43,0,0,0,0,0,50
19,13887,Travis Benjamin,WR,CLE,DET,6,9,13,11,22,11,33,4.50,50
20,15224,Andre Ellington,RB,ARI,SF,6,32,49,22,16,38,38,20.20,47.5
21,13320,Cam Newton,QB,CAR,MIN,6,65,93,14,0,54,54,30.68,47.2
22,5084,Vernon Davis,TE,SF,ARI,6,65,93,0,17,12,17,41,46.2
23,14696,Daryl Richardson,RB,LA,HOU,6,5,12,60,20,80,80,3.30,46
24,4738,Mike Tolbert,FB,CAR,MIN,6,37,53,22,8,27,30,18.70,45.1
25,13723,Nick Foles,QB,PHI,TB,6,68,100,4,0,50,50,30.04,44.2
26,13557,Ben Tate,RB,HOU,LA,6,20,26,50,20,65,70,11.80,44
27,14141,Cole Beasley,WR,DAL,WAS,6,10,19,0,50,40,50,8.40,44
28,4985,Adam Hayward,ILB,TB,PHI,6,7,10,0,0,0,0,0,42.9
29,7969,Jamaal Charles,RB,KC,OAK,6,60,95,37,15,45,52,29.80,41.3
30,11527,Sam Bradford,QB,LA,HOU,6,42,100,2,0,41,41,17.08,40.7
31,14269,Alfred Morris,RB,WAS,DAL,6,35,45,46,3,46,49,14.10,40.3
32,14424,Brian Quick,WR,LA,HOU,6,16,38,0,13,6,13,7.40,40
33,15220,Alec Ogletree,ILB,LA,HOU,6,55,72,0,0,0,0,0,39.1
34,6506,AJ Hawk,OLB,GB,BAL,6,64,97,0,0,0,0,0,38.8
35,8776,Mike Mitchell,FS,CAR,MIN,6,50,81,0,0,0,0,0,38.8
36,10949,CJ Spiller,RB,BUF,CIN,6,17,25,59,12,71,71,8.60,38.8
37,4895,Thomas Davis,OLB,CAR,MIN,6,50,81,0,0,0,0,0,38.4
38,15085,Joseph Randle,RB,DAL,WAS,6,24,44,46,8,54,54,11.20,38.3
39,4640,Reggie Bush,RB,DET,CLE,6,52,69,33,12,42,44,24.50,37.5
40,9277,Chris Ogbonnaya,RB,CLE,DET,6,39,57,13,31,31,44,21.50,37.2
41,14048,Malik Jackson,DT,DEN,JAX,6,47,65,0,0,0,0,0,36.6
42,11792,Arian Foster,RB,HOU,LA,6,56,74,36,13,43,48,26.80,35.4
43,244,Dallas Clark,TE,BAL,GB,6,41,62,0,15,10,15,18.10,34.4
44,3519,Vincent Jackson,WR,TB,PHI,6,69,96,0,20,13,20,35.40,33.9
45,2163,Jason Hatcher,DE,DAL,WAS,6,53,68,0,0,0,0,0,33.4
46,12652,Rob Jackson,OLB,WAS,DAL,6,12,22,0,0,0,0,0,33.3
47,13745,Marcus Forston,DT,NE,NO,6,6,9,0,0,0,0,0,33.3
48,15725,Brittan Golden,WR,ARI,SF,6,16,24,0,19,6,19,6.30,33.1
49,8902,Moise Fokou,ILB,TEN,SEA,6,47,69,0,0,0,0,0,33
50,7290,Felix Jones,RB,PIT,NYJ,6,10,15,50,10,60,60,4.30,33
51,9038,Matthew Stafford,QB,DET,CLE,6,75,100,3,0,60,60,25.52,32.7
52,13275,Kyle Rudolph,TE,MIN,CAR,6,48,77,0,23,19,23,24.70,32.7
53,13697,Thaddeus Lewis,QB,BUF,CIN,6,69,100,10,0,57,57,23.34,32.4
54,7121,Wallace Gilberry,DE,CIN,BUF,6,33,48,0,0,0,0,0,32.4
55,3943,DeSean Jackson,WR,PHI,TB,6,57,84,0,11,11,11,24.40,32.3
56,11313,Riley Cooper,WR,PHI,TB,6,56,82,0,11,7,11,25,32.1
57,11974,Tim Jennings,CB,CHI,NYG,6,53,98,0,0,0,0,0,32.1
58,15136,Micah Hyde,SS,GB,BAL,6,39,59,0,0,0,0,0,32.1
59,14916,Giovani Bernard,RB,CIN,BUF,6,50,58,30,14,42,44,22,32
60,15238,Corey Lemonier,OLB,SF,ARI,6,43,65,0,0,0,0,0,31.2
61,8550,Jason McCourty,CB,TEN,SEA,6,68,100,0,0,0,0,0,30.9
62,11667,Brandon Marshall,WR,CHI,NYG,6,67,99,0,16,13,16,29.70,30.9
63,611,Joe Flacco,QB,BAL,GB,6,66,100,2,0,53,53,24.28,30.7
64,14859,Bennie Logan,DT,PHI,TB,6,18,25,0,0,0,0,0,30.6
65,11932,LeSean McCoy,RB,PHI,TB,6,50,74,50,4,54,54,21.10,30.2
66,15196,Kenny Stills,WR,NO,NE,6,41,63,0,7,7,7,15.40,30.2
67,8972,Jay Cutler,QB,CHI,NYG,6,68,100,4,0,57,57,20.48,30.1
68,12901,Mario Harvey,ILB,IND,SD,6,35,47,0,0,0,0,0,30
69,14046,Ronnie Hillman,RB,DEN,JAX,6,12,16,33,17,50,50,5.60,30
70,12207,Leger Douzable,DT,NYJ,PIT,6,9,14,0,0,0,0,0,30
71,12317,Danny Woodhead,RB,SD,IND,6,28,37,32,18,50,50,13.30,29.6
72,15146,Sharrif Floyd,DT,MIN,CAR,6,19,27,0,0,0,0,0,29.5
73,12841,Andy Dalton,QB,CIN,BUF,6,86,100,8,0,55,55,29.18,29.3
74,11463,Brandon LaFell,WR,CAR,MIN,6,60,86,2,7,8,8,24.60,29.3
75,4631,Wes Welker,WR,DEN,JAX,6,42,57,0,19,14,19,18.30,29.3
76,11063,Emmanuel Sanders,WR,PIT,NYJ,6,45,69,0,13,7,13,16,28.9
77,14391,Keith Tandy,SS,TB,PHI,6,14,21,0,0,0,0,0,28.6
78,12741,Da'Norris Searcy,SS,BUF,CIN,6,76,88,0,0,0,0,0,28.3
79,14019,Justin Blackmon,WR,JAX,DEN,6,68,94,0,29,21,29,36,27.9
80,11658,Karlos Dansby,OLB,ARI,SF,6,66,94,0,0,0,0,0,27.9
81,14397,Michael Brockers,DT,LA,HOU,6,59,78,0,0,0,0,0,27.8
82,13664,Tom Johnson,NT,NO,NE,6,21,24,0,0,0,0,0,27.6
83,832,Elvis Dumervil,OLB,BAL,GB,6,53,78,0,0,0,0,0,27.5
84,7308,Maurice Jones-Drew,RB,JAX,DEN,6,49,68,41,4,45,45,15.40,27.3
85,14167,Kyle Wilber,OLB,DAL,WAS,6,51,65,0,0,0,0,0,26.9
86,2261,Chase Blackburn,OLB,CAR,MIN,6,13,21,0,0,0,0,0,26.9
87,8606,Austin Collie,WR,NE,NO,6,9,10,0,22,22,22,4.40,26.7
88,7580,DeAngelo Williams,RB,CAR,MIN,6,44,63,39,11,50,50,16.70,26.6
89,15221,Zac Stacy,RB,LA,HOU,6,34,81,53,6,59,59,11,26.5
90,5571,Larry Fitzgerald,WR,ARI,SF,6,61,92,2,20,12,21,26.10,26.4
91,15201,Mike Glennon,QB,TB,PHI,6,72,100,4,0,64,64,19.92,26.3
92,4556,Jordy Nelson,WR,GB,BAL,6,66,97,0,15,6,15,24.30,26.2
93,6198,Darren Sproles,RB,NO,NE,6,28,43,18,43,39,61,13.30,26.1
94,13509,Garrett McIntyre,OLB,NYJ,PIT,6,34,52,0,0,0,0,0,25.9
95,14709,Brandon Thompson,DT,CIN,BUF,6,17,25,0,0,0,0,0,25.9
96,15070,Sio Moore,ILB,OAK,KC,6,26,41,0,0,0,0,0,25.8
97,14764,Cory Harkey,TE,LA,HOU,6,24,57,0,4,4,4,7.20,25.8
98,14533,Robert Turbin,RB,SEA,TEN,6,14,21,7,14,21,21,5.60,25.7
99,11256,Ryan Mathews,RB,SD,IND,6,40,53,55,3,55,58,13.20,25.5
100,7242,Drew Brees,QB,NO,NE,6,65,100,3,0,59,59,17.54,25.4
101,13069,Denarius Moore,WR,OAK,KC,6,56,76,0,18,9,18,19.20,25.4
102,1891,Tashard Choice,RB,BUF,CIN,6,13,19,31,23,46,54,5.30,25.4
103,15367,Tim Wright,TE,TB,PHI,6,36,50,0,25,19,25,16.10,25.3
104,14294,Nick Perry,OLB,GB,BAL,6,34,52,0,0,0,0,0,25.3
105,14865,Marquise Goodwin,WR,BUF,CIN,6,44,64,2,7,7,9,13,25
106,13611,Isaiah Trufant,CB,NYJ,PIT,6,18,28,0,0,0,0,0,25
107,8353,Patrick Chung,SS,PHI,TB,6,12,17,0,0,0,0,0,25
108,15186,AJ Klein,ILB,CAR,MIN,6,12,19,0,0,0,0,0,25
109,15773,Jordan Hill,DE,SEA,TEN,6,21,40,0,0,0,0,0,24.8
110,2593,Aaron Rodgers,QB,GB,BAL,6,68,100,7,0,54,54,20.70,24.6
111,462,BenJarvus Green-Ellis,RB,CIN,BUF,6,35,41,51,3,51,54,8.60,24.6
112,2406,Tamba Hali,OLB,KC,OAK,6,74,100,0,0,0,0,0,24.5
113,13910,Brandon Weeden,QB,CLE,DET,6,68,100,3,0,66,66,18.68,24.5
114,14030,Mike Harris,CB,JAX,DEN,6,43,58,0,0,0,0,0,24.4
115,9994,Michael Bennett,DE,SEA,TEN,6,24,46,0,0,0,0,0,24.2
116,14536,Russell Wilson,QB,SEA,TEN,6,68,100,15,0,60,60,16.38,24.1
117,2428,Carson Palmer,QB,ARI,SF,6,66,100,0,0,62,62,17.92,24.1
118,3807,Ben Roethlisberger,QB,PIT,NYJ,6,65,100,3,0,49,49,15.66,24.1
119,12816,Tandon Doss,WR,BAL,GB,6,41,62,0,15,10,15,13.90,24.1
120,11023,Carlos Dunlap,DE,CIN,BUF,6,60,87,0,0,0,0,0,23.7
121,15088,Terrance Williams,WR,DAL,WAS,6,37,69,0,5,5,5,10.70,23.5
122,8231,Derrick Johnson,ILB,KC,OAK,6,74,100,0,0,0,0,0,23.4
123,13236,Davon House,CB,GB,BAL,6,15,23,0,0,0,0,0,23.3
124,13962,Jared Crick,DE,HOU,LA,6,13,33,0,0,0,0,0,23.1
125,12943,Shiloh Keo,FS,HOU,LA,6,13,33,0,0,0,0,0,23.1
126,9070,Jasper Brinkley,ILB,ARI,SF,6,13,19,0,0,0,0,0,23.1
127,4162,Paul Posluszny,ILB,JAX,DEN,6,74,100,0,0,0,0,0,23
128,13443,Colin Kaepernick,QB,SF,ARI,6,70,100,6,0,47,47,17.88,22.7
129,15076,Keenan Allen,WR,SD,IND,6,74,99,0,16,12,16,28.70,22.6
130,4807,Adrian Peterson,RB,MIN,CAR,6,37,60,27,11,35,38,11.30,22.4
131,14375,Lavonte David,OLB,TB,PHI,6,67,99,0,0,0,0,0,22.2
132,12307,Perry Riley,ILB,WAS,DAL,6,54,100,0,0,0,0,0,22.2
133,14989,DJ Swearinger,FS,HOU,LA,6,9,23,0,0,0,0,0,22.2
134,13472,Byron Maxwell,CB,SEA,TEN,6,9,17,0,0,0,0,0,22.2
135,9026,DeAndre Levy,OLB,DET,CLE,6,68,100,0,0,0,0,0,22.1
136,13902,Trent Richardson,RB,IND,SD,6,24,50,42,8,46,50,6.30,22.1
137,4877,Demarcus Ware,OLB,DAL,WAS,6,16,21,0,0,0,0,0,21.9
138,3817,Lance Briggs,OLB,CHI,NYG,6,54,100,0,0,0,0,0,21.7
139,12742,Kelvin Sheppard,ILB,IND,SD,6,41,55,0,0,0,0,0,21.7
140,15036,Montee Ball,RB,DEN,JAX,6,7,10,43,29,43,71,1.50,21.4
141,15138,Eddie Lacy,RB,GB,BAL,6,59,87,39,2,41,41,16.50,21.2
142,14975,Vince Williams,ILB,PIT,NYJ,6,26,45,0,0,0,0,0,21.2
143,12822,Pernell McPhee,OLB,BAL,GB,6,19,28,0,0,0,0,0,21.1
144,4603,Nick Roach,ILB,OAK,KC,6,63,100,0,0,0,0,0,20.6
145,8639,Derek Cox,CB,SD,IND,6,44,92,0,0,0,0,0,20.5
146,9154,Mike Goodson,RB,NYJ,PIT,6,19,33,21,5,26,26,4.90,20.5
147,9890,Vance Walker,DE,OAK,KC,6,52,83,0,0,0,0,0,20.4
148,14894,Sheldon Richardson,OLB,NYJ,PIT,6,52,80,0,0,0,0,0,20.2
149,14385,Doug Martin,RB,TB,PHI,6,45,63,36,9,44,44,13.10,20.2
150,11405,CJ Wilson,NT,GB,BAL,6,10,15,0,0,0,0,0,20
151,12997,Chris Prosinski,FS,JAX,DEN,6,5,7,0,0,0,0,0,20
152,12845,AJ Green,WR,CIN,BUF,6,82,95,0,13,7,13,25.30,19.9
153,7035,Ryan Clark,FS,PIT,NYJ,6,58,100,0,0,0,0,0,19.8
154,12116,Chris Clemons,DE,SEA,TEN,6,29,56,0,0,0,0,0,19.7
155,13860,Vontaze Burfict,OLB,CIN,BUF,6,69,100,0,0,0,0,0,19.6
156,11384,Willie Young,OLB,DET,CLE,6,48,71,0,0,0,0,0,19.6
157,8739,Tyson Jackson,DE,KC,OAK,6,45,61,0,0,0,0,0,19.6
158,184,David Harris,ILB,NYJ,PIT,6,65,100,0,0,0,0,0,19.5
159,2699,Matt Forte,RB,CHI,NYG,6,57,84,33,11,44,44,17.10,19.5
160,14587,Josh Gordon,WR,CLE,DET,6,65,96,2,14,12,15,22.60,19.4
161,14864,Kiko Alonso,ILB,BUF,CIN,6,86,100,0,0,0,0,0,19.2
162,11371,Major Wright,SS,CHI,NYG,6,52,96,0,0,0,0,0,19.2
163,11756,Benjamin Watson,TE,NO,NE,6,32,49,0,13,9,13,9.10,19.1
164,3931,Rashard Mendenhall,RB,ARI,SF,6,22,33,46,5,50,50,5.20,19.1
165,206,Carlos Rogers,CB,SF,ARI,6,66,100,0,0,0,0,0,18.9
