"Paul Goldschmidt_ARI","Cody Bellinger_LAD","Corey Seager_LAD","Jake Lamb_ARI","Robinson Cano_SEA","Nelson Cruz_SEA","Jean Segura_SEA","Mike Trout_LAA","David Peralta_ARI","Justin Turner_LAD","Khris Davis_OAK","Ben Gamel_SEA","Charlie Blackmon_COL","Chris Owings_ARI","Kyle Seager_SEA","AJ Pollock_ARI","Nolan Arenado_COL","Joc Pederson_LAD","Mitch Haniger_SEA","Chris Taylor_LAD","Freddie Freeman_ATL","Danny Valencia_SEA","Andrelton Simmons_LAA","Brandon Phillips_ATL","Jed Lowrie_OAK","Matt Adams_ATL","Yunel Escobar_LAA","Cameron Maybin_LAA","Ian Desmond_COL","Mark Reynolds_COL","David Dahl_COL","Yasmany Tomas_ARI","Adrian Gonzalez_LAD","Jarrod Dyson_SEA","Matt Joyce_OAK","Kole Calhoun_LAA","Daniel Descalso_ARI","Yasmani Grandal_LAD","Kike Hernandez_LAD","Yasiel Puig_LAD","Ryon Healy_OAK","CJ Cron_LAA","Carlos Gonzalez_COL","Gerardo Parra_COL","DJ LeMahieu_COL","Brandon Drury_ARI","Wil Myers_SD","Nick Markakis_ATL","Tyler Flowers_ATL","Ender Inciarte_ATL","Mike Zunino_SEA","Franklin Gutierrez_LAD","Jose Pirela_SD","Ryan Schimpf_SD","Matt Kemp_ATL","Yonder Alonso_OAK","Albert Pujols_LAA","Taylor Motter_SEA","Chris Herrmann_ARI","Yangervis Solarte_SD","Guillermo Heredia_SEA","Gregor Blanco_ARI","Jeremy Hazelbaker_ARI","Stephen Cardullo_COL","Jack Reinheimer_ARI","Nick Ahmed_ARI","Dawel Lugo_ARI","Pat Valaika_COL","Domingo Leyba_ARI","Erick Aybar_SD","Hunter Renfroe_SD","Marcus Semien_OAK","Jefry Marte_LAA","Leonys Martin_SEA","Chris Iannetta_ARI","Rey Fuentes_ARI","Raimel Tapia_COL","Trayce Thompson_LAD","Alex Dickerson_SD","Peter O'Brien_LAD","Austin Barnes_LAD","Cory Spangenberg_SD","Franchy Cordero_SD","Martin Maldonado_LAA","Socrates Brito_ARI","Chase Utley_LAD","Logan Forsythe_LAD","Andrew Toles_LAD","Willie Calhoun_LAD","Adonis Garcia_ATL","Dustin Garneau_COL","Trevor Story_COL","Tom Murphy_COL","Jordan Patterson_COL","Rob Segedin_LAD","Manuel Margot_SD","Alex Verdugo_LAD","Kurt Suzuki_ATL","Eric Young_LAA","Ben Revere_LAA","Andre Ethier_LAD","Travis Jankowski_SD","Rajai Davis_OAK","Adam Rosales_OAK","Mark Canha_OAK","Joey Wendle_OAK","Franklin Barreto_OAK","Matt Chapman_OAK","Danny Espinosa_LAA","Alexi Amarista_COL","Scott Van Slyke_LAD","Matt Szczur_SD","Austin Hedges_SD","Jaycob Brugman_OAK","Cliff Pennington_LAA","Tony Wolters_COL","Chase d'Arnaud_SD","Jake Smolinski_OAK","Danny Santana_ATL","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Dansby Swanson_ATL","Chad Pinder_OAK","Ronald Acuna_ATL","Carlos Ruiz_SEA","Shawn O'Malley_SEA","David Fletcher_LAA","Ryan Hanigan_COL","Cristhian Adames_COL","Christian Bethancourt_SD","Jose Rondon_SD","Luis Urias_SD","Micah Johnson_ATL","Johan Camargo_ATL","Luis Valbuena_LAA","Nolan Fontana_LAA","Boog Powell_SEA","Christian Walker_ARI","Ketel Marte_ARI","Mike Tauchman_COL","Allen Cordoba_SD","Rio Ruiz_ATL","Travis Demeritte_ATL","Tuffy Gosewisch_SEA","Juan Graterol_LAA","Jace Peterson_ATL","Matt Olson_OAK","Carlos Perez_LAA","Jabari Blash_SD","Mike Freeman_LAD","Carlos Asuaje_SD","Josh Phegley_OAK","Renato Nunez_OAK","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Jeff Mathis_ARI","Hector Sanchez_SD","Shane Robinson_LAA","Brett Eibner_LAD","Emilio Bonifacio_ATL","Anthony Recker_ATL","Jaff Decker_OAK","Lane Adams_ATL","Kaleb Cowart_LAA","DJ Peterson_SEA","Tyler Smith_SEA","Luis Torrens_SD"
67.3873668188737,0,0,5.61896400351185,0,0,0,0,21.8448637316562,0,0,0,0,3.89899524061343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48245614035088,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2010520163647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101.63164983165,28.9547872340426,0,0,0,0,0,0,17.3145161290323,0,0,0,0,0,0,0,-11.3216666666667,0,18.4751585623679,0,0,0,0,0,0,0,0,0,0,0,0,-4.06833333333333,0,0,0,0,-5.42635658914729,0,41.1279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25371120107962,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28.9547872340426,78.2454545454545,0,0,0,0,0,0,2.70731707317073,0,0,0,0,0,0,0,17.5645161290323,0,-16.9615384615385,0,0,0,0,0,0,0,0,0,0,0,0,3.24466571834993,0,0,0,0,29.868778280543,0,15.640037593985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34451219512195,22.3316532258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.61896400351185,0,0,63.3983903420523,0,0,0,0,24.5116883116883,0,0,0,0,-7.24605493863238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4779220779221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.7023172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,74.3958333333333,0.543859649122807,1.50634920634921,0,0,0,0,8.94615384615385,0,0,5.89830508474576,0,0,0,0,0,0,10.3525641025641,0,0,0,0,0,0,0,0,0,0,0,3.51362683438155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.6262719703978,0,0,0,0,0,0,12.6315789473684,0,0,10.8525641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.543859649122807,58.7118086040386,12.2073170731707,0,0,0,0,9.7431289640592,0,0,8.34920634920635,0,0,0,0,0,0,12.3194805194805,0,0,0,0,0,0,0,0,0,0,0,2.84452510586812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78682170542636,0,0,0,0,0,0,23.2222222222222,0,0,1.95121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.50634920634921,12.2073170731707,51.592270531401,0,0,0,0,10.5989304812834,0,0,4.35676532769556,0,0,0,0,0,0,-3.78903903903904,0,0,0,0,0,0,0,0,0,0,0,16.6228070175439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36666666666667,0,0,0,0,0,0,6.82806324110672,0,0,9.7883064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50.5264270613108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0741971207087,0,0,0,2.6551724137931,10.7924369747899,0,0,0,0,0,0,0,0.496153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43406593406593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.8448637316562,0,0,24.5116883116883,0,0,0,0,73.0639097744361,0,0,0,0,1.02727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5897435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1053140096618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.3145161290323,2.70731707317073,0,0,0,0,0,0,41.6768707482993,0,0,0,0,0,0,0,7.13218390804598,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,9.87619047619048,0,0,0,0,1.88174603174603,0,6.28294573643411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7717391304348,11.7578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
