P,P,C,1B,2B,3B,SS,OF,OF,OF
Michael Fulmer,Jameson Taillon,Gary Sanchez,Albert Pujols,Rougned Odor,Adrian Beltre,Elvis Andrus,Mookie Betts,Nomar Mazara,Shin-Soo Choo
Stephen Strasburg,Michael Fulmer,Martin Maldonado,Albert Pujols,Cliff Pennington,Maikel Franco,Trea Turner,Shin-Soo Choo,Kole Calhoun,Cameron Maybin
Michael Fulmer,Jameson Taillon,Gary Sanchez,Mitch Moreland,Dustin Pedroia,Maikel Franco,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Shin-Soo Choo
Stephen Strasburg,Michael Fulmer,Gary Sanchez,Tommy Joseph,Howie Kendrick,Maikel Franco,Trea Turner,Aaron Altherr,Odubel Herrera,Matt Olson
Stephen Strasburg,Michael Fulmer,Russell Martin,Joey Gallo,Howie Kendrick,Adrian Beltre,Elvis Andrus,Nomar Mazara,Shin-Soo Choo,Matt Olson
Stephen Strasburg,Michael Fulmer,Martin Maldonado,Luis Valbuena,Rougned Odor,Yunel Escobar,Andrelton Simmons,Mookie Betts,Shin-Soo Choo,Ben Revere
Alex Wood,Michael Fulmer,Jonathan Lucroy,Albert Pujols,Rougned Odor,Adrian Beltre,Trea Turner,Carlos Gomez,Nomar Mazara,Cameron Maybin
Alex Wood,Michael Fulmer,Gary Sanchez,Albert Pujols,Cliff Pennington,Yunel Escobar,Francisco Lindor,Mookie Betts,Kole Calhoun,Cameron Maybin
Stephen Strasburg,Michael Fulmer,Cameron Rupp,Tommy Joseph,Rougned Odor,Maikel Franco,Freddy Galvis,Mookie Betts,Shin-Soo Choo,Odubel Herrera
Michael Fulmer,Jameson Taillon,Cameron Rupp,Ryan Zimmerman,Daniel Murphy,Maikel Franco,Trea Turner,Bryce Harper,Shin-Soo Choo,Brian Goodwin
Stephen Strasburg,Michael Fulmer,Jason Castro,Albert Pujols,Rougned Odor,Eduardo Escobar,Jorge Polanco,Mookie Betts,Eddie Rosario,Max Kepler
Stephen Strasburg,Michael Fulmer,Cameron Rupp,Yonder Alonso,Jed Lowrie,Maikel Franco,Trea Turner,Khris Davis,Matt Joyce,Matt Olson
Stephen Strasburg,Michael Fulmer,Russell Martin,Kendrys Morales,Rougned Odor,Josh Donaldson,Troy Tulowitzki,Mookie Betts,Jose Bautista,Matt Olson
Stephen Strasburg,Michael Fulmer,Sandy Leon,Albert Pujols,Dustin Pedroia,Deven Marrero,Trea Turner,Mookie Betts,Jackie Bradley,Matt Olson
Michael Fulmer,Jameson Taillon,Manny Pina,Eric Thames,Rougned Odor,Travis Shaw,Trea Turner,Mookie Betts,Domingo Santana,Nick Franklin
Stephen Strasburg,Michael Fulmer,Cameron Rupp,Mitch Moreland,Dustin Pedroia,Deven Marrero,Xander Bogaerts,Mookie Betts,Cameron Maybin,Mallex Smith
Michael Fulmer,Jameson Taillon,Gary Sanchez,Logan Morrison,Rougned Odor,Evan Longoria,Trea Turner,Corey Dickerson,Steven Souza,Mallex Smith
Stephen Strasburg,Michael Fulmer,Cameron Rupp,Mitch Moreland,Rougned Odor,Adrian Beltre,Elvis Andrus,Carlos Gomez,Nomar Mazara,Max Kepler
Michael Fulmer,Jameson Taillon,Gary Sanchez,Albert Pujols,Robinson Cano,Kyle Seager,Jean Segura,Mookie Betts,Nelson Cruz,Ben Gamel
Michael Fulmer,Jameson Taillon,Gary Sanchez,Matt Holliday,Starlin Castro,Maikel Franco,Trea Turner,Aaron Judge,Aaron Hicks,Matt Olson
Stephen Strasburg,Michael Fulmer,Gary Sanchez,Chris Carter,Rougned Odor,Ronald Torreyes,Didi Gregorius,Brett Gardner,Shin-Soo Choo,Cameron Maybin
Michael Fulmer,Jameson Taillon,Miguel Montero,Anthony Rizzo,Ian Happ,Kris Bryant,Addison Russell,Mookie Betts,Shin-Soo Choo,Mallex Smith
Stephen Strasburg,Michael Fulmer,Manny Pina,Eric Thames,Eric Sogard,Travis Shaw,Andrelton Simmons,Shin-Soo Choo,Domingo Santana,Matt Olson
Stephen Strasburg,Michael Fulmer,Jason Castro,Joe Mauer,Brian Dozier,Maikel Franco,Jorge Polanco,Shin-Soo Choo,Cameron Maybin,Byron Buxton
Stephen Strasburg,Michael Fulmer,Martin Maldonado,Paul Goldschmidt,Cliff Pennington,Kyle Seager,Andrelton Simmons,Bryce Harper,Cameron Maybin,Ben Revere
Michael Fulmer,Jameson Taillon,Matt Wieters,Ryan Zimmerman,Daniel Murphy,Anthony Rendon,Andrelton Simmons,Bryce Harper,Mookie Betts,Matt Olson
Michael Fulmer,Jameson Taillon,Gary Sanchez,Paul Goldschmidt,Daniel Descalso,Jake Lamb,Chris Owings,David Peralta,Cameron Maybin,Matt Olson
Stephen Strasburg,Michael Fulmer,Jonathan Lucroy,Mike Napoli,Rougned Odor,Adrian Beltre,Andrelton Simmons,Mookie Betts,Carlos Gomez,Matt Olson
Stephen Strasburg,Michael Fulmer,Sandy Leon,Hanley Ramirez,Rougned Odor,Deven Marrero,Francisco Lindor,Andrew Benintendi,Shin-Soo Choo,Jackie Bradley
Alex Wood,Michael Fulmer,Sandy Leon,Tommy Joseph,Dustin Pedroia,Deven Marrero,Xander Bogaerts,Bryce Harper,Mookie Betts,Shin-Soo Choo
Stephen Strasburg,Jameson Taillon,Cameron Rupp,Albert Pujols,Cliff Pennington,Yunel Escobar,Xander Bogaerts,Bryce Harper,Kole Calhoun,Cameron Maybin
Michael Fulmer,Jameson Taillon,Gary Sanchez,Miguel Cabrera,Andrew Romine,Nicholas Castellanos,Trea Turner,Mookie Betts,JD Martinez,Justin Upton
Michael Fulmer,Jameson Taillon,Gary Sanchez,Josh Bell,Josh Harrison,David Freese,Trea Turner,Mookie Betts,Andrew McCutchen,Gregory Polanco
Stephen Strasburg,Jharel Cotton,Jason Castro,Alex Avila,Rougned Odor,Adrian Beltre,Elvis Andrus,Bryce Harper,Nomar Mazara,Shin-Soo Choo
Stephen Strasburg,Jharel Cotton,Russell Martin,Mitch Moreland,Dustin Pedroia,Kyle Seager,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Kole Calhoun
Michael Fulmer,Jameson Taillon,Brian McCann,Albert Pujols,Jose Altuve,Maikel Franco,Carlos Correa,George Springer,Shin-Soo Choo,Josh Reddick
Stephen Strasburg,Michael Fulmer,Manny Pina,Albert Pujols,Rougned Odor,Travis Shaw,Orlando Arcia,Keon Broxton,Shin-Soo Choo,Nick Franklin
Stephen Strasburg,Michael Fulmer,Tyler Flowers,Matt Adams,Brandon Phillips,Maikel Franco,Trea Turner,Ender Inciarte,Nick Markakis,Matt Olson
Michael Fulmer,Jameson Taillon,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Jake Lamb,Chris Owings,Shin-Soo Choo,Mallex Smith,Max Kepler
Stephen Strasburg,Michael Fulmer,Derek Norris,Logan Morrison,Howie Kendrick,Evan Longoria,Jorge Polanco,Corey Dickerson,Shin-Soo Choo,Mallex Smith
Chris Archer,Michael Fulmer,Russell Martin,Tommy Joseph,Daniel Murphy,Maikel Franco,Freddy Galvis,Cameron Maybin,Aaron Altherr,Odubel Herrera
Michael Fulmer,Jharel Cotton,Gary Sanchez,Matt Holliday,Starlin Castro,Kyle Seager,Didi Gregorius,Aaron Judge,Mookie Betts,Shin-Soo Choo
Chris Archer,Michael Fulmer,Bruce Maxwell,Albert Pujols,Jed Lowrie,Jake Lamb,Trea Turner,Matt Joyce,Jaycob Brugman,Matt Olson
Alex Wood,Jameson Taillon,Cameron Rupp,Joey Gallo,Robinson Cano,Adrian Beltre,Elvis Andrus,Bryce Harper,Nomar Mazara,Shin-Soo Choo
