"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"2B","Jose Altuve",5700,"HOU@DET 06:10PM ET",10.827,"HOU","DET",10.09,12.1,12.79,NA,"2","2",0
"1B/OF","Cody Bellinger",5500,"SF@LAD 04:05PM ET",10.048,"LAD","SF",7.68,7.9,9.71,NA,"4","4",10
"OF","George Springer",5400,"HOU@DET 06:10PM ET",10.57,"HOU","DET",NA,NA,NA,NA,"1","x",NA
"SS","Corey Seager",5300,"SF@LAD 04:05PM ET",8.702,"LAD","SF",7.42,7.4,9.46,NA,"2","2",17
"SS","Carlos Correa",5000,"HOU@DET 06:10PM ET",10.143,"HOU","DET",NA,0,NA,NA,"x","x",NA
"OF","Michael Conforto",4900,"NYM@SEA 04:10PM ET",8.94,"NYM","SEA",9.67,9.9,7.36,NA,"1","1",7
"2B/OF","Chris Taylor",4800,"SF@LAD 04:05PM ET",8.835,"LAD","SF",NA,8.6,8.78,NA,"1","1",5
"OF","Yoenis Cespedes",4700,"NYM@SEA 04:10PM ET",7.691,"NYM","SEA",8.48,9,9.08,NA,"3","4",8
"OF","Josh Reddick",4600,"HOU@DET 06:10PM ET",8.161,"HOU","DET",6.22,7.6,11.04,NA,"x","1",5
"1B","Yuli Gurriel",4600,"HOU@DET 06:10PM ET",7.807,"HOU","DET",8.49,9.7,9.97,NA,"3","3",0
"3B/OF","Marwin Gonzalez",4500,"HOU@DET 06:10PM ET",8.679,"HOU","DET",7.85,9.3,9.25,NA,"6","5",5
"OF","Jay Bruce",4500,"NYM@SEA 04:10PM ET",8.957,"NYM","SEA",9.18,9.1,8.83,NA,"4","3",0
"3B","Justin Turner",4300,"SF@LAD 04:05PM ET",9.169,"LAD","SF",9.29,8.7,9.69,NA,"3","3",4
"3B","Alex Bregman",4200,"HOU@DET 06:10PM ET",7.179,"HOU","DET",7.13,9.4,8.67,NA,"8","8",3
"OF","Carlos Beltran",4100,"HOU@DET 06:10PM ET",6.774,"HOU","DET",7.14,8.5,9.1,NA,"5","6",5
"C","Evan Gattis",4100,"HOU@DET 06:10PM ET",7.661,"HOU","DET",7.61,10,2.17,NA,"4","4",22
"C","Yasmani Grandal",4100,"SF@LAD 04:05PM ET",6.845,"LAD","SF",7.25,7.5,1.79,NA,"x","7",6
"2B/SS","Asdrubal Cabrera",4000,"NYM@SEA 04:10PM ET",7.104,"NYM","SEA",6.76,8.2,8.47,NA,"2","2",0
"1B/3B","Wilmer Flores",4000,"NYM@SEA 04:10PM ET",5.848,"NYM","SEA",6.7,7.5,6.81,NA,"5","7",14
"OF","Justin Upton",3900,"HOU@DET 06:10PM ET",8.646,"DET","HOU",7.22,9.3,9.74,NA,"3","3",9
"C","Brian McCann",3800,"HOU@DET 06:10PM ET",7.954,"HOU","DET",NA,NA,NA,NA,"7","x",NA
