"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Archer","Jhoulys Chacin","JT Realmuto","Paul Goldschmidt","Dee Gordon","Jake Lamb","Andrew Romine","AJ Pollock","Yasmany Tomas","David Peralta"
"2","Chris Archer","Jhoulys Chacin","Christian Vazquez","Hanley Ramirez","Dustin Pedroia","Jake Lamb","Trea Turner","Mookie Betts","David Peralta","Andrew Benintendi"
"3","Stephen Strasburg","Chris Archer","Jeff Mathis","Paul Goldschmidt","Dee Gordon","Martin Prado","Andrew Romine","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"4","Yu Darvish","Chris Archer","Derek Norris","Justin Bour","Brian Dozier","Martin Prado","Aledmys Diaz","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"5","Stephen Strasburg","Chris Archer","JT Realmuto","Justin Bour","Kolten Wong","Jake Lamb","Jorge Polanco","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"6","Chris Archer","Jhoulys Chacin","Derek Norris","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Yasmany Tomas","Christian Yelich","Andrew Benintendi"
"7","Stephen Strasburg","Rafael Montero","Yasmani Grandal","Paul Goldschmidt","Kolten Wong","Jake Lamb","Jorge Polanco","AJ Pollock","Yasmany Tomas","David Peralta"
"8","Chris Archer","Rafael Montero","Christian Vazquez","Paul Goldschmidt","Brandon Drury","Jake Lamb","Aledmys Diaz","Mookie Betts","Yasmany Tomas","David Peralta"
"9","Chris Archer","Michael Fulmer","Derek Norris","Hanley Ramirez","Dustin Pedroia","Eduardo Escobar","Xander Bogaerts","AJ Pollock","Mookie Betts","Andrew Benintendi"
"10","Stephen Strasburg","Chris Archer","Christian Vazquez","Justin Bour","Dustin Pedroia","Justin Turner","Jorge Polanco","Mookie Betts","Jackie Bradley","Andrew Benintendi"
"11","Yu Darvish","Chris Archer","JT Realmuto","Justin Bour","Josh Harrison","Miguel Rojas","Corey Seager","David Peralta","Giancarlo Stanton","Marcell Ozuna"
"12","Stephen Strasburg","Chris Archer","Yasmani Grandal","Justin Bour","Kolten Wong","Justin Turner","Corey Seager","AJ Pollock","Andrew Toles","Cody Bellinger"
"13","Michael Fulmer","Jesse Chavez","Derek Norris","Paul Goldschmidt","Neil Walker","Jake Lamb","Aledmys Diaz","AJ Pollock","Yasmany Tomas","David Peralta"
"14","Stephen Strasburg","Jhoulys Chacin","Manny Pina","Paul Goldschmidt","Brandon Drury","Jake Lamb","Tim Beckham","Yasmany Tomas","David Peralta","Michael Conforto"
"15","Yu Darvish","Jesse Chavez","Christian Vazquez","Hanley Ramirez","Dustin Pedroia","Manny Machado","Andrew Romine","AJ Pollock","Mookie Betts","Andrew Benintendi"
"16","Yu Darvish","Jhoulys Chacin","Jeff Mathis","Justin Bour","Brandon Drury","Jake Lamb","Chris Owings","Mookie Betts","Yasmany Tomas","Michael Conforto"
"17","Stephen Strasburg","Jhoulys Chacin","Russell Martin","Hanley Ramirez","Dustin Pedroia","Manny Machado","Xander Bogaerts","Mookie Betts","Christian Yelich","Andrew Benintendi"
"18","Stephen Strasburg","Michael Fulmer","JT Realmuto","Justin Bour","Brian Dozier","Miguel Rojas","Trea Turner","AJ Pollock","Giancarlo Stanton","Marcell Ozuna"
"19","Yu Darvish","Jhoulys Chacin","JT Realmuto","Justin Bour","Dustin Pedroia","Nolan Arenado","Trea Turner","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"20","Stephen Strasburg","Chris Archer","Jason Castro","Justin Bour","Brian Dozier","Eduardo Escobar","Jorge Polanco","AJ Pollock","David Peralta","Eddie Rosario"
"21","Yu Darvish","Michael Fulmer","Yasmani Grandal","Josh Bell","Dee Gordon","Martin Prado","Trea Turner","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"22","Chris Archer","Michael Fulmer","Yasmani Grandal","Paul Goldschmidt","Tyler Saladino","Justin Turner","Corey Seager","Christian Yelich","Joc Pederson","Cody Bellinger"
"23","Yu Darvish","Chris Archer","Roberto Perez","Carlos Santana","Dee Gordon","Eduardo Escobar","Francisco Lindor","AJ Pollock","Lonnie Chisenhall","Abraham Almonte"
"24","Stephen Strasburg","Dallas Keuchel","Christian Vazquez","Justin Bour","Neil Walker","Martin Prado","Corey Seager","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"25","Stephen Strasburg","Chris Archer","Caleb Joseph","Chris Davis","Dee Gordon","Manny Machado","Andrew Romine","Adam Jones","Christian Yelich","Seth Smith"
"26","Yu Darvish","Jhoulys Chacin","Christian Vazquez","Paul Goldschmidt","Dustin Pedroia","Evan Longoria","Francisco Lindor","Mookie Betts","Jackie Bradley","Andrew Benintendi"
"27","Chris Archer","Michael Fulmer","Yadier Molina","Matt Carpenter","Jedd Gyorko","Jake Lamb","Aledmys Diaz","AJ Pollock","Christian Yelich","Randal Grichuk"
"28","Stephen Strasburg","Chris Archer","Francisco Cervelli","Justin Bour","Alen Hanson","Jake Lamb","Jordy Mercer","AJ Pollock","Gregory Polanco","Jose Osuna"
"29","Dallas Keuchel","Michael Fulmer","Christian Vazquez","Hanley Ramirez","Dustin Pedroia","Justin Turner","Aledmys Diaz","Mookie Betts","Christian Yelich","Andrew Benintendi"
"30","Yu Darvish","Chris Archer","Yasmani Grandal","Justin Bour","Dee Gordon","Justin Turner","Aledmys Diaz","Yasiel Puig","Joc Pederson","Cody Bellinger"
"31","Yu Darvish","Rafael Montero","Yasmani Grandal","Hanley Ramirez","Dustin Pedroia","Jake Lamb","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Michael Conforto"
"32","Yu Darvish","Chris Archer","Francisco Cervelli","Josh Bell","Josh Harrison","Justin Turner","Andrew Romine","AJ Pollock","Andrew McCutchen","Gregory Polanco"
"33","Yu Darvish","Chris Archer","Caleb Joseph","Justin Bour","Kolten Wong","Manny Machado","JJ Hardy","David Peralta","Adam Jones","Seth Smith"
"34","Michael Fulmer","Mike Foltynewicz","Yasmani Grandal","Paul Goldschmidt","Brandon Drury","Jake Lamb","Andrew Romine","Yasmany Tomas","David Peralta","Christian Yelich"
"35","Chris Archer","Michael Fulmer","Caleb Joseph","Paul Goldschmidt","Jonathan Schoop","Jake Lamb","JJ Hardy","AJ Pollock","Seth Smith","Hyun Soo Kim"
"36","Yu Darvish","Nick Pivetta","Christian Vazquez","Paul Goldschmidt","Nick Franklin","Jake Lamb","Tim Beckham","AJ Pollock","Yasmany Tomas","David Peralta"
"37","Chris Archer","Michael Fulmer","Jeff Mathis","Rickie Weeks","Brandon Drury","Jake Lamb","Chris Owings","Yasmany Tomas","Giancarlo Stanton","Seth Smith"
"38","Stephen Strasburg","Chris Archer","Derek Norris","Paul Goldschmidt","Dee Gordon","Evan Longoria","Tim Beckham","David Peralta","Kevin Kiermaier","Peter Bourjos"
"39","Stephen Strasburg","Mike Foltynewicz","Christian Vazquez","Hanley Ramirez","Dustin Pedroia","Martin Prado","Corey Seager","Mookie Betts","Giancarlo Stanton","Andrew Benintendi"
"40","Stephen Strasburg","Chris Archer","Christian Vazquez","Mitch Moreland","Josh Rutledge","Eduardo Escobar","Xander Bogaerts","AJ Pollock","Jackie Bradley","Christian Yelich"
"41","Dallas Keuchel","Michael Fulmer","JT Realmuto","Justin Bour","Jonathan Villar","Manny Machado","Aledmys Diaz","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"42","Stephen Strasburg","Chris Archer","Roberto Perez","Carlos Santana","Kolten Wong","Justin Turner","Francisco Lindor","David Peralta","Michael Brantley","Abraham Almonte"
"43","Stephen Strasburg","Chris Archer","Omar Narvaez","Paul Goldschmidt","Tyler Saladino","Matt Davidson","Andrew Romine","AJ Pollock","Avisail Garcia","Willy Garcia"
"44","Dallas Keuchel","Rafael Montero","Yasmani Grandal","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Yasmany Tomas","Michael Conforto","Seth Smith"
"45","Yu Darvish","Chris Archer","Martin Maldonado","Paul Goldschmidt","Danny Espinosa","Yunel Escobar","Andrelton Simmons","AJ Pollock","David Peralta","Ben Revere"
"46","Yu Darvish","Jesse Chavez","Yasmani Grandal","Paul Goldschmidt","Dee Gordon","Justin Turner","Corey Seager","Andrew Benintendi","Andrew Toles","Cody Bellinger"
"47","Stephen Strasburg","Chris Archer","Jason Castro","Paul Goldschmidt","Dee Gordon","Eduardo Escobar","Jorge Polanco","Christian Yelich","Max Kepler","Robbie Grossman"
"48","Stephen Strasburg","Chris Archer","Omar Narvaez","Justin Bour","Tyler Saladino","Jake Lamb","Tim Anderson","David Peralta","Leury Garcia","Willy Garcia"
"49","Dallas Keuchel","Jesse Chavez","Roberto Perez","Hanley Ramirez","Dustin Pedroia","Miguel Sano","Xander Bogaerts","Mookie Betts","David Peralta","Andrew Benintendi"
"50","Yu Darvish","Chris Archer","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Andrew Romine","AJ Pollock","Lorenzo Cain","Andrew Benintendi"
