"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg_split","Actual","ValueWR","Ownership.Pctg.Pred"
"WR","Cameron Meredith (7770090)","Cameron Meredith",7770090,4100,"Chi@NYG 01:00PM ET","Chi","Cameron","Meredith","NYG",13.38,10.1,3,0.138461538461538,0,11.5568425733502,8.9,1,8.14257221571202
"WR","John Brown (7770098)","John Brown",7770098,4100,"Ari@Min 01:00PM ET","Ari","John","Brown","Min",10.99,9.903,3,0.143229166666667,0,10.3483347782412,0,1,1.53064650154064
"WR","DeVante Parker (7770111)","DeVante Parker",7770111,4100,"Mia@LA 04:05PM ET","Mia","DeVante","Parker","LA",10.19,12.4,2,0.181132075471698,1,11.3133396916562,21.9,1,1.34860583653764
"WR","Marqise Lee (7770045)","Marqise Lee",7770045,4000,"Jax@Det 01:00PM ET","Jax","Marqise","Lee","Det",9.85,9.1,3,0.150510204081633,1,9.39596958197039,15.8,1,1.14982934064339
"WR","Brandon LaFell (7770061)","Brandon LaFell",7770061,4000,"Buf@Cin 01:00PM ET","Cin","Brandon","LaFell","Buf",9.42,7.001,2,0.149847094801223,1,8.07733743634664,7.2,1,0.676371240682101
"RB","Jeremy Langford (7769967)","Jeremy Langford",7769967,4000,"Chi@NYG 01:00PM ET","Chi","Jeremy","Langford","NYG",5.35,5.002,7,0.0492307692307692,0,5.1339977828809,12.8,0,-0.103171798387948
"WR","Michael Floyd (7770096)","Michael Floyd",7770096,4000,"Ari@Min 01:00PM ET","Ari","Michael","Floyd","Min",7.9,10.6,4,0.1328125,0,9.29729450190508,4.1,0,1.94833788513295
"RB","Benny Cunningham (7769981)","Benny Cunningham",7769981,4000,"Mia@LA 04:05PM ET","LA","Benny","Cunningham","Mia",3.71,8.2,6,0.0571428571428571,0,6.08522470788996,1.4,0,NA
"RB","DuJuan Harris (7769989)","DuJuan Harris",7769989,4000,"NE@SF 04:25PM ET","SF","DuJuan","Harris","NE",3.48,6.601,8,0.0321428571428571,0,5.12555551101804,0.4,0,-0.175801114339056
"RB","Isaiah Crowell (7769916)","Isaiah Crowell",7769916,3900,"Pit@Cle 01:00PM ET","Cle","Isaiah","Crowell","Pit",10.61,13.1,6,0.0812324929971989,1,11.8804285844911,7.3,0,9.94032394703706
"WR","Sammie Coates (7770020)","Sammie Coates",7770020,3900,"Pit@Cle 01:00PM ET","Pit","Sammie","Coates","Cle",5.38,2.5,4,0.107238605898123,1,3.8140186642631,0,1,0.877202728390901
"RB","Kenneth Dixon (7769925)","Kenneth Dixon",7769925,3900,"Bal@Dal 01:00PM ET","Bal","Kenneth","Dixon","Dal",9.13,8.5,10,0.0315789473684211,0,8.74393142204311,4,0,1.21300860244804
"RB","Peyton Barber (7769962)","Peyton Barber",7769962,3900,"TB@KC 01:00PM ET","TB","Peyton","Barber","KC",3.47,5.1,11,0.0169971671388102,0,4.3206598869309,2.2,0,-0.684324709517831
"WR","Russell Shepard (7770073)","Russell Shepard",7770073,3900,"TB@KC 01:00PM ET","TB","Russell","Shepard","KC",0,4.4,6,0.0424929178470255,0,2.34750433712409,8.4,1,0.127997994645675
"WR","Adam Humphries (7770079)","Adam Humphries",7770079,3900,"TB@KC 01:00PM ET","TB","Adam","Humphries","KC",8.87,9.904,2,0.1671388101983,1,9.37100320028036,8.7,1,1.36573597676498
"RB","Ka'Deem Carey (7769968)","Ka'Deem Carey",7769968,3900,"Chi@NYG 01:00PM ET","Chi","Ka'Deem","Carey","NYG",2.47,2.8,10,0.0153846153846154,0,2.63254988576831,0,0,-0.0843188489092525
"RB","Paul Perkins (7769970)","Paul Perkins",7769970,3900,"Chi@NYG 01:00PM ET","NYG","Paul","Perkins","Chi",8,8.702,8,0.0389972144846797,0,8.32969999336809,5.5,0,0.8550111360145
"TE","Kyle Rudolph (7770210)","Kyle Rudolph",7770210,3900,"Ari@Min 01:00PM ET","Min","Kyle","Rudolph","Ari",12.23,10.101,2,0.209230769230769,1,11.0266862928525,3.2,0,1.50134114680594
"RB","Damien Williams (7769984)","Damien Williams",7769984,3900,"Mia@LA 04:05PM ET","Mia","Damien","Williams","LA",3.79,5.001,4,0.0641509433962264,0,4.41482926324935,0,0,0.529317530954471
"WR","Tavon Austin (7770108)","Tavon Austin",7770108,3900,"Mia@LA 04:05PM ET","LA","Tavon","Austin","Mia",10.31,11,1,0.228571428571429,1,10.6217271488367,3.9,1,1.78542043546203
"WR","Pierre Garcon (7770140)","Pierre Garcon",7770140,3900,"GB@Was 08:30PM ET","Was","Pierre","Garcon","GB",11.36,10.5,1,0.186301369863014,1,10.8390210267127,26.6,0,3.11674548080412
"RB","Duke Johnson Jr. (7769918)","Duke Johnson",7769918,3800,"Pit@Cle 01:00PM ET","Cle","Duke","Johnson","Pit",10.47,11.2,3,0.15406162464986,1,10.8021927652416,8.6,0,0.522249951022431
"WR","Anquan Boldin (7770037)","Anquan Boldin",7770037,3800,"Jax@Det 01:00PM ET","Det","Anquan","Boldin","Jax",9.58,8.701,3,0.156626506024096,1,9.05808862222568,9.7,1,2.086935201493
"TE","Cameron Brate (7770194)","Cameron Brate",7770194,3800,"TB@KC 01:00PM ET","TB","Cameron","Brate","KC",9.29,9.9,3,0.147308781869688,1,9.56462549402732,3.8,0,4.34003179518461
"TE","Zach Miller (7770198)","Zach Miller",7770198,3800,"Chi@NYG 01:00PM ET","Chi","Zach","Miller","NYG",11.71,12.7,2,0.187692307692308,1,12.1741251067305,15.1,0,NA
"RB","Matt Asiata (7769972)","Matt Asiata",7769972,3800,"Ari@Min 01:00PM ET","Min","Matt","Asiata","Ari",8.25,9.601,5,0.0738461538461539,0,8.92512270037813,9.7,0,0.637632006775838
"WR","Adam Thielen (7770104)","Adam Thielen",7770104,3800,"Ari@Min 01:00PM ET","Min","Adam","Thielen","Ari",8.73,8.101,3,0.135384615384615,0,8.3461197523291,17.5,1,2.38194061941465
"WR","Victor Cruz (7770084)","Victor Cruz",7770084,3700,"Chi@NYG 01:00PM ET","NYG","Victor","Cruz","Chi",7.75,9.2,3,0.119777158774373,0,8.48121048453389,5.8,0,0.092512843719953
"TE","Martellus Bennett (7770221)","Martellus Bennett",7770221,3700,"NE@SF 04:25PM ET","NE","Martellus","Bennett","SF",14.89,12.7,2,0.171052631578947,1,13.6401224736717,2.4,0,21.8505122073263
"RB","Wendell Smallwood (7770004)","Wendell Smallwood",7770004,3700,"Phi@Sea 04:25PM ET","Phi","Wendell","Smallwood","Sea",0,3.501,9,0.0131578947368421,0,1.86733299543962,11.9,0,-0.0693254170049108
"TE","Dennis Pitta (7770160)","Dennis Pitta",7770160,3600,"Bal@Dal 01:00PM ET","Bal","Dennis","Pitta","Dal",11.24,11.501,2,0.178947368421053,1,11.3172240843391,6,0,1.91355836490664
"RB","Chris Ivory (7769930)","Chris Ivory",7769930,3600,"Jax@Det 01:00PM ET","Jax","Chris","Ivory","Det",8.77,6.2,7,0.0357142857142857,0,7.35086491611397,16.4,0,1.05040581941402
"RB","Rashad Jennings (7769964)","Rashad Jennings",7769964,3600,"Chi@NYG 01:00PM ET","NYG","Rashad","Jennings","Chi",11.31,12.6,7,0.0557103064066852,0,11.9363705509113,23.9,0,4.96946553742555
"WR","Kenny Stills (7770109)","Kenny Stills",7770109,3600,"Mia@LA 04:05PM ET","Mia","Kenny","Stills","LA",8.35,7.601,3,0.135849056603774,0,7.90417582054286,7.3,1,1.42444012097898
"WR","Tyler Lockett (7770134)","Tyler Lockett",7770134,3600,"Phi@Sea 04:25PM ET","Sea","Tyler","Lockett","Phi",8.93,8.2,4,0.137809187279152,0,8.49167321588783,5.9,0,1.11905958211913
"RB","Chris Thompson (7770007)","Chris Thompson",7770007,3600,"GB@Was 08:30PM ET","Was","Chris","Thompson","GB",9.33,8.6,5,0.0931506849315069,1,8.88948488560183,2.9,0,2.41734000634636
"RB","T.J. Yeldon (7769936)","T.J. Yeldon",7769936,3500,"Jax@Det 01:00PM ET","Jax","T.J.","Yeldon","Det",8.96,9.7,5,0.107142857142857,1,9.30578894920102,5.2,0,0.267076208893634
"RB","Dwayne Washington (7769937)","Dwayne Washington",7769937,3500,"Jax@Det 01:00PM ET","Det","Dwayne","Washington","Jax",4.68,4.601,9,0.00903614457831325,0,4.61171463861528,4.1,0,0.896430769373309
"TE","Julius Thomas (7770168)","Julius Thomas",7770168,3500,"Jax@Det 01:00PM ET","Jax","Julius","Thomas","Det",12.12,8.7,4,0.125,1,10.2290424939335,4.2,0,9.78871937404977
"WR","Marquise Goodwin (7770064)","Marquise Goodwin",7770064,3500,"Buf@Cin 01:00PM ET","Buf","Marquise","Goodwin","Cin",8.91,8.4,3,0.141304347826087,0,8.58915784925833,3.5,1,1.37983676376561
"RB","Knile Davis (7769958)","Knile Davis",7769958,3500,"TB@KC 01:00PM ET","KC","Knile","Davis","TB",0,0,11,0.0121580547112462,0,0,0,0,-0.132768196879499
"RB","Andre Ellington (7769974)","Andre Ellington",7769974,3500,"Ari@Min 01:00PM ET","Ari","Andre","Ellington","Min",2.42,2.6,9,0.0182291666666667,0,2.50279487010664,3.3,0,-0.480414733334574
"RB","Jerick McKinnon (7769979)","Jerick McKinnon",7769979,3500,"Ari@Min 01:00PM ET","Min","Jerick","McKinnon","Ari",8.4,7.7,7,0.0584615384615385,0,7.98057846490625,5.1,0,0.504241073078416
"WR","Cordarrelle Patterson (7770101)","Cordarrelle Patterson",7770101,3500,"Ari@Min 01:00PM ET","Min","Cordarrelle","Patterson","Ari",7.26,5.3,4,0.116923076923077,0,6.17457532786306,15.3,1,1.20102882554433
"WR","Danny Amendola (7770119)","Danny Amendola",7770119,3500,"NE@SF 04:25PM ET","NE","Danny","Amendola","SF",7.65,9.902,6,0.0723684210526316,0,8.80857653749159,8.2,1,2.20730131242822
"WR","Jeremy Kerley (7770122)","Jeremy Kerley",7770122,3500,"NE@SF 04:25PM ET","SF","Jeremy","Kerley","NE",10.03,10.9,1,0.25,1,10.4392932483737,0,1,3.35438801986943
"RB","Matt Jones (7770012)","Matt Jones",7770012,3500,"GB@Was 08:30PM ET","Was","Matt","Jones","GB",0,0,8,0.0301369863013699,1,0,0,0,NA
"TE","Jesse James (7770157)","Jesse James",7770157,3400,"Pit@Cle 01:00PM ET","Pit","Jesse","James","Cle",5.95,5.2,3,0.109919571045576,1,5.51730580225881,1.5,0,1.7568135393877
"WR","Breshad Perriman (7770035)","Breshad Perriman",7770035,3400,"Bal@Dal 01:00PM ET","Bal","Breshad","Perriman","Dal",7.13,6.4,4,0.110526315789474,0,6.70152070217479,0,0,0.985465397493893
"RB","Robert Turbin (7769940)","Robert Turbin",7769940,3400,"Ten@Ind 01:00PM ET","Ind","Robert","Turbin","Ten",5.56,5.6,9,0.0472222222222222,0,5.55092315754402,6.4,0,-0.214267432557166
"WR","Albert Wilson (7770074)","Albert Wilson",7770074,3400,"TB@KC 01:00PM ET","KC","Albert","Wilson","TB",5.92,5.9,5,0.100303951367781,0,5.87694223750767,11.9,0,1.90045461353991
"WR","Eddie Royal (7770083)","Eddie Royal",7770083,3400,"Chi@NYG 01:00PM ET","Chi","Eddie","Royal","NYG",13.26,11.3,4,0.126153846153846,1,12.1417503735732,3.3,1,2.15979471852169
"WR","Brian Quick (7770107)","Brian Quick",7770107,3400,"Mia@LA 04:05PM ET","LA","Brian","Quick","Mia",8.34,6.6,4,0.133333333333333,1,7.36604205294709,5.1,1,0.243994550357512
"WR","Torrey Smith (7770121)","Torrey Smith",7770121,3400,"NE@SF 04:25PM ET","SF","Torrey","Smith","NE",0,0,3,0.139285714285714,0,0,0,0,NA
"WR","Kamar Aiken (7770030)","Kamar Aiken",7770030,3300,"Bal@Dal 01:00PM ET","Bal","Kamar","Aiken","Dal",3.04,5.301,5,0.0868421052631579,0,4.22913228116747,6.5,0,-0.48389119097883
"WR","Terrance Williams (7770032)","Terrance Williams",7770032,3300,"Bal@Dal 01:00PM ET","Dal","Terrance","Williams","Bal",8.28,7,4,0.1280276816609,0,7.55179121046205,2.1,0,1.1122061353471
"TE","Jason Witten (7770159)","Jason Witten",7770159,3300,"Bal@Dal 01:00PM ET","Dal","Jason","Witten","Bal",9.71,10.701,2,0.221453287197232,1,10.1850667581605,8.7,0,4.48506534739455
"WR","Phillip Dorsett (7770055)","Phillip Dorsett",7770055,3300,"Ten@Ind 01:00PM ET","Ind","Phillip","Dorsett","Ten",7.35,7.5,3,0.0944444444444444,0,7.38981798794231,6,0,0.713612173107674
"TE","Jack Doyle (7770176)","Jack Doyle",7770176,3300,"Ten@Ind 01:00PM ET","Ind","Jack","Doyle","Ten",10.62,7.4,2,0.133333333333333,1,8.84395347510247,1.7,0,3.93402121463829
"WR","Percy Harvin (7770062)","Percy Harvin",7770062,3300,"Buf@Cin 01:00PM ET","Buf","Percy","Harvin","Cin",7.69,0,14,0,0,3.54513199741448,3.7,0,NA
"WR","Chris Conley (7770077)","Chris Conley",7770077,3300,"TB@KC 01:00PM ET","KC","Chris","Conley","TB",9.34,11.001,3,0.13677811550152,0,10.1745518513735,6.8,0,0.493704744379879
"WR","Roger Lewis (7770093)","Roger Lewis",7770093,3300,"Chi@NYG 01:00PM ET","NYG","Roger","Lewis","Chi",2.71,1.1,10,0.0278551532033426,0,1.83620088441018,1.8,0,0.169928005511271
"RB","Ronnie Hillman (7769977)","Ronnie Hillman",7769977,3300,"Ari@Min 01:00PM ET","Min","Ronnie","Hillman","Ari",2.74,3.801,8,0.0246153846153846,0,3.29054507330267,0.9,0,-0.019980955065857
"RB","Dion Lewis (7769992)","Dion Lewis",7769992,3300,"NE@SF 04:25PM ET","NE","Dion","Lewis","SF",6.68,5.1,13,0,0,5.8004874177112,7.9,0,NA
"WR","Brice Butler (7770031)","Brice Butler",7770031,3200,"Bal@Dal 01:00PM ET","Dal","Brice","Butler","Bal",2.4,1.7,5,0.0795847750865052,0,2.01340341919613,6.9,0,0.801265576041208
"WR","Tajae Sharpe (7770059)","Tajae Sharpe",7770059,3200,"Ten@Ind 01:00PM ET","Ten","Tajae","Sharpe","Ind",8.66,9.6,1,0.197568389057751,0,9.11413493951206,16.8,0,2.63303244505581
"RB","Shaun Draughn (7769987)","Shaun Draughn",7769987,3200,"NE@SF 04:25PM ET","SF","Shaun","Draughn","NE",3.47,0,7,0.05,0,1.59968895071889,13.3,0,NA
"TE","Zach Ertz (7770232)","Zach Ertz",7770232,3200,"Phi@Sea 04:25PM ET","Phi","Zach","Ertz","Sea",8.29,8,5,0.125,1,8.08992497805782,15.5,0,0.576348816412231
"WR","Andrew Hawkins (7770014)","Andrew Hawkins",7770014,3100,"Pit@Cle 01:00PM ET","Cle","Andrew","Hawkins","Pit",7.37,6.301,4,0.117647058823529,0,6.75880964158906,3,1,-0.519345116491606
"TE","Gary Barnidge (7770151)","Gary Barnidge",7770151,3100,"Pit@Cle 01:00PM ET","Cle","Gary","Barnidge","Pit",9.12,8.9,2,0.156862745098039,1,8.95273085262318,10.3,0,-0.116678212551804
"RB","Mike James (7769959)","Mike James",7769959,3100,"TB@KC 01:00PM ET","TB","Mike","James","KC",1.76,1.4,12,0.0141643059490085,0,1.55830281006785,0.9,0,-0.417636235605943
"RB","Mike Davis (7769996)","Mike Davis",7769996,3100,"NE@SF 04:25PM ET","SF","Mike","Davis","NE",0,0,11,0.0178571428571429,0,0,0,0,NA
"RB","Fitzgerald Toussaint (7769913)","Fitzgerald Toussaint",7769913,3000,"Pit@Cle 01:00PM ET","Pit","Fitzgerald","Toussaint","Cle",2.26,4.3,13,0.00268096514745308,0,3.33602430836895,0,0,0.730025136608419
"RB","Roosevelt Nix (7769915)","Roosevelt Nix",7769915,3000,"Pit@Cle 01:00PM ET","Pit","Roosevelt","Nix","Cle",0,0,0,0,0,0,0,0,NA
"RB","George Atkinson III (7769917)","George Atkinson III",7769917,3000,"Pit@Cle 01:00PM ET","Cle","George","Atkinson III","Pit",0,0,0,0,0,0,0,0,NA
"WR","Darrius Heyward-Bey (7770015)","Darrius Heyward-Bey",7770015,3000,"Pit@Cle 01:00PM ET","Pit","Darrius","Heyward-Bey","Cle",0,0,8,0.0428954423592493,0,0,0,0,NA
"WR","Markus Wheaton (7770018)","Markus Wheaton",7770018,3000,"Pit@Cle 01:00PM ET","Pit","Markus","Wheaton","Cle",0,0,10,0.0268096514745308,0,0,0,0,NA
"WR","Cobi Hamilton (7770019)","Cobi Hamilton",7770019,3000,"Pit@Cle 01:00PM ET","Pit","Cobi","Hamilton","Cle",6.16,5,9,0.0348525469168901,0,5.50741220653574,3.1,0,0.68529356531006
"WR","Jordan Payton (7770022)","Jordan Payton",7770022,3000,"Pit@Cle 01:00PM ET","Cle","Jordan","Payton","Pit",0,0,11,0.00840336134453781,0,0,0,0,NA
"WR","Ricardo Louis (7770023)","Ricardo Louis",7770023,3000,"Pit@Cle 01:00PM ET","Cle","Ricardo","Louis","Pit",5.44,1.2,5,0.0896358543417367,0,3.14809816506366,0,0,NA
"WR","Rashard Higgins (7770025)","Rashard Higgins",7770025,3000,"Pit@Cle 01:00PM ET","Cle","Rashard","Higgins","Pit",0,0,8,0.0196078431372549,0,0,0,0,NA
"RB","Lance Dunbar (7769920)","Lance Dunbar",7769920,3000,"Bal@Dal 01:00PM ET","Dal","Lance","Dunbar","Bal",0,2.101,8,0.0242214532871972,0,1.12039979726377,3.6,0,0.101111442677301
"RB","Kyle Juszczyk (7769921)","Kyle Juszczyk",7769921,3000,"Bal@Dal 01:00PM ET","Bal","Kyle","Juszczyk","Dal",0,4.5,6,0.0789473684210526,0,2.40085670842237,6.2,0,-0.819843789119561
"RB","Keith Smith (7769922)","Keith Smith",7769922,3000,"Bal@Dal 01:00PM ET","Dal","Keith","Smith","Bal",0,0,10,0.0103806228373702,0,0,0,0,NA
"RB","Javorius Allen (7769924)","Javorius Allen",7769924,3000,"Bal@Dal 01:00PM ET","Bal","Javorius","Allen","Dal",0,0,11,0.0157894736842105,0,0,0,0,NA
"RB","Darius Jackson (7769926)","Darius Jackson",7769926,3000,"Bal@Dal 01:00PM ET","Dal","Darius","Jackson","Bal",0,0,0,0,0,0,0,0,NA
"RB","Lorenzo Taliaferro (7769927)","Lorenzo Taliaferro",7769927,3000,"Bal@Dal 01:00PM ET","Bal","Lorenzo","Taliaferro","Dal",0,0,13,0.00789473684210526,0,0,0,0,NA
"WR","Devin Hester (7770027)","Devin Hester",7770027,3000,"Bal@Dal 01:00PM ET","Bal","Devin","Hester","Dal",0,0,0,0,0,0,0,0,NA
"WR","Chris Moore (7770034)","Chris Moore",7770034,3000,"Bal@Dal 01:00PM ET","Bal","Chris","Moore","Dal",0,0,8,0.0368421052631579,0,0,0,0,NA
"WR","Lucky Whitehead (7770036)","Lucky Whitehead",7770036,3000,"Bal@Dal 01:00PM ET","Dal","Lucky","Whitehead","Bal",0,0,11,0.0069204152249135,0,0,0,0,NA
"RB","Justin Forsett (7769929)","Justin Forsett",7769929,3000,"Jax@Det 01:00PM ET","Det","Justin","Forsett","Jax",0,0,9,0.00903614457831325,0,0,0,0,NA
"RB","Denard Robinson (7769932)","Denard Robinson",7769932,3000,"Jax@Det 01:00PM ET","Jax","Denard","Robinson","Det",0,0,12,0.00510204081632653,0,0,3.5,0,-0.660641457173962
"RB","Michael Burton (7769933)","Michael Burton",7769933,3000,"Jax@Det 01:00PM ET","Det","Michael","Burton","Jax",0,0,0,0,0,0,0,0,NA
"RB","Corey Grant (7769934)","Corey Grant",7769934,3000,"Jax@Det 01:00PM ET","Jax","Corey","Grant","Det",0,0,14,0.00255102040816327,0,0,0,0,NA
"RB","Zach Zenner (7769935)","Zach Zenner",7769935,3000,"Jax@Det 01:00PM ET","Det","Zach","Zenner","Jax",0,3.2,7,0.0240963855421687,0,1.70727588154479,0,0,1.22903875079056
"WR","Bryan Walters (7770038)","Bryan Walters",7770038,3000,"Jax@Det 01:00PM ET","Jax","Bryan","Walters","Det",0,1.6,11,0.0102040816326531,0,0.853637940772397,0,0,NA
"WR","Andre Roberts (7770039)","Andre Roberts",7770039,3000,"Jax@Det 01:00PM ET","Det","Andre","Roberts","Jax",1.96,1.5,6,0.0271084337349398,0,1.70385627362658,10.4,0,0.341159902117254
"WR","Arrelious Benn (7770040)","Arrelious Benn",7770040,3000,"Jax@Det 01:00PM ET","Jax","Arrelious","Benn","Det",0,0,8,0.0229591836734694,0,0,0,0,-0.660416330258235
"WR","Corey Fuller (7770044)","Corey Fuller",7770044,3000,"Jax@Det 01:00PM ET","Det","Corey","Fuller","Jax",0,0,0,0,0,0,0,0,NA
"WR","Rashad Greene Sr. (7770046)","Rashad Greene",7770046,3000,"Jax@Det 01:00PM ET","Jax","Rashad","Greene","Det",1.97,0,10,0.0178571428571429,0,0.908180758765477,0,0,-0.380815201100475
"RB","Jordan Todman (7769941)","Jordan Todman",7769941,3000,"Ten@Ind 01:00PM ET","Ind","Jordan","Todman","Ten",0,0,13,0,0,0,0,0,NA
"RB","Jalston Fowler (7769942)","Jalston Fowler",7769942,3000,"Ten@Ind 01:00PM ET","Ten","Jalston","Fowler","Ind",0,0,12,0.00303951367781155,0,0,0,0,NA
"RB","David Fluellen (7769943)","David Fluellen",7769943,3000,"Ten@Ind 01:00PM ET","Ten","David","Fluellen","Ind",0,0,0,0,0,0,0,0,NA
"RB","Antonio Andrews (7769944)","Antonio Andrews",7769944,3000,"Ten@Ind 01:00PM ET","Ten","Antonio","Andrews","Ind",0,1,0,0,0,0.533523712982748,0,0,NA
"RB","Josh Ferguson (7769945)","Josh Ferguson",7769945,3000,"Ten@Ind 01:00PM ET","Ind","Josh","Ferguson","Ten",0,0,6,0.0722222222222222,0,0,0,0,-0.299211227183383
"WR","Harry Douglas (7770048)","Harry Douglas",7770048,3000,"Ten@Ind 01:00PM ET","Ten","Harry","Douglas","Ind",2.1,2.301,9,0.0303951367781155,0,2.19521600859509,1.3,0,-0.829239471000709
"WR","Marc Mariani (7770049)","Marc Mariani",7770049,3000,"Ten@Ind 01:00PM ET","Ten","Marc","Mariani","Ind",0,0,0,0,0,0,0,0,NA
"WR","Devin Street (7770052)","Devin Street",7770052,3000,"Ten@Ind 01:00PM ET","Ind","Devin","Street","Ten",0,0,11,0.0166666666666667,0,0,0,0,NA
"WR","Tre McBride (7770054)","Tre McBride",7770054,3000,"Ten@Ind 01:00PM ET","Ten","Tre","McBride","Ind",0,0,0,0,0,0,0,0,NA
"WR","Marcus Leak (7770056)","Marcus Leak",7770056,3000,"Ten@Ind 01:00PM ET","Ind","Marcus","Leak","Ten",0,0,0,0,0,0,0,0,NA
"WR","Chester Rogers (7770058)","Chester Rogers",7770058,3000,"Ten@Ind 01:00PM ET","Ind","Chester","Rogers","Ten",1.87,0,8,0.0583333333333333,0,0.86208021263525,0,0,NA
"RB","Reggie Bush (7769947)","Reggie Bush",7769947,3000,"Buf@Cin 01:00PM ET","Buf","Reggie","Bush","Cin",0,0,7,0.036231884057971,0,0,4.1,0,-0.0178428051078422
"RB","Jerome Felton (7769948)","Jerome Felton",7769948,3000,"Buf@Cin 01:00PM ET","Buf","Jerome","Felton","Cin",0,0,11,0.0217391304347826,0,0,0.2,0,NA
"RB","Rex Burkhead (7769950)","Rex Burkhead",7769950,3000,"Buf@Cin 01:00PM ET","Cin","Rex","Burkhead","Buf",0,0,10,0.00611620795107034,0,0,2.4,0,NA
"RB","Jonathan Williams (7769954)","Jonathan Williams",7769954,3000,"Buf@Cin 01:00PM ET","Buf","Jonathan","Williams","Cin",0,1.8,14,0,0,0.960342683368946,3.6,0,NA
"WR","Brandon Tate (7770060)","Brandon Tate",7770060,3000,"Buf@Cin 01:00PM ET","Buf","Brandon","Tate","Cin",0,0,13,0.0181159420289855,0,0,6.8,0,NA
"WR","James Wright (7770065)","James Wright",7770065,3000,"Buf@Cin 01:00PM ET","Cin","James","Wright","Buf",0,0,9,0.018348623853211,0,0,4.2,0,NA
"WR","Justin Hunter (7770066)","Justin Hunter",7770066,3000,"Buf@Cin 01:00PM ET","Buf","Justin","Hunter","Cin",5.01,5.601,6,0.0543478260869565,0,5.29737015382777,0,0,-0.339751510434974
"WR","Walt Powell (7770067)","Walt Powell",7770067,3000,"Buf@Cin 01:00PM ET","Buf","Walt","Powell","Cin",0,3.2,5,0.0942028985507246,0,1.70727588154479,0,0,NA
"WR","Alex Erickson (7770069)","Alex Erickson",7770069,3000,"Buf@Cin 01:00PM ET","Cin","Alex","Erickson","Buf",0,0,11,0.00305810397553517,0,0,1.7,0,NA
"WR","Cody Core (7770070)","Cody Core",7770070,3000,"Buf@Cin 01:00PM ET","Cin","Cody","Core","Buf",0,0,0,0,0,0,0,0,NA
"WR","Tyler Boyd (7770071)","Tyler Boyd",7770071,3000,"Buf@Cin 01:00PM ET","Cin","Tyler","Boyd","Buf",8.5,8.102,4,0.128440366972477,0,8.24008849622957,17.4,0,-0.115662794969998
"RB","Anthony Sherman (7769956)","Anthony Sherman",7769956,3000,"TB@KC 01:00PM ET","KC","Anthony","Sherman","TB",0,0,11,0.0121580547112462,0,0,0,0,NA
"RB","Bishop Sankey (7769961)","Bishop Sankey",7769961,3000,"TB@KC 01:00PM ET","KC","Bishop","Sankey","TB",0,0,0,0,0,0,0,0,NA
"WR","Cecil Shorts III (7770075)","Cecil Shorts III",7770075,3000,"TB@KC 01:00PM ET","TB","Cecil","Shorts III","KC",0,0,0,0,0,0,0,0,NA
"WR","Freddie Martino (7770076)","Freddie Martino",7770076,3000,"TB@KC 01:00PM ET","TB","Freddie","Martino","KC",4.6,0,13,0.0113314447592068,0,2.12062512199045,0,0,NA
"WR","De'Anthony Thomas (7770080)","De'Anthony Thomas",7770080,3000,"TB@KC 01:00PM ET","KC","De'Anthony","Thomas","TB",0,1.1,10,0.0151975683890578,0,0.586876084281023,0,0,NA
"WR","Demarcus Robinson (7770081)","Demarcus Robinson",7770081,3000,"TB@KC 01:00PM ET","KC","Demarcus","Robinson","TB",0,0,0,0,0,0,0,0,NA
"RB","Bobby Rainey (7769965)","Bobby Rainey",7769965,3000,"Chi@NYG 01:00PM ET","NYG","Bobby","Rainey","Chi",0,1.103,5,0.0612813370473538,0,0.586876084281023,0,0,-0.567520662923595
"RB","Orleans Darkwa (7769966)","Orleans Darkwa",7769966,3000,"Chi@NYG 01:00PM ET","NYG","Orleans","Darkwa","Chi",0,0,12,0.011142061281337,0,0,0,0,0.144361172450148
"RB","Paul Lasike (7769969)","Paul Lasike",7769969,3000,"Chi@NYG 01:00PM ET","Chi","Paul","Lasike","NYG",0,0,12,0.00307692307692308,0,0,0.5,0,NA
"WR","Dwayne Harris (7770085)","Dwayne Harris",7770085,3000,"Chi@NYG 01:00PM ET","NYG","Dwayne","Harris","Chi",0,0,14,0.00278551532033426,0,0,0,0,NA
"WR","Deonte Thompson (7770086)","Deonte Thompson",7770086,3000,"Chi@NYG 01:00PM ET","Chi","Deonte","Thompson","NYG",3.56,7.002,11,0.00923076923076923,0,5.37584543311533,2,0,-0.894739332350035
"WR","Tavarres King (7770087)","Tavarres King",7770087,3000,"Chi@NYG 01:00PM ET","NYG","Tavarres","King","Chi",0,0,13,0.00835654596100279,0,0,0,0,NA
"WR","Joshua Bellamy (7770089)","Joshua Bellamy",7770089,3000,"Chi@NYG 01:00PM ET","Chi","Joshua","Bellamy","NYG",0,0,0,0,0,0,0,0,NA
"RB","Zach Line (7769973)","Zach Line",7769973,3000,"Ari@Min 01:00PM ET","Min","Zach","Line","Ari",0,0,12,0.00615384615384615,0,0,0,0,NA
"RB","Stepfan Taylor (7769975)","Stepfan Taylor",7769975,3000,"Ari@Min 01:00PM ET","Ari","Stepfan","Taylor","Min",0,0,0,0,0,0,0,0,NA
