Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,13291,Julio Jones,WR,5,ATL,WAS,7,23,9200,27.4
2,4314,Tom Brady,QB,5,NE,DAL,18,10,7800,26.5
3,2593,Aaron Rodgers,QB,5,GB,LA,9,3,7900,23.7
4,14967,Le'Veon Bell,RB,5,PIT,SD,17,32,8500,22.8
5,11197,Demaryius Thomas,WR,5,DEN,OAK,31,9,8100,22.2
6,7969,Jamaal Charles,RB,5,KC,CHI,17,11,7800,21.3
7,15076,Keenan Allen,WR,5,SD,PIT,14,21,7200,21.3
8,8355,Julian Edelman,WR,5,NE,DAL,18,12,7000,21.2
9,16389,Odell Beckham Jr,WR,5,NYG,SF,26,27,9000,21
10,14986,DeAndre Hopkins,WR,5,HOU,IND,22,27,7200,20.4
11,13227,Randall Cobb,WR,5,GB,LA,9,5,7500,20.2
12,11056,Antonio Brown,WR,5,PIT,SD,17,2,8700,20
13,11063,Emmanuel Sanders,WR,5,DEN,OAK,31,9,7400,19.9
14,14536,Russell Wilson,QB,5,SEA,CIN,13,15,6900,19.8
15,12845,AJ Green,WR,5,CIN,SEA,3,2,7700,19.8
16,8914,Jeremy Maclin,WR,5,KC,CHI,17,25,6000,19.7
17,6029,Calvin Johnson,WR,5,DET,ARI,4,11,7400,19.6
18,5571,Larry Fitzgerald,WR,5,ARI,DET,22,21,6800,19.4
19,732,Matt Ryan,QB,5,ATL,WAS,7,14,6700,19.3
20,7242,Drew Brees,QB,5,NO,PHI,11,16,7200,19.2
21,10974,Rob Gronkowski,TE,5,NE,DAL,18,8,7500,19.1
22,9369,Justin Forsett,RB,5,BAL,CLE,30,29,5800,18.8
23,9447,Michael Vick,QB,5,PIT,SD,17,10,5100,18.8
24,8244,Philip Rivers,QB,5,SD,PIT,14,19,6200,18.6
25,12831,Tyrod Taylor,QB,5,BUF,TEN,10,9,5800,18.5
26,16524,Devonta Freeman,RB,5,ATL,WAS,7,1,6300,18.5
27,6739,Alex Smith,QB,5,KC,CHI,17,21,5500,18.5
28,16245,Blake Bortles,QB,5,JAX,TB,14,12,5100,18.5
29,11792,Arian Foster,RB,5,HOU,IND,22,21,7000,18.3
30,4932,Eli Manning,QB,5,NYG,SF,26,26,6800,18.3
31,7328,Peyton Manning,QB,5,DEN,OAK,31,28,7000,18.2
32,2428,Carson Palmer,QB,5,ARI,DET,22,23,6600,18.2
33,12841,Andy Dalton,QB,5,CIN,SEA,3,6,5700,18.1
34,14005,TY Hilton,WR,5,IND,HOU,18,7,6800,18.1
35,8972,Jay Cutler,QB,5,CHI,KC,32,32,5300,18.1
36,1181,Martellus Bennett,TE,5,CHI,KC,32,11,5000,18
37,5282,Josh McCown,QB,5,CLE,BAL,21,24,5100,17.9
38,16765,Amari Cooper,WR,5,OAK,DEN,2,1,6600,17.8
39,16263,Allen Robinson,WR,5,JAX,TB,14,20,5500,17.8
40,16763,Marcus Mariota,QB,5,TEN,BUF,27,29,6000,17.8
41,11527,Sam Bradford,QB,5,PHI,NO,29,31,6000,17.7
42,16597,Mike Evans,WR,5,TB,JAX,26,17,6100,17.6
43,16762,Jameis Winston,QB,5,TB,JAX,26,26,5100,17.6
44,16311,Derek Carr,QB,5,OAK,DEN,2,1,5500,17.6
45,14252,Kirk Cousins,QB,5,WAS,ATL,20,11,5300,17.6
46,15138,Eddie Lacy,RB,5,GB,LA,9,27,6700,17.5
47,6767,Pierre Garcon,WR,5,WAS,ATL,20,13,5300,17.5
48,16568,Brandin Cooks,WR,5,NO,PHI,11,27,5900,17.4
49,15974,Jordan Matthews,WR,5,PHI,NO,29,10,6400,17.4
50,1034,Matt Hasselbeck,QB,5,IND,HOU,18,27,5000,17.3
51,9038,Matthew Stafford,QB,5,DET,ARI,4,5,5400,17
52,11611,Golden Tate,WR,5,DET,ARI,4,11,5200,17
53,13337,Mark Ingram,RB,5,NO,PHI,11,5,6100,16.9
54,12708,Dion Lewis,RB,5,NE,DAL,18,30,4800,16.9
55,13910,Brandon Weeden,QB,5,DAL,NE,24,30,5100,16.8
56,722,Jason Witten,TE,5,DAL,NE,24,21,4500,16.8
57,611,Joe Flacco,QB,5,BAL,CLE,30,27,5600,16.7
58,12771,Ryan Mallett,QB,5,HOU,IND,22,20,5000,16.5
59,16771,Todd Gurley,RB,5,LA,GB,6,10,4300,16.5
60,13723,Nick Foles,QB,5,LA,GB,6,13,5200,16.4
61,15048,Travis Kelce,TE,5,KC,CHI,17,9,5200,16.4
62,3519,Vincent Jackson,WR,5,TB,JAX,26,17,5000,16.3
63,6302,James Jones,WR,5,GB,LA,9,5,5700,16.1
64,16640,John Brown,WR,5,ARI,DET,22,21,5100,15.9
65,13887,Travis Benjamin,WR,5,CLE,BAL,21,31,4500,15.8
