Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,13320,Cam Newton,QB,15,CAR,NYG,30,27,7800,26.3
2,2428,Carson Palmer,QB,15,ARI,PHI,27,30,7000,26.2
3,9038,Matthew Stafford,QB,15,DET,NO,32,32,6100,23.4
4,4314,Tom Brady,QB,15,NE,TEN,21,28,7800,23
5,13291,Julio Jones,WR,15,ATL,JAX,25,15,8500,22.7
6,4807,Adrian Peterson,RB,15,MIN,CHI,15,17,7100,22.5
7,7242,Drew Brees,QB,15,NO,DET,23,18,6600,22.4
8,11056,Antonio Brown,WR,15,PIT,DEN,1,1,8700,21.6
9,5571,Larry Fitzgerald,WR,15,ARI,PHI,27,31,7300,21
10,14986,DeAndre Hopkins,WR,15,HOU,IND,31,29,8500,20.8
11,14187,Alshon Jeffery,WR,15,CHI,MIN,12,16,7300,20.7
12,16389,Odell Beckham Jr,WR,15,NYG,CAR,3,7,9200,20.4
13,11667,Brandon Marshall,WR,15,NYJ,DAL,10,4,7600,20
14,11932,LeSean McCoy,RB,15,BUF,WAS,17,15,6300,19.9
15,14536,Russell Wilson,QB,15,SEA,CLE,28,25,7000,19.9
16,6029,Calvin Johnson,WR,15,DET,NO,32,20,6900,19.7
17,16245,Blake Bortles,QB,15,JAX,ATL,11,5,6100,19.7
18,12845,AJ Green,WR,15,CIN,SF,26,19,7900,19.6
19,11197,Demaryius Thomas,WR,15,DEN,PIT,18,27,6800,19.6
20,8914,Jeremy Maclin,WR,15,KC,BAL,23,32,5500,19.5
21,16524,Devonta Freeman,RB,15,ATL,JAX,25,17,7500,19.4
22,2593,Aaron Rodgers,QB,15,GB,OAK,24,24,7400,19.3
23,16847,David Johnson,RB,15,ARI,PHI,27,20,5700,19.3
24,16020,Jarvis Landry,WR,15,MIA,SD,20,6,6300,19.3
25,13227,Randall Cobb,WR,15,GB,OAK,24,11,6300,19.2
26,12831,Tyrod Taylor,QB,15,BUF,WAS,17,16,5600,19
27,8244,Philip Rivers,QB,15,SD,MIA,29,23,5500,19
28,11611,Golden Tate,WR,15,DET,NO,32,20,5500,18.9
29,8283,Ryan Fitzpatrick,QB,15,NYJ,DAL,10,10,5400,18.8
30,16263,Allen Robinson,WR,15,JAX,ATL,11,2,7600,18.8
31,3807,Ben Roethlisberger,QB,15,PIT,DEN,1,1,6400,18.6
32,16597,Mike Evans,WR,15,TB,LA,9,4,7400,18.6
33,9906,Danny Amendola,WR,15,NE,TEN,21,23,5700,18.6
34,732,Matt Ryan,QB,15,ATL,JAX,25,31,5700,18.5
35,16311,Derek Carr,QB,15,OAK,GB,9,12,5600,18.3
36,16568,Brandin Cooks,WR,15,NO,DET,23,14,5900,18.2
37,16763,Marcus Mariota,QB,15,TEN,NE,7,8,5500,18.2
38,16135,Johnny Manziel,QB,15,CLE,SEA,2,4,5100,18.1
39,16003,Sammy Watkins,WR,15,BUF,WAS,17,24,6200,18.1
40,13799,Ryan Tannehill,QB,15,MIA,SD,20,13,5100,18.1
41,6739,Alex Smith,QB,15,KC,BAL,23,29,5100,18
42,11182,Eric Decker,WR,15,NYJ,DAL,10,4,6300,18
43,14053,Brock Osweiler,QB,15,DEN,PIT,18,22,5100,18
44,14005,TY Hilton,WR,15,IND,HOU,14,12,5900,17.9
45,4932,Eli Manning,QB,15,NYG,CAR,3,2,5600,17.9
46,13460,Doug Baldwin,WR,15,SEA,CLE,28,26,5800,17.8
47,16765,Amari Cooper,WR,15,OAK,GB,9,9,6000,17.8
48,15100,Jordan Reed,TE,15,WAS,BUF,16,12,5900,17.8
49,8972,Jay Cutler,QB,15,CHI,MIN,12,14,5300,17.7
50,1658,Greg Olsen,TE,15,CAR,NYG,30,30,6900,17.7
51,14252,Kirk Cousins,QB,15,WAS,BUF,16,15,5200,17.7
52,7580,DeAngelo Williams,RB,15,PIT,DEN,1,14,6600,17.6
53,16762,Jameis Winston,QB,15,TB,LA,9,8,5500,17.6
54,16116,AJ McCarron,QB,15,CIN,SF,26,17,5400,17.4
55,10974,Rob Gronkowski,TE,15,NE,TEN,21,21,7700,17.3
56,4577,Gary Barnidge,TE,15,CLE,SEA,2,24,5000,17.3
57,12982,Blaine Gabbert,QB,15,SF,CIN,4,3,5100,17.2
58,12956,TJ Yates,QB,15,HOU,IND,31,26,5000,17.1
59,13791,Lamar Miller,RB,15,MIA,SD,20,28,6300,16.9
60,1034,Matt Hasselbeck,QB,15,IND,HOU,14,18,5000,16.9
61,16497,Teddy Bridgewater,QB,15,MIN,CHI,15,20,5100,16.8
62,16640,John Brown,WR,15,ARI,PHI,27,31,4900,16.8
63,11527,Sam Bradford,QB,15,PHI,ARI,5,5,5100,16.7
64,9331,Michael Crabtree,WR,15,OAK,GB,9,9,5700,16.7
65,14385,Doug Martin,RB,15,TB,LA,9,22,6600,16.6
66,7884,Antonio Gates,TE,15,SD,MIA,29,12,4600,16.6
67,15138,Eddie Lacy,RB,15,GB,OAK,24,16,5200,16.5
68,14478,Michael Floyd,WR,15,ARI,PHI,27,31,4400,16.4
69,16146,Martavis Bryant,WR,15,PIT,DEN,1,1,5500,16.2
70,16253,Allen Hurns,WR,15,JAX,ATL,11,2,5600,16.1
71,2699,Matt Forte,RB,15,CHI,MIN,12,6,6500,16
72,15018,Denard Robinson,RB,15,JAX,ATL,11,31,4600,16
73,13027,Julius Thomas,TE,15,JAX,ATL,11,27,4700,15.9
74,15071,Latavius Murray,RB,15,OAK,GB,9,13,4500,15.8
75,12109,Ted Ginn,WR,15,CAR,NYG,30,18,4600,15.8
76,12239,Chris Ivory,RB,15,NYJ,DAL,10,27,5200,15.7
77,16307,Charcandrick West,RB,15,KC,BAL,23,4,4800,15.7
78,2262,Tim Hightower,RB,15,NO,DET,23,24,3900,15.6
79,16771,Todd Gurley,RB,15,LA,TB,18,9,6700,15.3
80,11463,Brandon LaFell,WR,15,NE,TEN,21,23,4500,15.3
81,11756,Benjamin Watson,TE,15,NO,DET,23,28,4800,15.1
82,15048,Travis Kelce,TE,15,KC,BAL,23,3,4400,14.7
83,16112,Jeremy Hill,RB,15,CIN,SF,26,32,5000,14.4
84,16830,Tyler Lockett,WR,15,SEA,CLE,28,26,4200,14.2
85,16491,Richard Rodgers,TE,15,GB,OAK,24,31,4300,14.2
86,6302,James Jones,WR,15,GB,OAK,24,11,4000,13.5
87,13741,Brandon Bolden,RB,15,NE,TEN,21,8,3200,13.3
88,7175,Delanie Walker,TE,15,TEN,NE,7,4,5600,12.5
89,16886,Javorius Allen,RB,15,BAL,KC,8,5,4500,12.1
90,16829,Clive Walford,TE,15,OAK,GB,9,23,2600,12
91,8723,Matt Cassel,QB,15,DAL,NYJ,7,12,5100,11.8
92,12722,Kamar Aiken,WR,15,BAL,KC,8,30,4600,11.6
93,11063,Emmanuel Sanders,WR,15,DEN,PIT,18,27,5500,11.2
94,15694,Case Keenum,QB,15,LA,TB,18,19,5000,10.9
95,722,Jason Witten,TE,15,DAL,NYJ,7,5,4300,10.6
96,11712,Anquan Boldin,WR,15,SF,CIN,4,13,3900,10.3
97,13158,Shaun Draughn,RB,15,SF,CIN,4,12,4600,10.2
98,15126,Theo Riddick,RB,15,DET,NO,32,30,4000,10.2
99,15263,Luke Willson,TE,15,SEA,CLE,28,17,2500,10.1
100,12506,James Starks,RB,15,GB,OAK,24,16,4400,10.1
101,3943,DeSean Jackson,WR,15,WAS,BUF,16,20,4500,10
102,4633,Matt Schaub,QB,15,BAL,KC,8,6,5000,9.9
103,5820,Frank Gore,RB,15,IND,HOU,14,19,4000,9.8
104,11270,Dez Bryant,WR,15,DAL,NYJ,7,22,6000,9.8
105,6198,Darren Sproles,RB,15,PHI,ARI,5,8,4200,9.8
106,7635,Heath Miller,TE,15,PIT,DEN,1,22,3700,9.8
107,16141,Willie Snead,WR,15,NO,DET,23,14,4600,9.7
108,14916,Giovani Bernard,RB,15,CIN,SF,26,32,4500,9.5
109,13887,Travis Benjamin,WR,15,CLE,SEA,2,3,4500,9.5
110,8066,Darren McFadden,RB,15,DAL,NYJ,7,2,4900,9.4
111,16838,Duke Johnson,RB,15,CLE,SEA,2,1,3500,9.4
112,16867,Jeremy Langford,RB,15,CHI,MIN,12,6,3900,9.3
113,12317,Danny Woodhead,RB,15,SD,MIA,29,29,4200,9.3
114,16801,Dorial Green-Beckham,WR,15,TEN,NE,7,17,3800,9.1
115,16776,Melvin Gordon,RB,15,SD,MIA,29,29,3800,9
116,13870,Marvin Jones,WR,15,CIN,SF,26,19,4200,8.9
117,16856,Matt Jones,RB,15,WAS,BUF,16,21,4000,8.8
118,16906,Stefon Diggs,WR,15,MIN,CHI,15,10,4000,8.8
119,14242,Rueben Randle,WR,15,NYG,CAR,3,7,3500,8.8
120,7711,Malcom Floyd,WR,15,SD,MIA,29,28,3500,8.8
121,15261,Spencer Ware,RB,15,KC,BAL,23,4,4000,8.7
122,6767,Pierre Garcon,WR,15,WAS,BUF,16,20,4100,8.7
123,16608,Austin Seferian-Jenkins,TE,15,TB,LA,9,19,3400,8.7
124,14871,Robert Woods,WR,15,BUF,WAS,17,24,3800,8.7
125,14856,Zach Ertz,TE,15,PHI,ARI,5,14,3200,8.7
126,12415,Zach Miller,TE,15,CHI,MIN,12,15,3600,8.5
127,15215,Tavon Austin,WR,15,LA,TB,18,23,3900,8.4
128,15974,Jordan Matthews,WR,15,PHI,ARI,5,8,4300,8.4
129,852,Jacob Tamme,TE,15,ATL,JAX,25,29,3300,8.3
130,13997,Coby Fleener,TE,15,IND,HOU,14,16,2700,8.3
131,14122,Ladarius Green,TE,15,SD,MIA,29,12,2700,8.1
132,90,Seattle Seahawks,DST,15,SEA,CLE,--,--,4200,8
133,55,Kansas City Chiefs,DST,15,KC,BAL,--,--,3700,8
134,21,New England Patriots,DST,15,NE,TEN,--,--,3700,8
135,49,Denver Broncos,DST,15,DEN,PIT,--,--,3400,8
136,28,Pittsburgh Steelers,DST,15,PIT,DEN,--,--,2700,8
137,15239,Vance McDonald,TE,15,SF,CIN,4,9,2500,8
