Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
47,14252,Kirk Cousins,QB,4,WAS,PHI,13,12,5400,13.4
48,5282,Josh McCown,QB,4,CLE,SD,10,5,5100,13.2
49,12771,Ryan Mallett,QB,4,HOU,ATL,17,8,5000,13.1
50,16497,Teddy Bridgewater,QB,4,MIN,DEN,1,1,5700,12.9
51,16020,Jarvis Landry,WR,4,MIA,NYJ,2,9,6500,12.9
52,16568,Brandin Cooks,WR,4,NO,DAL,11,15,6100,12.9
53,14005,TY Hilton,WR,4,IND,JAX,28,20,6700,12.6
54,13723,Nick Foles,QB,4,LA,ARI,4,3,5100,12.5
55,16608,Austin Seferian-Jenkins,TE,4,TB,CAR,3,6,3900,12.4
56,6029,Calvin Johnson,WR,4,DET,SEA,3,3,7500,12.2
57,13910,Brandon Weeden,QB,4,DAL,NO,30,32,5100,12.1
58,15071,Latavius Murray,RB,4,OAK,CHI,24,12,6300,11.9
59,8914,Jeremy Maclin,WR,4,KC,CIN,9,17,5800,11.8
60,9369,Justin Forsett,RB,4,BAL,PIT,15,2,6000,11.3
61,16524,Devonta Freeman,RB,4,ATL,HOU,14,9,5200,11.2
62,14916,Giovani Bernard,RB,4,CIN,KC,32,3,5000,11.2
63,6767,Pierre Garcon,WR,4,WAS,PHI,13,27,5300,11.2
64,9079,Percy Harvin,WR,4,BUF,NYG,25,13,4600,11.1
65,11611,Golden Tate,WR,4,DET,SEA,3,3,5300,11
66,16263,Allen Robinson,WR,4,JAX,IND,23,25,5500,11
67,11447,Jimmy Clausen,QB,4,CHI,OAK,31,26,5000,10.9
68,1658,Greg Olsen,TE,4,CAR,TB,18,7,5400,10.8
69,15048,Travis Kelce,TE,4,KC,CIN,9,9,5300,10.7
70,16915,Karlos Williams,RB,4,BUF,NYG,25,23,3400,10.4
71,13791,Lamar Miller,RB,4,MIA,NYJ,2,7,4700,10.4
72,9331,Michael Crabtree,WR,4,OAK,CHI,24,26,4600,10.4
73,13337,Mark Ingram,RB,4,NO,DAL,11,26,6000,10.3
74,16797,TJ Yeldon,RB,4,JAX,IND,23,25,4400,10.3
75,722,Jason Witten,TE,4,DAL,NO,30,31,4400,10.3
76,1181,Martellus Bennett,TE,4,CHI,OAK,31,32,4500,10.2
77,15100,Jordan Reed,TE,4,WAS,PHI,13,2,4500,10.1
78,1,Arizona Cardinals,DST,4,ARI,LA,--,--,3400,10
79,3519,Vincent Jackson,WR,4,TB,CAR,3,7,4900,9.7
80,16640,John Brown,WR,4,ARI,LA,7,3,5100,9.7
81,16668,Carlos Hyde,RB,4,SF,GB,16,22,5100,9.6
82,11712,Anquan Boldin,WR,4,SF,GB,16,11,4800,9.6
83,16232,Donte Moncrief,WR,4,IND,JAX,28,20,5000,9.6
84,13275,Kyle Rudolph,TE,4,MIN,DEN,1,17,3200,9.6
85,16776,Melvin Gordon,RB,4,SD,CLE,22,30,4900,9.5
86,16815,Ameer Abdullah,RB,4,DET,SEA,3,2,4100,9.5
87,6198,Darren Sproles,RB,4,PHI,WAS,6,2,4500,9.5
88,15088,Terrance Williams,WR,4,DAL,NO,30,7,4500,9.5
89,11792,Arian Foster,RB,4,HOU,ATL,17,32,7000,9.4
90,8972,Jay Cutler,QB,4,CHI,OAK,31,26,5500,9.3
91,5451,Jonathan Stewart,RB,4,CAR,TB,18,29,4700,9.3
92,13460,Doug Baldwin,WR,4,SEA,DET,29,21,4200,9.3
93,16253,Allen Hurns,WR,4,JAX,IND,23,25,3900,9.2
94,11182,Eric Decker,WR,4,NYJ,MIA,20,24,4800,9.1
95,2950,Steve Johnson,WR,4,SD,CLE,22,22,4400,9.1
96,12109,Ted Ginn,WR,4,CAR,TB,18,23,3400,9.1
97,11488,Jimmy Graham,TE,4,SEA,DET,29,28,6000,9
98,5094,Marques Colston,WR,4,NO,DAL,11,15,4500,9
99,8529,Mike Wallace,WR,4,MIN,DEN,1,1,4400,9
100,14918,Tyler Eifert,TE,4,CIN,KC,32,8,4600,8.9
101,14242,Rueben Randle,WR,4,NYG,BUF,27,30,4500,8.9
102,15020,CJ Anderson,RB,4,DEN,MIN,8,13,5900,8.8
103,13788,Rishard Matthews,WR,4,MIA,NYJ,2,9,4400,8.8
104,13870,Marvin Jones,WR,4,CIN,KC,32,32,3800,8.8
105,14871,Robert Woods,WR,4,BUF,NYG,25,13,3100,8.6
106,7389,Eddie Royal,WR,4,CHI,OAK,31,12,3700,8.6
107,12317,Danny Woodhead,RB,4,SD,CLE,22,30,4600,8.5
108,13162,Leonard Hankerson,WR,4,ATL,HOU,14,8,3700,8.5
109,204,Roddy White,WR,4,ATL,HOU,14,8,4000,8.5
110,8534,Jared Cook,TE,4,LA,ARI,4,5,3000,8.5
111,8532,Kenny Britt,WR,4,LA,ARI,4,6,4200,8.4
112,13002,Cecil Shorts,WR,4,HOU,ATL,17,4,3500,8.4
113,14731,Lance Dunbar,RB,4,DAL,NO,30,13,3600,8.3
114,14385,Doug Martin,RB,4,TB,CAR,3,14,4400,8.2
115,15782,Larry Donnell,TE,4,NYG,BUF,27,28,2900,8.2
116,12751,Charles Clay,TE,4,BUF,NYG,25,30,3300,8.2
117,14122,Ladarius Green,TE,4,SD,CLE,22,14,3200,8.1
118,16451,Eric Ebron,TE,4,DET,SEA,3,26,3500,8.1
119,5,Carolina Panthers,DST,4,CAR,TB,--,--,3300,8
120,49,Denver Broncos,DST,4,DEN,MIN,--,--,3300,8
121,13124,DeMarco Murray,RB,4,PHI,WAS,6,2,6500,7.9
122,12800,Bilal Powell,RB,4,NYJ,MIA,20,16,3700,7.9
123,12239,Chris Ivory,RB,4,NYJ,MIA,20,16,4800,7.8
124,13887,Travis Benjamin,WR,4,CLE,SD,10,2,4500,7.8
125,12780,Shane Vereen,RB,4,NYG,BUF,27,6,4300,7.8
126,14141,Cole Beasley,WR,4,DAL,NO,30,7,3300,7.8
127,12830,Torrey Smith,WR,4,SF,GB,16,11,4600,7.7
128,15126,Theo Riddick,RB,4,DET,SEA,3,2,3000,7.7
129,11256,Ryan Mathews,RB,4,PHI,WAS,6,2,3800,7.6
130,16127,Isaiah Crowell,RB,4,CLE,SD,10,31,4100,7.5
131,10949,CJ Spiller,RB,4,NO,DAL,11,26,3900,7.5
132,6828,Chris Johnson,RB,4,ARI,LA,7,27,4500,7.4
133,8564,Nate Washington,WR,4,HOU,ATL,17,4,3500,7.3
134,16838,Duke Johnson,RB,4,CLE,SD,10,31,3100,7.2
135,14749,Jermaine Kearse,WR,4,SEA,DET,29,21,3600,7.2
136,14856,Zach Ertz,TE,4,PHI,WAS,6,12,3200,7.2
137,7711,Malcom Floyd,WR,4,SD,CLE,22,22,3700,7.1
138,90,Seattle Seahawks,DST,4,SEA,DET,--,--,3700,7
139,13,Houston Texans,DST,4,HOU,ATL,--,--,3000,7
140,37,Buffalo Bills,DST,4,BUF,NYG,--,--,3000,7
141,12,Green Bay Packers,DST,4,GB,SF,--,--,2700,7
142,26,Philadelphia Eagles,DST,4,PHI,WAS,--,--,2700,7
143,84,San Diego Chargers,DST,4,SD,CLE,--,--,2800,7
144,14,Indianapolis Colts,DST,4,IND,JAX,--,--,2800,7
145,12861,Jordan Cameron,TE,4,MIA,NYJ,2,3,3400,7
146,8330,Brian Hartline,WR,4,CLE,SD,10,2,3200,7
147,16856,Matt Jones,RB,4,WAS,PHI,13,5,4500,6.9
148,8649,Rashad Jennings,RB,4,NYG,BUF,27,6,4200,6.9
149,16781,Nelson Agholor,WR,4,PHI,WAS,6,17,4500,6.9
150,16855,Ty Montgomery,WR,4,GB,SF,29,29,3000,6.9
151,14478,Michael Floyd,WR,4,ARI,LA,7,3,3300,6.8
152,4640,Reggie Bush,RB,4,SF,GB,16,22,3800,6.7
153,16189,Alfred Blue,RB,4,HOU,ATL,17,32,3900,6.6
154,2429,Andre Johnson,WR,4,IND,JAX,28,20,4500,6.6
155,14973,Markus Wheaton,WR,4,PIT,BAL,27,31,3500,6.5
156,16816,Maxx Williams,TE,4,BAL,PIT,15,30,2500,6.5
157,12847,Andrew Hawkins,WR,4,CLE,SD,10,2,3000,6.4
158,16802,Devin Funchess,WR,4,CAR,TB,18,23,3100,6.4
159,14046,Ronnie Hillman,RB,4,DEN,MIN,8,13,4700,6.3
160,1810,Owen Daniels,TE,4,DEN,MIN,8,18,2700,6.3
161,14269,Alfred Morris,RB,4,WAS,PHI,13,5,4100,6.2
162,17050,Thomas Rawls,RB,4,SEA,DET,29,23,3000,6.2
163,16609,Charles Sims,RB,4,TB,CAR,3,14,3600,6.2
164,15118,Marquess Wilson,WR,4,CHI,OAK,31,12,3000,6.2
165,12506,James Starks,RB,4,GB,SF,29,28,3800,6.1
166,16491,Richard Rodgers,TE,4,GB,SF,29,13,2500,6.1
167,64,Miami Dolphins,DST,4,MIA,NYJ,--,--,2700,6
168,7,Cincinnati Bengals,DST,4,CIN,KC,--,--,2800,6
169,82,New York Jets,DST,4,NYJ,MIA,--,--,3100,6
170,8,Cleveland Browns,DST,4,CLE,SD,--,--,2700,6
171,32,Los Angeles Rams,DST,4,LA,ARI,--,--,2700,6
172,36,Baltimore Ravens,DST,4,BAL,PIT,--,--,2700,6
173,2,Atlanta Falcons,DST,4,ATL,HOU,--,--,2900,6
174,97,Washington Redskins,DST,4,WAS,PHI,--,--,2600,6
175,7635,Heath Miller,TE,4,PIT,BAL,27,1,3700,6
176,16847,David Johnson,RB,4,ARI,LA,7,27,4200,5.9
177,14496,Garrett Celek,TE,4,SF,GB,16,20,2500,5.9
178,16771,Todd Gurley,RB,4,LA,ARI,4,10,4300,5.8
179,11756,Benjamin Watson,TE,4,NO,DAL,11,5,2600,5.8
180,15207,Benjamin Cunningham,RB,4,LA,ARI,4,10,3400,5.6
181,15215,Tavon Austin,WR,4,LA,ARI,4,6,3700,5.3
182,12722,Kamar Aiken,WR,4,BAL,PIT,15,17,3300,5.3
183,16411,Ryan Grant,WR,4,WAS,PHI,13,27,3000,5.1
184,13878,Mohamed Sanu,WR,4,CIN,KC,32,32,3100,5.1
185,13595,Bryan Walters,WR,4,JAX,IND,23,25,3000,5.1
186,55,Kansas City Chiefs,DST,4,KC,CIN,--,--,2800,5
187,38,Chicago Bears,DST,4,CHI,OAK,--,--,2600,5
188,5701,Fred Jackson,RB,4,SEA,DET,29,23,3000,5
189,16775,Devante Parker,WR,4,MIA,NYJ,2,9,3000,5
190,15479,Marlon Brown,WR,4,BAL,PIT,15,17,3000,5
191,14424,Brian Quick,WR,4,LA,ARI,4,6,3200,4.9
192,16790,Phillip Dorsett,WR,4,IND,JAX,28,20,3300,4.8
193,8771,Darrius Heyward-Bey,WR,4,PIT,BAL,27,31,3600,4.8
194,4577,Gary Barnidge,TE,4,CLE,SD,10,19,3100,4.8
195,16553,Corey Brown,WR,4,CAR,TB,18,23,3200,4.8
196,14465,Jarius Wright,WR,4,MIN,DEN,1,1,3000,4.7
197,16129,Taylor Gabriel,WR,4,CLE,SD,10,2,3000,4.7
198,15150,Cordarrelle Patterson,WR,4,MIN,DEN,1,1,3000,4.7
199,8777,Louis Murphy,WR,4,TB,CAR,3,7,3200,4.6
200,16798,Devin Smith,WR,4,NYJ,MIA,20,24,3000,4.6
201,13264,Andre Holmes,WR,4,OAK,CHI,24,26,3000,4.5
202,16567,Brandon Coleman,WR,4,NO,DAL,11,15,3200,4.5
203,13997,Coby Fleener,TE,4,IND,JAX,28,23,3200,4.5
204,16866,Jamison Crowder,WR,4,WAS,PHI,13,27,3200,4.5
205,11101,Garrett Graham,TE,4,HOU,ATL,17,15,2500,4.5
206,12551,Jordan Norwood,WR,4,DEN,MIN,8,15,3000,4.5
207,15216,Stedman Bailey,WR,4,LA,ARI,4,6,3000,4.5
208,16031,Damien Williams,RB,4,MIA,NYJ,2,7,3000,4.4
209,16830,Tyler Lockett,WR,4,SEA,DET,29,21,3500,4.4
210,11317,Clay Harbor,TE,4,JAX,IND,23,10,2500,4.4
211,6597,Greg Jennings,WR,4,MIA,NYJ,2,9,3000,4.4
212,15196,Kenny Stills,WR,4,MIA,NYJ,2,9,3000,4.3
213,15072,Mychal Rivera,TE,4,OAK,CHI,24,11,2500,4.3
214,8778,Brandon Myers,TE,4,TB,CAR,3,6,2500,4.3
215,16135,Johnny Manziel,QB,4,CLE,SD,10,5,5000,4.2
216,14828,Chris Hogan,WR,4,BUF,NYG,25,13,3200,4.2
217,3061,Marcedes Lewis,TE,4,JAX,IND,23,10,2500,4.2
218,13386,Lance Kendricks,TE,4,LA,ARI,4,5,2500,4.2
219,15378,Levine Toilolo,TE,4,ATL,HOU,14,24,2500,4.2
220,16626,Tre Mason,RB,4,LA,ARI,4,10,4000,4.1
221,15247,Darren Fells,TE,4,ARI,LA,7,16,2500,4.1
222,28,Pittsburgh Steelers,DST,4,PIT,BAL,--,--,2900,4
223,48,Dallas Cowboys,DST,4,DAL,NO,--,--,2800,4
224,69,New Orleans Saints,DST,4,NO,DAL,--,--,2400,4
225,83,Oakland Raiders,DST,4,OAK,CHI,--,--,2600,4
226,67,Minnesota Vikings,DST,4,MIN,DEN,--,--,2600,4
227,11,Detroit Lions,DST,4,DET,SEA,--,--,2700,4
228,75,New York Giants,DST,4,NYG,BUF,--,--,2700,4
229,52,Jacksonville Jaguars,DST,4,JAX,IND,--,--,2500,4
230,95,Tampa Bay Buccaneers,DST,4,TB,CAR,--,--,2500,4
231,12794,Jeremy Kerley,WR,4,NYJ,MIA,20,24,3000,4
232,15241,Quinton Patton,WR,4,SF,GB,16,11,3000,4
233,14111,Rod Streater,WR,4,OAK,CHI,24,26,3000,4
234,15645,Khiry Robinson,RB,4,NO,DAL,11,26,3000,3.9
235,3382,Marcel Reece,FB,4,OAK,CHI,24,12,3000,3.9
236,14795,Josh Bellamy,WR,4,CHI,OAK,31,12,3000,3.9
237,11313,Riley Cooper,WR,4,PHI,WAS,6,17,3000,3.9
238,16305,De'Anthony Thomas,WR,4,KC,CIN,9,18,3000,3.9
239,6768,Lance Moore,WR,4,DET,SEA,3,3,3000,3.8
240,15045,Knile Davis,RB,4,KC,CIN,9,18,3000,3.7
241,16099,Lorenzo Taliaferro,RB,4,BAL,PIT,15,2,3000,3.7
242,16326,Seth Roberts,WR,4,OAK,CHI,24,26,3000,3.6
243,16831,Jaelen Strong,WR,4,HOU,ATL,17,4,3000,3.6
244,16878,Blake Bell,TE,4,SF,GB,16,20,2500,3.6
245,16510,Jerick McKinnon,RB,4,MIN,DEN,1,19,3000,3.5
246,16345,Branden Oliver,RB,4,SD,CLE,22,30,3000,3.5
247,15102,Chris Thompson,RB,4,WAS,PHI,13,5,3500,3.5
248,1986,Jason Avant,WR,4,KC,CIN,9,17,3000,3.5
249,12415,Zach Miller,TE,4,CHI,OAK,31,32,2500,3.5
250,16965,Josh Robinson,RB,4,IND,JAX,28,26,3200,3.4
251,4738,Mike Tolbert,FB,4,CAR,TB,18,29,3000,3.4
252,15616,Fozzy Whittaker,RB,4,CAR,TB,18,29,3000,3.2
253,14901,Kyle Juszczyk,FB,4,BAL,PIT,15,2,3000,3.2
254,7580,DeAngelo Williams,RB,4,PIT,BAL,27,5,4600,3.1
255,11413,Toby Gerhart,RB,4,JAX,IND,23,25,3000,3.1
256,13299,Jacquizz Rodgers,RB,4,CHI,OAK,31,20,3000,3.1
257,1034,Matt Hasselbeck,QB,4,IND,JAX,28,25,5000,3
258,8066,Darren McFadden,RB,4,DAL,NO,30,13,3600,2.9
259,16867,Jeremy Langford,RB,4,CHI,OAK,31,20,3000,2.9
260,16886,Javorius Allen,RB,4,BAL,PIT,15,2,3000,2.8
261,16141,Willie Snead,WR,4,NO,DAL,11,15,3000,2.8
262,16934,Cameron Artis-Payne,RB,4,CAR,TB,18,29,3000,2.7
263,16381,Devin Street,WR,4,DAL,NO,30,7,3000,2.7
264,15082,Gavin Escobar,TE,4,DAL,NO,30,31,2500,2.7
265,17089,Terron Ward,RB,4,ATL,HOU,14,9,3000,2.7
266,11026,Jermaine Gresham,TE,4,ARI,LA,7,16,2500,2.6
267,3330,Miles Austin,WR,4,PHI,WAS,6,17,3000,2.6
268,16063,Quincy Enunwa,WR,4,NYJ,MIA,20,24,3200,2.6
269,15757,Jake Stoneburner,TE,4,MIA,NYJ,2,3,2500,2.6
270,12153,Ed Dickson,TE,4,CAR,TB,18,7,2500,2.6
271,15971,Josh Huff,WR,4,PHI,WAS,6,17,3000,2.6
272,13117,Dwayne Harris,WR,4,NYG,BUF,27,30,3000,2.5
273,16731,Chris Matthews,WR,4,SEA,DET,29,21,3000,2.5
274,16276,Bennie Fowler,WR,4,DEN,MIN,8,15,3000,2.5
275,16402,Andre Williams,RB,4,NYG,BUF,27,6,3100,2.4
276,15221,Zac Stacy,RB,4,NYJ,MIA,20,16,3000,2.4
277,15263,Luke Willson,TE,4,SEA,DET,29,28,2500,2.4
278,15534,Adam Thielen,WR,4,MIN,DEN,1,1,3000,2.4
279,5511,Brent Celek,TE,4,PHI,WAS,6,12,2500,2.4
280,15509,Jaron Brown,WR,4,ARI,LA,7,3,3000,2.4
281,13163,Roy Helu,RB,4,OAK,CHI,24,12,3000,2.3
282,7203,Dwayne Bowe,WR,4,CLE,SD,10,2,3300,2.3
283,13406,Rob Housler,TE,4,CLE,SD,10,19,2500,2.3
284,8142,Kellen Davis,TE,4,NYJ,MIA,20,22,2500,2.3
285,13255,Matt Asiata,RB,4,MIN,DEN,1,19,3000,2.2
286,15239,Vance McDonald,TE,4,SF,GB,16,20,2500,2.2
287,16933,James O'Shaughnessy,TE,4,KC,CIN,9,9,2500,2.2
288,15714,Brenton Bersin,WR,4,CAR,TB,18,23,3000,2.2
289,15866,Josh Hill,TE,4,NO,DAL,11,5,2500,2.1
290,13016,Virgil Green,TE,4,DEN,MIN,8,18,2500,2.1
291,16664,Bruce Ellington,WR,4,SF,GB,16,11,3000,2.1
292,17023,Zach Zenner,RB,4,DET,SEA,3,2,3000,2.1
293,15123,Corey Fuller,WR,4,DET,SEA,3,3,3000,2.1
294,3989,Andre Caldwell,WR,4,DEN,MIN,8,15,3000,2
295,15697,Chase Ford,TE,4,MIN,DEN,1,17,2500,1.9
296,13852,Bobby Rainey,RB,4,TB,CAR,3,14,3000,1.9
297,16480,Jeff Janis,WR,4,GB,SF,29,29,3000,1.9
298,11555,Jim Dray,TE,4,CLE,SD,10,19,2500,1.9
299,16200,CJ Fiedorowicz,TE,4,HOU,ATL,17,15,2500,1.9
300,14687,Bernard Pierce,RB,4,JAX,IND,23,25,3000,1.9
