Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,13291,Julio Jones,WR,12,ATL,MIN,7,9,9400,27.2
2,14986,DeAndre Hopkins,WR,12,HOU,NO,32,24,9100,26.4
3,2593,Aaron Rodgers,QB,12,GB,CHI,15,15,7400,23.5
4,2428,Carson Palmer,QB,12,ARI,SF,28,25,7100,22.7
5,16389,Odell Beckham Jr,WR,12,NYG,WAS,20,27,8700,22.4
6,11056,Antonio Brown,WR,12,PIT,SEA,3,4,8700,22.3
7,5571,Larry Fitzgerald,WR,12,ARI,SF,28,28,7400,21.6
8,6029,Calvin Johnson,WR,12,DET,PHI,20,31,7200,20.6
9,13124,DeMarco Murray,RB,12,PHI,DET,27,25,6100,20.1
10,14536,Russell Wilson,QB,12,SEA,PIT,18,18,6000,20
11,8066,Darren McFadden,RB,12,DAL,CAR,3,12,5500,20
12,12845,AJ Green,WR,12,CIN,LA,4,2,7400,19.9
13,16263,Allen Robinson,WR,12,JAX,SD,22,7,7300,19.9
14,11197,Demaryius Thomas,WR,12,DEN,NE,12,23,7400,19.8
15,13320,Cam Newton,QB,12,CAR,DAL,13,7,7100,19.6
16,16245,Blake Bortles,QB,12,JAX,SD,22,15,5900,19.5
17,16771,Todd Gurley,RB,12,LA,CIN,8,13,7500,19.3
18,11667,Brandon Marshall,WR,12,NYJ,MIA,26,20,6800,19.1
19,14385,Doug Martin,RB,12,TB,IND,27,25,5800,18.9
20,7242,Drew Brees,QB,12,NO,HOU,14,16,7300,18.9
21,9038,Matthew Stafford,QB,12,DET,PHI,20,21,5800,18.8
22,8244,Philip Rivers,QB,12,SD,JAX,21,27,6700,18.8
23,732,Matt Ryan,QB,12,ATL,MIN,7,7,6900,18.8
24,10974,Rob Gronkowski,TE,12,NE,DEN,1,14,7900,18.8
25,4932,Eli Manning,QB,12,NYG,WAS,20,23,6500,18.7
26,16597,Mike Evans,WR,12,TB,IND,27,26,7400,18.7
27,16020,Jarvis Landry,WR,12,MIA,NYJ,5,21,6600,18.7
28,12841,Andy Dalton,QB,12,CIN,LA,4,3,6100,18.5
29,16311,Derek Carr,QB,12,OAK,TEN,13,21,6300,18.5
30,5282,Josh McCown,QB,12,CLE,BAL,22,30,5000,18.5
31,8972,Jay Cutler,QB,12,CHI,GB,16,22,5100,18.4
32,8358,Brian Hoyer,QB,12,HOU,NO,32,32,5000,18.4
33,2950,Steve Johnson,WR,12,SD,JAX,21,15,4500,18.4
34,16797,TJ Yeldon,RB,12,JAX,SD,22,32,4800,18.3
35,8283,Ryan Fitzpatrick,QB,12,NYJ,MIA,26,19,5000,18.3
36,3807,Ben Roethlisberger,QB,12,PIT,SEA,3,6,6700,18.2
37,4807,Adrian Peterson,RB,12,MIN,ATL,6,27,7300,18.2
38,11932,LeSean McCoy,RB,12,BUF,KC,10,6,5300,18.2
39,16763,Marcus Mariota,QB,12,TEN,OAK,29,28,5500,18.1
40,16765,Amari Cooper,WR,12,OAK,TEN,13,14,6800,18.1
41,12831,Tyrod Taylor,QB,12,BUF,KC,10,5,5100,18
42,4314,Tom Brady,QB,12,NE,DEN,1,1,8000,18
43,16568,Brandin Cooks,WR,12,NO,HOU,14,12,6400,18
44,8415,Mark Sanchez,QB,12,PHI,DET,27,26,5200,17.9
45,14053,Brock Osweiler,QB,12,DEN,NE,12,13,5300,17.9
46,14187,Alshon Jeffery,WR,12,CHI,GB,16,10,6600,17.9
47,14005,TY Hilton,WR,12,IND,TB,19,18,5700,17.9
48,14252,Kirk Cousins,QB,12,WAS,NYG,30,26,5400,17.9
49,13799,Ryan Tannehill,QB,12,MIA,NYJ,5,9,5200,17.8
50,11270,Dez Bryant,WR,12,DAL,CAR,3,6,7600,17.8
51,3867,Tony Romo,QB,12,DAL,CAR,3,3,5800,17.8
52,6739,Alex Smith,QB,12,KC,BUF,17,12,5000,17.8
53,1034,Matt Hasselbeck,QB,12,IND,TB,19,20,5400,17.7
54,13337,Mark Ingram,RB,12,NO,HOU,14,22,6400,17.7
55,13227,Randall Cobb,WR,12,GB,CHI,15,16,6500,17.7
56,1658,Greg Olsen,TE,12,CAR,DAL,13,11,6200,17.7
57,11182,Eric Decker,WR,12,NYJ,MIA,26,20,5800,17.7
58,16762,Jameis Winston,QB,12,TB,IND,27,22,5500,17.7
59,9331,Michael Crabtree,WR,12,OAK,TEN,13,14,6400,17.6
60,3943,DeSean Jackson,WR,12,WAS,NYG,30,19,5100,17.5
61,16497,Teddy Bridgewater,QB,12,MIN,ATL,6,4,5000,17.5
62,17050,Thomas Rawls,RB,12,SEA,PIT,18,2,4500,17.4
