Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,13291,Julio Jones,WR,11,ATL,IND,25,25,9300,27.7
2,13320,Cam Newton,QB,11,CAR,WAS,19,13,6900,26.4
3,16524,Devonta Freeman,RB,11,ATL,IND,25,22,8400,23.2
4,4314,Tom Brady,QB,11,NE,BUF,17,12,8500,23.1
5,4807,Adrian Peterson,RB,11,MIN,GB,18,12,6800,22.6
6,16597,Mike Evans,WR,11,TB,PHI,12,30,7300,21.3
7,14986,DeAndre Hopkins,WR,11,HOU,NYJ,5,17,8800,20.6
8,16765,Amari Cooper,WR,11,OAK,DET,31,20,6800,20.3
9,11270,Dez Bryant,WR,11,DAL,MIA,26,18,7700,20.2
10,5571,Larry Fitzgerald,WR,11,ARI,CIN,5,7,7200,20.2
11,6029,Calvin Johnson,WR,11,DET,OAK,30,15,7200,20.1
12,11197,Demaryius Thomas,WR,11,DEN,CHI,13,16,7300,20.1
13,13124,DeMarco Murray,RB,11,PHI,TB,21,11,6000,20
14,14536,Russell Wilson,QB,11,SEA,SF,24,25,5900,19.9
15,12845,AJ Green,WR,11,CIN,ARI,6,15,7700,19.8
16,16307,Charcandrick West,RB,11,KC,SD,23,32,4500,19.6
17,13791,Lamar Miller,RB,11,MIA,DAL,14,29,6200,19.6
18,16245,Blake Bortles,QB,11,JAX,TEN,12,25,5900,19.5
19,16771,Todd Gurley,RB,11,LA,BAL,28,10,7600,19.5
20,11667,Brandon Marshall,WR,11,NYJ,HOU,15,10,7000,19.4
21,2593,Aaron Rodgers,QB,11,GB,MIN,7,7,7500,19.3
22,13227,Randall Cobb,WR,11,GB,MIN,7,9,6700,19.2
23,12831,Tyrod Taylor,QB,11,BUF,NE,14,18,5200,19.1
24,8066,Darren McFadden,RB,11,DAL,MIA,26,31,5000,19.1
25,732,Matt Ryan,QB,11,ATL,IND,25,22,7100,19.1
26,9038,Matthew Stafford,QB,11,DET,OAK,30,26,5400,19
27,9331,Michael Crabtree,WR,11,OAK,DET,31,20,6000,19
28,16311,Derek Carr,QB,11,OAK,DET,31,30,6300,18.9
29,2428,Carson Palmer,QB,11,ARI,CIN,5,6,6700,18.9
30,16263,Allen Robinson,WR,11,JAX,TEN,12,13,7000,18.7
31,6739,Alex Smith,QB,11,KC,SD,23,21,5000,18.7
32,8244,Philip Rivers,QB,11,SD,KC,16,11,6900,18.6
33,8283,Ryan Fitzpatrick,QB,11,NYJ,HOU,15,17,5000,18.5
34,14005,TY Hilton,WR,11,IND,ATL,9,4,6200,18.4
35,9906,Danny Amendola,WR,11,NE,BUF,17,22,4000,18.4
36,12841,Andy Dalton,QB,11,CIN,ARI,6,9,6600,18.3
37,13799,Ryan Tannehill,QB,11,MIA,DAL,14,8,5100,18.1
38,3867,Tony Romo,QB,11,DAL,MIA,26,24,6000,18.1
39,16763,Marcus Mariota,QB,11,TEN,JAX,23,28,5300,18
40,12317,Danny Woodhead,RB,11,SD,KC,16,8,5300,18
41,611,Joe Flacco,QB,11,BAL,LA,3,2,5300,17.9
42,8415,Mark Sanchez,QB,11,PHI,TB,21,23,5000,17.9
43,15071,Latavius Murray,RB,11,OAK,DET,31,28,5600,17.8
44,12722,Kamar Aiken,WR,11,BAL,LA,3,2,4800,17.8
45,16762,Jameis Winston,QB,11,TB,PHI,12,12,5000,17.7
46,1034,Matt Hasselbeck,QB,11,IND,ATL,9,3,5500,17.7
47,16867,Jeremy Langford,RB,11,CHI,DEN,1,19,5600,17.7
48,11182,Eric Decker,WR,11,NYJ,HOU,15,10,5800,17.7
49,11463,Brandon LaFell,WR,11,NE,BUF,17,22,4300,17.7
