Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,2593,Aaron Rodgers,QB,6,GB,SD,15,9,7700,23.9
2,4314,Tom Brady,QB,6,NE,IND,25,20,8100,23.1
3,7242,Drew Brees,QB,6,NO,ATL,16,8,7000,22.8
4,14986,DeAndre Hopkins,WR,6,HOU,JAX,26,8,7700,22.4
5,16524,Devonta Freeman,RB,6,ATL,NO,31,24,7000,21.6
6,8355,Julian Edelman,WR,6,NE,IND,25,29,7600,21.4
7,14967,Le'Veon Bell,RB,6,PIT,ARI,7,7,8500,21.3
8,11792,Arian Foster,RB,6,HOU,JAX,26,28,7000,20.9
9,2699,Matt Forte,RB,6,CHI,DET,27,24,7100,20.8
10,16389,Odell Beckham Jr,WR,6,NYG,PHI,12,30,8900,20.5
11,12845,AJ Green,WR,6,CIN,BUF,18,26,7600,20.5
12,13291,Julio Jones,WR,6,ATL,NO,31,14,9200,20.2
13,14008,Andrew Luck,QB,6,IND,NE,11,17,7600,20
14,11197,Demaryius Thomas,WR,6,DEN,CLE,28,19,7900,20
15,11667,Brandon Marshall,WR,6,NYJ,WAS,8,22,7100,20
16,6029,Calvin Johnson,WR,6,DET,CHI,12,21,7300,19.9
17,5571,Larry Fitzgerald,WR,6,ARI,PIT,16,17,7000,19.9
18,13227,Randall Cobb,WR,6,GB,SD,15,3,7300,19.8
19,14536,Russell Wilson,QB,6,SEA,CAR,4,3,6500,19.7
20,11063,Emmanuel Sanders,WR,6,DEN,CLE,28,19,7500,19.6
21,8914,Jeremy Maclin,WR,6,KC,MIN,9,13,6500,19.6
22,13443,Colin Kaepernick,QB,6,SF,BAL,29,31,5000,19.6
23,15076,Keenan Allen,WR,6,SD,GB,3,4,7600,19.5
24,10974,Rob Gronkowski,TE,6,NE,IND,25,5,7600,19.4
25,13320,Cam Newton,QB,6,CAR,SEA,5,12,6700,19.2
26,16568,Brandin Cooks,WR,6,NO,ATL,16,5,5700,19.2
27,732,Matt Ryan,QB,6,ATL,NO,31,30,6900,19
28,4807,Adrian Peterson,RB,6,MIN,KC,32,14,7600,18.9
29,12841,Andy Dalton,QB,6,CIN,BUF,18,23,5700,18.8
30,16020,Jarvis Landry,WR,6,MIA,TEN,6,7,6200,18.8
31,11056,Antonio Brown,WR,6,PIT,ARI,7,18,8300,18.7
32,14005,TY Hilton,WR,6,IND,NE,11,22,6500,18.7
33,8244,Philip Rivers,QB,6,SD,GB,3,5,6300,18.6
34,2428,Carson Palmer,QB,6,ARI,PIT,16,20,6600,18.5
35,16763,Marcus Mariota,QB,6,TEN,MIA,25,15,5800,18.5
36,4932,Eli Manning,QB,6,NYG,PHI,12,13,6800,18.5
37,11527,Sam Bradford,QB,6,PHI,NYG,19,19,6000,18.4
38,8283,Ryan Fitzpatrick,QB,6,NYJ,WAS,8,8,5000,18.3
39,9038,Matthew Stafford,QB,6,DET,CHI,12,18,5300,18.2
40,6739,Alex Smith,QB,6,KC,MIN,9,7,5300,18.2
41,16245,Blake Bortles,QB,6,JAX,HOU,19,27,5200,18.1
42,13799,Ryan Tannehill,QB,6,MIA,TEN,6,17,5700,18
43,13124,DeMarco Murray,RB,6,PHI,NYG,19,20,6000,18
44,16263,Allen Robinson,WR,6,JAX,HOU,19,16,5900,18
45,8972,Jay Cutler,QB,6,CHI,DET,27,26,5200,17.9
46,5282,Josh McCown,QB,6,CLE,DEN,2,1,5400,17.9
47,16141,Willie Snead,WR,6,NO,ATL,16,5,3300,17.8
48,9447,Michael Vick,QB,6,PIT,ARI,7,6,5000,17.8
49,15138,Eddie Lacy,RB,6,GB,SD,15,31,6300,17.7
50,15974,Jordan Matthews,WR,6,PHI,NYG,19,6,6200,17.7
51,16497,Teddy Bridgewater,QB,6,MIN,KC,32,32,5300,17.6
52,7328,Peyton Manning,QB,6,DEN,CLE,28,28,6600,17.6
53,16640,John Brown,WR,6,ARI,PIT,16,17,5200,17.5
54,611,Joe Flacco,QB,6,BAL,SF,31,29,5900,17.5
55,14187,Alshon Jeffery,WR,6,CHI,DET,27,24,6400,17.4
56,9369,Justin Forsett,RB,6,BAL,SF,31,26,6400,17.3
57,11712,Anquan Boldin,WR,6,SF,BAL,29,31,4300,17.2
58,8358,Brian Hoyer,QB,6,HOU,JAX,26,21,5100,17.1
59,13337,Mark Ingram,RB,6,NO,ATL,16,31,6000,17
60,13957,Kendall Wright,WR,6,TEN,MIA,25,25,5200,16.9
61,14918,Tyler Eifert,TE,6,CIN,BUF,18,21,4900,16.7
62,14868,EJ Manuel,QB,6,BUF,CIN,13,11,5000,16.6
63,1181,Martellus Bennett,TE,6,CHI,DET,27,26,4800,16.3
64,6302,James Jones,WR,6,GB,SD,15,3,5800,16.2
65,12386,Marshawn Lynch,RB,6,SEA,CAR,4,22,6900,16.1
66,5820,Frank Gore,RB,6,IND,NE,11,10,4900,16
67,8529,Mike Wallace,WR,6,MIN,KC,32,32,4500,16
68,16668,Carlos Hyde,RB,6,SF,BAL,29,11,4600,15.9
69,16253,Allen Hurns,WR,6,JAX,HOU,19,16,5000,15.9
70,14252,Kirk Cousins,QB,6,WAS,NYJ,1,2,5100,15.8
71,13887,Travis Benjamin,WR,6,CLE,DEN,2,1,5000,15.7
72,11182,Eric Decker,WR,6,NYJ,WAS,8,22,4900,15.7
73,13162,Leonard Hankerson,WR,6,ATL,NO,31,14,4200,15.4
74,7884,Antonio Gates,TE,6,SD,GB,3,14,4600,15.2
75,12239,Chris Ivory,RB,6,NYJ,WAS,8,3,5100,15
76,13027,Julius Thomas,TE,6,JAX,HOU,19,16,4000,14.1
77,11488,Jimmy Graham,TE,6,SEA,CAR,4,1,5400,13.3
78,16491,Richard Rodgers,TE,6,GB,SD,15,21,3100,12.6
79,12296,LeGarrette Blount,RB,6,NE,IND,25,17,4400,12.2
80,16112,Jeremy Hill,RB,6,CIN,BUF,18,10,5700,12.2
81,12317,Danny Woodhead,RB,6,SD,GB,3,12,4700,12.1
82,14916,Giovani Bernard,RB,6,CIN,BUF,18,10,4600,12
83,12708,Dion Lewis,RB,6,NE,IND,25,17,5800,11.8
84,11932,LeSean McCoy,RB,6,BUF,CIN,13,20,5400,11.3
85,11611,Golden Tate,WR,6,DET,CHI,12,21,5200,11.3
86,16163,Antonio Andrews,RB,6,TEN,MIA,25,23,3400,11.2
87,13791,Lamar Miller,RB,6,MIA,TEN,6,6,4300,10.8
88,1658,Greg Olsen,TE,6,CAR,SEA,5,28,5500,10.7
89,6767,Pierre Garcon,WR,6,WAS,NYJ,1,11,5100,10.7
90,15048,Travis Kelce,TE,6,KC,MIN,9,19,5000,10.3
91,49,Denver Broncos,DST,6,DEN,CLE,--,--,3700,10
92,6828,Chris Johnson,RB,6,ARI,PIT,16,5,4600,9.8
93,16838,Duke Johnson,RB,6,CLE,DEN,2,16,4500,9.6
94,16232,Donte Moncrief,WR,6,IND,NE,11,22,5000,9.5
95,12722,Kamar Aiken,WR,6,BAL,SF,31,28,4300,9.5
96,16307,Charcandrick West,RB,6,KC,MIN,9,15,4000,9.3
97,16815,Ameer Abdullah,RB,6,DET,CHI,12,13,4000,9.3
98,12780,Shane Vereen,RB,6,NYG,PHI,12,4,4200,9.1
99,16003,Sammy Watkins,WR,6,BUF,CIN,13,20,5400,9
100,13460,Doug Baldwin,WR,6,SEA,CAR,4,10,4100,8.9
101,14242,Rueben Randle,WR,6,NYG,PHI,12,30,4400,8.9
102,16866,Jamison Crowder,WR,6,WAS,NYJ,1,11,3600,8.9
103,8649,Rashad Jennings,RB,6,NYG,PHI,12,4,4300,8.5
104,4577,Gary Barnidge,TE,6,CLE,DEN,2,13,4400,8.5
105,5451,Jonathan Stewart,RB,6,CAR,SEA,5,1,3900,8.4
106,2429,Andre Johnson,WR,6,IND,NE,11,22,4300,8.4
107,12751,Charles Clay,TE,6,BUF,CIN,13,5,4300,8.4
108,7175,Delanie Walker,TE,6,TEN,MIA,25,15,3600,8.4
109,15782,Larry Donnell,TE,6,NYG,PHI,12,2,2800,8.4
110,13002,Cecil Shorts,WR,6,HOU,JAX,26,8,3200,8.4
