"","Position","Name","Salary","GameInfo","Projection","Team","FirstName","LastName","Opponent"
"498","WR","Chuck Jacobs",3000,"Buf@Bal 01:00PM ET",0,"Bal","Chuck","Jacobs","Buf"
"499","WR","Jeremy Butler",3000,"Buf@Bal 01:00PM ET",8.413,"Bal","Jeremy","Butler","Buf"
"500","RB","Daniel Lasco",3000,"Oak@NO 01:00PM ET",0,"NO","Daniel","Lasco","Oak"
"501","RB","Tra Carson",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Tra","Carson","NYJ"
"502","WR","De'Anthony Thomas",3000,"SD@KC 01:00PM ET",4.54,"KC","De'Anthony","Thomas","SD"
"503","RB","Bishop Sankey",3000,"Min@Ten 01:00PM ET",4.477,"Ten","Bishop","Sankey","Min"
"504","RB","Taniela Tupou",3000,"Mia@Sea 04:05PM ET",0,"Sea","Taniela","Tupou","Mia"
"505","WR","Kasen Williams",3000,"Mia@Sea 04:05PM ET",0.575,"Sea","Kasen","Williams","Mia"
"506","WR","Tommylee Lewis",3000,"Oak@NO 01:00PM ET",0,"NO","Tommylee","Lewis","Oak"
"507","WR","Dominique Williams",3000,"SD@KC 01:00PM ET",0,"SD","Dominique","Williams","KC"
"508","WR","Jay Lee",3000,"Det@Ind 04:25PM ET",0,"Det","Jay","Lee","Ind"
"509","WR","J.D. McKissic",3000,"TB@Atl 01:00PM ET",0,"Atl","J.D.","McKissic","TB"
"510","WR","Robby Anderson",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Robby","Anderson","Cin"
"511","RB","Will Ratelle",3000,"TB@Atl 01:00PM ET",0,"Atl","Will","Ratelle","TB"
"512","RB","Stephen Houston",3000,"Buf@Bal 01:00PM ET",0,"Bal","Stephen","Houston","Buf"
"513","WR","Shane Wynn",3000,"GB@Jax 01:00PM ET",0,"Jax","Shane","Wynn","GB"
"514","RB","Kenneth Farrow",3000,"SD@KC 01:00PM ET",0,"SD","Kenneth","Farrow","KC"
"515","RB","Darrin Reaves",3000,"SD@KC 01:00PM ET",0,"KC","Darrin","Reaves","SD"
"516","WR","Rannell Hall",3000,"Cle@Phi 01:00PM ET",0,"Cle","Rannell","Hall","Phi"
"517","RB","George Atkinson III",3000,"Oak@NO 01:00PM ET",0,"Oak","George","Atkinson III","NO"
"518","WR","DeAndre Carter",3000,"NE@Ari 08:30PM ET",0,"NE","DeAndre","Carter","Ari"
"519","RB","Andrew Bonnet",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Andrew","Bonnet","NYJ"
"520","RB","Alan Cross",3000,"TB@Atl 01:00PM ET",0,"TB","Alan","Cross","Atl"
"521","WR","Tevin Jones",3000,"Chi@Hou 01:00PM ET",0,"Hou","Tevin","Jones","Chi"
"522","WR","Chandler Worthy",3000,"Cin@NYJ 01:00PM ET",1.467,"NYJ","Chandler","Worthy","Cin"
"523","WR","Trevor Davis",3000,"GB@Jax 01:00PM ET",0,"GB","Trevor","Davis","Jax"
"524","WR","Brittan Golden",3000,"NE@Ari 08:30PM ET",0.094,"Ari","Brittan","Golden","NE"
"525","WR","Tyrell Williams",3000,"SD@KC 01:00PM ET",2.429,"SD","Tyrell","Williams","KC"
"526","RB","Jhurell Pressley",3000,"Min@Ten 01:00PM ET",0,"Min","Jhurell","Pressley","Ten"
"527","WR","Kolby Listenbee",3000,"Buf@Bal 01:00PM ET",0,"Buf","Kolby","Listenbee","Bal"
"528","WR","Isaac Fruechte",3000,"Min@Ten 01:00PM ET",0,"Min","Isaac","Fruechte","Ten"
"529","WR","KJ Maye",3000,"NYG@Dal 04:25PM ET",0,"NYG","KJ","Maye","Dal"
"530","WR","Joe Hansley",3000,"Oak@NO 01:00PM ET",0,"Oak","Joe","Hansley","NO"
"531","WR","Daniel Braverman",3000,"Chi@Hou 01:00PM ET",0,"Chi","Daniel","Braverman","Hou"
"532","WR","Jordan Williams-Lambert",3000,"Oak@NO 01:00PM ET",0,"NO","Jordan","Williams-Lambert","Oak"
"533","WR","Alex Erickson",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Alex","Erickson","NYJ"
"534","RB","Paul Lasike",3000,"Chi@Hou 01:00PM ET",0,"Chi","Paul","Lasike","Hou"
"535","RB","D.J. Foster",3000,"NE@Ari 08:30PM ET",0,"NE","D.J.","Foster","Ari"
"536","RB","Glenn Gronkowski",3000,"Buf@Bal 01:00PM ET",0,"Buf","Glenn","Gronkowski","Bal"
"537","RB","Zac Brooks",3000,"Mia@Sea 04:05PM ET",0,"Sea","Zac","Brooks","Mia"
"538","RB","Marshaun Coprich",3000,"NYG@Dal 04:25PM ET",0,"NYG","Marshaun","Coprich","Dal"
"539","RB","Byron Marshall",3000,"Cle@Phi 01:00PM ET",0,"Phi","Byron","Marshall","Cle"
"540","RB","Russell Hansbrough",3000,"TB@Atl 01:00PM ET",0,"TB","Russell","Hansbrough","Atl"
"541","WR","Cordarrelle Patterson",3000,"Min@Ten 01:00PM ET",0.912,"Min","Cordarrelle","Patterson","Ten"
"542","RB","Trey Williams",3000,"Det@Ind 04:25PM ET",0.6,"Ind","Trey","Williams","Det"
"543","WR","Chris Harper",3000,"NE@Ari 08:30PM ET",0.12,"NE","Chris","Harper","Ari"
"544","WR","Kenny Lawler",3000,"Mia@Sea 04:05PM ET",0,"Sea","Kenny","Lawler","Mia"
"545","WR","Darius Powe",3000,"NYG@Dal 04:25PM ET",0,"NYG","Darius","Powe","Dal"
"546","WR","Devin Fuller",3000,"TB@Atl 01:00PM ET",0,"Atl","Devin","Fuller","TB"
"547","WR","Jordan Payton",3000,"Cle@Phi 01:00PM ET",0,"Cle","Jordan","Payton","Phi"
"548","RB","Damien Williams",3000,"Mia@Sea 04:05PM ET",2.881,"Mia","Damien","Williams","Sea"
"549","WR","Marcus Johnson",3000,"Cle@Phi 01:00PM ET",0,"Phi","Marcus","Johnson","Cle"
"550","WR","Cayleb Jones",3000,"Cle@Phi 01:00PM ET",0,"Phi","Cayleb","Jones","Cle"
"551","WR","Max McCaffrey",3000,"Oak@NO 01:00PM ET",0,"Oak","Max","McCaffrey","NO"
"552","WR","Herb Waters",3000,"GB@Jax 01:00PM ET",0,"GB","Herb","Waters","Jax"
"553","WR","Quinshad Davis",3000,"Det@Ind 04:25PM ET",0,"Det","Quinshad","Davis","Ind"
"554","WR","Tevaun Smith",3000,"Det@Ind 04:25PM ET",0,"Ind","Tevaun","Smith","Det"
"555","WR","Daniel Anthrop",3000,"Det@Ind 04:25PM ET",0,"Ind","Daniel","Anthrop","Det"
"556","WR","Brandon Shippen",3000,"Mia@Sea 04:05PM ET",0,"Mia","Brandon","Shippen","Sea"
"557","WR","Marquis Bundy",3000,"NE@Ari 08:30PM ET",0,"Ari","Marquis","Bundy","NE"
"558","RB","Abou Toure",3000,"Det@Ind 04:25PM ET",0,"Ind","Abou","Toure","Det"
"559","WR","Dennis Parks",3000,"Cle@Phi 01:00PM ET",0,"Cle","Dennis","Parks","Phi"
"560","RB","Jalen Richard",3000,"Oak@NO 01:00PM ET",0,"Oak","Jalen","Richard","NO"
"561","WR","Mekale McKay",3000,"Det@Ind 04:25PM ET",0,"Ind","Mekale","McKay","Det"
"562","RB","Jonathan Williams",3000,"Buf@Bal 01:00PM ET",0,"Buf","Jonathan","Williams","Bal"
"563","WR","Ricardo Louis",3000,"Cle@Phi 01:00PM ET",0,"Cle","Ricardo","Louis","Phi"
"564","RB","Darius Jackson",3000,"NYG@Dal 04:25PM ET",0,"Dal","Darius","Jackson","NYG"
"565","RB","Kenyan Drake",3000,"Mia@Sea 04:05PM ET",0,"Mia","Kenyan","Drake","Sea"
"566","WR","Cody Core",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Cody","Core","NYJ"
"567","WR","Jaydon Mickens",3000,"Oak@NO 01:00PM ET",0,"Oak","Jaydon","Mickens","NO"
"568","WR","Keenan Reynolds",3000,"Buf@Bal 01:00PM ET",0,"Bal","Keenan","Reynolds","Buf"
"569","RB","Brandon Burks",3000,"GB@Jax 01:00PM ET",0,"GB","Brandon","Burks","Jax"
"570","RB","Chris Swain",3000,"SD@KC 01:00PM ET",0,"SD","Chris","Swain","KC"
"571","RB","Sione Houma",3000,"Oak@NO 01:00PM ET",0,"NO","Sione","Houma","Oak"
"572","WR","DeAndre Reaves",3000,"SD@KC 01:00PM ET",0,"SD","DeAndre","Reaves","KC"
"573","WR","Alonzo Russell",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Alonzo","Russell","NYJ"
"574","WR","Chris Brown",3000,"NYG@Dal 04:25PM ET",0,"Dal","Chris","Brown","NYG"
"575","WR","Ed Eagan",3000,"NYG@Dal 04:25PM ET",0,"Dal","Ed","Eagan","NYG"
"576","WR","Darrin Peterson",3000,"Chi@Hou 01:00PM ET",0,"Chi","Darrin","Peterson","Hou"
"577","WR","Chris King",3000,"TB@Atl 01:00PM ET",0,"Atl","Chris","King","TB"
"578","WR","Chester Rogers",3000,"Det@Ind 04:25PM ET",0,"Ind","Chester","Rogers","Det"
"579","WR","Chris Hubert",3000,"NE@Ari 08:30PM ET",0,"Ari","Chris","Hubert","NE"
"580","WR","Tajae Sharpe",3000,"Min@Ten 01:00PM ET",0,"Ten","Tajae","Sharpe","Min"
"581","WR","Derek Keaton",3000,"Chi@Hou 01:00PM ET",0,"Chi","Derek","Keaton","Hou"
"582","WR","Andy Jones",3000,"NYG@Dal 04:25PM ET",0,"Dal","Andy","Jones","NYG"
"583","RB","John Crockett",3000,"GB@Jax 01:00PM ET",0.7,"GB","John","Crockett","Jax"
"584","RB","Dwayne Washington",3000,"Det@Ind 04:25PM ET",0,"Det","Dwayne","Washington","Ind"
"585","WR","Demarcus Robinson",3000,"SD@KC 01:00PM ET",0,"KC","Demarcus","Robinson","SD"
"586","RB","Wendell Smallwood",3000,"Cle@Phi 01:00PM ET",0,"Phi","Wendell","Smallwood","Cle"
"587","WR","Jalin Marshall",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Jalin","Marshall","Cin"
"588","WR","Lucky Whitehead",3000,"NYG@Dal 04:25PM ET",1.153,"Dal","Lucky","Whitehead","NYG"
"589","WR","Adam Thielen",3000,"Min@Ten 01:00PM ET",2.076,"Min","Adam","Thielen","Ten"
"590","RB","Khiry Robinson",3000,"Cin@NYJ 01:00PM ET",8.813,"NYJ","Khiry","Robinson","Cin"
"591","WR","Rashard Higgins",3000,"Cle@Phi 01:00PM ET",0,"Cle","Rashard","Higgins","Phi"
"592","RB","Peyton Barber",3000,"TB@Atl 01:00PM ET",0,"TB","Peyton","Barber","Atl"
"593","WR","Mario Alford",3000,"Cin@NYJ 01:00PM ET",2.5,"Cin","Mario","Alford","NYJ"
"594","WR","Johnny Holton",3000,"Oak@NO 01:00PM ET",0,"Oak","Johnny","Holton","NO"
"595","WR","Vince Mayle",3000,"NYG@Dal 04:25PM ET",0,"Dal","Vince","Mayle","NYG"
"596","WR","Taylor Gabriel",3000,"Cle@Phi 01:00PM ET",4.085,"Cle","Taylor","Gabriel","Phi"
"597","WR","Jace Billingsley",3000,"Det@Ind 04:25PM ET",0,"Det","Jace","Billingsley","Ind"
"598","WR","Kieran Duncan",3000,"Chi@Hou 01:00PM ET",0,"Chi","Kieran","Duncan","Hou"
"599","WR","Jake Lampman",3000,"Oak@NO 01:00PM ET",0,"NO","Jake","Lampman","Oak"
"600","WR","Corey Washington",3000,"TB@Atl 01:00PM ET",0,"Atl","Corey","Washington","TB"
"601","WR","Torrence Allen",3000,"SD@KC 01:00PM ET",0,"SD","Torrence","Allen","KC"
"602","WR","Geronimo Allison",3000,"GB@Jax 01:00PM ET",0,"GB","Geronimo","Allison","Jax"
"603","WR","Roger Lewis",3000,"NYG@Dal 04:25PM ET",0,"NYG","Roger","Lewis","Dal"
"604","WR","Tyreek Hill",3000,"SD@KC 01:00PM ET",0,"KC","Tyreek","Hill","SD"
"605","WR","Antwane Grant",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Antwane","Grant","NYJ"
"606","WR","Seantavius Jones",3000,"SD@KC 01:00PM ET",0,"KC","Seantavius","Jones","SD"
"607","WR","Hunter Sharp",3000,"Cle@Phi 01:00PM ET",0,"Phi","Hunter","Sharp","Cle"
"608","WR","Harvey Binford",3000,"GB@Jax 01:00PM ET",0,"GB","Harvey","Binford","Jax"
"609","WR","Montario Hunter",3000,"Mia@Sea 04:05PM ET",0,"Sea","Montario","Hunter","Mia"
"610","WR","Rasheed Bailey",3000,"GB@Jax 01:00PM ET",0,"Jax","Rasheed","Bailey","GB"
"611","WR","Joshua Stangby",3000,"Det@Ind 04:25PM ET",0,"Ind","Joshua","Stangby","Det"
"612","WR","Donteea Dye",3000,"TB@Atl 01:00PM ET",3.02,"TB","Donteea","Dye","Atl"
"613","WR","Ben Roberts",3000,"Min@Ten 01:00PM ET",0,"Ten","Ben","Roberts","Min"
"614","WR","Anthony Dable",3000,"NYG@Dal 04:25PM ET",0,"NYG","Anthony","Dable","Dal"
"615","WR","Moritz Boehringer",3000,"Min@Ten 01:00PM ET",0,"Min","Moritz","Boehringer","Ten"
"616","RB","Cedric O'Neal",3000,"Cle@Phi 01:00PM ET",0,"Phi","Cedric","O'Neal","Cle"
"617","WR","Wendall Williams",3000,"Chi@Hou 01:00PM ET",0,"Hou","Wendall","Williams","Chi"
"618","RB","Alstevis Squirewell",3000,"GB@Jax 01:00PM ET",0,"GB","Alstevis","Squirewell","Jax"
"619","RB","C.J. Ham",3000,"Min@Ten 01:00PM ET",0,"Min","C.J.","Ham","Ten"
"620","WR","Rashaun Simonise",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Rashaun","Simonise","NYJ"
"621","WR","Franky Okafor",3000,"NE@Ari 08:30PM ET",0,"Ari","Franky","Okafor","NE"
"622","DST","Bills ",2900,"Buf@Bal 01:00PM ET",6.125,"Buf","Bills","","Bal"
"623","DST","Patriots ",2900,"NE@Ari 08:30PM ET",7.944,"NE","Patriots","","Ari"
"624","TE","Jared Cook",2900,"GB@Jax 01:00PM ET",5.506,"GB","Jared","Cook","Jax"
"625","TE","Larry Donnell",2900,"NYG@Dal 04:25PM ET",7.913,"NYG","Larry","Donnell","Dal"
"626","TE","Cameron Brate",2900,"TB@Atl 01:00PM ET",4.986,"TB","Cameron","Brate","Atl"
"627","DST","Falcons ",2800,"TB@Atl 01:00PM ET",5.75,"Atl","Falcons","","TB"
"628","DST","Packers ",2800,"GB@Jax 01:00PM ET",7.611,"GB","Packers","","Jax"
"629","TE","Jacob Tamme",2800,"TB@Atl 01:00PM ET",8.913,"Atl","Jacob","Tamme","TB"
"630","TE","Austin Seferian-Jenkins",2800,"TB@Atl 01:00PM ET",11.686,"TB","Austin","Seferian-Jenkins","Atl"
"631","DST","Colts ",2700,"Det@Ind 04:25PM ET",7.563,"Ind","Colts","","Det"
"632","DST","Giants ",2700,"NYG@Dal 04:25PM ET",7.313,"NYG","Giants","","Dal"
"633","DST","Ravens ",2700,"Buf@Bal 01:00PM ET",6.438,"Bal","Ravens","","Buf"
"634","TE","Marcedes Lewis",2700,"GB@Jax 01:00PM ET",2.413,"Jax","Marcedes","Lewis","GB"
"635","TE","Brent Celek",2700,"Cle@Phi 01:00PM ET",5.488,"Phi","Brent","Celek","Cle"
"636","TE","Darren Fells",2700,"NE@Ari 08:30PM ET",5.319,"Ari","Darren","Fells","NE"
"637","TE","Luke Willson",2700,"Mia@Sea 04:05PM ET",3.58,"Sea","Luke","Willson","Mia"
"638","TE","Tyler Kroft",2700,"Cin@NYJ 01:00PM ET",1.759,"Cin","Tyler","Kroft","NYJ"
"639","TE","Jace Amaro",2700,"Cin@NYJ 01:00PM ET",0,"NYJ","Jace","Amaro","Cin"
"640","DST","Titans ",2600,"Min@Ten 01:00PM ET",5.563,"Ten","Titans","","Min"
"641","DST","Buccaneers ",2600,"TB@Atl 01:00PM ET",6.625,"TB","Buccaneers","","Atl"
"642","TE","Dennis Pitta",2600,"Buf@Bal 01:00PM ET",0,"Bal","Dennis","Pitta","Buf"
"643","TE","Mychal Rivera",2600,"Oak@NO 01:00PM ET",4.125,"Oak","Mychal","Rivera","NO"
"644","TE","Ryan Griffin",2600,"Chi@Hou 01:00PM ET",6.3,"Hou","Ryan","Griffin","Chi"
"645","TE","Gavin Escobar",2600,"NYG@Dal 04:25PM ET",1.386,"Dal","Gavin","Escobar","NYG"
"646","TE","Crockett Gillmore",2600,"Buf@Bal 01:00PM ET",10.12,"Bal","Crockett","Gillmore","Buf"
"647","TE","Maxx Williams",2600,"Buf@Bal 01:00PM ET",4.629,"Bal","Maxx","Williams","Buf"
"648","DST","Bears ",2500,"Chi@Hou 01:00PM ET",4.938,"Chi","Bears","","Hou"
"649","DST","Cowboys ",2500,"NYG@Dal 04:25PM ET",5.188,"Dal","Cowboys","","NYG"
"650","DST","Lions ",2500,"Det@Ind 04:25PM ET",6.063,"Det","Lions","","Ind"
"651","DST","Chargers ",2500,"SD@KC 01:00PM ET",5.188,"SD","Chargers","","KC"
"652","TE","Craig Stevens",2500,"Min@Ten 01:00PM ET",2.256,"Ten","Craig","Stevens","Min"
"653","TE","Clark Harris",2500,"Cin@NYJ 01:00PM ET",0,"Cin","Clark","Harris","NYJ"
"654","TE","Anthony Fasano",2500,"Min@Ten 01:00PM ET",4.181,"Ten","Anthony","Fasano","Min"
"655","TE","Brandon Pettigrew",2500,"Det@Ind 04:25PM ET",2.463,"Det","Brandon","Pettigrew","Ind"
"656","TE","Kellen Davis",2500,"Cin@NYJ 01:00PM ET",0.675,"NYJ","Kellen","Davis","Cin"
"657","TE","Brandon Myers",2500,"TB@Atl 01:00PM ET",2.245,"TB","Brandon","Myers","Atl"
"658","TE","Bear Pascoe",2500,"NE@Ari 08:30PM ET",0,"NE","Bear","Pascoe","Ari"
"659","TE","Tony Moeaki",2500,"Chi@Hou 01:00PM ET",1.345,"Chi","Tony","Moeaki","Hou"
"660","TE","Clay Harbor",2500,"NE@Ari 08:30PM ET",2.46,"NE","Clay","Harbor","Ari"
"661","TE","Andrew DePaola",2500,"TB@Atl 01:00PM ET",0,"TB","Andrew","DePaola","Atl"
"662","TE","Jim Dray",2500,"Buf@Bal 01:00PM ET",0.756,"Buf","Jim","Dray","Bal"
"663","TE","Rob Housler",2500,"Chi@Hou 01:00PM ET",0.73,"Chi","Rob","Housler","Hou"
"664","TE","Matthew Mulligan",2500,"Det@Ind 04:25PM ET",0.1,"Det","Matthew","Mulligan","Ind"
"665","TE","Jermaine Gresham",2500,"NE@Ari 08:30PM ET",2.724,"Ari","Jermaine","Gresham","NE"
"666","TE","Jeff Cumberland",2500,"SD@KC 01:00PM ET",0.847,"SD","Jeff","Cumberland","KC"
"667","TE","Michael Hoomanawanui",2500,"Oak@NO 01:00PM ET",2.543,"NO","Michael","Hoomanawanui","Oak"
"668","TE","Lee Smith",2500,"Oak@NO 01:00PM ET",1.667,"Oak","Lee","Smith","NO"
"669","TE","Luke Stocker",2500,"TB@Atl 01:00PM ET",1.507,"TB","Luke","Stocker","Atl"
"670","TE","Konrad Reuland",2500,"Det@Ind 04:25PM ET",0,"Ind","Konrad","Reuland","Det"
"671","TE","Sean McGrath",2500,"SD@KC 01:00PM ET",0,"SD","Sean","McGrath","KC"
"672","TE","Rhett Ellison",2500,"Min@Ten 01:00PM ET",1.96,"Min","Rhett","Ellison","Ten"
"673","TE","Ifeanyi Momah",2500,"NE@Ari 08:30PM ET",0,"Ari","Ifeanyi","Momah","NE"
"674","TE","Emil Igwenagu",2500,"Det@Ind 04:25PM ET",0,"Ind","Emil","Igwenagu","Det"
"675","TE","Patrick Scales",2500,"Chi@Hou 01:00PM ET",0,"Chi","Patrick","Scales","Hou"
"676","TE","Zach Sudfeld",2500,"Cin@NYJ 01:00PM ET",0,"NYJ","Zach","Sudfeld","Cin"
"677","TE","James Hanna",2500,"NYG@Dal 04:25PM ET",1.207,"Dal","James","Hanna","NYG"
"678","TE","Chris Pantale",2500,"Cle@Phi 01:00PM ET",0,"Phi","Chris","Pantale","Cle"
"679","TE","Beau Brinkley",2500,"Min@Ten 01:00PM ET",0,"Ten","Beau","Brinkley","Min"
"680","TE","Kevin McDermott",2500,"Min@Ten 01:00PM ET",0,"Min","Kevin","McDermott","Ten"
"681","TE","MarQueis Gray",2500,"Mia@Sea 04:05PM ET",0.3,"Mia","MarQueis","Gray","Sea"
"682","TE","Greg Scruggs",2500,"Chi@Hou 01:00PM ET",0,"Chi","Greg","Scruggs","Hou"
"683","TE","Chris Gragg",2500,"Buf@Bal 01:00PM ET",2.077,"Buf","Chris","Gragg","Bal"
"684","TE","Josh Hill",2500,"Oak@NO 01:00PM ET",2.5,"NO","Josh","Hill","Oak"
"685","TE","James Winchester",2500,"SD@KC 01:00PM ET",0,"KC","James","Winchester","SD"
"686","TE","Jack Doyle",2500,"Det@Ind 04:25PM ET",1.575,"Ind","Jack","Doyle","Det"
"687","TE","Justin Perillo",2500,"GB@Jax 01:00PM ET",2.72,"GB","Justin","Perillo","Jax"
"688","TE","Ryan Hewitt",2500,"Cin@NYJ 01:00PM ET",1.119,"Cin","Ryan","Hewitt","NYJ"
"689","TE","Levine Toilolo",2500,"TB@Atl 01:00PM ET",0.838,"Atl","Levine","Toilolo","TB"
"690","TE","Matt Lengel",2500,"Cin@NYJ 01:00PM ET",0,"Cin","Matt","Lengel","NYJ"
"691","TE","Gabe Holmes",2500,"Oak@NO 01:00PM ET",0,"Oak","Gabe","Holmes","NO"
"692","TE","D.J. Tialavea",2500,"TB@Atl 01:00PM ET",0,"Atl","D.J.","Tialavea","TB"
"693","TE","Dion Sims",2500,"Mia@Sea 04:05PM ET",2.746,"Mia","Dion","Sims","Sea"
"694","TE","Blake Annen",2500,"Buf@Bal 01:00PM ET",0,"Buf","Blake","Annen","Bal"
"695","TE","Orson Charles",2500,"Det@Ind 04:25PM ET",0,"Det","Orson","Charles","Ind"
"696","TE","Arthur Lynch",2500,"TB@Atl 01:00PM ET",0,"Atl","Arthur","Lynch","TB"
"697","TE","Brandon Bostick",2500,"Cin@NYJ 01:00PM ET",0,"NYJ","Brandon","Bostick","Cin"
"698","TE","Jerome Cunningham",2500,"Min@Ten 01:00PM ET",1.544,"Ten","Jerome","Cunningham","Min"
"699","TE","Nic Jacobs",2500,"GB@Jax 01:00PM ET",0.145,"Jax","Nic","Jacobs","GB"
"700","TE","Brandon Williams",2500,"Mia@Sea 04:05PM ET",0,"Sea","Brandon","Williams","Mia"
"701","TE","Cooper Helfet",2500,"Mia@Sea 04:05PM ET",1.625,"Sea","Cooper","Helfet","Mia"
"702","TE","Kivon Cartwright",2500,"TB@Atl 01:00PM ET",0,"TB","Kivon","Cartwright","Atl"
"703","TE","Trey Burton",2500,"Cle@Phi 01:00PM ET",0.525,"Phi","Trey","Burton","Cle"
"704","TE","Gerald Christian",2500,"NE@Ari 08:30PM ET",0,"Ari","Gerald","Christian","NE"
"705","TE","A.J. Derby",2500,"NE@Ari 08:30PM ET",0,"NE","A.J.","Derby","Ari"
"706","TE","Erik Swoope",2500,"Det@Ind 04:25PM ET",0,"Ind","Erik","Swoope","Det"
"707","TE","James O'Shaughnessy",2500,"SD@KC 01:00PM ET",2.1,"KC","James","O'Shaughnessy","SD"
"708","TE","Colton Underwood",2500,"Oak@NO 01:00PM ET",0,"Oak","Colton","Underwood","NO"
"709","TE","MyCole Pruitt",2500,"Min@Ten 01:00PM ET",1.359,"Min","MyCole","Pruitt","Ten"
"710","TE","Tyler Ott",2500,"NYG@Dal 04:25PM ET",0,"NYG","Tyler","Ott","Dal"
"711","TE","C.J. Fiedorowicz",2500,"Chi@Hou 01:00PM ET",2.341,"Hou","C.J.","Fiedorowicz","Chi"
"712","TE","Eric Tomlinson",2500,"Chi@Hou 01:00PM ET",0,"Hou","Eric","Tomlinson","Chi"
"713","TE","Randall Telfer",2500,"Cle@Phi 01:00PM ET",0,"Cle","Randall","Telfer","Phi"
"714","TE","Asante Cleveland",2500,"SD@KC 01:00PM ET",0.275,"SD","Asante","Cleveland","KC"
"715","TE","Brian Parker",2500,"SD@KC 01:00PM ET",0.145,"KC","Brian","Parker","SD"
"716","TE","Ronnie Shields",2500,"Mia@Sea 04:05PM ET",0,"Sea","Ronnie","Shields","Mia"
"717","TE","Connor Hamlett",2500,"Cle@Phi 01:00PM ET",0,"Cle","Connor","Hamlett","Phi"
"718","TE","Casey Pierce",2500,"GB@Jax 01:00PM ET",0,"GB","Casey","Pierce","Jax"
"719","TE","RaShaun Allen",2500,"Oak@NO 01:00PM ET",0,"NO","RaShaun","Allen","Oak"
"720","TE","Chris Manhertz",2500,"Oak@NO 01:00PM ET",0,"NO","Chris","Manhertz","Oak"
"721","TE","M.J. McFarland",2500,"Cle@Phi 01:00PM ET",0,"Phi","M.J.","McFarland","Cle"
"722","TE","Ben McCord",2500,"Det@Ind 04:25PM ET",0,"Det","Ben","McCord","Ind"
"723","TE","Anthony Denham",2500,"Chi@Hou 01:00PM ET",0,"Hou","Anthony","Denham","Chi"
"724","TE","C.J. Uzomah",2500,"Cin@NYJ 01:00PM ET",0.233,"Cin","C.J.","Uzomah","NYJ"
"725","TE","Adam Fuehne",2500,"Det@Ind 04:25PM ET",0,"Det","Adam","Fuehne","Ind"
"726","TE","David Reeves",2500,"Cle@Phi 01:00PM ET",0,"Cle","David","Reeves","Phi"
"727","TE","Darren Waller",2500,"Buf@Bal 01:00PM ET",0.633,"Bal","Darren","Waller","Buf"
"728","TE","Daniel Dillon",2500,"NE@Ari 08:30PM ET",0,"Ari","Daniel","Dillon","NE"
"729","TE","Ryan Malleck",2500,"NYG@Dal 04:25PM ET",0,"NYG","Ryan","Malleck","Dal"
"730","TE","Ross Travis",2500,"SD@KC 01:00PM ET",0,"KC","Ross","Travis","SD"
"731","TE","Demetrius Harris",2500,"SD@KC 01:00PM ET",1.244,"KC","Demetrius","Harris","SD"
"732","TE","Mitchell Henry",2500,"GB@Jax 01:00PM ET",0,"GB","Mitchell","Henry","Jax"
"733","TE","Nick O'Leary",2500,"Buf@Bal 01:00PM ET",1.175,"Buf","Nick","O'Leary","Bal"
"734","TE","Matt LaCosse",2500,"NYG@Dal 04:25PM ET",2.6,"NYG","Matt","LaCosse","Dal"
"735","TE","Nick Vannett",2500,"Mia@Sea 04:05PM ET",0,"Sea","Nick","Vannett","Mia"
"736","TE","Austin Traylor",2500,"NYG@Dal 04:25PM ET",0,"Dal","Austin","Traylor","NYG"
"737","TE","Tevin Westbrook",2500,"TB@Atl 01:00PM ET",0,"TB","Tevin","Westbrook","Atl"
"738","TE","Alex Ellis",2500,"Min@Ten 01:00PM ET",0,"Ten","Alex","Ellis","Min"
"739","TE","Steven Scheu",2500,"NE@Ari 08:30PM ET",0,"NE","Steven","Scheu","Ari"
"740","TE","Matt Weiser",2500,"SD@KC 01:00PM ET",0,"SD","Matt","Weiser","KC"
"741","TE","Stephen Anderson",2500,"Chi@Hou 01:00PM ET",0,"Hou","Stephen","Anderson","Chi"
"742","TE","Joshua Perkins",2500,"TB@Atl 01:00PM ET",0,"Atl","Joshua","Perkins","TB"
"743","TE","Tim Semisch",2500,"SD@KC 01:00PM ET",0,"SD","Tim","Semisch","KC"
"744","TE","Darion Griswold",2500,"Det@Ind 04:25PM ET",0,"Ind","Darion","Griswold","Det"
"745","TE","Nick Boyle",2500,"Buf@Bal 01:00PM ET",3.209,"Bal","Nick","Boyle","Buf"
"746","TE","Kyle Carter",2500,"Min@Ten 01:00PM ET",0,"Min","Kyle","Carter","Ten"
"747","TE","Bryce Williams",2500,"NE@Ari 08:30PM ET",0,"NE","Bryce","Williams","Ari"
"748","TE","Kennard Backman",2500,"GB@Jax 01:00PM ET",0,"GB","Kennard","Backman","Jax"
"749","TE","Ben Koyack",2500,"GB@Jax 01:00PM ET",0,"Jax","Ben","Koyack","GB"
