"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"QB","Cam Newton (7852135)","Cam Newton",7852135,6600,"Car@Sea 08:30PM ET","Car","Cam","Newton","Sea",19.04,18.6
"TE","Rob Gronkowski (7852421)","Rob Gronkowski",7852421,6500,"LA@NE 01:00PM ET","NE","Rob","Gronkowski","LA",0,0
"QB","Derek Carr (7852114)","Derek Carr",7852114,6500,"Buf@Oak 04:05PM ET","Oak","Derek","Carr","Buf",19.73,17.6
"QB","Philip Rivers (7852129)","Philip Rivers",7852129,6500,"TB@SD 04:25PM ET","SD","Philip","Rivers","TB",18.84,19
"RB","Spencer Ware (7852141)","Spencer Ware",7852141,6400,"KC@Atl 01:00PM ET","KC","Spencer","Ware","Atl",14.64,15
"WR","Brandin Cooks (7852274)","Brandin Cooks",7852274,6400,"Det@NO 01:00PM ET","NO","Brandin","Cooks","Det",18.68,14.4
"QB","Kirk Cousins (7852126)","Kirk Cousins",7852126,6400,"Was@Ari 04:25PM ET","Was","Kirk","Cousins","Ari",19.03,18
"TE","Jordan Reed (7852478)","Jordan Reed",7852478,6400,"Was@Ari 04:25PM ET","Was","Jordan","Reed","Ari",0,0
"WR","Davante Adams (7852308)","Davante Adams",7852308,6300,"Hou@GB 01:00PM ET","GB","Davante","Adams","Hou",14.57,11.9
"QB","Russell Wilson (7852136)","Russell Wilson",7852136,6300,"Car@Sea 08:30PM ET","Sea","Russell","Wilson","Car",19.56,20.3
"WR","Golden Tate (7852270)","Golden Tate",7852270,6200,"Det@NO 01:00PM ET","Det","Golden","Tate","NO",15.76,14.3
"QB","Jameis Winston (7852132)","Jameis Winston",7852132,6200,"TB@SD 04:25PM ET","TB","Jameis","Winston","SD",18.41,19.8
"WR","Kelvin Benjamin (7852402)","Kelvin Benjamin",7852402,6200,"Car@Sea 08:30PM ET","Car","Kelvin","Benjamin","Sea",13.78,11.6
"RB","Devonta Freeman (7852143)","Devonta Freeman",7852143,6100,"KC@Atl 01:00PM ET","Atl","Devonta","Freeman","KC",15,15.1
"QB","Colin Kaepernick (7852106)","Colin Kaepernick",7852106,6100,"SF@Chi 01:00PM ET","SF","Colin","Kaepernick","Chi",19.73,19.9
"WR","Tyrell Williams (7852393)","Tyrell Williams",7852393,6100,"TB@SD 04:25PM ET","SD","Tyrell","Williams","TB",14.39,14.3
"RB","Mark Ingram (7852150)","Mark Ingram",7852150,6000,"Det@NO 01:00PM ET","NO","Mark","Ingram","Det",13.64,13.1
"WR","DeAndre Hopkins (7852305)","DeAndre Hopkins",7852305,6000,"Hou@GB 01:00PM ET","Hou","DeAndre","Hopkins","GB",13.7,13.9
"WR","Alshon Jeffery (7852340)","Alshon Jeffery",7852340,6000,"SF@Chi 01:00PM ET","Chi","Alshon","Jeffery","SF",0,0
"WR","Michael Crabtree (7852349)","Michael Crabtree",7852349,6000,"Buf@Oak 04:05PM ET","Oak","Michael","Crabtree","Buf",16.23,13.5
"QB","Carson Palmer (7852123)","Carson Palmer",7852123,6000,"Was@Ari 04:25PM ET","Ari","Carson","Palmer","Was",18.17,19.2
"WR","Emmanuel Sanders (7852290)","Emmanuel Sanders",7852290,5900,"Den@Jax 01:00PM ET","Den","Emmanuel","Sanders","Jax",14.02,13.8
"QB","Eli Manning (7852117)","Eli Manning",7852117,5900,"NYG@Pit 04:25PM ET","NYG","Eli","Manning","Pit",18.56,18.7
"RB","Thomas Rawls (7852251)","Thomas Rawls",7852251,5900,"Car@Sea 08:30PM ET","Sea","Thomas","Rawls","Car",12.74,12.4
"RB","Theo Riddick (7852151)","Theo Riddick",7852151,5800,"Det@NO 01:00PM ET","Det","Theo","Riddick","NO",17.47,15.8
"WR","Allen Robinson (7852301)","Allen Robinson",7852301,5800,"Den@Jax 01:00PM ET","Jax","Allen","Robinson","Den",13.12,13.9
"WR","Jamison Crowder (7852379)","Jamison Crowder",7852379,5800,"Was@Ari 04:25PM ET","Was","Jamison","Crowder","Ari",13.63,14
"WR","Jordan Matthews (7852317)","Jordan Matthews",7852317,5700,"Phi@Cin 01:00PM ET","Phi","Jordan","Matthews","Cin",14.94,16.6
"WR","Steve Smith Sr. (7852325)","Steve Smith Sr.",7852325,5700,"Mia@Bal 01:00PM ET","Bal","Steve","Smith","Mia",13.07,13
"QB","Tyrod Taylor (7852111)","Tyrod Taylor",7852111,5700,"Buf@Oak 04:05PM ET","Buf","Tyrod","Taylor","Oak",18.83,18.3
"RB","DeAngelo Williams (7852219)","DeAngelo Williams",7852219,5700,"NYG@Pit 04:25PM ET","Pit","DeAngelo","Williams","NYG",0,0
"RB","Doug Martin (7852237)","Doug Martin",7852237,5700,"TB@SD 04:25PM ET","TB","Doug","Martin","SD",13.39,11
"RB","Lamar Miller (7852178)","Lamar Miller",7852178,5600,"Hou@GB 01:00PM ET","Hou","Lamar","Miller","GB",13.65,12.5
"WR","DeVante Parker (7852331)","DeVante Parker",7852331,5600,"Mia@Bal 01:00PM ET","Mia","DeVante","Parker","Bal",0,0
"RB","LeGarrette Blount (7852160)","LeGarrette Blount",7852160,5500,"LA@NE 01:00PM ET","NE","LeGarrette","Blount","LA",11.22,9
"QB","Ryan Tannehill (7852104)","Ryan Tannehill",7852104,5500,"Mia@Bal 01:00PM ET","Mia","Ryan","Tannehill","Bal",16.69,15.2
"WR","Sammy Watkins (7852356)","Sammy Watkins",7852356,5500,"Buf@Oak 04:05PM ET","Buf","Sammy","Watkins","Oak",11.94,15
"TE","Jimmy Graham (7852491)","Jimmy Graham",7852491,5500,"Car@Sea 08:30PM ET","Sea","Jimmy","Graham","Car",14.57,12.3
"QB","Alex Smith (7852071)","Alex Smith",7852071,5400,"KC@Atl 01:00PM ET","KC","Alex","Smith","Atl",16.07,20
"WR","Randall Cobb (7852303)","Randall Cobb",7852303,5400,"Hou@GB 01:00PM ET","GB","Randall","Cobb","Hou",13.49,11.3
"WR","Jarvis Landry (7852330)","Jarvis Landry",7852330,5400,"Mia@Bal 01:00PM ET","Mia","Jarvis","Landry","Bal",14.84,16.8
"RB","Latavius Murray (7852213)","Latavius Murray",7852213,5400,"Buf@Oak 04:05PM ET","Oak","Latavius","Murray","Buf",14.9,13.2
"WR","Jeremy Maclin (7852257)","Jeremy Maclin",7852257,5300,"KC@Atl 01:00PM ET","KC","Jeremy","Maclin","Atl",0,0
"QB","Carson Wentz (7852100)","Carson Wentz",7852100,5300,"Phi@Cin 01:00PM ET","Phi","Carson","Wentz","Cin",16.16,15.5
"TE","Tyler Eifert (7852442)","Tyler Eifert",7852442,5300,"Phi@Cin 01:00PM ET","Cin","Tyler","Eifert","Phi",15.56,14.4
"QB","Joe Flacco (7852102)","Joe Flacco",7852102,5300,"Mia@Bal 01:00PM ET","Bal","Joe","Flacco","Mia",17.96,14.7
"RB","Carlos Hyde (7852203)","Carlos Hyde",7852203,5300,"SF@Chi 01:00PM ET","SF","Carlos","Hyde","Chi",15.57,14
"RB","Ameer Abdullah (7852155)","Ameer Abdullah",7852155,5200,"Det@NO 01:00PM ET","Det","Ameer","Abdullah","NO",0,0
"QB","Brock Osweiler (7852093)","Brock Osweiler",7852093,5200,"Hou@GB 01:00PM ET","Hou","Brock","Osweiler","GB",15.06,15.5
"QB","Andy Dalton (7852097)","Andy Dalton",7852097,5200,"Phi@Cin 01:00PM ET","Cin","Andy","Dalton","Phi",18.26,17.5
"WR","Dontrelle Inman (7852383)","Dontrelle Inman",7852383,5200,"TB@SD 04:25PM ET","SD","Dontrelle","Inman","TB",9.91,9.3
"RB","Jonathan Stewart (7852247)","Jonathan Stewart",7852247,5200,"Car@Sea 08:30PM ET","Car","Jonathan","Stewart","Sea",11.48,10.5
"WR","Willie Snead (7852273)","Willie Snead",7852273,5100,"Det@NO 01:00PM ET","NO","Willie","Snead","Det",14.24,13.2
"QB","Trevor Siemian (7852087)","Trevor Siemian",7852087,5100,"Den@Jax 01:00PM ET","Den","Trevor","Siemian","Jax",0,0
"RB","Devontae Booker (7852175)","Devontae Booker",7852175,5100,"Den@Jax 01:00PM ET","Den","Devontae","Booker","Jax",14.59,15
"RB","C.J. Prosise (7852252)","C.J. Prosise",7852252,5100,"Car@Sea 08:30PM ET","Sea","C.J.","Prosise","Car",0,0
"TE","Greg Olsen (7852490)","Greg Olsen",7852490,5100,"Car@Sea 08:30PM ET","Car","Greg","Olsen","Sea",14.34,15.4
"QB","Matt Schaub (7852072)","Matt Schaub",7852072,5000,"KC@Atl 01:00PM ET","Atl","Matt","Schaub","KC",0,0
"QB","Nick Foles (7852073)","Nick Foles",7852073,5000,"KC@Atl 01:00PM ET","KC","Nick","Foles","Atl",0,0
"QB","Tyler Bray (7852074)","Tyler Bray",7852074,5000,"KC@Atl 01:00PM ET","KC","Tyler","Bray","Atl",0,0
"QB","Dan Orlovsky (7852076)","Dan Orlovsky",7852076,5000,"Det@NO 01:00PM ET","Det","Dan","Orlovsky","NO",0,0
"QB","Luke McCown (7852077)","Luke McCown",7852077,5000,"Det@NO 01:00PM ET","NO","Luke","McCown","Det",0,0
"QB","Jake Rudock (7852079)","Jake Rudock",7852079,5000,"Det@NO 01:00PM ET","Det","Jake","Rudock","NO",0,0
"QB","Case Keenum (7852081)","Case Keenum",7852081,5000,"LA@NE 01:00PM ET","LA","Case","Keenum","NE",0,0
"QB","Jimmy Garoppolo (7852082)","Jimmy Garoppolo",7852082,5000,"LA@NE 01:00PM ET","NE","Jimmy","Garoppolo","LA",0,0
"QB","Sean Mannion (7852083)","Sean Mannion",7852083,5000,"LA@NE 01:00PM ET","LA","Sean","Mannion","NE",0,0
"QB","Jared Goff (7852084)","Jared Goff",7852084,5000,"LA@NE 01:00PM ET","LA","Jared","Goff","NE",14.76,13.3
"RB","Todd Gurley (7852167)","Todd Gurley",7852167,5000,"LA@NE 01:00PM ET","LA","Todd","Gurley","NE",13.13,12.5
"WR","Kenny Britt (7852281)","Kenny Britt",7852281,5000,"LA@NE 01:00PM ET","LA","Kenny","Britt","NE",14.71,11.3
"QB","Chad Henne (7852085)","Chad Henne",7852085,5000,"Den@Jax 01:00PM ET","Jax","Chad","Henne","Den",0,0
"QB","Austin Davis (7852086)","Austin Davis",7852086,5000,"Den@Jax 01:00PM ET","Den","Austin","Davis","Jax",0,0
"QB","Blake Bortles (7852088)","Blake Bortles",7852088,5000,"Den@Jax 01:00PM ET","Jax","Blake","Bortles","Den",17.79,15.6
"QB","Brandon Allen (7852089)","Brandon Allen",7852089,5000,"Den@Jax 01:00PM ET","Jax","Brandon","Allen","Den",0,0
"QB","Paxton Lynch (7852090)","Paxton Lynch",7852090,5000,"Den@Jax 01:00PM ET","Den","Paxton","Lynch","Jax",14.96,0
"QB","Brandon Weeden (7852092)","Brandon Weeden",7852092,5000,"Hou@GB 01:00PM ET","Hou","Brandon","Weeden","GB",0,0
"QB","Tom Savage (7852094)","Tom Savage",7852094,5000,"Hou@GB 01:00PM ET","Hou","Tom","Savage","GB",0,0
"QB","Brett Hundley (7852095)","Brett Hundley",7852095,5000,"Hou@GB 01:00PM ET","GB","Brett","Hundley","Hou",0,0
"QB","Chase Daniel (7852096)","Chase Daniel",7852096,5000,"Phi@Cin 01:00PM ET","Phi","Chase","Daniel","Cin",0,0
"QB","AJ McCarron (7852098)","AJ McCarron",7852098,5000,"Phi@Cin 01:00PM ET","Cin","AJ","McCarron","Phi",0,0
"QB","Jeff Driskel (7852099)","Jeff Driskel",7852099,5000,"Phi@Cin 01:00PM ET","Cin","Jeff","Driskel","Phi",0,0
"QB","Matt Moore (7852101)","Matt Moore",7852101,5000,"Mia@Bal 01:00PM ET","Mia","Matt","Moore","Bal",0,0
"QB","Ryan Mallett (7852103)","Ryan Mallett",7852103,5000,"Mia@Bal 01:00PM ET","Bal","Ryan","Mallett","Mia",0,0
"WR","Mike Wallace (7852327)","Mike Wallace",7852327,5000,"Mia@Bal 01:00PM ET","Bal","Mike","Wallace","Mia",13.95,11.2
"QB","Jay Cutler (7852105)","Jay Cutler",7852105,5000,"SF@Chi 01:00PM ET","Chi","Jay","Cutler","SF",0,0
"QB","Christian Ponder (7852107)","Christian Ponder",7852107,5000,"SF@Chi 01:00PM ET","SF","Christian","Ponder","Chi",0,0
"QB","Blaine Gabbert (7852108)","Blaine Gabbert",7852108,5000,"SF@Chi 01:00PM ET","SF","Blaine","Gabbert","Chi",0,0
"QB","Matt Barkley (7852109)","Matt Barkley",7852109,5000,"SF@Chi 01:00PM ET","Chi","Matt","Barkley","SF",16.26,16.6
"QB","David Fales (7852110)","David Fales",7852110,5000,"SF@Chi 01:00PM ET","Chi","David","Fales","SF",0,0
"QB","EJ Manuel (7852112)","EJ Manuel",7852112,5000,"Buf@Oak 04:05PM ET","Buf","EJ","Manuel","Oak",0,0
"QB","Matt McGloin (7852113)","Matt McGloin",7852113,5000,"Buf@Oak 04:05PM ET","Oak","Matt","McGloin","Buf",0,0
"QB","Connor Cook (7852115)","Connor Cook",7852115,5000,"Buf@Oak 04:05PM ET","Oak","Connor","Cook","Buf",0,0
"QB","Cardale Jones (7852116)","Cardale Jones",7852116,5000,"Buf@Oak 04:05PM ET","Buf","Cardale","Jones","Oak",0,0
"QB","Josh Johnson (7852119)","Josh Johnson",7852119,5000,"NYG@Pit 04:25PM ET","NYG","Josh","Johnson","Pit",0,0
"QB","Landry Jones (7852120)","Landry Jones",7852120,5000,"NYG@Pit 04:25PM ET","Pit","Landry","Jones","NYG",0,0
"QB","Ryan Nassib (7852121)","Ryan Nassib",7852121,5000,"NYG@Pit 04:25PM ET","NYG","Ryan","Nassib","Pit",0,0
"QB","Zach Mettenberger (7852122)","Zach Mettenberger",7852122,5000,"NYG@Pit 04:25PM ET","Pit","Zach","Mettenberger","NYG",0,0
"QB","Drew Stanton (7852124)","Drew Stanton",7852124,5000,"Was@Ari 04:25PM ET","Ari","Drew","Stanton","Was",0,0
"QB","Colt McCoy (7852125)","Colt McCoy",7852125,5000,"Was@Ari 04:25PM ET","Was","Colt","McCoy","Ari",0,0
"QB","Nate Sudfeld (7852127)","Nate Sudfeld",7852127,5000,"Was@Ari 04:25PM ET","Was","Nate","Sudfeld","Ari",0,0
"WR","DeSean Jackson (7852372)","DeSean Jackson",7852372,5000,"Was@Ari 04:25PM ET","Was","DeSean","Jackson","Ari",11.92,13.4
"QB","Kellen Clemens (7852128)","Kellen Clemens",7852128,5000,"TB@SD 04:25PM ET","SD","Kellen","Clemens","TB",0,0
"QB","Mike Glennon (7852130)","Mike Glennon",7852130,5000,"TB@SD 04:25PM ET","TB","Mike","Glennon","SD",0,0
"QB","Ryan Griffin (7852131)","Ryan Griffin",7852131,5000,"TB@SD 04:25PM ET","TB","Ryan","Griffin","SD",0,0
"QB","Derek Anderson (7852133)","Derek Anderson",7852133,5000,"Car@Sea 08:30PM ET","Car","Derek","Anderson","Sea",0,0
"QB","Joe Webb (7852134)","Joe Webb",7852134,5000,"Car@Sea 08:30PM ET","Car","Joe","Webb","Sea",0,0
"QB","Trevone Boykin (7852137)","Trevone Boykin",7852137,5000,"Car@Sea 08:30PM ET","Sea","Trevone","Boykin","Car",0,0
"RB","Charcandrick West (7852145)","Charcandrick West",7852145,4900,"KC@Atl 01:00PM ET","KC","Charcandrick","West","Atl",6.22,4.6
"WR","Sterling Shepard (7852369)","Sterling Shepard",7852369,4900,"NYG@Pit 04:25PM ET","NYG","Sterling","Shepard","Pit",10.36,13.5
"RB","Tim Hightower (7852146)","Tim Hightower",7852146,4800,"Det@NO 01:00PM ET","NO","Tim","Hightower","Det",11.79,10.5
"TE","Martellus Bennett (7852419)","Martellus Bennett",7852419,4800,"LA@NE 01:00PM ET","NE","Martellus","Bennett","LA",11.54,9.8
"WR","Tyler Boyd (7852324)","Tyler Boyd",7852324,4800,"Phi@Cin 01:00PM ET","Cin","Tyler","Boyd","Phi",13.47,13.2
"RB","Rashad Jennings (7852220)","Rashad Jennings",7852220,4800,"NYG@Pit 04:25PM ET","NYG","Rashad","Jennings","Pit",11.83,11.9
"TE","Travis Kelce (7852404)","Travis Kelce",7852404,4700,"KC@Atl 01:00PM ET","KC","Travis","Kelce","Atl",14.61,15.2
"WR","Will Fuller (7852311)","Will Fuller",7852311,4700,"Hou@GB 01:00PM ET","Hou","Will","Fuller","GB",10.66,9.4
"RB","Rob Kelley (7852235)","Rob Kelley",7852235,4700,"Was@Ari 04:25PM ET","Was","Rob","Kelley","Ari",0,12.6
"WR","Tyreek Hill (7852267)","Tyreek Hill",7852267,4600,"KC@Atl 01:00PM ET","KC","Tyreek","Hill","Atl",12.59,15.8
"RB","Mike Gillislee (7852214)","Mike Gillislee",7852214,4600,"Buf@Oak 04:05PM ET","Buf","Mike","Gillislee","Oak",5.77,3.3
"WR","Travis Benjamin (7852384)","Travis Benjamin",7852384,4600,"TB@SD 04:25PM ET","SD","Travis","Benjamin","TB",8.94,8.9
"RB","Jacquizz Rodgers (7852238)","Jacquizz Rodgers",7852238,4500,"TB@SD 04:25PM ET","TB","Jacquizz","Rodgers","SD",0,4.1
"WR","Mohamed Sanu (7852260)","Mohamed Sanu",7852260,4400,"KC@Atl 01:00PM ET","Atl","Mohamed","Sanu","KC",10.89,12.7
"WR","Marvin Jones Jr. (7852271)","Marvin Jones Jr.",7852271,4400,"Det@NO 01:00PM ET","Det","Marvin","Jones","NO",12.92,12.7
"WR","Chris Hogan (7852284)","Chris Hogan",7852284,4400,"LA@NE 01:00PM ET","NE","Chris","Hogan","LA",9.03,9.6
"RB","James Starks (7852176)","James Starks",7852176,4400,"Hou@GB 01:00PM ET","GB","James","Starks","Hou",12.13,11.2
"RB","Darren Sproles (7852186)","Darren Sproles",7852186,4400,"Phi@Cin 01:00PM ET","Phi","Darren","Sproles","Cin",9.93,13.6
"RB","Tevin Coleman (7852144)","Tevin Coleman",7852144,4300,"KC@Atl 01:00PM ET","Atl","Tevin","Coleman","KC",10.18,8.8
"RB","Alfred Blue (7852180)","Alfred Blue",7852180,4300,"Hou@GB 01:00PM ET","Hou","Alfred","Blue","GB",0,3
"RB","Jeremy Hill (7852191)","Jeremy Hill",7852191,4300,"Phi@Cin 01:00PM ET","Cin","Jeremy","Hill","Phi",13.59,14.9
"RB","Wendell Smallwood (7852192)","Wendell Smallwood",7852192,4300,"Phi@Cin 01:00PM ET","Phi","Wendell","Smallwood","Cin",6.86,10
"WR","Brandon LaFell (7852314)","Brandon LaFell",7852314,4300,"Phi@Cin 01:00PM ET","Cin","Brandon","LaFell","Phi",11.98,10.1
"TE","Zach Ertz (7852440)","Zach Ertz",7852440,4300,"Phi@Cin 01:00PM ET","Phi","Zach","Ertz","Cin",9.76,8.8
"WR","Ty Montgomery (7852307)","Ty Montgomery",7852307,4200,"Hou@GB 01:00PM ET","GB","Ty","Montgomery","Hou",9.17,6.3
"RB","Fitzgerald Toussaint (7852223)","Fitzgerald Toussaint",7852223,4200,"NYG@Pit 04:25PM ET","Pit","Fitzgerald","Toussaint","NYG",2.39,3.8
"WR","Pierre Garcon (7852373)","Pierre Garcon",7852373,4200,"Was@Ari 04:25PM ET","Was","Pierre","Garcon","Ari",10.54,12.9
"WR","Michael Floyd (7852374)","Michael Floyd",7852374,4200,"Was@Ari 04:25PM ET","Ari","Michael","Floyd","Was",9.3,10.2
"WR","Anquan Boldin (7852268)","Anquan Boldin",7852268,4100,"Det@NO 01:00PM ET","Det","Anquan","Boldin","NO",11.78,12.3
"RB","Jeremy Langford (7852204)","Jeremy Langford",7852204,4100,"SF@Chi 01:00PM ET","Chi","Jeremy","Langford","SF",4.8,5.7
"WR","Cameron Meredith (7852344)","Cameron Meredith",7852344,4100,"SF@Chi 01:00PM ET","Chi","Cameron","Meredith","SF",11.51,10.7
"WR","Robert Woods (7852354)","Robert Woods",7852354,4100,"Buf@Oak 04:05PM ET","Buf","Robert","Woods","Oak",0,0
"TE","Antonio Gates (7852481)","Antonio Gates",7852481,4100,"TB@SD 04:25PM ET","SD","Antonio","Gates","TB",11.22,10.9
"WR","Taylor Gabriel (7852266)","Taylor Gabriel",7852266,4000,"KC@Atl 01:00PM ET","Atl","Taylor","Gabriel","KC",9.25,6.7
"RB","Benny Cunningham (7852163)","Benny Cunningham",7852163,4000,"LA@NE 01:00PM ET","LA","Benny","Cunningham","NE",3.93,7.8
"RB","James White (7852164)","James White",7852164,4000,"LA@NE 01:00PM ET","NE","James","White","LA",8.61,9.7
"RB","Kapri Bibbs (7852172)","Kapri Bibbs",7852172,4000,"Den@Jax 01:00PM ET","Den","Kapri","Bibbs","Jax",5.69,5.6
"WR","Marqise Lee (7852298)","Marqise Lee",7852298,4000,"Den@Jax 01:00PM ET","Jax","Marqise","Lee","Den",10.82,9.5
"WR","Marquess Wilson (7852343)","Marquess Wilson",7852343,4000,"SF@Chi 01:00PM ET","Chi","Marquess","Wilson","SF",12.17,9
"RB","Shane Vereen (7852221)","Shane Vereen",7852221,4000,"NYG@Pit 04:25PM ET","NYG","Shane","Vereen","Pit",0,0
"RB","Charles Sims (7852240)","Charles Sims",7852240,4000,"TB@SD 04:25PM ET","TB","Charles","Sims","SD",0,0
"WR","Ted Ginn Jr. (7852394)","Ted Ginn Jr.",7852394,4000,"Car@Sea 08:30PM ET","Car","Ted","Ginn","Sea",7.59,8
"TE","Eric Ebron (7852418)","Eric Ebron",7852418,3900,"Det@NO 01:00PM ET","Det","Eric","Ebron","NO",14.08,11.8
"WR","Tavon Austin (7852283)","Tavon Austin",7852283,3900,"LA@NE 01:00PM ET","LA","Tavon","Austin","NE",0,11.5
"RB","Ryan Mathews (7852188)","Ryan Mathews",7852188,3900,"Phi@Cin 01:00PM ET","Phi","Ryan","Mathews","Cin",0,0
"RB","Damien Williams (7852197)","Damien Williams",7852197,3900,"Mia@Bal 01:00PM ET","Mia","Damien","Williams","Bal",2.64,4.5
"WR","Kenny Stills (7852329)","Kenny Stills",7852329,3900,"Mia@Bal 01:00PM ET","Mia","Kenny","Stills","Bal",9.72,12.8
"RB","DuJuan Harris (7852202)","DuJuan Harris",7852202,3900,"SF@Chi 01:00PM ET","SF","DuJuan","Harris","Chi",2.56,2.6
"RB","DeAndre Washington (7852216)","DeAndre Washington",7852216,3900,"Buf@Oak 04:05PM ET","Oak","DeAndre","Washington","Buf",2.99,0
"WR","Eli Rogers (7852368)","Eli Rogers",7852368,3900,"NYG@Pit 04:25PM ET","Pit","Eli","Rogers","NYG",8.84,9.5
"WR","J.J. Nelson (7852377)","J.J. Nelson",7852377,3900,"Was@Ari 04:25PM ET","Ari","J.J.","Nelson","Was",6.51,9.7
"RB","Peyton Barber (7852245)","Peyton Barber",7852245,3900,"TB@SD 04:25PM ET","TB","Peyton","Barber","SD",3.41,2.4
"RB","Dion Lewis (7852162)","Dion Lewis",7852162,3800,"LA@NE 01:00PM ET","NE","Dion","Lewis","LA",10.05,10.8
"RB","Chris Ivory (7852168)","Chris Ivory",7852168,3800,"Den@Jax 01:00PM ET","Jax","Chris","Ivory","Den",0,0
"TE","C.J. Fiedorowicz (7852435)","C.J. Fiedorowicz",7852435,3800,"Hou@GB 01:00PM ET","Hou","C.J.","Fiedorowicz","GB",10.06,7.8
"RB","Terrance West (7852195)","Terrance West",7852195,3800,"Mia@Bal 01:00PM ET","Bal","Terrance","West","Mia",10.55,9.9
"RB","Paul Perkins (7852228)","Paul Perkins",7852228,3800,"NYG@Pit 04:25PM ET","NYG","Paul","Perkins","Pit",7.22,8.2
"WR","John Brown (7852375)","John Brown",7852375,3800,"Was@Ari 04:25PM ET","Ari","John","Brown","Was",7.17,9.4
"RB","Cameron Artis-Payne (7852254)","Cameron Artis-Payne",7852254,3800,"Car@Sea 08:30PM ET","Car","Cameron","Artis-Payne","Sea",0,0
"RB","T.J. Yeldon (7852173)","T.J. Yeldon",7852173,3700,"Den@Jax 01:00PM ET","Jax","T.J.","Yeldon","Den",8.1,15.3
"RB","Kenneth Dixon (7852198)","Kenneth Dixon",7852198,3700,"Mia@Bal 01:00PM ET","Bal","Kenneth","Dixon","Mia",10.38,12.2
"RB","Chris Thompson (7852232)","Chris Thompson",7852232,3700,"Was@Ari 04:25PM ET","Was","Chris","Thompson","Ari",7.83,8.5
