"Bryce Harper_WAS","Daniel Murphy_WAS","Trea Turner_WAS","Jose Altuve_HOU","Ryan Zimmerman_WAS","Aaron Judge_NYY","Carlos Correa_HOU","Gary Sanchez_NYY","Jayson Werth_WAS","George Springer_HOU","Anthony Rendon_WAS","Brett Gardner_NYY","Starlin Castro_NYY","Adam Eaton_WAS","Jacoby Ellsbury_NYY","Evan Gattis_HOU","Brian McCann_HOU","Matt Holliday_NYY","Josh Reddick_HOU","Alex Bregman_HOU","Carlos Beltran_HOU","Chris Carter_NYY","Marwin Gonzalez_HOU","Aaron Hicks_NYY","Didi Gregorius_NYY","Aaron Altherr_PHI","Matt Wieters_WAS","Tommy Joseph_PHI","Michael Taylor_WAS","Cesar Hernandez_PHI","Odubel Herrera_PHI","Maikel Franco_PHI","Chase Headley_NYY","Greg Bird_NYY","Norichika Aoki_HOU","Rob Refsnyder_NYY","Adam Lind_WAS","Freddy Galvis_PHI","Wilmer Difo_WAS","Yuli Gurriel_HOU","Michael Saunders_PHI","Howie Kendrick_PHI","Daniel Nava_PHI","Brian Goodwin_WAS","Cameron Rupp_PHI","Rhys Hoskins_PHI","Derek Fisher_HOU","Gleyber Torres_NYY","Stephen Drew_WAS","Austin Romine_NYY","Jake Marisnick_HOU","Ronald Torreyes_NYY","Andrew Knapp_PHI","Chris Heisey_WAS","Brock Stassi_PHI","Kyle Higashioka_NYY","Andres Blanco_PHI","Jose Lobaton_WAS","Rafael Bautista_WAS","Tony Kemp_HOU","Grant Green_WAS","Ty Kelly_PHI"
133.830687830688,15.517094017094,33.1544117647059,0,32.3333333333333,0,0,0,12.1521739130435,0,51.2333333333333,0,0,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,21.55,0,14.5,0,0,0,0,0,0,0,-41,0,40.0222222222222,0,0,0,0,0,0,0,0,0,97.9166666666667,0,0,0,0,-49.5,0,0,0,36.1428571428571,0,0,0,0
15.517094017094,90.0471264367816,46.9894736842105,0,-6.29,0,0,0,17.7820512820513,0,20.6282051282051,0,0,8.59803921568627,0,0,0,0,0,0,0,0,0,0,0,0,33.65,0,6.08791208791209,0,0,0,0,0,0,0,43.3,0,19.2916666666667,0,0,0,0,0,0,0,0,0,-81.25,0,0,0,0,-15,0,0,0,-4.95833333333333,0,0,0,0
33.1544117647059,46.9894736842105,121.207894736842,0,3.76470588235294,0,0,0,-24.5,0,-23.1372549019608,0,0,28.9444444444444,0,0,0,0,0,0,0,0,0,0,0,0,-9.52747252747253,0,9.84848484848485,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,-13.8,0,0,0,0
0,0,0,65.1397849462366,0,0,-19.4444444444444,0,0,-9.45502645502646,0,0,0,0,0,9.27450980392157,-7.73571428571429,0,-7.59782608695652,8.38888888888889,-1.25641025641026,0,-2.96732026143791,0,0,0,0,0,0,0,0,0,0,0,24.2953216374269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86363636363636,0,0,0,0,0,0,0,0,0,0,0
32.3333333333333,-6.29,3.76470588235294,0,83.9815384615385,0,0,0,-6.61857707509881,0,19.5434782608696,0,0,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,0,16.8315789473684,0,2.34615384615385,0,0,0,0,0,0,0,0,0,37.3571428571429,0,0,0,0,0,0,0,0,0,145.833333333333,0,0,0,0,-69,0,0,0,-6.1,0,0,0,0
0,0,0,0,0,122.076354679803,0,-8.43055555555556,0,0,0,54.3063241106719,26.4027093596059,0,-2.59420289855072,0,0,37.0592885375494,0,0,0,25.8030303030303,0,-11.9450549450549,10.3777777777778,0,0,0,0,0,0,0,7.26153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7169117647059,0,24.7263157894737,0,0,0,11.6666666666667,0,0,0,0,0,0
0,0,0,-19.4444444444444,0,0,44.7367816091954,0,0,3.17166666666667,0,0,0,0,0,-1.38562091503268,1.15952380952381,0,17.9209486166008,4.5997150997151,0.00615384615384615,0,7.77205882352941,0,0,0,0,0,0,0,0,0,0,0,-4.63398692810458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34545454545455,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-8.43055555555556,0,58.0181818181818,0,0,0,42.6666666666667,5.4,0,-5.32222222222222,0,0,64.5555555555556,0,0,0,1.95,0,17.0666666666667,25.1,0,0,0,0,0,0,0,-26.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.1071428571429,0,0,0,0,0,0,0,0,0,0
12.1521739130435,17.7820512820513,-24.5,0,-6.61857707509881,0,0,0,78.002849002849,0,19.1413043478261,0,0,19.1625,0,0,0,0,0,0,0,0,0,0,0,0,24.8842105263158,0,-1.79545454545455,0,0,0,0,0,0,0,5.5,0,11.1190476190476,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,-1.16666666666667,0,0,0,28.8809523809524,0,0,0,0
0,0,0,-9.45502645502646,0,0,3.17166666666667,0,0,48.8677248677249,0,0,0,0,0,17.85,-1.71241830065359,0,-8.46428571428571,4.03333333333333,-2.82666666666667,0,17.7610294117647,0,0,0,0,0,0,0,0,0,0,0,3.58455882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19444444444444,0,0,0,0,0,0,0,0,0,0,0
