Anthony Rizzo_CHC,Andrew McCutchen_PIT,Kris Bryant_CHC,Ian Happ_CHC,Starling Marte_PIT,Manuel Margot_SD,Willson Contreras_CHC,Wil Myers_SD,Aaron Altherr_PHI,Jason Heyward_CHC,Josh Bell_PIT,Tommy Joseph_PHI,Ben Zobrist_CHC,Josh Harrison_PIT,Adam Frazier_PIT,Freddy Galvis_PHI,Maikel Franco_PHI,John Jaso_PIT,Addison Russell_CHC,Daniel Nava_PHI,Cesar Hernandez_PHI,Jon Jay_CHC,Jordy Mercer_PIT,Gregory Polanco_PIT,Javier Baez_CHC,Jose Pirela_SD,Ryan Schimpf_SD,Howie Kendrick_PHI,Hunter Renfroe_SD,David Freese_PIT,Odubel Herrera_PHI,Andrew Knapp_PHI,Franchy Cordero_SD,Kyle Schwarber_CHC,Erick Aybar_SD,Cory Spangenberg_SD,Nick Williams_PHI,Jose Osuna_PIT,Tommy La Stella_CHC,Yangervis Solarte_SD,Cameron Perkins_PHI,Alex Dickerson_SD,Jeimer Candelario_CHC,Mark Zagunis_CHC,Matt Szczur_SD,Rhys Hoskins_PHI,Travis Jankowski_SD,Jose Rondon_SD,Ty Kelly_PHI,Jacob Stallings_PIT,Chase d'Arnaud_SD,Cameron Rupp_PHI,Danny Ortiz_PIT,Elias Diaz_PIT,Albert Almora_CHC,Kevin Newman_PIT,Christian Bethancourt_SD,Luis Urias_SD,Scott Kingery_PHI,Gift Ngoepe_PIT,Andres Blanco_PHI,Francisco Cervelli_PIT,Brock Stassi_PHI,Phil Gosselin_PIT,Chris Bostick_PIT,Jabari Blash_SD,Carlos Asuaje_SD,Victor Caratini_CHC,Jorge Alfaro_PHI,Roman Quinn_PHI,Hector Sanchez_SD,Austin Hedges_SD,Max Moroff_PIT,John Bormann_PIT,Eloy Jimenez_CHC,Allen Cordoba_SD,Luis Torrens_SD,Chris Stewart_PIT
66.22463113520023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.896145084639252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4351732991014141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,39.53419053185273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.140944109819305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,61.17160493827159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.653333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.391203703703702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,50.45674999999999,0.0,-34.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,98.2418154761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5848263888888879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-34.94,0.0,42.367058823529405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.74441176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,50.35141242937853,0.0,0.0,0.0,0.0,0.0,7.6812938043173515,0.0,0.0,0.0,0.0,0.0,20.068491124260348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.083641975308645,3.7229437229437217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.976785714285704
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7229437229437217,27.66450216450217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.707196969696966
2.896145084639252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.62891236306733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.778606237816766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
