Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,15138,Eddie Lacy,RB,GB,MIN,5,27,50,48,11,59,59,31.20,93.3
2,957,Pierre Thomas,RB,NO,TB,5,29,32,14,35,41,48,31.20,80
3,16345,Branden Oliver,RB,SD,NYJ,5,41,55,46,10,56,56,37.20,73.7
4,13887,Travis Benjamin,WR,CLE,TEN,5,26,34,0,15,15,15,20.80,64.6
5,11792,Arian Foster,RB,HOU,DAL,5,48,81,48,10,52,58,34.20,60.8
6,15224,Andre Ellington,RB,ARI,DEN,5,50,86,32,14,40,46,33.40,52.8
7,1652,Steven Jackson,RB,ATL,NYG,5,26,36,50,23,69,73,18.40,51.5
8,14536,Russell Wilson,QB,SEA,WAS,5,67,100,16,0,52,52,37.24,51.1
9,12925,Jake Locker,QB,TEN,CLE,5,33,49,12,0,46,46,16.56,50.2
10,7884,Antonio Gates,TE,SD,NYJ,5,40,54,0,15,10,15,22,45
11,12137,Charlie Whitehurst,QB,TEN,CLE,5,35,52,6,0,66,66,15.66,44.7
12,2593,Aaron Rodgers,QB,GB,MIN,5,41,76,0,0,42,42,18.24,44.5
13,11197,Demaryius Thomas,WR,DEN,ARI,5,79,98,0,20,10,20,45.60,43.8
14,3943,DeSean Jackson,WR,WAS,SEA,5,50,91,0,22,10,22,29.70,43.4
15,10091,Kyle Arrington,CB,NE,CIN,5,42,81,0,0,0,0,0,41.7
16,12386,Marshawn Lynch,RB,SEA,WAS,5,44,66,39,14,50,52,22.70,40.2
17,16402,Andre Williams,RB,NYG,ATL,5,36,53,56,6,61,61,16.30,39.7
18,7328,Peyton Manning,QB,DEN,ARI,5,81,100,3,0,61,61,35.96,38.2
19,13957,Kendall Wright,WR,TEN,CLE,5,55,81,4,15,15,18,27,38.2
20,11132,Jerry Hughes,OLB,BUF,DET,5,45,73,0,0,0,0,0,38.2
21,11611,Golden Tate,WR,DET,BUF,5,51,82,0,18,14,18,29.40,38
22,12841,Andy Dalton,QB,CIN,NE,5,47,90,4,0,55,55,17.76,37.8
