Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,13291,Julio Jones,WR,ATL,GB,14,47,70,0,36,23,36,45.90,67.9
2,832,Elvis Dumervil,OLB,BAL,MIA,14,35,61,0,0,0,0,0,62.9
3,14967,Le'Veon Bell,RB,PIT,CIN,14,68,93,38,13,47,52,50.50,61
4,8534,Jared Cook,TE,LA,WAS,14,30,48,0,17,13,17,22.10,60.3
5,14465,Jarius Wright,WR,MIN,NYJ,14,35,60,3,14,14,17,27.60,58.9
6,12323,Joique Bell,RB,DET,TB,14,44,64,41,11,52,52,30.30,57.5
7,16397,Devon Kennard,OLB,NYG,TEN,14,32,55,0,0,0,0,0,57.5
8,15020,CJ Anderson,RB,DEN,BUF,14,43,78,49,0,49,49,23.80,55.3
9,12157,Arthur Moats,OLB,PIT,CIN,14,30,49,0,0,0,0,0,52.7
10,12845,AJ Green,WR,CIN,PIT,14,54,89,0,28,20,28,42.40,52.6
11,12841,Andy Dalton,QB,CIN,PIT,14,51,84,8,0,65,65,30.28,51.5
12,13320,Cam Newton,QB,CAR,NO,14,71,96,17,0,63,63,35.34,49.8
13,13124,DeMarco Murray,RB,DAL,CHI,14,58,94,55,17,71,72,40.80,49.7
14,15138,Eddie Lacy,RB,GB,ATL,14,46,68,28,20,39,48,27.60,49.1
15,1214,Frostee Rucker,DT,ARI,KC,14,27,42,0,0,0,0,0,47.4
16,14894,Sheldon Richardson,OLB,NYJ,MIN,14,47,81,0,0,0,0,0,47.2
17,732,Matt Ryan,QB,ATL,GB,14,67,100,3,0,61,61,35.30,46.7
18,7969,Jamaal Charles,RB,KC,ARI,14,50,77,20,8,24,28,25.10,46.2
19,11792,Arian Foster,RB,HOU,JAX,14,45,68,53,9,58,62,25.80,46.2
20,3382,Marcel Reece,FB,OAK,SF,14,30,48,7,23,30,30,19.60,42
21,1652,Steven Jackson,RB,ATL,GB,14,33,49,49,6,55,55,15.60,41.2
22,2593,Aaron Rodgers,QB,GB,ATL,14,68,100,7,0,60,60,30.88,41
23,15010,Kerwynn Williams,RB,ARI,KC,14,25,36,76,0,76,76,13,40
24,5451,Jonathan Stewart,RB,CAR,NO,14,54,73,37,2,37,39,24.50,39.8
25,16402,Andre Williams,RB,NYG,TEN,14,52,70,46,10,52,56,26.70,39.8
26,4556,Jordy Nelson,WR,GB,ATL,14,67,99,0,15,12,15,37.60,39.7
27,6029,Calvin Johnson,WR,DET,TB,14,55,80,0,16,15,16,32.80,39.6
28,14856,Zach Ertz,TE,PHI,SEA,14,25,54,0,12,8,12,11.90,39.6
29,8972,Jay Cutler,QB,CHI,DAL,14,69,100,3,0,70,70,30.54,38.5
30,3807,Ben Roethlisberger,QB,PIT,CIN,14,73,100,1,0,55,55,30.90,38.2
31,16127,Isaiah Crowell,RB,CLE,IND,14,30,46,47,0,47,47,11.40,38
32,611,Joe Flacco,QB,BAL,MIA,14,65,100,11,0,62,62,25.36,37.5
33,8355,Julian Edelman,WR,NE,SD,14,57,74,2,21,16,23,31.50,36
34,16311,Derek Carr,QB,OAK,SF,14,63,100,3,0,48,48,22.36,35.5
35,9038,Matthew Stafford,QB,DET,TB,14,69,100,4,0,54,54,27.24,35.1
36,13393,Robert Quinn,DE,LA,WAS,14,47,84,0,0,0,0,0,34.5
37,14536,Russell Wilson,QB,SEA,PHI,14,86,100,12,0,55,55,29.32,34.1
38,14885,Jamie Collins,OLB,NE,SD,14,57,100,0,0,0,0,0,33.9
39,9369,Justin Forsett,RB,BAL,MIA,14,41,63,32,5,37,37,15.80,33.7
40,14005,TY Hilton,WR,IND,CLE,14,75,93,0,25,13,25,39,33.3
41,12247,Jason Pierre-Paul,DE,NYG,TEN,14,51,88,0,0,0,0,0,33.3
42,16497,Teddy Bridgewater,QB,MIN,NYJ,14,58,100,5,0,52,52,23.06,32.9
43,3867,Tony Romo,QB,DAL,CHI,14,62,100,3,0,45,45,20,32.3
