"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Max Scherzer","P","WSH","vs TEX",3.31,"Bibens-Dirkx, R 4.08","R",2.35,0,0,7,12.2,0.88,NA,13000,51.4,29.8,29.26,29.26,"%",63,2.3,30.1,2.3
"Chris Archer","P","TB","vs OAK",3.03,"Hahn, R 3.23","R",3.65,0,0,6.6,11.2,1.15,NA,12200,46.6,22.4,27.23,27.23,"%",57,2.2,15.5,1.3
"Robbie Ray","P","ARI","vs MIL",3.81,"Anderson, R 2.94","L",2.85,0,0,6.3,11.3,1.07,NA,12000,47.1,24.3,21.74,21.74,"%",48,1.8,38.8,3.2
"Carlos Carrasco","P","CLE","vs CWS",3.51,"Quintana, L 5.30","R",3.36,0,0,6.3,8.9,0.96,NA,11500,41.2,19.8,20.97,20.97,"%",49,1.8,14.6,1.3
"James Paxton","P","SEA","vs TOR",3.55,"Happ, L 5.33","L",1.69,0,0,6,10.4,0.98,NA,9200,40.8,24,20.93,20.93,"%",59,2.3,0.4,0
"Jake Arrieta","P","CHC","vs COL",4.67,"Senzatela, R 3.56","R",4.46,0,0,5.7,9.9,1.3,NA,8700,32.6,17.3,13.55,13.55,"%",45,1.6,2.35,0.3
"Drew Pomeranz","P","BOS","vs DET",4.61,"Norris, L 4.48","L",4.02,0,0,5.1,11.5,1.36,NA,8400,34,17.9,13.39,13.39,"%",43,1.6,-2.25,NA
"Adam Wainwright","P","STL","vs PHI",4.13,"Nola, R 4.28","R",4.82,0,0,5.4,7.8,1.52,NA,8100,39,12.7,14.05,14.05,"%",2,1.7,13.85,1.7
"Chase Anderson","P","MIL","@ ARI",4.7,"Ray, L 2.85","R",2.94,0,0,5.9,8.1,1.21,NA,8000,36.6,17.2,11.71,11.71,"%",28,1.5,24.5,3.1
"Jose Quintana","P","CWS","@ CLE",4.99,"Carrasco, R 3.36","L",5.3,0,0,5.8,9.2,1.39,NA,7900,35.7,13.8,10.53,10.53,"%",9,1.3,7.05,0.9
"Jaime Garcia","P","ATL","vs NYM",3.78,"Lugo, R","L",3.21,0,0,6.4,5.6,1.21,NA,7600,30.9,13.8,15.44,15.44,"%",44,2,24.95,3.3
"Hyun-Jin Ryu","P","LAD","vs CIN",3.6,"Adleman, R 4.42","L",4.08,0,0,5.3,7.8,1.3,NA,6900,27.9,12.7,13.63,13.63,"%",44,2,7.4,1.1
"Dinelson Lamet","P","SD","vs KC",4.1,"Junis, R 7.84","R",6.92,0,0,4.3,13.2,1.62,NA,6800,43.2,13.8,12.48,12.48,"%",0,1.8,5.05,0.7
"J.A. Happ","P","TOR","@ SEA",4.45,"Paxton, L 1.69","L",5.33,0,0,5.1,9.5,1.22,NA,6700,23.9,12.5,10.57,10.57,"%",47,1.6,29.3,4.4
"Jesse Chavez","P","LAA","@ HOU",5.23,"Paulino, R 4.66","R",4.69,0,0,5.5,6.9,1.27,NA,6600,26.2,12.2,8.26,8.26,"%",26,1.3,-2.55,NA
"Ivan Nova","P","PIT","vs MIA",3.88,"Locke, L 3.48","R",3.04,0,0,6.9,4.8,1.07,NA,6500,34.6,15.8,14.76,14.76,"%",37,2.3,24.9,3.8
"David Paulino","P","HOU","vs LAA",3.77,"Chavez, R 4.69","R",4.66,0,0,4.8,11.3,1.55,NA,6400,20.5,13.4,12.49,12.49,"%",0,2,2.2,0.3
"Timothy Adleman","P","CIN","@ LAD",4.9,"Ryu, L 4.08","R",4.42,0,0,5.3,7.8,1.17,NA,6300,31.4,13.7,9.36,9.36,"%",20,1.5,11.05,1.8
"Antonio Senzatela","P","COL","@ CHC",6.83,"Arrieta, R 4.46","R",3.56,0,0,6.1,5.9,1.16,NA,6100,19.6,15.1,6.84,6.84,"%",58,1.1,7.6,1.2
"Aaron Nola","P","PHI","@ STL",4.87,"Wainwright, R 4.82","R",4.28,0,0,5.7,7.9,1.28,NA,6000,27,14.7,9.64,9.64,"%",41,1.6,13.65,2.3
"Jesse Hahn","P","OAK","@ TB",4.48,"Archer, R 3.65","R",3.23,0,0,5.6,6.9,1.29,NA,5800,27.6,13.5,10.36,10.36,"%",36,1.8,9.85,1.7
