"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,5300,83.0188679245283,44,"Aaron Judge","NYY",NA,"OF",3,4,2,3,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12000,32.3333333333333,38.8,"Robbie Ray","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,6.66666666666667,0,0,0,3,4,0
3,2,4800,66.6666666666667,32,"Mike Moustakas","KC",NA,"3B",6,2,2,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,13000,23.1538461538462,30.1,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7.33333333333333,0,0,2,3,1,0
5,3,5500,54.5454545454545,30,"Paul Goldschmidt","ARI",NA,"1B",3,1,1,4,0,5,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,4600,65.2173913043478,30,"Cody Bellinger","LAD",NA,"1B/OF",6,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,6700,43.7313432835821,29.3,"J.A. Happ","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,0,6,1,0
8,5,2600,107.692307692308,28,"Eric Young","LAA",NA,"OF",8,1,1,4,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,2700,103.703703703704,28,"Cory Spangenberg","SD",NA,"3B/OF",5,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,4600,60.8695652173913,28,"Justin Upton","DET",NA,"OF",6,1,1,5,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,8,4000,67.5,27,"Corey Seager","LAD",NA,"SS",2,1,1,4,0,4,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,9,2300,113.04347826087,26,"Austin Slater","SF",NA,"OF",7,1,0,4,0,5,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,2600,100,26,"Eduardo Escobar","MIN",NA,"SS/3B",6,1,1,3,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,11,4400,59.0909090909091,26,"David Peralta","ARI",NA,"OF",2,3,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,12,4700,55.3191489361702,26,"Josh Donaldson","TOR",NA,"3B",2,2,1,3,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,13,3100,80.6451612903226,25,"Chris Herrmann","ARI",NA,"C/OF",7,2,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,14,3100,80.6451612903226,25,"Hunter Pence","SF",NA,"OF",5,3,0,2,0,5,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,15,4400,56.8181818181818,25,"Starlin Castro","NYY",NA,"2B",5,2,1,4,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,4,6500,38.3076923076923,24.9,"Ivan Nova","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,0,1,0,0
20,5,8000,30.625,24.5,"Chase Anderson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6,0,0,1,4,1,0
21,6,7600,32.0394736842105,24.35,"Jaime Garcia","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,0,0,2,7,2,0
22,7,5100,47.7450980392157,24.35,"Seth Lugo","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,1,6,2,1
23,16,4900,48.9795918367347,24,"Eduardo Nunez","SF",NA,"3B/OF",2,3,0,0,1,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,17,3100,77.4193548387097,24,"Chase Utley","LAD",NA,"1B/2B",1,2,1,2,0,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,18,4500,53.3333333333333,24,"Cameron Maybin","LAA",NA,"OF",1,3,0,0,2,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,19,4100,56.0975609756098,23,"Buster Posey","SF",NA,"C/1B",4,2,0,4,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,20,3900,58.974358974359,23,"Dexter Fowler","STL",NA,"OF",2,1,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,21,3800,60.5263157894737,23,"Scott Schebler","CIN",NA,"OF",6,2,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,22,3700,62.1621621621622,23,"Eric Hosmer","KC",NA,"1B",4,2,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,8,5600,38.4821428571429,21.55,"Jake Junis","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,3,6,1,0
31,23,3100,67.741935483871,21,"Ben Zobrist","CHC",NA,"2B/OF",4,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,24,4200,50,21,"Andrelton Simmons","LAA",NA,"SS",6,1,0,2,1,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,2400,87.5,21,"Devin Mesoraco","CIN",NA,"C",8,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
