"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,10800,40.9722222222222,44.25,"Corey Kluber","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,1,1,0,3,2,0
2,1,3700,81.0810810810811,30,"Joey Gallo","TEX",NA,"1B/3B",8,2,2,3,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3200,93.75,30,"Robinson Chirinos","TEX",NA,"C",6,2,2,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,5600,48.8392857142857,27.35,"Trevor Cahill","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,1,3,1,0
5,3,6000,42.75,25.65,"Adam Wainwright","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5,0,0,2,6,0,0
6,3,5200,48.0769230769231,25,"Bryce Harper","WAS",NA,"OF",3,2,1,2,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,4600,52.1739130434783,24,"Corey Seager","LAD",NA,"SS",2,1,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,4100,58.5365853658537,24,"AJ Pollock","ARI",NA,"OF",1,2,1,1,0,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,7300,31.986301369863,23.35,"Jeremy Hellickson","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,2,3,0,1
10,6,4300,53.4883720930233,23,"Jose Bautista","TOR",NA,"OF",3,1,1,3,0,6,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,3500,65.7142857142857,23,"Jacoby Ellsbury","NYY",NA,"OF",4,1,0,0,2,4,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,5,7800,29.1025641025641,22.7,"Sean Manaea","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,1,5,3,0
13,6,9300,24.0860215053763,22.4,"Cole Hamels","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,8,0,0,1,3,2,1
14,7,6900,31.231884057971,21.55,"Dylan Bundy","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,0,0,0,6,1,0
15,8,3700,56.7567567567568,21,"Curtis Granderson","NYM",NA,"OF",5,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,9,4200,50,21,"Javier Baez","CHC",NA,"2B/SS",7,1,1,1,0,4,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,10,5300,39.622641509434,21,"Mike Trout","LAA",NA,"OF",3,1,1,2,0,6,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,4900,40.8163265306123,20,"Trevor Story","COL",NA,"SS",7,1,1,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12,5300,37.7358490566038,20,"Anthony Rizzo","CHC",NA,"1B",3,1,1,3,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,8,6400,30.390625,19.45,"Hector Santiago","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6.33333333333333,0,0,3,7,1,0
21,9,4500,42.8888888888889,19.3,"Tim Adleman","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,2,4,2,1
22,13,5000,38,19,"Eduardo Nunez","SF",NA,"3B/OF",6,2,0,1,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,14,4000,47.5,19,"Adam Duvall","CIN",NA,"OF",4,1,1,1,1,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,15,3500,54.2857142857143,19,"Carlos Beltran","HOU",NA,"OF",5,2,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,16,5000,38,19,"Brandon Belt","SF",NA,"1B/OF",2,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,17,3300,57.5757575757576,19,"Michael Conforto","NYM",NA,"OF",1,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,18,3400,55.8823529411765,19,"Adonis Garcia","ATL",NA,"3B",2,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,19,2700,66.6666666666667,18,"Austin Hedges","SD",NA,"C",5,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,20,3000,60,18,"Jordy Mercer","PIT",NA,"SS",1,2,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
