"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Vikings  (1000000)","Vikings ",3900,3900,"MIN@JAX","Min","Vikings",NA,"Jax",NA,11.7
"DST","Broncos  (1000000)","Broncos ",3800,3800,"DEN@TEN","Den","Broncos",NA,"Ten",NA,6
"DST","Lions  (1000000)","Lions ",3600,3600,"CHI@DET","Det","Lions",NA,"Chi",NA,6.8
"DST","Bengals  (1000000)","Bengals ",3500,3500,"CIN@CLE","Cin","Bengals",NA,"Cle",NA,7.2
"DST","Titans  (1000000)","Titans ",3300,3300,"DEN@TEN","Ten","Titans",NA,"Den",NA,7.3
"DST","Cardinals  (1000000)","Cardinals ",3200,3200,"ARI@MIA","Ari","Cardinals",NA,"Mia",NA,9
"DST","Jets  (1000000)","Jets ",3100,3100,"NYJ@SF","NYJ","Jets",NA,"SF",7.75,8.3
"DST","Falcons  (1000000)","Falcons ",3100,3100,"ATL@LA","Atl","Falcons",NA,"LA",NA,9.4
"DST","Seahawks  (1000000)","Seahawks ",3000,3000,"SEA@GB","Sea","Seahawks",NA,"GB",NA,7.2
"DST","Eagles  (1000000)","Eagles ",2900,2900,"WAS@PHI","Phi","Eagles",NA,"Was",NA,7.7
"DST","Panthers  (1000000)","Panthers ",2900,2900,"SD@CAR","Car","Panthers",NA,"SD",NA,6.5
"DST","Texans  (1000000)","Texans ",2800,2800,"HOU@IND","Hou","Texans",NA,"Ind",NA,7.1
"DST","Steelers  (1000000)","Steelers ",2800,2800,"PIT@BUF","Pit","Steelers",NA,"Buf",NA,6.6
"DST","Redskins  (1000000)","Redskins ",2700,2700,"WAS@PHI","Was","Redskins",NA,"Phi",NA,7.6
"DST","Cowboys  (1000000)","Cowboys ",2700,2700,"DAL@NYG","Dal","Cowboys",NA,"NYG",NA,9.6
"DST","Dolphins  (1000000)","Dolphins ",2600,2600,"ARI@MIA","Mia","Dolphins",NA,"Ari",NA,9.8
"DST","Chargers  (1000000)","Chargers ",2600,2600,"SD@CAR","SD","Chargers",NA,"Car",5.45,6.6
"DST","Colts  (1000000)","Colts ",2600,2600,"HOU@IND","Ind","Colts",NA,"Hou",NA,7.5
"DST","49ers  (1000000)","49ers ",2600,2600,"NYJ@SF","SF","49ers",NA,"NYJ",5.96,6.4
"DST","Packers  (1000000)","Packers ",2600,2600,"SEA@GB","GB","Packers",NA,"Sea",9.08,5.1
"DST","Giants  (1000000)","Giants ",2600,2600,"DAL@NYG","NYG","Giants",NA,"Dal",7.3,6.7
"DST","Bills  (1000000)","Bills ",2500,2500,"PIT@BUF","Buf","Bills",NA,"Pit",NA,7
"DST","Jaguars  (1000000)","Jaguars ",2500,2500,"MIN@JAX","Jax","Jaguars",NA,"Min",NA,6.7
"DST","Rams  (1000000)","Rams ",2500,2500,"ATL@LA","LA","Rams",NA,"Atl",8.97,7.5
"DST","Saints  (1000000)","Saints ",2400,2400,"NO@TB","NO","Saints",NA,"TB",6.82,8.6
"DST","Buccaneers  (1000000)","Buccaneers ",2400,2400,"NO@TB","TB","Buccaneers",NA,"NO",7.88,7.4
"DST","Bears  (1000000)","Bears ",2300,2300,"CHI@DET","Chi","Bears",NA,"Det",NA,5.1
"DST","Browns  (1000000)","Browns ",2200,2200,"CIN@CLE","Cle","Browns",NA,"Cin",NA,5.9
