Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Cam Newton,QB,CAR,vs SEA,11th,7500,16.3,38.5,25.9,23.69,23.69,100,60,3.2,10.74,1.4
Rob Gronkowski,TE,NE,vs KC,15th,7500,8.3,38.3,18,18.29,18.29,100,25,2.4,27.3,3.6
Tom Brady,QB,NE,vs KC,15th,7400,13.7,40.7,23.4,22.66,22.66,100,61,3.1,29.68,4
Julian Edelman,WR,NE,vs KC,15th,7100,2.5,25,19.6,10.04,10.04,100,50,1.4,24.1,3.4
Ben Roethlisberger,QB,PIT,@ DEN,22nd,7000,9.2,38.6,22.3,19.04,19.04,100,50,2.7,16.56,2.4
Demaryius Thomas,WR,DEN,vs PIT,13th,7000,8.3,37.4,17.6,18.04,18.04,100,34,2.6,10,1.4
Greg Olsen,TE,CAR,vs SEA,11th,6900,7.6,30.4,14.8,15.25,15.25,100,43,2.2,19.7,2.9
Russell Wilson,QB,SEA,@ CAR,15th,6800,11.5,38.8,21.9,20.63,20.63,100,50,3,30.84,4.5
Doug Baldwin,WR,SEA,@ CAR,15th,6800,7.5,35.1,17.4,16.7,16.7,100,47,2.5,16.2,2.4
Aaron Rodgers,QB,GB,@ ARI,28th,6700,12.7,38.5,20.1,21.34,21.34,100,67,3.2,19.54,2.9
Carson Palmer,QB,ARI,vs GB,26th,6500,18.6,35.7,21.8,24.3,24.3,100,69,3.7,26.96,4.1
Larry Fitzgerald,WR,ARI,vs GB,26th,6500,8.5,31.9,18.2,16.27,16.27,100,50,2.5,34.6,5.3
Marshawn Lynch,RB,SEA,@ CAR,15th,6400,6.1,34.9,12.2,15.68,15.68,100,0,2.5,5.5,0.9
Jeremy Maclin,WR,KC,@ NE,4th,6400,6.6,37.2,16.9,16.78,16.78,100,0,2.6,4.3,0.7
Martavis Bryant,WR,PIT,@ DEN,22nd,6000,9.3,35.4,16.4,18.01,18.01,100,0,3,31.4,5.2
David Johnson,RB,ARI,vs GB,26th,6000,9.7,37.3,13.7,18.87,18.87,100,65,3.1,13.8,2.3
Peyton Manning,QB,DEN,vs PIT,13th,6000,7.5,33,11.4,16.01,16.01,100,0,2.7,10.78,1.8
Randall Cobb,WR,GB,@ ARI,28th,5900,4.2,31,12.9,13.15,13.15,100,34,2.2,0,
Jonathan Stewart,RB,CAR,vs SEA,11th,5800,5.4,25.5,13.1,12.08,12.08,100,42,2.1,27.1,4.7
Emmanuel Sanders,WR,DEN,vs PIT,13th,5800,6,35.4,15.9,15.76,15.76,100,34,2.7,13.5,2.3
Danny Amendola,WR,NE,vs KC,15th,5500,3.5,21.5,11.1,9.48,9.48,100,0,1.7,3.8,0.7
Charcandrick West,RB,KC,@ NE,4th,5500,6.9,27,10.5,13.57,13.57,100,0,2.5,15.6,2.8
Alex Smith,QB,KC,@ NE,4th,5400,11.7,29.1,17.6,17.53,17.53,100,64,3.2,18.24,3.4
James White,RB,NE,vs KC,15th,5200,8.4,25.8,10.5,14.18,14.18,100,43,2.7,6.4,1.2
John Brown,WR,ARI,vs GB,26th,5200,6.1,28,14.3,13.41,13.41,100,4,2.6,13.4,2.6
Travis Kelce,TE,KC,@ NE,4th,5100,4,26.8,12.2,11.63,11.63,100,50,2.3,8.3,1.6
Michael Floyd,WR,ARI,vs GB,26th,5100,5.8,29.8,12.5,13.85,13.85,100,6,2.7,17.6,3.5
Ted Ginn Jr.,WR,CAR,vs SEA,11th,5000,1.2,20.1,12.5,7.47,7.47,100,39,1.5,1.1,0.2
Christine Michael,RB,SEA,@ CAR,15th,4600,0,21.1,4,6.68,6.68,100,21,1.5,0,
James Jones,WR,GB,@ ARI,28th,4600,3.4,22.9,12.5,9.93,9.93,100,0,2.2,0,
Spencer Ware,RB,KC,@ NE,4th,4500,0.8,25.4,10.9,8.97,8.97,100,43,2,,
Eddie Lacy,RB,GB,@ ARI,28th,4400,4.9,30.4,10.1,13.36,13.36,100,8,3,11.1,2.5
Tyler Lockett,WR,SEA,@ CAR,15th,4400,4.1,28.4,10.6,12.17,12.17,100,5,2.8,16.5,3.8
Cameron Artis-Payne,RB,CAR,vs SEA,11th,4300,0,23,5.9,6.83,6.83,100,15,1.6,1.8,0.4
Markus Wheaton,WR,PIT,@ DEN,22nd,4300,9,23.4,9.6,13.77,13.77,100,16,3.2,8,1.9
Fitzgerald Toussaint,RB,PIT,@ DEN,22nd,4200,7.4,12.8,2.1,9.21,9.21,100,0,2.2,12.1,2.9
Seahawks,DST,SEA,@ CAR,15th,4100,8.3,24.2,9.9,13.6,13.6,100,32,3.3,0,
Ronnie Hillman,RB,DEN,vs PIT,13th,4100,1.2,27,10.9,9.79,9.79,100,0,2.4,3.8,0.9
Richard Rodgers,TE,GB,@ ARI,28th,4000,5.4,16.5,10.2,9.06,9.06,100,20,2.3,9.5,2.4
Brandon LaFell,WR,NE,vs KC,15th,4000,3.2,28.1,8.4,11.53,11.53,100,30,2.9,3.6,0.9
James Starks,RB,GB,@ ARI,28th,4000,4.8,20.1,10.8,9.86,9.86,100,22,2.5,6.7,1.7
Chiefs,DST,KC,@ NE,4th,4000,5.5,26.8,10.9,12.57,12.57,100,30,3.1,0,
Broncos,DST,DEN,vs PIT,13th,3900,9.1,26.2,10.8,14.83,14.83,100,44,3.8,6,1.5
Cardinals,DST,ARI,vs GB,26th,3800,6.2,26,10.4,12.79,12.79,100,28,3.4,4,1.1
Albert Wilson,WR,KC,@ NE,4th,3800,0.8,17,6.8,6.16,6.16,100,8,1.6,16.7,4.4
C.J. Anderson,RB,DEN,vs PIT,13th,3700,0,30.8,10,9.37,9.37,100,29,2.5,16.3,4.4
Panthers,DST,CAR,vs SEA,11th,3700,6.1,28,10.3,13.4,13.4,100,10,3.6,15,4.1
Steelers,DST,PIT,@ DEN,22nd,3600,6.4,22,9.3,11.55,11.55,100,27,3.2,1,0.3
Brandon Bolden,RB,NE,vs KC,15th,3600,5.1,11.1,6.3,7.14,7.14,100,0,2,0.7,0.2
Corey Philly Brown,WR,CAR,vs SEA,11th,3500,2.3,14.9,7.4,6.53,6.53,100,0,1.9,4.2,1.2
Andre Ellington,RB,ARI,vs GB,26th,3500,0,22.2,7.6,5.38,5.38,100,0,1.5,0.3,0.1
Fozzy Whittaker,RB,CAR,vs SEA,11th,3500,1.4,17.3,2.5,6.66,6.66,100,0,1.9,,
Fred Jackson,RB,SEA,@ CAR,15th,3500,0,13.7,5.2,3.08,3.08,100,0,0.9,5.2,1.5
Patriots,DST,NE,vs KC,15th,3500,9.1,24.1,8.1,14.07,14.07,100,38,4,4,1.1
Packers,DST,GB,@ ARI,28th,3400,3.3,23.1,7.3,9.94,9.94,100,8,2.9,7,2.1
Devin Funchess,WR,CAR,vs SEA,11th,3400,4.7,18.2,6.9,9.24,9.24,100,27,2.7,2.2,0.6
Jason Avant,WR,KC,@ NE,4th,3300,0,8.8,2.7,0,0,100,0,0,10.9,3.3
Steven Jackson,RB,NE,vs KC,15th,3300,2.8,17.8,7,7.76,7.76,100,0,2.4,2.8,0.8
Jermaine Kearse,WR,SEA,@ CAR,15th,3200,5.1,19.5,9.4,9.88,9.88,100,20,3.1,37,11.6
Heath Miller,TE,PIT,@ DEN,22nd,3200,3.9,24.3,8.7,10.7,10.7,100,0,3.3,1.5,0.5
Bennie Fowler,WR,DEN,vs PIT,13th,3000,0,10.2,2.6,0.83,0.83,100,0,0.3,5.5,1.8
Jared Abbrederis,WR,GB,@ ARI,28th,3000,2.1,12.4,2.5,8.25,8.25,100,0,2.8,9.5,3.2
Juwan Thompson,RB,DEN,vs PIT,13th,3000,0,11,2,3.15,3.15,100,0,1.1,,
Chris Conley,WR,KC,@ NE,4th,3000,0.8,10.4,4.8,4,4,100,48,1.3,8.3,2.8
Sammie Coates,WR,PIT,@ DEN,22nd,3000,0,19.2,2.1,0,0,100,0,0,8.1,2.7
Cody Latimer,WR,DEN,vs PIT,13th,3000,0,3.4,2.6,0,0,100,0,0,3.8,1.3
Jeff Janis,WR,GB,@ ARI,28th,3000,0,7,1.1,0,0,100,0,0,36.5,12.2
Jerricho Cotchery,WR,CAR,vs SEA,11th,3000,2.5,12.7,7.7,5.87,5.87,100,0,2,5.2,1.7
Mike Tolbert,RB,CAR,vs SEA,11th,3000,1.3,8.1,,5.39,5.39,100,0,1.8,,
Darrius Heyward-Bey,WR,PIT,@ DEN,22nd,3000,0,8.6,5.9,0,0,100,20,0,8.4,2.8
Keshawn Martin,WR,NE,vs KC,15th,3000,7.6,11.5,6.9,8.87,8.87,100,0,3,7.7,2.6
Knile Davis,RB,KC,@ NE,4th,3000,0,16.2,1.4,0,0,100,0,0,5.3,1.8
Vernon Davis,TE,DEN,vs PIT,13th,2900,3.3,18.9,6,8.54,8.54,100,32,2.9,,
Ed Dickson,TE,CAR,vs SEA,11th,2800,0,8.4,2.9,2.81,2.81,100,0,1,4.2,1.5
Scott Chandler,TE,NE,vs KC,15th,2700,0,15,6.1,3.84,3.84,100,0,1.4,,
