Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Matt Forte,RB,CHI,@ DET,30th,7100,5.7,37.8,16.8,16.42,16.42,100,31,2.3,19.9,2.8
Brandon Marshall,WR,NYJ,vs WAS,14th,7100,8.6,32.9,23.2,16.67,16.67,100,48,2.3,26.1,3.7
Drew Brees,QB,NO,vs ATL,14th,7000,13.1,36.2,23.1,20.77,20.77,100,67,3,19.68,2.8
Larry Fitzgerald,WR,ARI,@ PIT,15th,7000,13.7,37.1,18.2,21.48,21.48,100,60,3.1,17.3,2.5
Arian Foster,RB,HOU,@ JAC,21st,7000,7.9,41.2,19.5,19.03,19.03,100,0,2.7,22.2,3.2
Devonta Freeman,RB,ATL,@ NO,27th,7000,11.2,40.3,22.1,20.93,20.93,100,45,3,38.6,5.5
Marshawn Lynch,RB,SEA,vs CAR,22nd,6900,3.6,32.4,12.2,13.22,13.22,100,0,1.9,12.4,1.8
Matt Ryan,QB,ATL,@ NO,27th,6900,14.6,37.2,16.9,22.15,22.15,100,72,3.2,19.8,2.9
Eli Manning,QB,NYG,@ PHI,29th,6800,13.4,35,20.2,20.58,20.58,100,52,3,10.76,1.6
Cam Newton,QB,CAR,@ SEA,2nd,6700,10.9,33.1,25.9,18.34,18.34,100,67,2.7,21.76,3.2
Peyton Manning,QB,DEN,@ CLE,17th,6600,10.7,36.2,11.4,19.16,19.16,100,0,2.9,12.6,1.9
Carson Palmer,QB,ARI,@ PIT,25th,6600,16.5,33.6,21.8,22.16,22.16,100,66,3.4,21.74,3.3
T.Y. Hilton,WR,IND,vs NE,20th,6500,6.6,38.1,13.6,17.1,17.1,100,52,2.6,19.4,3
Russell Wilson,QB,SEA,vs CAR,4th,6500,9.8,37.1,21.9,18.88,18.88,100,45,2.9,18.94,2.9
Jeremy Maclin,WR,KC,@ MIN,13th,6500,8.9,39.5,16.9,19.06,19.06,100,19,2.9,7.8,1.2
Justin Forsett,RB,BAL,@ SF,17th,6400,10.6,34,12.8,18.35,18.35,100,8,2.9,17.1,2.7
Alshon Jeffery,WR,CHI,@ DET,23rd,6400,7.7,29.3,19,14.88,14.88,100,44,2.3,31.7,5
Philip Rivers,QB,SD,@ GB,11th,6300,12.3,33.6,20.2,19.41,19.41,100,67,3.1,31.12,4.9
Eddie Lacy,RB,GB,vs SD,26th,6300,5.9,31.4,10.1,14.42,14.42,100,10,2.3,4,0.6
Jarvis Landry,WR,MIA,@ TEN,9th,6200,8.2,28.6,17.8,15.01,15.01,100,61,2.4,15.6,2.5
Jordan Matthews,WR,PHI,vs NYG,22nd,6200,10.3,35.5,15.2,18.66,18.66,100,45,3,10.9,1.8
Steve Smith Sr.,WR,BAL,@ SF,25th,6100,0,16,20,0,0,100,40,0,29.7,4.9
DeMarco Murray,RB,PHI,vs NYG,1st,6000,7,28.6,12.6,14.25,14.25,100,71,2.4,24.3,4.1
Sam Bradford,QB,PHI,vs NYG,32nd,6000,12.9,30.6,16.2,18.84,18.84,100,63,3.1,12.4,2.1
Mark Ingram,RB,NO,vs ATL,23rd,6000,7.4,34.1,17.3,16.32,16.32,100,45,2.7,20.6,3.4
Allen Robinson,WR,JAC,vs HOU,18th,5900,11.9,34.1,20.1,19.29,19.29,100,53,3.3,20.6,3.5
Joe Flacco,QB,BAL,@ SF,30th,5900,11.1,31.8,19.1,17.97,17.97,100,59,3,22.72,3.9
James Jones,WR,GB,vs SD,2nd,5800,11.9,31.4,12.5,18.44,18.44,100,0,3.2,11,1.9
Dion Lewis,RB,NE,@ IND,19th,5800,17.8,25.8,17.3,20.45,20.45,100,0,3.5,6.9,1.2
Marcus Mariota,QB,TEN,vs MIA,21st,5800,10,35.8,19.7,18.58,18.58,100,49,3.2,8.76,1.5
Jeremy Hill,RB,CIN,@ BUF,7th,5700,3.6,28.8,10.8,12.03,12.03,100,13,2.1,13.9,2.4
Brandin Cooks,WR,NO,vs ATL,8th,5700,7.8,36.9,16.6,17.54,17.54,100,36,3.1,8.1,1.4
Ryan Tannehill,QB,MIA,@ TEN,6th,5700,10.6,31.3,18.2,17.48,17.48,100,59,3.1,18.04,3.2
Andy Dalton,QB,CIN,@ BUF,15th,5700,14.5,33.4,20.4,20.76,20.76,100,66,3.6,21.52,3.8
Greg Olsen,TE,CAR,@ SEA,26th,5500,3.6,26.4,14.8,11.2,11.2,100,64,2,29.1,5.3
Sammy Watkins,WR,BUF,vs CIN,28th,5400,1.2,30,18,10.78,10.78,100,0,2,14.8,2.7
LeSean McCoy,RB,BUF,vs CIN,5th,5400,0,27.8,15.8,8.2,8.2,100,52,1.5,17.4,3.2
Jimmy Graham,TE,SEA,vs CAR,12th,5400,2.5,28.9,11.2,11.28,11.28,100,34,2.1,25,4.6
Josh McCown,QB,CLE,vs DEN,3rd,5400,9.7,32.8,18.9,17.35,17.35,100,53,3.2,14.72,2.7
Teddy Bridgewater,QB,MIN,vs KC,31st,5300,12,30,13.7,18.05,18.05,100,0,3.4,11.46,2.2
Matthew Stafford,QB,DET,vs CHI,13th,5300,11,32.8,19.7,18.25,18.25,100,66,3.4,37.9,7.2
Alex Smith,QB,KC,@ MIN,8th,5300,10.4,27.8,17.6,16.25,16.25,100,67,3.1,16.28,3.1
Jay Cutler,QB,CHI,@ DET,26th,5200,10.7,32.3,16.8,17.86,17.86,100,16,3.4,23.32,4.5
Golden Tate,WR,DET,vs CHI,11th,5200,6.7,34,13.2,15.8,15.8,100,0,3,16,3.1
Kendall Wright,WR,TEN,vs MIA,16th,5200,7.4,32.2,10,15.65,15.65,100,0,3,7.4,1.4
John Brown,WR,ARI,@ PIT,15th,5200,7.7,29.6,14.3,15.04,15.04,100,22,2.9,31.6,6.1
Blake Bortles,QB,JAC,vs HOU,24th,5200,11.5,30.4,22.3,17.77,17.77,100,70,3.4,28.94,5.6
Kirk Cousins,QB,WAS,@ NYJ,1st,5100,7.4,29,20.5,14.63,14.63,100,59,2.9,9.94,1.9
Pierre Garcon,WR,WAS,@ NYJ,4th,5100,7.2,28.2,11.6,14.17,14.17,100,31,2.8,13.8,2.7
Chris Ivory,RB,NYJ,vs WAS,8th,5100,9.2,27.2,14.2,15.16,15.16,100,0,3,31.6,6.2
Brian Hoyer,QB,HOU,@ JAC,12th,5100,9.9,31.5,16.2,17.13,17.13,100,62,3.4,24.22,4.7
Travis Benjamin,WR,CLE,vs DEN,5th,5000,6.4,28.8,13.1,13.85,13.85,100,55,2.8,23.7,4.7
Andre Ellington,RB,ARI,@ PIT,3rd,5000,0.4,25.6,7.6,8.81,8.81,100,0,1.8,7.4,1.5
EJ Manuel,QB,BUF,vs CIN,19th,5000,5.9,26.9,10.7,12.88,12.88,100,0,2.6,21.72,4.3
Travis Kelce,TE,KC,@ MIN,20th,5000,5.6,28.4,12.2,13.15,13.15,100,46,2.6,13.8,2.8
Allen Hurns,WR,JAC,vs HOU,18th,5000,7.6,31.6,16.1,15.62,15.62,100,27,3.1,11,2.2
Donte Moncrief,WR,IND,vs NE,20th,5000,6.6,31.8,11.2,14.97,14.97,100,18,3,18.9,3.8
Landry Jones,QB,PIT,vs ARI,22nd,5000,0,17,3.9,0,0,100,0,0,14.62,2.9
Ryan Fitzpatrick,QB,NYJ,vs WAS,10th,5000,8.1,33.3,19.1,16.53,16.53,100,41,3.3,26.22,5.2
Michael Vick,QB,PIT,vs ARI,22nd,5000,9.9,28.5,6.3,16.06,16.06,100,0,3.2,4.94,1
Colin Kaepernick,QB,SF,vs BAL,18th,5000,10,33.7,13.6,17.94,17.94,100,0,3.6,25.6,5.1
Tyler Eifert,TE,CIN,@ BUF,7th,4900,2.9,28.4,15,11.39,11.39,100,0,2.3,13,2.7
Eric Decker,WR,NYJ,vs WAS,14th,4900,5.2,33.1,17.1,14.52,14.52,100,36,3,14.9,3
Frank Gore,RB,IND,vs NE,10th,4900,5.7,25.8,12.3,12.4,12.4,100,53,2.5,11.4,2.3
Martellus Bennett,TE,CHI,@ DET,25th,4800,3.9,29.1,10.4,12.26,12.26,100,49,2.6,11.9,2.5
Thomas Rawls,RB,SEA,vs CAR,22nd,4800,0,25.3,11.7,7.67,7.67,100,0,1.6,0.8,0.2
Danny Woodhead,RB,SD,@ GB,25th,4700,3.5,28.4,15.3,11.77,11.77,100,39,2.5,12.1,2.6
Melvin Gordon,RB,SD,@ GB,25th,4600,1.1,30.8,8,11.04,11.04,100,50,2.4,1.9,0.4
Giovani Bernard,RB,CIN,@ BUF,7th,4600,4.1,25.4,11.7,11.23,11.23,100,46,2.4,14.3,3.1
Carlos Hyde,RB,SF,vs BAL,18th,4600,4.3,28.9,12,12.52,12.52,100,58,2.7,8,1.7
Ronnie Hillman,RB,DEN,@ CLE,32nd,4600,3.2,29,10.9,11.83,11.83,100,0,2.6,17.5,3.8
Chris Johnson,RB,ARI,@ PIT,3rd,4600,6.7,22.3,11,11.9,11.9,100,0,2.6,5.5,1.2
Antonio Gates,TE,SD,@ GB,13th,4600,5.9,29.3,13.5,13.67,13.67,100,15,3,18.5,4
Duke Johnson,RB,CLE,vs DEN,14th,4500,6,19.8,10.3,10.63,10.63,100,53,2.4,8.6,1.9
C.J. Anderson,RB,DEN,@ CLE,32nd,4500,0,32,10,10.63,10.63,100,28,2.4,10.6,2.4
Knile Davis,RB,KC,@ MIN,31st,4500,0,24.2,1.4,7.99,7.99,100,0,1.8,3.5,0.8
Mike Wallace,WR,MIN,vs KC,32nd,4500,6.3,24.6,6.6,12.38,12.38,100,56,2.8,4.3,1
Rueben Randle,WR,NYG,@ PHI,31st,4400,5.9,28.1,11.7,13.29,13.29,100,0,3,9.4,2.1
LeGarrette Blount,RB,NE,@ IND,19th,4400,2.4,28.5,10.5,11.11,11.11,100,44,2.5,23.4,5.3
Gary Barnidge,TE,CLE,vs DEN,18th,4400,5.1,18.6,15.4,9.58,9.58,100,52,2.2,18.9,4.3
Davante Adams,WR,GB,vs SD,2nd,4300,0,26.2,8.2,5.78,5.78,100,16,1.3,,
Javorius Allen,RB,BAL,@ SF,17th,4300,3.6,9,9.4,5.45,5.45,100,53,1.3,3.1,0.7
Lamar Miller,RB,MIA,@ TEN,28th,4300,4.9,26.8,15.1,12.17,12.17,100,42,2.8,22.8,5.3
Charles Clay,TE,BUF,vs CIN,5th,4300,4.8,24,9.6,11.23,11.23,100,10,2.6,15.2,3.5
Kamar Aiken,WR,BAL,@ SF,25th,4300,5.2,17.8,12.6,9.38,9.38,100,0,2.2,11.2,2.6
Rashad Jennings,RB,NYG,@ PHI,2nd,4300,2.5,23.2,10.8,9.38,9.38,100,7,2.2,10.3,2.4
Anquan Boldin,WR,SF,vs BAL,29th,4300,6.7,26.2,12.6,13.17,13.17,100,37,3.1,18.2,4.2
Andre Johnson,WR,IND,vs NE,20th,4300,4.9,26.4,7.2,12.05,12.05,100,0,2.8,6.5,1.5
Isaiah Crowell,RB,CLE,vs DEN,14th,4200,2.3,22.7,8.8,9.1,9.1,100,57,2.2,6.1,1.5
Rishard Matthews,WR,MIA,@ TEN,9th,4200,2.3,25.1,12.7,9.92,9.92,100,12,2.4,14.5,3.5
David Johnson,RB,ARI,@ PIT,3rd,4200,0,26.2,13.7,7.82,7.82,100,61,1.9,2.7,0.6
Shane Vereen,RB,NYG,@ PHI,2nd,4200,4.7,23,9.9,10.81,10.81,100,46,2.6,1.6,0.4
Torrey Smith,WR,SF,vs BAL,29th,4200,3.2,25.7,8,10.72,10.72,100,0,2.6,18.6,4.4
Leonard Hankerson,WR,ATL,@ NO,24th,4200,3.8,22.5,11.4,15.01,15.01,100,0,3.6,7.7,1.8
Doug Baldwin,WR,SEA,vs CAR,10th,4100,2.6,30.2,17.4,11.75,11.75,100,49,2.9,5.3,1.3
Charcandrick West,RB,KC,@ MIN,31st,4000,4.6,24.7,10.5,11.26,11.26,100,0,2.8,3.9,1
Tevin Coleman,RB,ATL,@ NO,27th,4000,0,24,4.1,7.24,7.24,100,57,1.8,3,0.8
Martavis Bryant,WR,PIT,vs ARI,30th,4000,1.1,27.2,16.4,9.78,9.78,100,0,2.4,35.5,8.9
Ameer Abdullah,RB,DET,vs CHI,9th,4000,2.6,15.4,7.4,10.28,10.28,100,0,2.6,9.9,2.5
Marquess Wilson,WR,CHI,@ DET,23rd,4000,2.9,28.4,7.6,11.45,11.45,100,0,2.9,7.4,1.9
Julius Thomas,TE,JAC,vs HOU,9th,4000,0.5,26.6,10.4,9.22,9.22,100,18,2.3,20.8,5.2
Marques Colston,WR,NO,vs ATL,8th,4000,4.3,17.2,9.5,8.58,8.58,100,0,2.1,,
Jonathan Stewart,RB,CAR,@ SEA,11th,3900,3,23.1,13.1,9.73,9.73,100,0,2.5,21.6,5.5
Bishop Sankey,RB,TEN,vs MIA,29th,3800,3.8,15.2,4.9,7.55,7.55,100,0,2,3,0.8
Alfred Blue,RB,HOU,@ JAC,21st,3800,0,15.7,8.7,5.08,5.08,100,0,1.3,,
Stevie Johnson,WR,SD,@ GB,19th,3800,4.6,23.5,12.5,10.95,10.95,100,0,2.9,,
C.J. Spiller,RB,NO,vs ATL,23rd,3800,5.2,20.2,6.2,10.21,10.21,100,48,2.7,6.7,1.8
Darren Sproles,RB,PHI,vs NYG,1st,3800,2.9,23.6,10.1,9.85,9.85,100,46,2.6,1.7,0.4
Seahawks,DST,SEA,vs CAR,18th,3800,4.5,20.4,9.9,9.81,9.81,100,40,2.6,7,1.8
Broncos,DST,DEN,@ CLE,14th,3700,4.7,21.8,10.8,10.42,10.42,100,49,2.8,16,4.3
Jamison Crowder,WR,WAS,@ NYJ,4th,3600,3.6,25.5,8.6,10.87,10.87,100,41,3,8,2.2
Jermaine Kearse,WR,SEA,vs CAR,10th,3600,4.1,18.5,9.4,8.95,8.95,100,14,2.5,0,
Dan Herron,RB,BUF,vs CIN,5th,3600,0,22.5,2.4,5.9,5.9,100,0,1.6,3.7,1
Alfred Morris,RB,WAS,@ NYJ,15th,3600,4.1,25.1,6.4,11.11,11.11,100,0,3.1,4.2,1.2
Eddie Royal,WR,CHI,@ DET,23rd,3600,1.6,26.8,7.4,10.01,10.01,100,44,2.8,9.9,2.8
Delanie Walker,TE,TEN,vs MIA,16th,3600,2.6,24.8,16.5,9.96,9.96,100,41,2.8,17.7,4.9
Cardinals,DST,ARI,@ PIT,16th,3600,3.3,23.1,10.4,9.87,9.87,100,41,2.7,1,0.3
Stefon Diggs,WR,MIN,vs KC,32nd,3500,0,28,11.9,8.19,8.19,100,46,2.3,22.9,6.5
Ty Montgomery,WR,GB,vs SD,2nd,3500,2.4,30,7,11.62,11.62,100,0,3.3,3.5,1
Kyle Juszczyk,RB,BAL,@ SF,17th,3500,1.4,8.6,,5.71,5.71,100,0,1.6,,
Marvin Jones,WR,CIN,@ BUF,21st,3500,2.7,30.3,10.9,11.91,11.91,100,55,3.4,24.5,7
Ryan Mathews,RB,PHI,vs NYG,1st,3500,0.8,24.8,10,8.75,8.75,100,32,2.5,5.6,1.6
Bilal Powell,RB,NYJ,vs WAS,8th,3500,0,23.5,12.3,5.29,5.29,100,0,1.5,0.9,0.3
Darrius Heyward-Bey,WR,PIT,vs ARI,30th,3500,2.6,15.5,5.9,6.9,6.9,100,0,2,0,
Reggie Bush,RB,SF,vs BAL,18th,3500,0,17.9,1.7,5.32,5.32,100,0,1.5,,
Roddy White,WR,ATL,@ NO,24th,3500,3.1,21.4,6.6,9.22,9.22,100,0,2.6,11.3,3.2
Antonio Andrews,RB,TEN,vs MIA,29th,3400,9.5,12.8,8.1,10.63,10.63,100,0,3.1,3.5,1
Danny Amendola,WR,NE,@ IND,26th,3400,4,22,11.1,10.01,10.01,100,14,2.9,20.5,6
Malcom Floyd,WR,SD,@ GB,19th,3400,2.9,18.5,6.9,8.13,8.13,100,0,2.4,14.5,4.3
Ted Ginn Jr.,WR,CAR,@ SEA,1st,3400,3.6,22.5,12.5,9.92,9.92,100,0,2.9,2.8,0.8
Ravens,DST,BAL,@ SF,32nd,3400,4.5,19.2,5.4,9.38,9.38,100,37,2.8,3,0.9
Willie Snead,WR,NO,vs ATL,8th,3300,9.1,32.8,12.7,17.01,17.01,100,57,5.2,9.5,2.9
Chris Hogan,WR,BUF,vs CIN,28th,3300,0.1,21.7,7.2,7.31,7.31,100,20,2.2,5.1,1.5
Chris Thompson,RB,WAS,@ NYJ,15th,3300,5.2,17.5,7.1,9.29,9.29,100,53,2.8,9.8,3
Theo Riddick,RB,DET,vs CHI,9th,3300,0,23.2,11.3,6.39,6.39,100,51,1.9,10.8,3.3
Markus Wheaton,WR,PIT,vs ARI,30th,3300,2,16.4,9.6,6.85,6.85,100,16,2.1,1.8,0.5
Dontrelle Inman,WR,SD,@ GB,19th,3300,0,22.8,8.4,7.61,7.61,100,3,2.3,10.8,3.3
Charles Johnson,WR,MIN,vs KC,32nd,3300,0.5,17.6,3.6,6.23,6.23,100,0,1.9,,
Anthony Dixon,RB,BUF,vs CIN,5th,3300,1.5,13.2,1.7,5.42,5.42,100,0,1.6,,
James Starks,RB,GB,vs SD,26th,3300,3.1,18.4,10.8,8.21,8.21,100,0,2.5,27.7,8.4
Keith Mumphery,WR,HOU,@ JAC,6th,3200,4.8,9.6,1.9,6.36,6.36,100,0,2,2.8,0.9
Cecil Shorts III,WR,HOU,@ JAC,6th,3200,2.6,21.5,10.1,8.94,8.94,100,0,2.8,10.3,3.2
Tyler Lockett,WR,SEA,vs CAR,10th,3200,0.1,24.4,10.6,8.15,8.15,100,0,2.5,0,
Mohamed Sanu,WR,CIN,@ BUF,21st,3200,2.4,24.9,5.7,9.92,9.92,100,12,3.1,5.8,1.8
Ladarius Green,TE,SD,@ GB,13th,3200,0,17.2,8.3,4.6,4.6,100,0,1.4,12.5,3.9
Miles Austin,WR,PHI,vs NYG,22nd,3200,0,9,3.8,0,0,100,0,0,9,2.8
Packers,DST,GB,vs SD,11th,3200,2.8,22.6,7.3,9.41,9.41,100,0,2.9,6,1.9
Bills,DST,BUF,vs CIN,5th,3200,2.2,22.3,5.7,8.91,8.91,100,51,2.8,-1,
Falcons,DST,ATL,@ NO,17th,3200,0,20,5.7,6.16,6.16,100,0,1.9,0,
Zac Stacy,RB,NYJ,vs WAS,8th,3100,0,11.9,4.3,2.34,2.34,100,0,0.8,8.1,2.6
Josh Huff,WR,PHI,vs NYG,22nd,3100,2.9,13.7,5.4,6.46,6.46,100,18,2.1,4.9,1.6
Richard Rodgers,TE,GB,vs SD,17th,3100,6.1,17.2,10.2,9.82,9.82,100,20,3.2,5.4,1.7
Dorial Green-Beckham,WR,TEN,vs MIA,16th,3100,4.5,18.6,8.5,9.2,9.2,100,10,3,8.7,2.8
Taylor Gabriel,WR,CLE,vs DEN,5th,3100,0.4,20.2,4.4,6.96,6.96,100,0,2.2,1.5,0.5
Riley Cooper,WR,PHI,vs NYG,22nd,3100,1.5,16.8,5.5,6.61,6.61,100,0,2.1,16.6,5.4
Dwayne Harris,WR,NYG,@ PHI,31st,3100,5.5,11.8,7.5,7.63,7.63,100,0,2.5,3.8,1.2
Heath Miller,TE,PIT,vs ARI,3rd,3100,0.7,21.1,8.7,7.46,7.46,100,0,2.4,1.5,0.5
Jets,DST,NYJ,vs WAS,23rd,3100,4.8,17.7,7.1,9.11,9.11,100,26,2.9,6,1.9
Patriots,DST,NE,@ IND,26th,3100,4.5,19.5,8.1,9.46,9.46,100,40,3.1,5,1.6
Robert Woods,WR,BUF,vs CIN,28th,3000,1.2,23.4,8.7,8.62,8.62,100,6,2.9,8.7,2.9
Andre Williams,RB,NYG,@ PHI,2nd,3000,0,18.9,2.2,6.12,6.12,100,0,2,0.6,0.2
Brandon Coleman,WR,NO,vs ATL,8th,3000,3.1,14.8,5.5,6.96,6.96,100,47,2.3,0,
Albert Wilson,WR,KC,@ MIN,13th,3000,0,10.8,6.8,0,0,100,2,0,14.7,4.9
Jeremy Langford,RB,CHI,@ DET,30th,3000,0,10.7,10,1.51,1.51,100,54,0.5,9.7,3.2
Kenny Stills,WR,MIA,@ TEN,9th,3000,0,19.6,5.9,5.84,5.84,100,17,1.9,6.6,2.2
Branden Oliver,RB,SD,@ GB,25th,3000,0,21.5,5,1.91,1.91,100,0,0.6,10.3,3.4
Marquise Goodwin,WR,BUF,vs CIN,28th,3000,0.9,18.6,2.2,6.84,6.84,100,33,2.3,0,
Ricardo Lockette,WR,SEA,vs CAR,10th,3000,0,7.4,4.2,0,0,100,0,0,12.3,4.1
Denard Robinson,RB,JAC,vs HOU,20th,3000,0,13,5.7,0,0,100,0,0,6.8,2.3
Marlon Brown,WR,BAL,@ SF,25th,3000,4.4,14,2.8,7.55,7.55,100,0,2.5,1.9,0.6
Aaron Dobson,WR,NE,@ IND,26th,3000,5.9,8.9,4.5,6.91,6.91,100,0,2.3,,
Quincy Enunwa,WR,NYJ,vs WAS,14th,3000,0,13,4.9,0,0,100,48,0,3.7,1.2
Justin Hunter,WR,TEN,vs MIA,16th,3000,0.9,15,6,5.63,5.63,100,36,1.9,8.4,2.8
Devin Funchess,WR,CAR,@ SEA,1st,3000,0.7,14.2,6.9,5.18,5.18,100,8,1.7,4.4,1.5
Jaelen Strong,WR,HOU,@ JAC,6th,3000,3.6,12.9,4.8,6.69,6.69,100,37,2.2,1.5,0.5
Khiry Robinson,RB,NO,vs ATL,23rd,3000,0.7,16.3,8.8,5.91,5.91,100,0,2,6.7,2.2
Josh Robinson,RB,IND,vs NE,10th,3000,0.8,4.6,2.4,3.07,3.07,100,0,1,,
Devin Smith,WR,NYJ,vs WAS,14th,3000,1.4,8.7,3.6,5.78,5.78,100,0,1.9,,
Jerick McKinnon,RB,MIN,vs KC,13th,3000,0,17.9,5.2,5.06,5.06,100,9,1.7,0.2,0.1
Corey Philly Brown,WR,CAR,@ SEA,1st,3000,1,13.6,7.4,5.18,5.18,100,41,1.7,5.7,1.9
Zach Zenner,RB,DET,vs CHI,9th,3000,0.5,17.6,2.3,6.17,6.17,100,0,2.1,1.5,0.5
Chris Conley,WR,KC,@ MIN,13th,3000,2.1,11.7,4.8,5.33,5.33,100,60,1.8,4.6,1.5
Quinton Patton,WR,SF,vs BAL,29th,3000,0.5,14.3,4.7,5.12,5.12,100,4,1.7,11.8,3.9
Phillip Dorsett,WR,IND,vs NE,20th,3000,4,15.7,4.3,7.92,7.92,100,53,2.6,5,1.7
Darren Waller,WR,BAL,@ SF,25th,3000,3.4,12.1,1.3,6.33,6.33,100,0,2.1,,
DeVante Parker,WR,MIA,@ TEN,9th,3000,0.6,19.8,12.1,6.97,6.97,100,48,2.3,,
Jeff Janis,WR,GB,vs SD,2nd,3000,0,7,1.1,0,0,100,0,0,9.9,3.3
Texans,DST,HOU,@ JAC,31st,3000,4.3,17.8,9.4,8.79,8.79,100,36,2.9,16,5.3
Brian Hartline,WR,CLE,vs DEN,5th,3000,1.9,16,9.4,6.57,6.57,100,0,2.2,0,
Bryan Walters,WR,JAC,vs HOU,18th,3000,0,9.2,6.8,0,0,100,0,0,16.7,5.6
Fred Jackson,RB,SEA,vs CAR,22nd,3000,0.2,16,5.2,5.45,5.45,100,0,1.8,2.7,0.9
Toby Gerhart,RB,JAC,vs HOU,20th,3000,0,11.6,1.9,3.8,3.8,100,0,1.3,7.9,2.6
Dexter McCluster,RB,TEN,vs MIA,29th,3000,2,11.8,8.5,5.25,5.25,100,0,1.8,13.2,4.4
Bengals,DST,CIN,@ BUF,8th,3000,4.8,18.9,8.6,9.49,9.49,100,22,3.2,4,1.3
Panthers,DST,CAR,@ SEA,13th,3000,0,20.2,10.3,5.56,5.56,100,0,1.9,4,1.3
Lance Moore,WR,DET,vs CHI,11th,3000,2,10.7,6.8,4.86,4.86,100,0,1.6,24.6,8.2
Vernon Davis,TE,SF,vs BAL,4th,3000,0.2,15.8,6,5.4,5.4,100,0,1.8,0,
Andre Caldwell,WR,DEN,@ CLE,12th,3000,0,3.6,2.5,0,0,100,0,0,3.8,1.3
Harry Douglas,WR,TEN,vs MIA,16th,3000,0,17.7,6.3,4.88,4.88,100,0,1.6,2.1,0.7
Jerricho Cotchery,WR,CAR,@ SEA,1st,3000,0,6.8,7.7,0,0,100,0,0,4.1,1.4
Mike Tolbert,RB,CAR,@ SEA,11th,3000,1.1,6.4,,4.24,4.24,100,0,1.4,,
Andrew Hawkins,WR,CLE,vs DEN,5th,3000,0,20.4,7,6.82,6.82,100,0,2.3,3.5,1.2
Fozzy Whittaker,RB,CAR,@ SEA,11th,3000,0,12.6,2.5,2.05,2.05,100,53,0.7,4.3,1.4
Keshawn Martin,WR,NE,@ IND,26th,3000,0,2.6,6.9,0,0,100,0,0,4.9,1.6
Jarius Wright,WR,MIN,vs KC,32nd,3000,0,19.8,5.3,4.97,4.97,100,0,1.7,8.9,3
Jonas Gray,RB,MIA,@ TEN,28th,3000,0,30.2,4.6,2.23,2.23,100,0,0.7,4.6,1.5
Kyle Rudolph,TE,MIN,vs KC,14th,3000,1.4,20.3,8.2,7.68,7.68,100,50,2.6,8.9,3
Ryan Grant,WR,WAS,@ NYJ,4th,3000,2,10.4,5.2,4.78,4.78,100,0,1.6,4.2,1.4
Griff Whalen,WR,IND,vs NE,20th,3000,0,2.8,3.6,0,0,100,0,0,11,3.7
Matt Asiata,RB,MIN,vs KC,13th,3000,0,19,2.9,3.62,3.62,100,0,1.2,4.5,1.5
Jordan Cameron,TE,MIA,@ TEN,24th,3000,1.5,21,5.7,8.01,8.01,100,3,2.7,12,4
Coby Fleener,TE,IND,vs NE,27th,3000,0,23,8.2,7.37,7.37,100,19,2.5,5,1.7
