Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Alshon Jeffery,WR,CHI,vs SF,13th,6900,10.6,32.2,19,17.83,17.83,100,42,2.6,12.5,1.8
Matt Forte,RB,CHI,vs SF,27th,6900,2.9,35,16.8,13.59,13.59,100,33,2,23.3,3.4
Drew Brees,QB,NO,vs CAR,17th,6900,11.7,34.8,23.1,19.44,19.44,100,70,2.8,23.48,3.4
Carson Palmer,QB,ARI,@ STL,15th,6700,14.9,32,21.8,20.62,20.62,100,68,3.1,25.24,3.8
Matt Ryan,QB,ATL,@ TB,14th,6700,10.9,33.4,16.9,18.44,18.44,100,69,2.8,14.16,2.1
Jarvis Landry,WR,MIA,vs BAL,21st,6700,11.5,31.9,17.8,18.32,18.32,100,53,2.7,2.5,0.4
Randall Cobb,WR,GB,@ DET,7th,6600,4.7,31.4,12.9,13.57,13.57,100,34,2.1,6.8,1
Adrian Peterson,RB,MIN,vs SEA,21st,6600,14,24.5,17.8,17.51,17.51,100,10,2.7,6.4,1
Ben Roethlisberger,QB,PIT,vs IND,23rd,6600,12.4,41.8,22.3,22.19,22.19,100,55,3.4,36.86,5.6
Philip Rivers,QB,SD,vs DEN,3rd,6600,9.4,30.7,20.2,16.48,16.48,100,64,2.5,7.08,1.1
Eli Manning,QB,NYG,vs NYJ,30th,6500,10.6,32.2,20.2,17.76,17.76,100,59,2.7,15.08,2.3
Emmanuel Sanders,WR,DEN,@ SD,18th,6500,3.6,33,15.9,13.37,13.37,100,38,2.1,5.4,0.8
Michael Crabtree,WR,OAK,vs KC,19th,6500,6.8,30.5,15,14.7,14.7,100,51,2.3,15.5,2.4
Mark Ingram,RB,NO,vs CAR,3rd,6400,5.8,32.5,17.3,14.67,14.67,100,44,2.3,19.9,3.1
Andy Dalton,QB,CIN,@ CLE,27th,6400,15.3,34.2,20.4,21.56,21.56,100,66,3.4,23.9,3.7
Greg Olsen,TE,CAR,@ NO,31st,6400,8.5,31.3,14.8,16.09,16.09,100,49,2.5,23.9,3.7
Eric Decker,WR,NYJ,@ NYG,29th,6300,5.9,33.8,17.1,15.25,15.25,100,36,2.4,21.1,3.3
Brandin Cooks,WR,NO,vs CAR,20th,6300,3.7,32.8,16.6,13.37,13.37,100,43,2.1,25.4,4
Derek Carr,QB,OAK,vs KC,10th,6200,9.9,33.9,19.1,17.88,17.88,100,62,2.9,16.32,2.6
Matthew Stafford,QB,DET,vs GB,24th,6100,11.9,33.8,19.7,19.19,19.19,100,62,3.1,18,3
Blake Bortles,QB,JAC,@ TEN,15th,6000,11.6,30.5,22.3,17.86,17.86,100,69,3,35.78,6
Chris Ivory,RB,NYJ,@ NYG,26th,5900,8.9,26.9,14.2,14.89,14.89,100,29,2.5,10.9,1.8
Doug Martin,RB,TB,vs ATL,28th,5900,11,25.7,15.6,15.94,15.94,100,53,2.7,16,2.7
Jordan Matthews,WR,PHI,@ NE,10th,5800,5,30.2,15.2,13.36,13.36,100,37,2.3,12.6,2.2
Lamar Miller,RB,MIA,vs BAL,18th,5800,8.4,30.3,15.1,15.7,15.7,100,50,2.7,14.8,2.6
DeMarco Murray,RB,PHI,@ NE,12th,5800,8.6,30.2,12.6,15.76,15.76,100,67,2.7,2.4,0.4
Delanie Walker,TE,TEN,vs JAC,32nd,5700,6.9,29.1,16.5,14.3,14.3,100,47,2.5,23.2,4.1
LeSean McCoy,RB,BUF,vs HOU,2nd,5700,6.9,36.3,15.8,16.7,16.7,100,51,2.9,14.2,2.5
T.Y. Hilton,WR,IND,@ PIT,31st,5700,6.1,37.6,13.6,16.58,16.58,100,40,2.9,6.6,1.2
Sammy Watkins,WR,BUF,vs HOU,2nd,5600,5.1,33.9,18,14.68,14.68,100,0,2.6,22.9,4.1
Martavis Bryant,WR,PIT,vs IND,16th,5600,7.9,34,16.4,16.59,16.59,100,0,3,24.4,4.4
Russell Wilson,QB,SEA,@ MIN,5th,5600,9.4,36.7,21.9,18.49,18.49,100,48,3.3,34.06,6.1
DeAngelo Williams,RB,PIT,vs IND,5th,5600,5.7,36.3,15.4,15.93,15.93,100,9,2.8,23.5,4.2
Marcus Mariota,QB,TEN,vs JAC,25th,5500,10.5,36.3,19.7,19.07,19.07,100,59,3.5,40.92,7.4
Javorius Allen,RB,BAL,@ MIA,31st,5400,11.8,17.2,9.4,13.56,13.56,100,31,2.5,38,7
Thomas Rawls,RB,SEA,@ MIN,19th,5400,7.1,33.5,11.7,15.9,15.9,100,0,2.9,23.3,4.3
Jameis Winston,QB,TB,vs ATL,7th,5300,13,30.4,18.6,18.76,18.76,100,71,3.5,19.58,3.7
Jeremy Langford,RB,CHI,vs SF,27th,5300,6.9,20.7,10,11.49,11.49,100,39,2.2,8.8,1.7
Jordan Reed,TE,WAS,vs DAL,26th,5300,5.3,31.1,18,13.89,13.89,100,49,2.6,6.3,1.2
Ryan Tannehill,QB,MIA,vs BAL,21st,5300,12.2,32.9,18.2,19.06,19.06,100,58,3.6,8.54,1.6
Jonathan Stewart,RB,CAR,@ NO,32nd,5300,8.6,28.8,13.1,15.35,15.35,100,44,2.9,19.3,3.6
Darren McFadden,RB,DAL,@ WAS,20th,5300,10.9,24.4,13.4,15.44,15.44,100,0,2.9,10.9,2.1
Gary Barnidge,TE,CLE,vs CIN,17th,5300,10.4,24,15.4,14.95,14.95,100,43,2.8,10.9,2.1
Matt Hasselbeck,QB,IND,@ PIT,28th,5300,11.1,24,12.6,15.38,15.38,100,0,2.9,7.86,1.5
Charcandrick West,RB,KC,@ OAK,24th,5200,6.9,27,10.5,13.6,13.6,100,0,2.6,6.4,1.2
Brock Osweiler,QB,DEN,@ SD,20th,5200,10.1,30.6,15.8,16.95,16.95,100,48,3.3,9.74,1.9
Travis Benjamin,WR,CLE,vs CIN,4th,5200,4.5,27,13.1,12.02,12.02,100,34,2.3,0,
Kirk Cousins,QB,WAS,vs DAL,2nd,5200,10.3,31.9,20.5,17.5,17.5,100,67,3.4,13.36,2.6
Tyrod Taylor,QB,BUF,vs HOU,1st,5200,10.1,34.1,19.9,18.06,18.06,100,56,3.5,29.24,5.6
Jeremy Maclin,WR,KC,@ OAK,9th,5200,6.2,36.8,16.9,16.43,16.43,100,0,3.2,29.5,5.7
Ryan Fitzpatrick,QB,NYJ,@ NYG,26th,5200,10.7,35.9,19.1,19.1,19.1,100,35,3.7,28.8,5.5
LeGarrette Blount,RB,NE,vs PHI,30th,5100,3.6,29.7,10.5,12.29,12.29,100,47,2.4,5.4,1.1
Sam Bradford,QB,PHI,@ NE,4th,5100,7.7,25.4,16.2,13.64,13.64,100,59,2.7,12.7,2.5
DeSean Jackson,WR,WAS,vs DAL,5th,5100,4.3,29.2,12.1,12.61,12.61,100,31,2.5,19,3.7
Alex Smith,QB,KC,@ OAK,19th,5100,10.4,27.8,17.6,16.21,16.21,100,61,3.2,24.78,4.9
Jay Cutler,QB,CHI,vs SF,12th,5100,11.6,33.2,16.8,18.76,18.76,100,33,3.7,8.08,1.6
Matt Cassel,QB,DAL,@ WAS,18th,5100,9.6,24.6,9.2,14.64,14.64,100,0,2.9,8.58,1.7
Blaine Gabbert,QB,SF,@ CHI,16th,5000,6.2,28.7,18,13.67,13.67,100,52,2.7,25.34,5.1
Eddie Lacy,RB,GB,@ DET,6th,5000,7.2,32.7,10.1,15.74,15.74,100,8,3.1,1.1,0.2
Johnny Manziel,QB,CLE,vs CIN,6th,5000,8.9,20.3,12.1,12.72,12.72,100,0,2.5,,
Teddy Bridgewater,QB,MIN,vs SEA,9th,5000,5.7,23.7,13.7,11.7,11.7,100,0,2.3,3.92,0.8
Nick Foles,QB,STL,vs ARI,22nd,5000,0,14.4,9.8,0,0,100,49,0,4.64,0.9
Matt Schaub,QB,BAL,@ MIA,29th,5000,13.8,15.3,16.8,14.32,14.32,100,0,2.9,17.32,3.5
Brian Hoyer,QB,HOU,@ BUF,11th,5000,8.9,30.5,16.2,16.09,16.09,100,53,3.2,24.22,4.8
Austin Davis,QB,CLE,vs CIN,6th,5000,4.6,28.9,8.1,12.72,12.72,100,0,2.5,7.6,1.5
Case Keenum,QB,STL,vs ARI,22nd,5000,3.2,27.2,9.3,11.23,11.23,100,42,2.2,,
Spencer Ware,RB,KC,@ OAK,24th,4900,1.8,26.4,10.9,9.97,9.97,100,46,2,10.5,2.1
Antonio Gates,TE,SD,vs DEN,10th,4900,3.9,27.3,13.5,11.69,11.69,100,29,2.4,11,2.2
Tevin Coleman,RB,ATL,@ TB,8th,4800,0,24.4,4.1,7.64,7.64,100,46,1.6,2.7,0.6
T.J. Yeldon,RB,JAC,@ TEN,10th,4800,8.2,24.1,13.5,13.52,13.52,100,42,2.8,23.6,4.9
Jeremy Hill,RB,CIN,@ CLE,11th,4800,3.8,29,10.8,12.19,12.19,100,29,2.5,15.8,3.3
John Brown,WR,ARI,@ STL,15th,4800,4.6,26.5,14.3,11.92,11.92,100,10,2.5,20.3,4.2
Latavius Murray,RB,OAK,vs KC,1st,4800,4.7,31.1,13.2,13.48,13.48,100,47,2.8,19.7,4.1
Golden Tate,WR,DET,vs GB,26th,4800,3.5,30.8,13.2,12.63,12.63,100,25,2.6,14.6,3
Kamar Aiken,WR,BAL,@ MIA,28th,4800,8.5,21.1,12.6,12.7,12.7,100,0,2.6,10.8,2.3
Danny Woodhead,RB,SD,vs DEN,15th,4800,3.8,28.7,15.3,12.12,12.12,100,39,2.5,6.4,1.3
Brandon LaFell,WR,NE,vs PHI,32nd,4800,8.3,33.2,8.4,16.56,16.56,100,14,3.5,6.7,1.4
Stefon Diggs,WR,MIN,vs SEA,8th,4700,1.9,31.6,11.9,11.77,11.77,100,46,2.5,3.6,0.8
Travis Kelce,TE,KC,@ OAK,28th,4700,4.1,26.9,12.2,11.74,11.74,100,45,2.5,7.2,1.5
Stevie Johnson,WR,SD,vs DEN,1st,4700,8.9,27.8,12.5,15.18,15.18,100,0,3.2,,
Danny Amendola,WR,NE,vs PHI,32nd,4700,4.6,22.6,11.1,10.57,10.57,100,0,2.2,20.64,4.4
Vincent Jackson,WR,TB,vs ATL,3rd,4700,5.4,25.8,11,12.2,12.2,100,0,2.6,11.7,2.5
Jason Witten,TE,DAL,@ WAS,7th,4700,5.3,22.4,10.3,11.03,11.03,100,49,2.3,9.5,2
Donte Moncrief,WR,IND,@ PIT,31st,4600,5.9,31.1,11.2,14.33,14.33,100,36,3.1,4.3,0.9
Alfred Blue,RB,HOU,@ BUF,29th,4600,5.2,21.1,8.7,10.53,10.53,100,0,2.3,1.4,0.3
James Jones,WR,GB,@ DET,7th,4600,3.9,23.4,12.5,10.41,10.41,100,0,2.3,2.9,0.6
James Starks,RB,GB,@ DET,6th,4500,3.4,18.7,10.8,8.51,8.51,100,39,1.9,11,2.4
Ronnie Hillman,RB,DEN,@ SD,23rd,4500,2.8,28.6,10.9,11.44,11.44,100,0,2.5,5.6,1.2
Giovani Bernard,RB,CIN,@ CLE,11th,4500,6.3,27.6,11.7,13.42,13.42,100,44,3,4.5,1
Davante Adams,WR,GB,@ DET,7th,4400,1.3,31.9,8.2,11.47,11.47,100,41,2.6,12.1,2.8
Benjamin Watson,TE,NO,vs CAR,13th,4400,6,15,12.3,9.04,9.04,100,0,2.1,13.8,3.1
Frank Gore,RB,IND,@ PIT,7th,4300,5.6,25.7,12.3,12.32,12.32,100,54,2.9,18.4,4.3
Kendall Wright,WR,TEN,vs JAC,11th,4300,0.8,25.7,10,9.06,9.06,100,13,2.1,5.8,1.3
Tavon Austin,WR,STL,vs ARI,17th,4300,5.5,22.3,12.5,11.09,11.09,100,45,2.6,4.8,1.1
Pierre Garcon,WR,WAS,vs DAL,5th,4200,1.2,22.2,11.6,8.23,8.23,100,41,2,10.4,2.5
Shane Vereen,RB,NYG,vs NYJ,4th,4200,3,21.3,9.9,9.11,9.11,100,46,2.2,4,1
Terrance Williams,WR,DAL,@ WAS,22nd,4100,0.2,19.5,9.8,6.65,6.65,100,16,1.6,8.3,2
Anquan Boldin,WR,SF,@ CHI,14th,4100,5.1,24.6,12.6,11.64,11.64,100,42,2.8,8.7,2.1
Shaun Draughn,RB,SF,@ CHI,16th,4000,6.7,28.6,7.1,14.04,14.04,100,0,3.5,19.6,4.9
Julius Thomas,TE,JAC,@ TEN,16th,4000,5.2,31.4,10.4,13.95,13.95,100,4,3.5,9.5,2.4
Rishard Matthews,WR,MIA,vs BAL,21st,4000,2.4,25.2,12.7,10.02,10.02,100,43,2.5,,
Marquess Wilson,WR,CHI,vs SF,13th,4000,1.1,26.6,7.6,9.58,9.58,100,50,2.4,,
Rueben Randle,WR,NYG,vs NYJ,27th,3900,2,24.2,11.7,9.37,9.37,100,0,2.4,4.2,1.1
Cardinals,DST,ARI,@ STL,15th,3900,5.2,25,10.4,11.85,11.85,100,22,3,9,2.3
Matt Jones,RB,WAS,vs DAL,17th,3800,0,24.2,9.6,7.8,7.8,100,31,2.1,6.5,1.7
Duke Johnson,RB,CLE,vs CIN,9th,3800,5.7,19.5,10.3,10.32,10.32,100,54,2.7,7.2,1.9
Marvin Jones,WR,CIN,@ CLE,25th,3800,2.2,29.8,10.9,11.37,11.37,100,30,3,16.5,4.3
Michael Floyd,WR,ARI,@ STL,15th,3800,0.2,24.2,12.5,8.22,8.22,100,11,2.2,20.4,5.4
Doug Baldwin,WR,SEA,@ MIN,23rd,3800,3.8,31.4,17.4,13,13,100,43,3.4,26.4,6.9
Devin Funchess,WR,CAR,@ NO,30th,3700,4.8,18.3,6.9,9.27,9.27,100,33,2.5,8.3,2.2
Ameer Abdullah,RB,DET,vs GB,13th,3700,2.4,14.5,7.4,9.64,9.64,100,0,2.6,6.7,1.8
Kyle Rudolph,TE,MIN,vs SEA,11th,3700,3.5,22.4,8.2,9.79,9.79,100,44,2.6,4.3,1.2
Alfred Morris,RB,WAS,vs DAL,17th,3700,2.5,23.5,6.4,9.48,9.48,100,0,2.6,1.2,0.3
Jacob Tamme,TE,ATL,@ TB,25th,3700,4.9,19,8.9,9.56,9.56,100,38,2.6,5.6,1.5
Markus Wheaton,WR,PIT,vs IND,16th,3600,4.4,18.8,9.6,9.19,9.19,100,16,2.6,14,3.9
Kyle Juszczyk,RB,BAL,@ MIA,31st,3600,1.3,7.7,,5.12,5.12,100,0,1.4,,
Crockett Gillmore,TE,BAL,@ MIA,9th,3600,4.8,15,10.1,8.23,8.23,100,19,2.3,1.7,0.5
Cecil Shorts III,WR,HOU,@ BUF,24th,3600,3.8,22.7,10.1,10.13,10.13,100,0,2.8,15.2,4.2
Antonio Andrews,RB,TEN,vs JAC,25th,3600,10.7,14,8.1,11.83,11.83,100,0,3.3,13.8,3.8
Karlos Williams,RB,BUF,vs HOU,2nd,3600,1.5,9.3,11.9,6.19,6.19,100,0,1.7,,
Seth Roberts,WR,OAK,vs KC,19th,3600,1.8,14.7,7.2,6.1,6.1,100,49,1.7,9.1,2.5
Cole Beasley,WR,DAL,@ WAS,22nd,3600,0.6,17.4,8.5,6.16,6.16,100,60,1.7,0,
Leonard Hankerson,WR,ATL,@ TB,15th,3600,1.7,10,11.4,6.65,6.65,100,0,1.8,,
Seahawks,DST,SEA,@ MIN,16th,3600,4.6,20.5,9.9,9.86,9.86,100,38,2.7,10,2.8
Ted Ginn Jr.,WR,CAR,@ NO,30th,3600,3.4,22.2,12.5,9.65,9.65,100,34,2.7,25,6.9
Malcom Floyd,WR,SD,vs DEN,1st,3600,0,15.2,6.9,4.8,4.8,100,0,1.3,1.5,0.4
Rashad Jennings,RB,NYG,vs NYJ,4th,3600,1,21.7,10.8,7.92,7.92,100,37,2.2,4.3,1.2
Martellus Bennett,TE,CHI,vs SF,4th,3600,1.9,27.1,10.4,10.34,10.34,100,29,2.9,4.4,1.2
Kenny Britt,WR,STL,vs ARI,17th,3600,0,21.6,7.8,6.84,6.84,100,50,1.9,6.1,1.7
C.J. Anderson,RB,DEN,@ SD,23rd,3500,3.4,35.5,10,14.1,14.1,100,29,4,6.4,1.8
Jamison Crowder,WR,WAS,vs DAL,5th,3500,0.9,22.8,8.6,8.24,8.24,100,55,2.4,5.9,1.7
Terron Ward,RB,ATL,@ TB,8th,3500,2.2,9.1,3.2,4.49,4.49,100,28,1.3,,
Theo Riddick,RB,DET,vs GB,13th,3500,3.2,28.4,11.3,11.56,11.56,100,49,3.3,8.1,2.3
Charles Sims,RB,TB,vs ATL,28th,3500,5.6,21.5,11.4,10.89,10.89,100,56,3.1,9.7,2.8
Knile Davis,RB,KC,@ OAK,24th,3500,0,19.8,1.4,3.58,3.58,100,0,1,0,
Andre Ellington,RB,ARI,@ STL,15th,3500,3,28.2,7.6,11.45,11.45,100,0,3.3,,
Robert Turbin,RB,DAL,@ WAS,20th,3500,1.5,13.8,3.5,5.62,5.62,100,20,1.6,4.4,1.3
Charles Clay,TE,BUF,vs HOU,1st,3500,1.6,20.8,9.6,8.04,8.04,100,0,2.3,16.6,4.7
Harry Douglas,WR,TEN,vs JAC,11th,3500,0,18.6,6.3,5.85,5.85,100,0,1.7,1.8,0.5
Panthers,DST,CAR,@ NO,12th,3500,2.3,24.2,10.3,9.64,9.64,100,4,2.8,0,
Chris Givens,WR,BAL,@ MIA,28th,3400,6,15.6,4.5,9.19,9.19,100,0,2.7,9.8,2.9
David Johnson,RB,ARI,@ STL,15th,3400,4.3,31.9,13.7,13.5,13.5,100,66,4,20,5.9
Devin Smith,WR,NYJ,@ NYG,29th,3400,1.1,6.8,3.6,4.56,4.56,100,0,1.3,,
Melvin Gordon,RB,SD,vs DEN,15th,3400,0,29.1,8,9.33,9.33,100,54,2.7,6.3,1.9
Jermaine Kearse,WR,SEA,@ MIN,23rd,3400,4.3,18.6,9.4,9.05,9.05,100,19,2.7,0,
Brian Hartline,WR,CLE,vs CIN,4th,3400,4.4,18.5,9.4,9.14,9.14,100,0,2.7,16.3,4.8
Darren Sproles,RB,PHI,@ NE,12th,3400,2.6,23.3,10.1,9.51,9.51,100,34,2.8,20,5.9
Patriots,DST,NE,vs PHI,19th,3400,7.2,22.2,8.1,12.17,12.17,100,22,3.6,-1,
Broncos,DST,DEN,@ SD,18th,3400,6.1,23.2,10.8,11.82,11.82,100,47,3.5,23,6.8
Bengals,DST,CIN,@ CLE,28th,3400,8,22.1,8.6,12.74,12.74,100,8,3.7,16,4.7
James White,RB,NE,vs PHI,30th,3300,4.3,21.7,10.5,10.06,10.06,100,45,3,30.9,9.4
David Cobb,RB,TEN,vs JAC,25th,3300,1.5,8.8,3.1,5.84,5.84,100,0,1.8,4,1.2
DeVante Parker,WR,MIA,vs BAL,21st,3300,3,22.2,12.1,9.41,9.41,100,44,2.9,15.3,4.6
Dorial Green-Beckham,WR,TEN,vs JAC,11th,3300,2.1,16.2,8.5,6.82,6.82,100,36,2.1,25.9,7.8
Robert Woods,WR,BUF,vs HOU,2nd,3300,0.1,22.3,8.7,7.53,7.53,100,34,2.3,9.9,3
Joique Bell,RB,DET,vs GB,13th,3300,0,21.1,8.1,5.87,5.87,100,0,1.8,5,1.5
Mike Wallace,WR,MIN,vs SEA,8th,3300,3.2,21.5,6.6,9.35,9.35,100,59,2.8,6.3,1.9
Marcel Reece,RB,OAK,vs KC,1st,3300,1.4,8.4,,5.58,5.58,100,0,1.7,,
Andre Johnson,WR,IND,@ PIT,31st,3300,0,21.5,7.2,7.06,7.06,100,0,2.1,6.4,1.9
Heath Miller,TE,PIT,vs IND,22nd,3300,2.7,23.1,8.7,9.5,9.5,100,0,2.9,,
Kenny Stills,WR,MIA,vs BAL,21st,3200,0,20.7,5.9,6.87,6.87,100,29,2.1,0,
Josh Huff,WR,PHI,@ NE,10th,3200,2.1,12.9,5.4,5.66,5.66,100,23,1.8,0,
Eric Ebron,TE,DET,vs GB,30th,3200,1.8,16.2,9.3,6.63,6.63,100,58,2.1,8.9,2.8
Isaiah Crowell,RB,CLE,vs CIN,9th,3200,0.3,20.7,8.8,7.1,7.1,100,48,2.2,7.4,2.3
Nelson Agholor,WR,PHI,@ NE,10th,3200,1.7,14,4.3,5.78,5.78,100,34,1.8,0,
Chris Polk,RB,HOU,@ BUF,29th,3200,0,12.1,4.8,3.31,3.31,100,0,1,14.2,4.4
Ryan Mathews,RB,PHI,@ NE,12th,3200,0.6,24.6,10,8.57,8.57,100,30,2.7,,
Torrey Smith,WR,SF,@ CHI,14th,3200,0,21.5,8,6.48,6.48,100,0,2,15.6,4.9
Dontrelle Inman,WR,SD,vs DEN,1st,3200,0,22.5,8.4,7.35,7.35,100,23,2.3,2.5,0.8
Dwayne Harris,WR,NYG,vs NYJ,27th,3200,4.5,10.8,7.5,6.58,6.58,100,0,2.1,7.8,2.4
Jerricho Cotchery,WR,CAR,@ NO,30th,3200,3.8,14,7.7,7.23,7.23,100,0,2.3,11.6,3.6
Roddy White,WR,ATL,@ TB,15th,3200,0.9,19.2,6.6,7.03,7.03,100,0,2.2,6.3,2
Marques Colston,WR,NO,vs CAR,20th,3200,3.4,16.3,9.5,7.74,7.74,100,0,2.4,2.4,0.8
Richard Rodgers,TE,GB,@ DET,29th,3100,2.7,13.8,10.2,6.36,6.36,100,24,2.1,31.6,10.2
Zach Miller,TE,CHI,vs SF,4th,3100,0.3,20.1,,6.88,6.88,100,45,2.2,,
Packers,DST,GB,@ DET,22nd,3100,4.6,24.4,7.3,11.17,11.17,100,0,3.6,5,1.6
Albert Wilson,WR,KC,@ OAK,9th,3000,1.3,17.6,6.8,6.75,6.75,100,11,2.3,3.2,1.1
Brandon Coleman,WR,NO,vs CAR,20th,3000,0,11.6,5.5,3.81,3.81,100,36,1.3,17.3,5.8
Juwan Thompson,RB,DEN,@ SD,23rd,3000,0,11.4,2,3.58,3.58,100,0,1.2,5.1,1.7
Javontee Herndon,WR,SD,vs DEN,1st,3000,0.9,5.4,5.5,3.59,3.59,100,0,1.2,5,1.7
Jamize Olawale,RB,OAK,vs KC,1st,3000,2.7,4.8,,3.39,3.39,100,0,1.1,,
Andre Holmes,WR,OAK,vs KC,19th,3000,0,18.6,4.5,4.78,4.78,100,0,1.6,1.1,0.4
Kevin Smith,WR,SEA,@ MIN,23rd,3000,1,5.9,1.8,3.92,3.92,100,0,1.3,,
J.J. Nelson,WR,ARI,@ STL,15th,3000,0,17.2,5.5,0,0,100,0,0,11.4,3.8
Justin Hardy,WR,ATL,@ TB,15th,3000,0,12.7,4.5,3.94,3.94,100,8,1.3,5.4,1.8
Denard Robinson,RB,JAC,@ TEN,10th,3000,0,17.2,5.7,4.19,4.19,100,0,1.4,3.3,1.1
Chris Thompson,RB,WAS,vs DAL,17th,3000,2.5,14.8,7.1,6.56,6.56,100,54,2.2,6.4,2.1
Benny Cunningham,RB,STL,vs ARI,22nd,3000,0.4,14.2,4.3,5.01,5.01,100,0,1.7,0,
Nick Williams,WR,ATL,@ TB,15th,3000,0,0,4.1,0,0,100,0,0,7.5,2.5
Orleans Darkwa,RB,NYG,vs NYJ,4th,3000,0,13.5,3,2.94,2.94,100,20,1,4.3,1.4
TJ Jones,WR,DET,vs GB,26th,3000,0,6.4,2.8,0,0,100,0,0,5.7,1.9
Quincy Enunwa,WR,NYJ,@ NYG,29th,3000,0,19.5,4.9,6.54,6.54,100,47,2.2,5.7,1.9
Cody Latimer,WR,DEN,@ SD,18th,3000,3,8.1,2.6,4.74,4.74,100,0,1.6,,
De'Anthony Thomas,WR,KC,@ OAK,9th,3000,1.1,9.8,4.5,4,4,100,0,1.3,,
Jeremy Butler,WR,BAL,@ MIA,28th,3000,1.4,8.4,8.4,5.61,5.61,100,0,1.9,8.3,2.8
Cordarrelle Patterson,WR,MIN,vs SEA,8th,3000,0,11.8,1.1,0,0,100,31,0,6,2
Lucky Whitehead,WR,DAL,@ WAS,22nd,3000,0,3.6,1.4,0,0,100,0,0,5,1.7
Rashad Greene,WR,JAC,@ TEN,12th,3000,4.9,7.6,5.1,5.76,5.76,100,0,1.9,9.5,3.2
Bradley Marquez,WR,STL,vs ARI,17th,3000,0,2.2,2.4,0,0,100,8,0,4.6,1.5
Tre Mason,RB,STL,vs ARI,22nd,3000,0,23.2,4,3.97,3.97,100,0,1.3,4.3,1.4
Quinton Patton,WR,SF,@ CHI,14th,3000,0,13.8,4.7,4.62,4.62,100,29,1.5,0,
Jay Ajayi,RB,MIA,vs BAL,18th,3000,0,27.1,4.7,7.29,7.29,100,38,2.4,3.2,1.1
Chris Hogan,WR,BUF,vs HOU,2nd,3000,0,20.4,7.2,6.04,6.04,100,13,2,2.2,0.7
Jerick McKinnon,RB,MIN,vs SEA,21st,3000,0,17.5,5.2,4.65,4.65,100,0,1.6,5.4,1.8
Ka'Deem Carey,RB,CHI,vs SF,27th,3000,0,4.6,4.7,0,0,100,18,0,7.7,2.6
Tyler Lockett,WR,SEA,@ MIN,23rd,3000,0,23.9,10.6,7.66,7.66,100,0,2.6,16.7,5.6
Marqise Lee,WR,JAC,@ TEN,12th,3000,0.2,17.3,4.9,5.92,5.92,100,48,2,3.1,1
Donald Brown,RB,SD,vs DEN,15th,3000,0,7.8,7.6,0,0,100,0,0,6.7,2.2
Marc Mariani,WR,CHI,vs SF,13th,3000,4,4.9,3.2,4.31,4.31,100,0,1.4,5.3,1.8
Fred Jackson,RB,SEA,@ MIN,19th,3000,0,16,5.2,5.35,5.35,100,0,1.8,9.8,3.3
