Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Antonio Brown,WR,PIT,vs CLE,11th,8800,12.7,38.5,26.1,21.32,21.32,100,59,2.4,40.9,4.6
Odell Beckham Jr.,WR,NYG,vs NE,9th,8800,12.3,46.5,22.9,23.66,23.66,100,38,2.7,23.4,2.7
DeAndre Hopkins,WR,HOU,@ CIN,6th,8700,15.8,41.6,21.8,24.41,24.41,100,34,2.8,16.7,1.9
Tom Brady,QB,NE,@ NYG,28th,8600,15.5,42.5,23.4,24.46,24.46,100,68,2.8,23.26,2.7
Julian Edelman,WR,NE,@ NYG,30th,8200,13.6,36.1,19.6,21.09,21.09,100,30,2.6,9.3,1.1
Rob Gronkowski,TE,NE,@ NYG,18th,8000,8.5,38.5,18,18.46,18.46,100,38,2.3,25.3,3.2
Dez Bryant,WR,DAL,@ TB,26th,7800,9.2,39.5,10.2,19.34,19.34,100,19,2.5,9.5,1.2
A.J. Green,WR,CIN,vs HOU,17th,7600,11.5,46.9,17.9,23.31,23.31,100,47,3.1,10.7,1.4
Aaron Rodgers,QB,GB,vs DET,25th,7500,15.8,41.6,20.1,24.43,24.43,100,64,3.3,25.12,3.3
Calvin Johnson,WR,DET,@ GB,29th,7500,7.6,43,16.8,19.42,19.42,100,0,2.6,14.1,1.9
Demaryius Thomas,WR,DEN,vs KC,16th,7400,14,43.1,17.6,23.71,23.71,100,34,3.2,14.1,1.9
Larry Fitzgerald,WR,ARI,@ SEA,1st,7400,9.5,32.9,18.2,17.31,17.31,100,56,2.3,26,3.5
Brandon Marshall,WR,NYJ,vs BUF,7th,7400,11.3,35.6,23.2,19.37,19.37,100,37,2.6,11.3,1.5
Drew Brees,QB,NO,@ WAS,14th,7400,16.6,39.7,23.1,24.26,24.26,100,70,3.3,14.36,1.9
Emmanuel Sanders,WR,DEN,vs KC,16th,7300,8.7,38.1,15.9,18.48,18.48,100,33,2.5,0,
Todd Gurley,RB,STL,vs CHI,20th,7300,17.2,31.6,17.3,22.05,22.05,100,64,3,17.9,2.5
Adrian Peterson,RB,MIN,@ OAK,13th,7100,17,27.5,17.8,20.5,20.5,100,10,2.9,32.6,4.6
Alshon Jeffery,WR,CHI,@ STL,15th,7100,15.9,37.5,19,23.08,23.08,100,44,3.3,5.3,0.7
Cam Newton,QB,CAR,@ TEN,10th,7000,15,37.2,25.9,22.42,22.42,100,65,3.2,20.98,3
Carson Palmer,QB,ARI,@ SEA,2nd,6900,12.2,29.2,21.8,17.85,17.85,100,68,2.6,26.32,3.8
Ben Roethlisberger,QB,PIT,vs CLE,18th,6800,0,19.6,22.3,0,0,100,57,0,30.96,4.6
Mike Evans,WR,TB,vs DAL,5th,6800,7.9,37.9,15.1,17.89,17.89,100,57,2.6,23.6,3.5
Amari Cooper,WR,OAK,vs MIN,10th,6800,11.6,40.4,14.3,21.17,21.17,100,49,3.1,12.9,1.9
Allen Robinson,WR,JAC,@ BAL,32nd,6700,14.8,37,20.1,22.19,22.19,100,45,3.3,16.1,2.4
Jarvis Landry,WR,MIA,@ PHI,27th,6700,12.6,33,17.8,19.39,19.39,100,56,2.9,18.8,2.8
Randall Cobb,WR,GB,vs DET,21st,6700,9.4,36.1,12.9,18.31,18.31,100,41,2.7,10,1.5
Marshawn Lynch,RB,SEA,vs ARI,2nd,6700,0,23.1,12.2,3.88,3.88,100,0,0.6,12,1.8
Eli Manning,QB,NYG,vs NE,8th,6700,12.2,33.8,20.2,19.43,19.43,100,58,2.9,25.44,3.8
DeAngelo Williams,RB,PIT,vs CLE,29th,6500,10.5,41.1,15.4,20.72,20.72,100,9,3.2,7.9,1.2
Andy Dalton,QB,CIN,vs HOU,15th,6500,14.2,33.1,20.4,20.53,20.53,100,68,3.2,9.88,1.5
Mark Ingram,RB,NO,@ WAS,31st,6400,9.5,36.2,17.3,18.37,18.37,100,42,2.9,12.8,2
Greg Olsen,TE,CAR,@ TEN,26th,6300,6.9,29.7,14.8,14.53,14.53,100,56,2.3,16,2.5
Peyton Manning,QB,DEN,vs KC,9th,6200,10.5,36,11.4,19.01,19.01,100,0,3.1,-2.6,
DeMarco Murray,RB,PHI,vs MIA,24th,6200,10.5,32.1,12.6,17.7,17.7,100,68,2.9,17.9,2.9
Jordan Matthews,WR,PHI,vs MIA,20th,6200,6.9,32.1,15.2,15.26,15.26,100,41,2.5,5.1,0.8
Justin Forsett,RB,BAL,vs JAC,16th,6000,9.2,32.6,12.8,17,17,100,0,2.8,10.4,1.7
Brandin Cooks,WR,NO,@ WAS,25th,6000,7,36.1,16.6,16.73,16.73,100,44,2.8,27.9,4.7
Russell Wilson,QB,SEA,vs ARI,21st,5900,9.1,36.4,21.9,18.16,18.16,100,41,3.1,17.8,3
Chris Ivory,RB,NYJ,vs BUF,30th,5900,8.1,26.1,14.2,14.08,14.08,100,12,2.4,14.5,2.5
Michael Crabtree,WR,OAK,vs MIN,10th,5800,11.5,35.2,15,19.37,19.37,100,54,3.3,9.5,1.6
Derek Carr,QB,OAK,vs MIN,7th,5800,11.2,35.2,19.1,19.25,19.25,100,61,3.3,22.28,3.8
Tyler Eifert,TE,CIN,vs HOU,15th,5800,5.5,31,15,14.01,14.01,100,44,2.4,5.6,1
Allen Hurns,WR,JAC,@ BAL,32nd,5800,9.3,33.3,16.1,17.34,17.34,100,27,3,17.2,3
Latavius Murray,RB,OAK,vs MIN,5th,5700,6.7,33.1,13.2,15.49,15.49,100,48,2.7,12.7,2.2
Sam Bradford,QB,PHI,vs MIA,23rd,5700,11.5,29.2,16.2,17.44,17.44,100,60,3.1,13.44,2.4
Doug Martin,RB,TB,vs DAL,25th,5600,9.2,23.8,15.6,14.05,14.05,100,42,2.5,14.3,2.6
Blake Bortles,QB,JAC,@ BAL,30th,5600,13.3,32.2,22.3,19.64,19.64,100,70,3.5,17.02,3
Martavis Bryant,WR,PIT,vs CLE,11th,5500,3.8,29.9,16.4,12.49,12.49,100,0,2.3,31.8,5.8
John Brown,WR,ARI,@ SEA,1st,5500,6.8,28.7,14.3,14.06,14.06,100,29,2.6,0,
Tyrod Taylor,QB,BUF,@ NYJ,16th,5500,10.2,34.2,19.9,18.17,18.17,100,58,3.3,11.52,2.1
LeSean McCoy,RB,BUF,@ NYJ,4th,5500,3.4,32.8,15.8,13.25,13.25,100,50,2.4,23.9,4.3
Jeremy Maclin,WR,KC,@ DEN,2nd,5500,4.2,34.8,16.9,14.41,14.41,100,0,2.6,4.7,0.9
Joe Flacco,QB,BAL,vs JAC,26th,5500,11.1,31.8,19.1,17.99,17.99,100,55,3.3,26.34,4.8
Lamar Miller,RB,MIA,@ PHI,8th,5400,8.5,30.4,15.1,15.82,15.82,100,52,2.9,21.3,3.9
Matthew Stafford,QB,DET,@ GB,27th,5400,10.2,32.1,19.7,17.47,17.47,100,64,3.2,16.78,3.1
DeSean Jackson,WR,WAS,vs NO,31st,5400,5.9,30.8,12.1,14.21,14.21,100,18,2.6,6.4,1.2
Brian Hoyer,QB,HOU,@ CIN,11th,5400,9.4,31,16.2,16.63,16.63,100,53,3.1,5.42,1
Jeremy Hill,RB,CIN,vs HOU,21st,5300,3.6,28.8,10.8,12.03,12.03,100,31,2.3,5,0.9
Marcus Mariota,QB,TEN,vs CAR,22nd,5300,7.8,33.6,19.7,16.43,16.43,100,57,3.1,8.8,1.7
Landry Jones,QB,PIT,vs CLE,18th,5300,5.6,31.1,3.9,14.12,14.12,100,0,2.7,0.92,0.2
Ryan Tannehill,QB,MIA,@ PHI,20th,5300,11.5,32.2,18.2,18.41,18.41,100,54,3.5,16.48,3.1
Eric Decker,WR,NYJ,vs BUF,7th,5300,9.7,37.6,17.1,18.98,18.98,100,36,3.6,20.5,3.9
James Jones,WR,GB,vs DET,21st,5300,8.9,28.4,12.5,15.4,15.4,100,0,2.9,0,
Kirk Cousins,QB,WAS,vs NO,32nd,5200,10.6,32.2,20.5,17.84,17.84,100,64,3.4,31.96,6.1
Travis Benjamin,WR,CLE,@ PIT,24th,5200,6.4,28.9,13.1,13.86,13.86,100,40,2.7,20.6,4
Stefon Diggs,WR,MIN,@ OAK,19th,5100,8,37.7,11.9,17.89,17.89,100,43,3.5,7.6,1.5
Teddy Bridgewater,QB,MIN,@ OAK,24th,5100,9.6,27.6,13.7,15.64,15.64,100,0,3.1,11.9,2.3
Jason Witten,TE,DAL,@ TB,23rd,5100,3.9,21,10.3,9.6,9.6,100,52,1.9,9.2,1.8
Ryan Fitzpatrick,QB,NYJ,vs BUF,4th,5100,9.3,34.5,19.1,17.67,17.67,100,33,3.5,16.72,3.3
Jay Cutler,QB,CHI,@ STL,15th,5100,10.3,31.9,16.8,17.52,17.52,100,31,3.4,24.72,4.8
Nick Foles,QB,STL,vs CHI,13th,5000,6.9,28.5,9.8,14.13,14.13,100,49,2.8,7,1.4
Brock Osweiler,QB,DEN,vs KC,9th,5000,0,13.6,15.8,0,0,100,45,0,10.64,2.1
Sammy Watkins,WR,BUF,@ NYJ,22nd,5000,4.5,33.3,18,14.06,14.06,100,0,2.8,4.4,0.9
Johnny Manziel,QB,CLE,@ PIT,12th,5000,11.4,22.8,12.1,15.15,15.15,100,0,3,21.58,4.3
Jameis Winston,QB,TB,vs DAL,5th,5000,10.8,28.2,18.6,16.63,16.63,100,71,3.3,14.86,3
Alex Smith,QB,KC,@ DEN,1st,5000,7.8,25.2,17.6,13.59,13.59,100,62,2.7,15.46,3.1
Matt Cassel,QB,DAL,@ TB,31st,5000,10.8,25.8,9.2,15.75,15.75,100,0,3.2,6.64,1.3
Mark Sanchez,QB,PHI,vs MIA,23rd,5000,0,17,12.6,0,0,100,0,0,5.64,1.1
Willie Snead,WR,NO,@ WAS,25th,4900,8.4,32.1,12.7,16.34,16.34,100,44,3.3,0,
LeGarrette Blount,RB,NE,@ NYG,28th,4900,8,34.1,10.5,16.73,16.73,100,47,3.4,15.7,3.2
Jimmy Graham,TE,SEA,vs ARI,7th,4900,2.6,29,11.2,11.36,11.36,100,41,2.3,7.1,1.4
Darren McFadden,RB,DAL,@ TB,15th,4900,12.4,25.9,13.4,16.88,16.88,100,0,3.4,8.8,1.8
James Starks,RB,GB,vs DET,32nd,4900,11.2,26.5,10.8,16.33,16.33,100,0,3.3,15.6,3.2
Charcandrick West,RB,KC,@ DEN,19th,4800,5.7,25.8,10.5,12.44,12.44,100,0,2.6,31.1,6.5
T.J. Yeldon,RB,JAC,@ BAL,23rd,4800,8.9,24.8,13.5,14.2,14.2,100,49,3,11.7,2.4
Jeremy Langford,RB,CHI,@ STL,15th,4800,9.1,22.9,10,13.74,13.74,100,43,2.9,40.2,8.4
Tavon Austin,WR,STL,vs CHI,14th,4800,10.5,27.2,12.5,16.05,16.05,100,49,3.3,4.3,0.9
Travis Kelce,TE,KC,@ DEN,16th,4800,4.5,27.3,12.2,12.13,12.13,100,41,2.5,8.6,1.8
Pierre Garcon,WR,WAS,vs NO,31st,4800,7.2,28.2,11.6,14.25,14.25,100,31,3,3,0.6
Gary Barnidge,TE,CLE,@ PIT,13th,4800,8,21.5,15.4,12.49,12.49,100,50,2.6,18.5,3.9
Rishard Matthews,WR,MIA,@ PHI,27th,4700,8.3,31.1,12.7,15.91,15.91,100,35,3.4,14.7,3.1
Giovani Bernard,RB,CIN,vs HOU,21st,4700,8.6,29.8,11.7,15.65,15.65,100,48,3.3,12.9,2.7
Kendall Wright,WR,TEN,vs CAR,8th,4700,2.3,27.2,10,10.65,10.65,100,26,2.3,,
Martellus Bennett,TE,CHI,@ STL,15th,4700,3.1,28.3,10.4,11.48,11.48,100,34,2.4,4.8,1
Delanie Walker,TE,TEN,vs CAR,32nd,4700,2.6,24.8,16.5,9.98,9.98,100,42,2.1,8.2,1.7
Jordan Reed,TE,WAS,vs NO,27th,4600,5.3,31.1,18,13.9,13.9,100,49,3,17.9,3.9
Golden Tate,WR,DET,@ GB,29th,4600,5.1,32.4,13.2,14.24,14.24,100,31,3.1,10.3,2.2
Chris Johnson,RB,ARI,@ SEA,14th,4600,8.5,24.1,11,13.73,13.73,100,0,3,5.8,1.3
Kamar Aiken,WR,BAL,vs JAC,18th,4500,9.9,22.5,12.6,14.12,14.12,100,0,3.1,14.3,3.2
Marvin Jones,WR,CIN,vs HOU,17th,4300,4.5,32.1,10.9,13.7,13.7,100,38,3.2,7.6,1.8
Shane Vereen,RB,NYG,vs NE,1st,4300,4.7,23,9.9,10.78,10.78,100,46,2.5,4.6,1.1
Jonathan Stewart,RB,CAR,@ TEN,10th,4300,8.9,29,13.1,15.55,15.55,100,43,3.6,15.1,3.5
Benjamin Watson,TE,NO,@ WAS,3rd,4300,9.2,18.2,12.3,12.15,12.15,100,0,2.8,4.9,1.1
Davante Adams,WR,GB,vs DET,21st,4200,4.7,35.3,8.2,14.88,14.88,100,37,3.5,17.9,4.3
Brandon LaFell,WR,NE,@ NYG,30th,4100,8.2,33.1,8.4,16.52,16.52,100,26,4,8.6,2.1
Charles Clay,TE,BUF,@ NYJ,10th,4100,4.8,24,9.6,11.25,11.25,100,0,2.7,10.2,2.5
Duke Johnson,RB,CLE,@ PIT,7th,4000,4.9,18.7,10.3,9.51,9.51,100,57,2.4,6.8,1.7
Alfred Blue,RB,HOU,@ CIN,11th,4000,5.2,21.1,8.7,10.53,10.53,100,0,2.6,4.1,1
Ronnie Hillman,RB,DEN,vs KC,3rd,4000,1.5,27.3,10.9,10.14,10.14,100,0,2.5,13.1,3.3
Danny Amendola,WR,NE,@ NYG,30th,4000,5.7,23.7,11.1,11.74,11.74,100,8,2.9,17.9,4.5
Cardinals,DST,ARI,@ SEA,21st,3900,2.3,22.1,10.4,8.93,8.93,100,33,2.3,4,1
Rueben Randle,WR,NYG,vs NE,9th,3900,5.9,28.1,11.7,13.31,13.31,100,0,3.4,8.1,2.1
C.J. Anderson,RB,DEN,vs KC,3rd,3800,0.5,32.6,10,11.22,11.22,100,29,3,0.9,0.2
Karlos Williams,RB,BUF,@ NYJ,4th,3800,3,17.9,11.9,11.9,11.9,100,0,3.1,12,3.2
Marquess Wilson,WR,CHI,@ STL,15th,3800,2.8,28.3,7.6,11.33,11.33,100,0,3,1.1,0.3
Terrance Williams,WR,DAL,@ TB,26th,3800,4.1,23.3,9.8,10.52,10.52,100,30,2.8,5.3,1.4
Michael Floyd,WR,ARI,@ SEA,1st,3800,5.5,29.5,12.5,13.48,13.48,100,11,3.5,33.3,8.8
Rashad Jennings,RB,NYG,vs NE,1st,3800,1.2,21.9,10.8,8.14,8.14,100,18,2.1,7.1,1.9
Antonio Andrews,RB,TEN,vs CAR,9th,3700,10.9,14.2,8.1,11.97,11.97,100,0,3.2,0.8,0.2
Julius Thomas,TE,JAC,@ BAL,12th,3700,1,27.1,10.4,9.68,9.68,100,4,2.6,4.3,1.2
Andre Ellington,RB,ARI,@ SEA,14th,3700,0,23.1,7.6,6.28,6.28,100,0,1.7,17.8,4.8
Mike Wallace,WR,MIN,@ OAK,19th,3700,4.8,23.1,6.6,10.86,10.86,100,64,2.9,3.2,0.9
Robert Woods,WR,BUF,@ NYJ,22nd,3600,3.8,26,8.7,11.2,11.2,100,37,3.1,4.9,1.4
Marlon Brown,WR,BAL,vs JAC,18th,3600,5.3,14.9,2.8,8.47,8.47,100,0,2.4,1.6,0.4
Kenny Britt,WR,STL,vs CHI,14th,3600,1.8,24,7.8,9.2,9.2,100,49,2.6,1.6,0.4
Dwayne Harris,WR,NYG,vs NE,9th,3600,5.8,12.2,7.5,7.95,7.95,100,0,2.2,20.2,5.6
Darren Sproles,RB,PHI,vs MIA,24th,3600,2.8,23.5,10.1,9.74,9.74,100,36,2.7,8.4,2.3
Rams,DST,STL,vs CHI,13th,3600,3.8,26.3,8.4,11.26,11.26,100,0,3.1,2,0.6
Devin Funchess,WR,CAR,@ TEN,12th,3500,4.7,18.2,6.9,9.2,9.2,100,26,2.6,6.1,1.7
Thomas Rawls,RB,SEA,vs ARI,2nd,3500,5,31.4,11.7,13.76,13.76,100,0,3.9,1.9,0.5
Jamison Crowder,WR,WAS,vs NO,31st,3500,2.9,24.8,8.6,10.17,10.17,100,53,2.9,16,4.6
