Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Andrew Luck,QB,IND,@ CAR,5th,7400,11.1,36.3,21.4,19.5,19.5,100,65,2.6,17.74,2.4
Matt Forte,RB,CHI,vs MIN,17th,7300,8.7,40.8,16.8,19.4,19.4,100,34,2.7,10.9,1.5
Marshawn Lynch,RB,SEA,@ DAL,28th,7100,8.6,37.4,12.2,18.23,18.23,100,0,2.6,10.2,1.4
Matt Ryan,QB,ATL,vs TB,25th,7100,12.2,34.7,16.9,19.74,19.74,100,70,2.8,25.08,3.5
Carson Palmer,QB,ARI,@ CLE,10th,7000,17.6,34.7,21.8,23.27,23.27,100,65,3.3,33.56,4.8
Randall Cobb,WR,GB,@ DEN,5th,7000,6.9,33.6,12.9,15.78,15.78,100,44,2.3,9.7,1.4
T.Y. Hilton,WR,IND,@ CAR,6th,6900,2.8,34.3,13.6,13.27,13.27,100,50,1.9,2.5,0.4
Mike Evans,WR,TB,@ ATL,2nd,6800,6.7,36.7,15.1,16.73,16.73,100,55,2.5,7.8,1.1
Cam Newton,QB,CAR,vs IND,24th,6800,14.4,36.6,25.9,21.75,21.75,100,69,3.2,20.02,2.9
Drew Brees,QB,NO,vs NYG,29th,6700,12.5,35.6,23.1,20.18,20.18,100,71,3,49.3,7.4
Ben Roethlisberger,QB,PIT,vs CIN,20th,6700,10.3,39.7,22.3,20.06,20.06,100,57,3,11.48,1.7
Amari Cooper,WR,OAK,vs NYJ,3rd,6700,4.4,33.2,14.3,14.04,14.04,100,44,2.1,9.8,1.5
Eli Manning,QB,NYG,@ NO,32nd,6600,11.7,33.3,20.2,18.86,18.86,100,55,2.9,41,6.2
Philip Rivers,QB,SD,@ BAL,31st,6600,15.8,37.1,20.2,22.92,22.92,100,65,3.5,27.04,4.1
Greg Olsen,TE,CAR,vs IND,19th,6500,7.8,30.6,14.8,15.35,15.35,100,62,2.4,19.9,3.1
Alshon Jeffery,WR,CHI,vs MIN,13th,6400,11.1,32.7,19,18.27,18.27,100,42,2.9,30.6,4.8
Dion Lewis,RB,NE,vs MIA,26th,6400,10.2,18.3,17.3,12.87,12.87,100,0,2,23.2,3.6
Mark Ingram,RB,NO,vs NYG,20th,6400,6.4,33.1,17.3,15.32,15.32,100,41,2.4,15.9,2.5
Peyton Manning,QB,DEN,vs GB,14th,6400,9.7,35.2,11.4,18.2,18.2,100,0,2.8,15.6,2.4
Russell Wilson,QB,SEA,@ DAL,13th,6300,9.7,37,21.9,18.84,18.84,100,38,3,14.6,2.3
Todd Gurley,RB,STL,vs SF,19th,6300,15.2,29.6,17.3,19.96,19.96,100,65,3.2,26.6,4.2
Jeremy Maclin,WR,KC,vs DET,31st,6200,1.1,31.7,16.9,11.33,11.33,100,7,1.8,12.5,2
Eddie Lacy,RB,GB,@ DEN,8th,6200,2,27.5,10.1,10.51,10.51,100,8,1.7,11.7,1.9
Jarvis Landry,WR,MIA,@ NE,10th,6200,10.4,30.8,17.8,17.21,17.21,100,60,2.8,13.1,2.1
Justin Forsett,RB,BAL,vs SD,31st,6100,6.7,30.1,12.8,14.47,14.47,100,0,2.4,8.4,1.4
Steve Smith Sr.,WR,BAL,vs SD,8th,6100,8.8,32.8,20,16.81,16.81,100,40,2.8,13.2,2.2
Andy Dalton,QB,CIN,@ PIT,7th,6000,14.8,33.7,20.4,21.1,21.1,100,68,3.5,11.64,1.9
Chris Ivory,RB,NYJ,@ OAK,4th,6000,13,31,14.2,19.04,19.04,100,3,3.2,7.1,1.2
Latavius Murray,RB,OAK,vs NYJ,1st,5900,3.9,30.3,13.2,12.67,12.67,100,39,2.1,15.9,2.7
Matthew Stafford,QB,DET,@ KC,28th,5800,13.4,35.3,19.7,20.74,20.74,100,66,3.6,11.18,1.9
John Brown,WR,ARI,@ CLE,14th,5800,7.7,29.6,14.3,15.02,15.02,100,23,2.6,,
James Jones,WR,GB,@ DEN,5th,5700,6.9,26.4,12.5,13.36,13.36,100,0,2.3,1.2,0.2
Ryan Tannehill,QB,MIA,@ NE,17th,5600,13.6,34.3,18.2,20.46,20.46,100,56,3.7,12.9,2.3
Donte Moncrief,WR,IND,@ CAR,6th,5500,4.8,30,11.2,13.17,13.17,100,18,2.4,3.8,0.7
Doug Martin,RB,TB,@ ATL,15th,5500,10,24.7,15.6,14.94,14.94,100,42,2.7,8.8,1.6
Joe Flacco,QB,BAL,vs SD,12th,5500,9.7,30.4,19.1,16.65,16.65,100,55,3,25.96,4.7
Brandin Cooks,WR,NO,vs NYG,24th,5400,3.1,32.2,16.6,12.84,12.84,100,48,2.4,26.5,4.9
Jeremy Hill,RB,CIN,@ PIT,6th,5300,4.3,29.5,10.8,12.67,12.67,100,29,2.4,7.8,1.5
Martavis Bryant,WR,PIT,vs CIN,25th,5300,4.2,30.2,16.4,12.85,12.85,100,0,2.4,8.9,1.7
Tyler Eifert,TE,CIN,@ PIT,14th,5300,5,30.5,15,13.53,13.53,100,0,2.6,7.9,1.5
Derek Carr,QB,OAK,vs NYJ,2nd,5300,8.3,32.3,19.1,16.32,16.32,100,59,3.1,32.12,6.1
Travis Benjamin,WR,CLE,vs ARI,21st,5300,5.2,27.8,13.1,12.75,12.75,100,46,2.4,5.6,1.1
Eric Decker,WR,NYJ,@ OAK,19th,5300,7.7,35.6,17.1,16.97,16.97,100,36,3.2,18,3.4
Brian Hoyer,QB,HOU,vs TEN,4th,5300,10.9,32.5,16.2,18.1,18.1,100,53,3.4,17.3,3.3
Jameis Winston,QB,TB,@ ATL,9th,5200,11.5,28.9,18.6,17.29,17.29,100,70,3.3,19.48,3.7
Jason Witten,TE,DAL,vs SEA,24th,5200,4.4,21.5,10.3,10.13,10.13,100,38,1.9,3.6,0.7
Ryan Fitzpatrick,QB,NYJ,@ OAK,19th,5200,10.9,36.1,19.1,19.26,19.26,100,31,3.7,3.04,0.6
Jay Cutler,QB,CHI,vs MIN,11th,5200,11.6,33.2,16.8,18.79,18.79,100,16,3.6,19.54,3.8
Teddy Bridgewater,QB,MIN,@ CHI,22nd,5100,11.9,29.9,13.7,17.88,17.88,100,0,3.5,12.58,2.5
Zach Mettenberger,QB,TEN,@ HOU,18th,5100,7.2,31,7.3,15.15,15.15,100,0,3,4.84,0.9
Kendall Wright,WR,TEN,@ HOU,20th,5100,5.2,30.2,10,13.55,13.55,100,14,2.7,6.8,1.3
Nick Foles,QB,STL,vs SF,27th,5100,8.1,29.7,9.8,15.26,15.26,100,0,3,13.34,2.6
Jimmy Graham,TE,SEA,@ DAL,1st,5100,3.5,29.9,11.2,12.33,12.33,100,33,2.4,14.5,2.8
Travis Kelce,TE,KC,vs DET,30th,5000,3.9,26.7,12.2,11.48,11.48,100,32,2.3,16.9,3.4
Geno Smith,QB,NYJ,@ OAK,19th,5000,0,16.8,21,0,0,100,0,0,21,4.2
Golden Tate,WR,DET,@ KC,27th,5000,6.4,33.7,13.2,15.47,15.47,100,22,3.1,11.9,2.4
Matt Cassel,QB,DAL,vs SEA,1st,5000,5.2,20.2,9.2,10.19,10.19,100,0,2,8.18,1.6
Josh McCown,QB,CLE,vs ARI,21st,5000,9.8,32.8,18.9,17.45,17.45,100,53,3.5,20.24,4
Alex Smith,QB,KC,vs DET,30th,5000,10.8,28.2,17.6,16.55,16.55,100,64,3.3,27.6,5.5
Colin Kaepernick,QB,SF,@ STL,15th,5000,4.9,28.6,13.6,12.78,12.78,100,54,2.6,9.28,1.9
Martellus Bennett,TE,CHI,vs MIN,28th,4900,6.2,31.4,10.4,14.55,14.55,100,38,3,6.2,1.3
Stefon Diggs,WR,MIN,@ CHI,16th,4800,6.7,36.4,11.9,16.58,16.58,100,37,3.5,21.5,4.5
Giovani Bernard,RB,CIN,@ PIT,6th,4800,9.3,30.6,11.7,16.43,16.43,100,48,3.4,5.4,1.1
Antonio Gates,TE,SD,@ BAL,3rd,4800,5,28.4,13.5,12.78,12.78,100,3,2.7,9.6,2
Frank Gore,RB,IND,@ CAR,18th,4800,6.1,26.2,12.3,12.83,12.83,100,56,2.7,12.2,2.5
Gary Barnidge,TE,CLE,vs ARI,9th,4700,7.9,21.4,15.4,12.41,12.41,100,54,2.6,18.3,3.9
Michael Crabtree,WR,OAK,vs NYJ,3rd,4700,8.3,32,15,16.23,16.23,100,56,3.5,26.2,5.6
LeGarrette Blount,RB,NE,vs MIA,26th,4700,4,30.1,10.5,12.74,12.74,100,50,2.7,8.4,1.8
Lamar Miller,RB,MIA,@ NE,2nd,4700,9.5,31.4,15.1,16.77,16.77,100,53,3.6,14.4,3.1
Charcandrick West,RB,KC,vs DET,27th,4700,9.1,29.2,10.5,15.76,15.76,100,0,3.4,22.2,4.7
Tavon Austin,WR,STL,vs SF,22nd,4600,6.3,23.1,12.5,11.92,11.92,100,53,2.6,26.9,5.8
Ronnie Hillman,RB,DEN,vs GB,24th,4600,3.4,29.2,10.9,11.97,11.97,100,0,2.6,18.5,4
Chris Johnson,RB,ARI,@ CLE,32nd,4600,7.6,23.2,11,12.78,12.78,100,0,2.8,11.9,2.6
Danny Woodhead,RB,SD,@ BAL,21st,4500,6.8,31.7,15.3,15.13,15.13,100,39,3.4,6.5,1.4
Willie Snead,WR,NO,vs NYG,24th,4500,5.5,29.2,12.7,13.38,13.38,100,52,3,25,5.6
C.J. Anderson,RB,DEN,vs GB,24th,4300,0,28.1,10,6.7,6.7,100,29,1.6,20.6,4.8
Rishard Matthews,WR,MIA,@ NE,10th,4300,5.4,28.2,12.7,12.95,12.95,100,21,3,13.2,3.1
Andre Ellington,RB,ARI,@ CLE,32nd,4300,0,24.6,7.6,7.75,7.75,100,0,1.8,0,
James Starks,RB,GB,@ DEN,8th,4300,5.9,21.2,10.8,11.01,11.01,100,0,2.6,3.8,0.9
Duke Johnson,RB,CLE,vs ARI,11th,4200,6.7,20.5,10.3,11.33,11.33,100,56,2.7,9.1,2.2
Rueben Randle,WR,NYG,@ NO,26th,4200,1.9,24.1,11.7,9.34,9.34,100,0,2.2,10.5,2.5
Marvin Jones,WR,CIN,@ PIT,11th,4200,3.3,30.9,10.9,12.52,12.52,100,49,3,3.4,0.8
Kamar Aiken,WR,BAL,vs SD,8th,4200,5,17.6,12.6,9.21,9.21,100,0,2.2,12.2,2.9
Mike Wallace,WR,MIN,@ CHI,16th,4200,5,23.3,6.6,11.09,11.09,100,61,2.6,0,
Terrance Williams,WR,DAL,vs SEA,1st,4100,3.2,22.4,9.8,9.59,9.59,100,43,2.3,4,1
Shane Vereen,RB,NYG,@ NO,7th,4100,3.9,22.2,9.9,10.03,10.03,100,46,2.4,20.3,5
Torrey Smith,WR,SF,@ STL,15th,4100,2.6,25.1,8,10.07,10.07,100,0,2.5,3.9,1
Jonathan Stewart,RB,CAR,vs IND,29th,4100,6.6,26.7,13.1,13.29,13.29,100,34,3.2,14.3,3.5
Delanie Walker,TE,TEN,@ HOU,7th,4100,1.8,24,16.5,9.15,9.15,100,41,2.2,12.2,3
Cardinals,DST,ARI,@ CLE,19th,4000,3.5,23.3,10.4,10.1,10.1,100,39,2.5,6,1.5
Andre Johnson,WR,IND,@ CAR,6th,4000,1.9,23.5,7.2,9.08,9.08,100,0,2.3,18.1,4.5
Marquess Wilson,WR,CHI,vs MIN,13th,4000,0,24.5,7.6,7.5,7.5,100,0,1.9,2.4,0.6
Melvin Gordon,RB,SD,@ BAL,21st,4000,0,29.1,8,9.32,9.32,100,52,2.3,11.1,2.8
Davante Adams,WR,GB,@ DEN,5th,3900,0,29.4,8.2,9.03,9.03,100,35,2.3,1.8,0.5
Ameer Abdullah,RB,DET,@ KC,10th,3900,2.5,14.9,7.4,9.92,9.92,100,0,2.5,0.3,0.1
Rashad Jennings,RB,NYG,@ NO,7th,3900,0.7,21.4,10.8,7.58,7.58,100,22,1.9,10.5,2.7
Roddy White,WR,ATL,vs TB,29th,3900,3.3,21.6,6.6,9.37,9.37,100,0,2.4,4.4,1.1
Darren McFadden,RB,DAL,vs SEA,5th,3800,7.7,21.2,13.4,12.24,12.24,100,0,3.2,17.3,4.6
Seahawks,DST,SEA,@ DAL,28th,3700,5.3,21.2,9.9,10.56,10.56,100,45,2.9,5,1.4
Tevin Coleman,RB,ATL,vs TB,14th,3600,0,22.6,4.1,5.84,5.84,100,48,1.6,3.1,0.9
Orleans Darkwa,RB,NYG,@ NO,7th,3600,2.5,18.4,3,7.77,7.77,100,20,2.2,2.3,0.6
Charles Sims,RB,TB,@ ATL,15th,3600,4.3,20.2,11.4,9.64,9.64,100,56,2.7,7.6,2.1
Kenny Britt,WR,STL,vs SF,22nd,3600,0,22,7.8,7.25,7.25,100,49,2,0,
Danny Amendola,WR,NE,vs MIA,17th,3600,4.7,22.7,11.1,10.66,10.66,100,0,3,2.1,0.6
Thomas Rawls,RB,SEA,@ DAL,28th,3500,0,22.9,11.7,5.34,5.34,100,0,1.5,1,0.3
Javorius Allen,RB,BAL,vs SD,31st,3500,3,8.4,9.4,4.75,4.75,100,53,1.4,6.1,1.7
David Johnson,RB,ARI,@ CLE,32nd,3500,0,26.4,13.7,8,8,100,65,2.3,6.8,1.9
Alfred Blue,RB,HOU,vs TEN,30th,3500,6,21.9,8.7,11.31,11.31,100,0,3.2,12.2,3.5
Knile Davis,RB,KC,vs DET,27th,3500,0,23.3,1.4,7.07,7.07,100,0,2,0.9,0.3
Michael Floyd,WR,ARI,@ CLE,14th,3500,2.6,26.6,12.5,10.56,10.56,100,11,3,23.6,6.7
Doug Baldwin,WR,SEA,@ DAL,15th,3500,0.6,28.2,17.4,9.82,9.82,100,40,2.8,6.5,1.9
Malcom Floyd,WR,SD,@ BAL,32nd,3500,3.5,19.1,6.9,8.69,8.69,100,0,2.5,25.2,7.2
Eddie Royal,WR,CHI,vs MIN,13th,3500,2.4,27.6,7.4,10.76,10.76,100,40,3.1,3.1,0.9
Benjamin Watson,TE,NO,vs NYG,25th,3500,5.6,14.6,12.3,8.55,8.55,100,0,2.4,32.7,9.3
Isaiah Crowell,RB,CLE,vs ARI,11th,3400,1.5,21.9,8.8,8.34,8.34,100,53,2.5,3.6,1.1
Theo Riddick,RB,DET,@ KC,10th,3400,1.3,26.5,11.3,9.71,9.71,100,51,2.9,10.7,3.1
Jermaine Kearse,WR,SEA,@ DAL,15th,3400,1.7,16.1,9.4,6.49,6.49,100,21,1.9,0,
Dexter McCluster,RB,TEN,@ HOU,25th,3400,4,14,8.5,7.35,7.35,100,0,2.2,7.8,2.3
Ted Ginn Jr.,WR,CAR,vs IND,23rd,3400,5.9,24.8,12.5,12.15,12.15,100,0,3.6,8,2.4
Falcons,DST,ATL,vs TB,23rd,3400,2,22.7,5.7,8.92,8.92,100,0,2.6,2,0.6
Jeff Janis,WR,GB,@ DEN,5th,3300,2.1,12.6,1.1,5.64,5.64,100,0,1.7,,
Bishop Sankey,RB,TEN,@ HOU,25th,3300,3.4,14.8,4.9,7.2,7.2,100,0,2.2,-1,
Ty Montgomery,WR,GB,@ DEN,5th,3300,0,25.4,7,7.01,7.01,100,0,2.1,,
Tre Mason,RB,STL,vs SF,19th,3300,0,19.2,4,0,0,100,0,0,6.2,1.9
Antonio Andrews,RB,TEN,@ HOU,25th,3300,10.4,13.7,8.1,11.48,11.48,100,0,3.5,11.2,3.4
Larry Donnell,TE,NYG,@ NO,29th,3300,1.7,22.1,7.9,8.46,8.46,100,0,2.6,3.2,1
Jordan Cameron,TE,MIA,@ NE,27th,3300,2.8,22.3,5.7,9.31,9.31,100,3,2.8,5.4,1.6
Dwayne Harris,WR,NYG,@ NO,26th,3300,4.9,11.2,7.5,7.01,7.01,100,0,2.1,18.7,5.7
Packers,DST,GB,@ DEN,18th,3300,1.3,21.1,7.3,7.91,7.91,100,1,2.4,1,0.3
Joique Bell,RB,DET,@ KC,10th,3200,0,20.5,8.1,5.32,5.32,100,0,1.7,5.6,1.8
Mohamed Sanu,WR,CIN,@ PIT,11th,3200,0,22.4,5.7,7.35,7.35,100,15,2.3,3,0.9
Stevie Johnson,WR,SD,@ BAL,32nd,3200,5.8,24.7,12.5,12.13,12.13,100,0,3.8,4.8,1.5
Reggie Bush,RB,SF,@ STL,15th,3200,0,17.6,1.7,5.01,5.01,100,0,1.6,0,
Marques Colston,WR,NO,vs NYG,24th,3200,3.5,16.4,9.5,7.76,7.76,100,0,2.4,28.4,8.9
Panthers,DST,CAR,vs IND,13th,3200,2.5,24.4,10.3,9.77,9.77,100,0,3.1,10,3.1
Rams,DST,STL,vs SF,32nd,3200,3.7,26.2,8.4,11.23,11.23,100,0,3.5,12,3.8
Dorial Green-Beckham,WR,TEN,@ HOU,20th,3100,4.6,18.7,8.5,9.27,9.27,100,15,3,2.2,0.7
Eric Ebron,TE,DET,@ KC,6th,3100,6,20.4,9.3,10.81,10.81,100,58,3.5,5.4,1.7
Vikings,DST,MIN,@ CHI,30th,3100,1,24.4,8.8,8.77,8.77,100,49,2.8,8,2.6
Texans,DST,HOU,vs TEN,31st,3100,3,16.5,9.4,7.54,7.54,100,21,2.4,20,6.5
Andre Williams,RB,NYG,@ NO,7th,3000,0,17.8,2.2,5,5,100,0,1.7,0.7,0.2
James White,RB,NE,vs MIA,26th,3000,0.8,18.2,10.5,6.59,6.59,100,48,2.2,0.3,0.1
Brandon Coleman,WR,NO,vs NYG,24th,3000,1.1,12.8,5.5,5.01,5.01,100,38,1.7,2.4,0.8
J.J. Nelson,WR,ARI,@ CLE,14th,3000,0,17.2,5.5,0,0,100,0,0,10,3.3
Justin Hardy,WR,ATL,vs TB,29th,3000,0,8.8,4.5,0,0,100,6,0,4.1,1.4
Jeremy Langford,RB,CHI,vs MIN,17th,3000,0,9.2,10,0,0,100,54,0,4.6,1.5
Albert Wilson,WR,KC,vs DET,31st,3000,2.4,18.6,6.8,7.77,7.77,100,0,2.6,4.2,1.4
Kenny Stills,WR,MIA,@ NE,10th,3000,0.2,20.9,5.9,7.07,7.07,100,30,2.4,8.8,2.9
Branden Oliver,RB,SD,@ BAL,21st,3000,0,24.9,5,5.31,5.31,100,0,1.8,5.4,1.8
Christine Michael,RB,DAL,vs SEA,5th,3000,0,19.9,4,5.5,5.5,100,57,1.8,2,0.7
Bennie Fowler,WR,DEN,vs GB,18th,3000,0,9.4,2.6,0,0,100,0,0,4.1,1.4
Marlon Brown,WR,BAL,vs SD,8th,3000,2.2,11.8,2.8,5.39,5.39,100,0,1.8,0,
Justin Hunter,WR,TEN,@ HOU,20th,3000,2.1,16.2,6,6.82,6.82,100,36,2.3,3.7,1.2
Andre Holmes,WR,OAK,vs NYJ,3rd,3000,0,13.8,4.5,0,0,100,0,0,19.4,6.5
Richard Rodgers,TE,GB,@ DEN,10th,3000,4,15.1,10.2,7.69,7.69,100,5,2.6,3.6,1.2
De'Anthony Thomas,WR,KC,vs DET,31st,3000,0,5.8,4.5,0,0,100,12,0,12.2,4.1
Mike Davis,RB,SF,@ STL,15th,3000,0,5.2,3.3,0,0,100,0,0,3.8,1.3
Devin Funchess,WR,CAR,vs IND,23rd,3000,2,15.5,6.9,6.48,6.48,100,30,2.2,1.8,0.6
Seth Roberts,WR,OAK,vs NYJ,3rd,3000,0,8.6,7.2,0,0,100,45,0,3.1,1
Jaelen Strong,WR,HOU,vs TEN,7th,3000,2.1,11.4,4.8,5.17,5.17,100,31,1.7,0,
Khiry Robinson,RB,NO,vs NYG,20th,3000,2,17.6,8.8,7.22,7.22,100,0,2.4,3.7,1.2
Taylor Gabriel,WR,CLE,vs ARI,21st,3000,0,13.2,4.4,0,0,100,0,0,7.2,2.4
Corey Philly Brown,WR,CAR,vs IND,23rd,3000,0,8.4,7.4,0,0,100,36,0,14.6,4.9
Chris Conley,WR,KC,vs DET,31st,3000,5.3,14.9,4.8,8.52,8.52,100,55,2.8,1.6,0.5
Quinton Patton,WR,SF,@ STL,15th,3000,0,9.2,4.7,0,0,100,15,0,5.3,1.8
Phillip Dorsett,WR,IND,@ CAR,6th,3000,3.2,14.9,4.3,7.09,7.09,100,47,2.4,,
DeVante Parker,WR,MIA,@ NE,10th,3000,0,19.2,12.1,6.38,6.38,100,38,2.1,,
Tyler Lockett,WR,SEA,@ DAL,15th,3000,0.6,24.9,10.6,8.66,8.66,100,0,2.9,6.6,2.2
Bengals,DST,CIN,@ PIT,27th,3000,0.8,14.9,8.6,5.49,5.49,100,8,1.8,13,4.3
Brian Hartline,WR,CLE,vs ARI,21st,3000,1.1,15.2,9.4,5.81,5.81,100,0,1.9,19.2,6.4
Fred Jackson,RB,SEA,@ DAL,28th,3000,0,15.4,5.2,4.83,4.83,100,0,1.6,1.9,0.6
C.J. Spiller,RB,NO,vs NYG,20th,3000,3.3,18.3,6.2,8.31,8.31,100,38,2.8,11.6,3.9
Matt Asiata,RB,MIN,@ CHI,13th,3000,0,15.4,2.9,0,0,100,8,0,4.1,1.4
Darrius Heyward-Bey,WR,PIT,vs CIN,25th,3000,3.7,16.6,5.9,8,8,100,40,2.7,0,
Patriots,DST,NE,vs MIA,11th,3000,3.4,18.4,8.1,8.43,8.43,100,30,2.8,15,5
Ravens,DST,BAL,vs SD,6th,3000,1.9,16.6,5.4,6.84,6.84,100,46,2.3,3,1
Greg Jennings,WR,MIA,@ NE,10th,3000,0.6,15,3.8,5.36,5.36,100,0,1.8,,
Lance Moore,WR,DET,@ KC,27th,3000,0,5.8,6.8,0,0,100,0,0,11.9,4
DeAngelo Williams,RB,PIT,vs CIN,12th,3000,0,20.4,15.4,0,0,100,22,0,15,5
Andre Caldwell,WR,DEN,vs GB,18th,3000,0,3.6,2.5,0,0,100,0,0,3.4,1.1
Jerricho Cotchery,WR,CAR,vs IND,23rd,3000,0,6.8,7.7,0,0,100,0,0,3.8,1.3
Ahmad Bradshaw,RB,IND,@ CAR,18th,3000,0,16.8,7.2,4.55,4.55,100,0,1.5,3.1,1
Jerome Simpson,WR,SF,@ STL,15th,3000,0,0,3.3,0,0,100,0,0,6.4,2.1
Mike Tolbert,RB,CAR,vs IND,29th,3000,1.4,8.1,,5.42,5.42,100,0,1.8,,
Andrew Hawkins,WR,CLE,vs ARI,21st,3000,0,20,7,6.44,6.44,100,0,2.1,,
Charles Johnson,WR,MIN,@ CHI,16th,3000,0,16.9,3.6,5.47,5.47,100,0,1.8,4.5,1.5
Brian Quick,WR,STL,vs SF,22nd,3000,0,19.8,2.2,6.39,6.39,100,36,2.1,1.5,0.5
Jaron Brown,WR,ARI,@ CLE,14th,3000,0,10,3.1,0,0,100,17,0,4.9,1.6
Ladarius Green,TE,SD,@ BAL,3rd,3000,3.1,22,8.3,9.45,9.45,100,0,3.2,2,0.7
Jonas Gray,RB,MIA,@ NE,2nd,3000,0,28,4.6,0,0,100,0,0,9.1,3
Kyle Rudolph,TE,MIN,@ CHI,15th,3000,1.8,20.7,8.2,8.14,8.14,100,48,2.7,4.2,1.4
Markus Wheaton,WR,PIT,vs CIN,25th,3000,1.9,16.2,9.6,6.65,6.65,100,16,2.2,1.5,0.5
Jonathan Grimes,RB,HOU,vs TEN,30th,3000,0,5.8,6.6,0,0,100,36,0,3.2,1.1
Bilal Powell,RB,NYJ,@ OAK,4th,3000,0,23.4,12.3,5.18,5.18,100,0,1.7,,
Robert Turbin,RB,CLE,vs ARI,11th,3000,2.9,15.2,3.5,6.96,6.96,100,18,2.3,0.3,0.1
Jeremy Kerley,WR,NYJ,@ OAK,19th,3000,0,13,2.7,0,0,100,42,0,10.3,3.4
Dontrelle Inman,WR,SD,@ BAL,32nd,3000,0,20.3,8.4,5.1,5.1,100,0,1.7,2,0.7
Griff Whalen,WR,IND,@ CAR,6th,3000,0,2.8,3.6,0,0,100,0,0,9.8,3.3
Cole Beasley,WR,DAL,vs SEA,1st,3000,0.9,17.6,8.5,6.45,6.45,100,63,2.2,0,
Chris Polk,RB,HOU,vs TEN,30th,3000,4.1,17.3,4.8,8.52,8.52,100,0,2.8,3.2,1.1
Vernon Davis,TE,SF,@ STL,15th,2900,2.1,17.8,6,7.35,7.35,100,32,2.5,8.4,2.9
Jets,DST,NYJ,@ OAK,21st,2900,5,17.9,7.1,9.34,9.34,100,23,3.2,-1,
Broncos,DST,DEN,vs GB,5th,2900,0.5,17.6,10.8,6.25,6.25,100,43,2.2,9,3.1
Chiefs,DST,KC,vs DET,15th,2800,0,21.2,10.9,7.04,7.04,100,31,2.5,14,5
Coby Fleener,TE,IND,@ CAR,16th,2800,0,23.2,8.2,7.63,7.63,100,33,2.7,17.3,6.2
Jacob Tamme,TE,ATL,vs TB,8th,2700,3.7,17.8,8.9,8.38,8.38,100,43,3.1,29.3,10.9
Heath Miller,TE,PIT,vs CIN,22nd,2700,0.6,21,8.7,7.41,7.41,100,0,2.7,23.5,8.7
Giants,DST,NYG,@ NO,10th,2700,0,20.5,7.1,6.66,6.66,100,0,2.5,6,2.2
Dolphins,DST,MIA,@ NE,3rd,2700,0.7,22,5.8,7.75,7.75,100,0,2.9,-2,
Cowboys,DST,DAL,vs SEA,25th,2700,0.4,13.3,4.6,4.7,4.7,100,22,1.7,8,3
Clive Walford,TE,OAK,vs NYJ,13th,2600,0,11.7,5.3,3.5,3.5,100,35,1.3,3.3,1.3
Jared Cook,TE,STL,vs SF,26th,2600,0,17.1,5.5,5.31,5.31,100,0,2,9.7,3.7
