Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Antonio Brown,WR,PIT,@ BAL,13th,9300,15.1,40.9,26.1,23.74,23.74,100,59,2.6,13.1,1.4
Odell Beckham Jr.,WR,NYG,@ MIN,18th,9200,0,33.7,22.9,10.9,10.9,100,41,1.2,,
DeAndre Hopkins,WR,HOU,@ TEN,25th,8400,12.8,38.6,21.8,21.42,21.42,100,31,2.6,27.7,3.3
Julio Jones,WR,ATL,vs CAR,12th,8300,4.1,40.1,24.8,16.14,16.14,100,42,1.9,35.8,4.3
Rob Gronkowski,TE,NE,@ NYJ,3rd,7600,9.1,39.1,18,19.11,19.11,100,25,2.5,12.6,1.7
Brandon Marshall,WR,NYJ,vs NE,4th,7600,10.7,35,23.2,18.8,18.8,100,28,2.5,34.5,4.5
Tom Brady,QB,NE,@ NYJ,27th,7500,12.8,39.8,23.4,21.78,21.78,100,61,2.9,12.14,1.6
Cam Newton,QB,CAR,@ ATL,7th,7500,17.5,39.7,25.9,24.87,24.87,100,62,3.3,15.28,2
Allen Robinson,WR,JAC,@ NO,9th,7500,13,35.2,20.1,20.45,20.45,100,37,2.7,30.1,4
Devonta Freeman,RB,ATL,vs CAR,10th,7400,10.1,39.2,22.1,19.81,19.81,100,45,2.7,18,2.4
Calvin Johnson,WR,DET,vs SF,3rd,7400,4.3,39.7,16.8,16.08,16.08,100,0,2.2,19.7,2.7
Adrian Peterson,RB,MIN,vs NYG,24th,7300,15.7,26.2,17.8,19.22,19.22,100,0,2.6,21.9,3
Mike Evans,WR,TB,vs CHI,16th,7300,7.8,37.8,15.1,17.83,17.83,100,49,2.4,10.1,1.4
Russell Wilson,QB,SEA,vs STL,15th,7200,12.5,39.8,21.9,21.55,21.55,100,47,3,21.46,3
Larry Fitzgerald,WR,ARI,vs GB,11th,7100,7.5,30.9,18.2,15.27,15.27,100,52,2.2,12.9,1.8
A.J. Green,WR,CIN,@ DEN,1st,7100,3,38.4,17.9,14.77,14.77,100,40,2.1,16.7,2.4
Greg Olsen,TE,CAR,@ ATL,19th,7000,9.6,32.4,14.8,17.25,17.25,100,46,2.5,8,1.1
Aaron Rodgers,QB,GB,@ ARI,24th,7000,11.2,37,20.1,19.83,19.83,100,64,2.8,10.94,1.6
Carson Palmer,QB,ARI,vs GB,8th,7000,17,34.1,21.8,22.72,22.72,100,70,3.2,17.6,2.5
Drew Brees,QB,NO,vs JAC,19th,6800,13.6,36.7,23.1,21.26,21.26,100,68,3.1,31.18,4.6
Ben Roethlisberger,QB,PIT,@ BAL,16th,6800,14.4,43.8,22.3,24.16,24.16,100,51,3.6,5.8,0.9
Demaryius Thomas,WR,DEN,vs CIN,15th,6800,7.9,37,17.6,17.63,17.63,100,39,2.6,12.9,1.9
