Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Odell Beckham Jr.,WR,NYG,vs CAR,14th,9200,7.4,41.6,22.9,18.84,18.84,100,41,2,19.6,2.1
Antonio Brown,WR,PIT,vs DEN,1st,8700,12,37.8,26.1,20.63,20.63,100,61,2.4,49.9,5.7
Julio Jones,WR,ATL,@ JAC,30th,8500,10.4,46.4,24.8,22.42,22.42,100,42,2.6,29.8,3.5
DeAndre Hopkins,WR,HOU,@ IND,23rd,8500,10.6,36.4,21.8,19.18,19.18,100,29,2.3,17.4,2
A.J. Green,WR,CIN,@ SF,2nd,7900,8.4,43.8,17.9,20.24,20.24,100,40,2.6,4.7,0.6
Tom Brady,QB,NE,vs TEN,22nd,7800,15,42,23.4,24.01,24.01,100,64,3.1,18.68,2.4
Cam Newton,QB,CAR,@ NYG,18th,7800,16.7,38.9,25.9,24.14,24.14,100,62,3.1,48.6,6.2
Rob Gronkowski,TE,NE,vs TEN,4th,7700,8.9,38.9,18,18.86,18.86,100,25,2.4,16.4,2.1
Brandon Marshall,WR,NYJ,@ DAL,5th,7600,12.2,36.5,23.2,20.32,20.32,100,32,2.7,11.4,1.5
Allen Robinson,WR,JAC,vs ATL,6th,7600,8.5,30.7,20.1,15.89,15.89,100,41,2.1,14.7,1.9
Devonta Freeman,RB,ATL,@ JAC,31st,7500,9.7,38.8,22.1,19.35,19.35,100,39,2.6,23.1,3.1
Aaron Rodgers,QB,GB,@ OAK,14th,7400,12.9,38.7,20.1,21.53,21.53,100,65,2.9,11.06,1.5
Mike Evans,WR,TB,@ STL,15th,7400,4.5,34.5,15.1,14.54,14.54,100,51,2,27.7,3.7
Alshon Jeffery,WR,CHI,@ MIN,22nd,7300,12.7,34.3,19,19.86,19.86,100,42,2.7,8,1.1
Larry Fitzgerald,WR,ARI,@ PHI,32nd,7300,9.9,33.3,18.2,17.67,17.67,100,53,2.4,7.3,1
Adrian Peterson,RB,MIN,vs CHI,30th,7100,17.4,28,17.8,20.95,20.95,100,10,3,6.3,0.9
Carson Palmer,QB,ARI,@ PHI,32nd,7000,16.8,33.9,21.8,22.54,22.54,100,69,3.2,14.96,2.1
Russell Wilson,QB,SEA,vs CLE,19th,7000,13.5,40.8,21.9,22.61,22.61,100,46,3.2,26.56,3.8
Greg Olsen,TE,CAR,@ NYG,32nd,6900,6.8,29.6,14.8,14.4,14.4,100,46,2.1,19.9,2.9
Calvin Johnson,WR,DET,@ NO,16th,6900,9.7,45.1,16.8,21.46,21.46,100,0,3.1,2.9,0.4
Demaryius Thomas,WR,DEN,@ PIT,25th,6800,9.2,38.3,17.6,18.89,18.89,100,38,2.8,23.1,3.4
Todd Gurley,RB,STL,vs TB,7th,6700,12.3,26.7,17.3,17.14,17.14,100,62,2.6,15.9,2.4
Drew Brees,QB,NO,vs DET,9th,6600,13.9,37,23.1,21.63,21.63,100,68,3.3,29.74,4.5
DeAngelo Williams,RB,PIT,vs DEN,5th,6600,5.8,36.4,15.4,16.02,16.02,100,9,2.4,16.6,2.5
Doug Martin,RB,TB,@ STL,15th,6600,10,24.7,15.6,14.88,14.88,100,58,2.3,10.7,1.6
Andrew Luck,QB,IND,vs HOU,3rd,6500,9.5,34.7,21.4,17.85,17.85,100,63,2.7,,
Matt Forte,RB,CHI,@ MIN,19th,6500,4.8,36.9,16.8,15.5,15.5,100,26,2.4,22.4,3.4
Ben Roethlisberger,QB,PIT,vs DEN,5th,6400,9.3,38.7,22.3,19.12,19.12,100,52,3,27.9,4.4
Jarvis Landry,WR,MIA,@ SD,7th,6300,9.3,29.7,17.8,16.14,16.14,100,54,2.6,13.4,2.1
Lamar Miller,RB,MIA,@ SD,16th,6300,13,34.9,15.1,20.33,20.33,100,49,3.2,4.4,0.7
Randall Cobb,WR,GB,@ OAK,11th,6300,5.7,32.4,12.9,14.57,14.57,100,29,2.3,10.8,1.7
LeSean McCoy,RB,BUF,@ WAS,10th,6300,7.4,36.8,15.8,17.17,17.17,100,54,2.7,4.7,0.7
Eric Decker,WR,NYJ,@ DAL,5th,6300,6.9,34.8,17.1,16.17,16.17,100,36,2.6,17.5,2.8
Sammy Watkins,WR,BUF,@ WAS,27th,6200,6.9,35.7,18,16.54,16.54,100,0,2.7,31.1,5
Matthew Stafford,QB,DET,@ NO,29th,6100,14.2,36.1,19.7,21.51,21.51,100,63,3.5,22.06,3.6
Blake Bortles,QB,JAC,vs ATL,12th,6100,15.1,34,22.3,21.42,21.42,100,67,3.5,25.28,4.1
Amari Cooper,WR,OAK,vs GB,10th,6000,5.2,34,14.3,14.75,14.75,100,42,2.5,33,5.5
Dez Bryant,WR,DAL,vs NYJ,19th,6000,2.8,33.1,10.2,12.92,12.92,100,31,2.2,15,2.5
T.Y. Hilton,WR,IND,vs HOU,3rd,5900,4.1,35.6,13.6,14.57,14.57,100,45,2.5,5.9,1
Jordan Reed,TE,WAS,vs BUF,12th,5900,4.1,29.9,18,12.69,12.69,100,44,2.2,27.4,4.6
Brandin Cooks,WR,NO,vs DET,13th,5900,5.7,34.8,16.6,15.41,15.41,100,40,2.6,31.4,5.3
Doug Baldwin,WR,SEA,vs CLE,28th,5800,7.2,34.8,17.4,16.35,16.35,100,41,2.8,20.5,3.5
David Johnson,RB,ARI,@ PHI,25th,5700,7.2,34.8,13.7,16.41,16.41,100,67,2.9,47.9,8.4
Michael Crabtree,WR,OAK,vs GB,10th,5700,7.2,30.9,15,15.13,15.13,100,50,2.7,13,2.3
Danny Amendola,WR,NE,vs TEN,24th,5700,9.3,27.3,11.1,15.26,15.26,100,0,2.7,0.3,0.1
Matt Ryan,QB,ATL,@ JAC,30th,5700,10.4,32.8,16.9,17.85,17.85,100,68,3.1,12.84,2.3
Allen Hurns,WR,JAC,vs ATL,6th,5600,5.7,29.7,16.1,13.71,13.71,100,13,2.4,6.4,1.1
Derek Carr,QB,OAK,vs GB,11th,5600,10.4,34.4,19.1,18.43,18.43,100,59,3.3,21.24,3.8
