"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Madison Bumgarner",11200,"SF@Ari 04:10PM ET",21.728,"SF","Ari",NA,23.5,NA,NA,28.15
"SP","Jon Lester",10600,"ChC@StL 08:35PM ET",20.76,"ChC","StL",NA,20.2,NA,NA,17.85
"SP","Johnny Cueto",10500,"SF@Ari 04:10PM ET",22.171,"SF","Ari",NA,NA,NA,NA,NA
"SP","Jake Arrieta",10000,"ChC@StL 08:35PM ET",20.379,"ChC","StL",NA,NA,NA,NA,NA
"SP","Chris Archer",9200,"NYY@TB 01:10PM ET",18.885,"TB","NYY",NA,19.8,NA,NA,20.95
"SP","Kyle Hendricks",9100,"ChC@StL 08:35PM ET",19.119,"ChC","StL",NA,NA,NA,NA,NA
"SP","John Lackey",8800,"ChC@StL 08:35PM ET",18.425,"ChC","StL",NA,NA,NA,NA,NA
"SP","Masahiro Tanaka",8800,"NYY@TB 01:10PM ET",18.337,"NYY","TB",NA,19,NA,NA,-8
"SP","Carlos Martinez",8300,"ChC@StL 08:35PM ET",17.258,"StL","ChC",NA,20.6,NA,NA,32.9
"SP","Jeff Samardzija",8200,"SF@Ari 04:10PM ET",14.78,"SF","Ari",NA,NA,NA,NA,NA
"SP","Michael Pineda",8000,"NYY@TB 01:10PM ET",15.608,"NYY","TB",NA,NA,NA,NA,NA
"SP","Robbie Ray",7900,"SF@Ari 04:10PM ET",16.033,"Ari","SF",NA,NA,NA,NA,NA
"SP","Zack Greinke",7700,"SF@Ari 04:10PM ET",15.067,"Ari","SF",NA,14.4,NA,NA,11.65
"SP","Taijuan Walker",7600,"SF@Ari 04:10PM ET",13.874,"Ari","SF",NA,NA,NA,NA,NA
"SP","Jake Odorizzi",7500,"NYY@TB 01:10PM ET",15.256,"TB","NYY",NA,NA,NA,NA,NA
"SP","Matt Moore",7300,"SF@Ari 04:10PM ET",16.196,"SF","Ari",NA,NA,NA,NA,NA
"P","Jose De Leon",7200,"NYY@TB 01:10PM ET",8.713,"TB","NYY",NA,NA,NA,NA,NA
"SP","Blake Snell",7100,"NYY@TB 01:10PM ET",13.887,"TB","NYY",NA,NA,NA,NA,NA
"SP","Adam Wainwright",7000,"ChC@StL 08:35PM ET",13.282,"StL","ChC",NA,NA,NA,NA,NA
"SP","Alex Cobb",7000,"NYY@TB 01:10PM ET",4.02,"TB","NYY",NA,NA,NA,NA,NA
"SP","Alex Reyes",6900,"ChC@StL 08:35PM ET",14.492,"StL","ChC",NA,NA,NA,NA,NA
"SP","CC Sabathia",6700,"NYY@TB 01:10PM ET",14.688,"NYY","TB",NA,NA,NA,NA,NA
"SP","Archie Bradley",6700,"SF@Ari 04:10PM ET",13.221,"Ari","SF",NA,NA,NA,NA,NA
"SP","Michael Wacha",6200,"ChC@StL 08:35PM ET",10.648,"StL","ChC",NA,NA,NA,NA,NA
"SP","Jacob Faria",6100,"NYY@TB 01:10PM ET",0,"TB","NYY",NA,NA,NA,NA,NA
"SP","Brett Anderson",6000,"ChC@StL 08:35PM ET",-1.975,"ChC","StL",NA,NA,NA,NA,NA
"SP","Mike Leake",6000,"ChC@StL 08:35PM ET",10.456,"StL","ChC",NA,NA,NA,NA,NA
"SP","Lance Lynn",6000,"ChC@StL 08:35PM ET",0,"StL","ChC",NA,NA,NA,NA,NA
"SP","Anthony Banda",6000,"SF@Ari 04:10PM ET",0,"Ari","SF",NA,NA,NA,NA,NA
"SP","Chad Green",5700,"NYY@TB 01:10PM ET",10.646,"NYY","TB",NA,NA,NA,NA,NA
"SP","Matt Andriese",5700,"NYY@TB 01:10PM ET",11.174,"TB","NYY",NA,NA,NA,NA,NA
"SP","Shelby Miller",5700,"SF@Ari 04:10PM ET",6.84,"Ari","SF",NA,NA,NA,NA,NA
"SP","Luke Weaver",5600,"ChC@StL 08:35PM ET",10.417,"StL","ChC",NA,NA,NA,NA,NA
"SP","Luis Severino",5600,"NYY@TB 01:10PM ET",6.734,"NYY","TB",NA,NA,NA,NA,NA
"SP","Jaime Schultz",5500,"NYY@TB 01:10PM ET",0,"TB","NYY",NA,NA,NA,NA,NA
