"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Cardinals  (0000000)","Cardinals ",0,3800,"NYJ@Ari 00:00PM ET","Ari","Cardinals","","NYJ",12.06,11.6
"DST","Bills  (0000000)","Bills ",0,3700,"SF@Buf 00:00PM ET","Buf","Bills","","SF",10.92,7.9
"DST","Broncos  (0000000)","Broncos ",0,3700,"Den@SD 00:00PM ET","Den","Broncos","","SD",10.34,8.6
"DST","Seahawks  (0000000)","Seahawks ",0,3600,"Atl@Sea 00:00PM ET","Sea","Seahawks","","Atl",9.46,8.5
"DST","Steelers  (0000000)","Steelers ",0,3400,"Pit@Mia 00:00PM ET","Pit","Steelers","","Mia",8.34,7.8
"DST","Titans  (0000000)","Titans ",0,3300,"Cle@Ten 00:00PM ET","Ten","Titans","","Cle",10.14,7.9
"DST","Patriots  (0000000)","Patriots ",0,3200,"Cin@NE 00:00PM ET","NE","Patriots","","Cin",10.03,8.8
"DST","Eagles  (0000000)","Eagles ",0,3100,"Phi@Was 00:00PM ET","Phi","Eagles","","Was",9.06,8
"DST","Giants  (0000000)","Giants ",0,3000,"Bal@NYG 00:00PM ET","NYG","Giants","","Bal",7.75,8.5
"DST","Lions  (0000000)","Lions ",0,3000,"LA@Det 00:00PM ET","Det","Lions","","LA",9.23,6.6
"DST","Texans  (0000000)","Texans ",0,2900,"Ind@Hou 00:00PM ET","Hou","Texans","","Ind",8.39,7.5
"DST","Rams  (0000000)","Rams ",0,2900,"LA@Det 00:00PM ET","LA","Rams","","Det",7.82,8.3
"DST","Packers  (0000000)","Packers ",0,2800,"Dal@GB 00:00PM ET","GB","Packers","","Dal",8.38,6.6
"DST","Chiefs  (0000000)","Chiefs ",0,2800,"KC@Oak 00:00PM ET","KC","Chiefs","","Oak",7.12,6.8
"DST","Jaguars  (0000000)","Jaguars ",0,2700,"Jax@Chi 00:00PM ET","Jax","Jaguars","","Chi",7.81,6.3
"DST","Redskins  (0000000)","Redskins ",0,2700,"Phi@Was 00:00PM ET","Was","Redskins","","Phi",6.2,6.8
"DST","Browns  (0000000)","Browns ",0,2600,"Cle@Ten 00:00PM ET","Cle","Browns","","Ten",8.27,6.2
"DST","Ravens  (0000000)","Ravens ",0,2600,"Bal@NYG 00:00PM ET","Bal","Ravens","","NYG",8.53,6.2
"DST","Raiders  (0000000)","Raiders ",0,2600,"KC@Oak 00:00PM ET","Oak","Raiders","","KC",6.71,6.8
"DST","Chargers  (0000000)","Chargers ",0,2500,"Den@SD 00:00PM ET","SD","Chargers","","Den",6.08,6.3
"DST","Dolphins  (0000000)","Dolphins ",0,2500,"Pit@Mia 00:00PM ET","Mia","Dolphins","","Pit",6.3,4.2
"DST","Bengals  (0000000)","Bengals ",0,2500,"Cin@NE 00:00PM ET","Cin","Bengals","","NE",5.76,5
"DST","Falcons  (0000000)","Falcons ",0,2500,"Atl@Sea 00:00PM ET","Atl","Falcons","","Sea",6.12,5.8
"DST","Panthers  (0000000)","Panthers ",0,2400,"Car@NO 00:00PM ET","Car","Panthers","","NO",7.43,7.9
"DST","Cowboys  (0000000)","Cowboys ",0,2400,"Dal@GB 00:00PM ET","Dal","Cowboys","","GB",4.94,4.6
"DST","Jets  (0000000)","Jets ",0,2400,"NYJ@Ari 00:00PM ET","NYJ","Jets","","Ari",4.97,6.1
"DST","49ers  (0000000)","49ers ",0,2300,"SF@Buf 00:00PM ET","SF","49ers","","Buf",6.01,3.6
"DST","Bears  (0000000)","Bears ",0,2300,"Jax@Chi 00:00PM ET","Chi","Bears","","Jax",6.27,5.9
"DST","Colts  (0000000)","Colts ",0,2200,"Ind@Hou 00:00PM ET","Ind","Colts","","Hou",5.52,6.9
"DST","Saints  (0000000)","Saints ",0,2000,"Car@NO 00:00PM ET","NO","Saints","","Car",3.72,5.7
